geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00122064,3.8,20.3,41.4,34.6
E00122065,0,30.5,47.7,21.9
E00122066,2.5,16.9,43.2,37.3
E00122067,1.6,19.7,32.8,45.9
E00122068,29.5,23.9,28.4,18.2
E00122069,2.5,18.8,27.5,51.3
E00122070,4.2,28,23.7,44.1
E00122071,0,20.2,33.7,46.2
E00122072,2.9,30.1,35.9,31.1
E00122073,4.1,30.8,40.4,24.7
E00122074,14.5,39.9,21.8,23.8
E00122075,1.6,26.6,68.8,3.1
E00122077,43.6,17.9,20.5,17.9
E00122078,4.8,34.4,38.4,22.4
E00122080,15.8,53.4,15.8,15.1
E00122083,14.5,27,49.1,9.4
E00122084,25.9,4.4,52.6,17
E00122085,22.7,42.7,19.4,15.2
E00122086,22.1,27.9,47.8,2.2
E00122087,7,15.5,13.2,64.3
E00122088,24.8,38.3,22.6,14.3
E00122089,19.7,37.8,16.5,26
E00122090,0.8,24.4,38.6,36.2
E00122091,4.3,34.4,17.8,43.6
E00122092,29.2,30.1,19.5,21.2
E00122093,0.9,12,51.3,35.9
E00122094,14.5,31.3,22.9,31.3
E00122095,2.4,9.1,40.6,47.9
E00122096,1.6,17.5,24.6,56.3
E00122097,4.7,14,54.3,27.1
E00122098,2.6,24.1,48.3,25
E00122099,0.8,42.6,51.6,4.9
E00122100,0,38,53.7,8.3
E00122101,1.4,9.7,31,57.9
E00122102,10.1,32.8,23.5,33.6
E00122103,3.8,10.8,33.8,51.5
E00122123,2.5,13.1,19.7,64.8
E00122124,1.7,24.6,44.1,29.7
E00122127,1.9,21.5,32.3,44.3
E00122137,5.9,62.7,20.3,11.1
E00122138,2.1,67.1,25.7,5
E00122139,6.2,58.5,24.6,10.8
E00122140,68.4,25.6,4.3,1.7
E00122141,15.7,32.1,44,8.2
E00122142,33.3,21.6,26.5,18.6
E00122143,16.5,31.2,45,7.3
E00122144,6.7,58,28.7,6.7
E00122145,11.9,54.8,23.7,9.6
E00122147,0.7,8.5,23.4,67.4
E00122148,0,18.7,41.7,39.6
E00122149,1.6,14.6,45.5,38.2
E00122150,0,12.5,26.1,61.4
E00122151,0,24.6,25.4,50
E00122152,19.8,11.5,16.8,51.9
E00122153,0.7,10.5,36.8,52
E00122154,2.4,27.6,40.2,29.9
E00122155,0.8,22.5,33.3,43.4
E00122156,0,5.3,30.2,64.5
E00122176,5.1,26.3,47.4,21.2
E00122177,2.3,47.4,36.1,14.3
E00122178,3.6,56.4,27.9,12.1
E00122179,4.3,37.7,43.2,14.8
E00122180,8.9,19.7,49,22.3
E00122181,0.8,43.1,46.2,10
E00122182,2.2,28.4,59,10.4
E00122183,3.2,28,59.2,9.6
E00122184,8.5,48.9,31.9,10.6
E00122185,12,39.8,41.4,6.8
E00122186,29.7,30.5,34.7,5.1
E00122188,0,13.8,57.2,29
E00122189,10.2,56.8,27.1,5.9
E00122191,2.3,23.8,44.8,29.1
E00122200,12.5,25,33.6,28.9
E00122222,22.7,16.4,37.5,23.4
E00122224,0,18.6,20.7,60.7
E00122225,2.1,41,37.6,19.2
E00122227,3.1,21.9,24,51
E00122228,2.1,5.5,34.2,58.2
E00122229,1.9,54.3,24.7,19.1
E00122230,0,34.1,43.4,22.5
E00122231,33.6,41.4,19.5,5.5
E00122232,5.6,26.2,38.9,29.4
E00122233,1.8,22.6,37.2,38.4
E00122234,0.7,30.2,47.5,21.6
E00122235,0,0,54.5,45.5
E00122236,3.7,30.9,39,26.5
E00122237,3.1,60.9,28.1,7.8
E00122238,0,24.3,53.5,22.2
E00122239,1.7,62.5,24.2,11.7
E00122240,5.3,26.3,42.1,26.3
E00122241,10.9,34.6,29.5,25
E00122242,4.5,36.1,42.1,17.3
E00122243,0,16.4,25.4,58.2
E00122244,6.3,21,65,7.7
E00122245,19.7,26.8,33.9,19.7
E00122246,13,32.5,24.4,30.1
E00122247,3.7,43.3,37.3,15.7
E00122248,10.7,14.8,66.4,8.2
E00122249,2.2,55.8,29,13
E00122250,26.2,37.7,27.7,8.4
E00122251,1.7,23.1,46.3,28.9
E00122252,6.2,26.4,37.2,30.2
E00122253,8.9,33.9,35.5,21.8
E00122254,13.5,41.4,29.3,15.8
E00122255,63.7,26.1,7,3.2
E00122256,79.7,12,1.5,6.8
E00122257,20.5,34.4,19.7,25.4
E00122258,42.4,34.4,15.2,7.9
E00122259,24,47.3,17.8,10.9
E00122260,49.6,26.7,12.6,11.1
E00122261,47.8,31.7,14.9,5.6
E00122262,58.6,17.2,15.3,8.9
E00122263,43.4,34.8,13.5,8.2
E00122264,46.2,36.9,12.3,4.6
E00122265,43.7,52.1,4.2,0
E00122266,29.4,31.3,16,23.3
E00122267,29.7,51.4,14.9,4.1
E00122268,36.2,24.8,10.5,28.6
E00122269,15.5,31.9,21.6,31
E00122270,17.8,24.8,27.9,29.5
E00122271,23.5,47,13,16.5
E00122272,41.4,29,21.4,8.3
E00122273,62.6,27.8,7.8,1.7
E00122274,5.6,32,48,14.4
E00122275,37.9,32.6,14.4,15.2
E00122276,11.5,20.5,52.5,15.6
E00122277,0,11.9,32.2,55.9
E00122278,8.3,19.4,23.9,48.3
E00122279,1.5,34.8,42.4,21.2
E00122280,9.9,40.1,40.8,9.2
E00122281,3.4,25.2,34,37.4
E00122282,0.8,18.5,44.6,36.2
E00122283,8.7,21.7,42.6,27
E00122284,0.9,15,38.3,45.8
E00122285,2.9,26,39.4,31.7
E00122286,1.5,26.1,41.8,30.6
E00122287,3.4,16.1,45.8,34.7
E00122288,6,29.1,40.2,24.8
E00122289,7.6,26.8,34.4,31.2
E00122290,0,27.4,43.8,28.8
E00122291,6,14.2,66.4,13.4
E00122293,24,22.5,48.8,4.7
E00122294,1.3,14.1,35.3,49.4
E00122295,3.5,12.3,34.2,50
E00122296,5.9,15.3,49.2,29.7
E00122297,3.9,23.3,40.3,32.6
E00122298,8.1,21.6,36,34.2
E00122299,0.8,7.3,31.5,60.5
E00122300,15.7,15.7,20.9,47.8
E00122301,3.9,24.2,32.8,39.1
E00122302,16.1,34.3,30.1,19.6
E00122303,8.3,22,45.5,24.2
E00122305,1.7,23.5,31.9,42.9
E00122306,7.6,15.9,69.7,6.8
E00122307,26.7,25,40.8,7.5
E00122308,11.1,34.1,40.7,14.1
E00122310,45.8,25,12.5,16.7
E00122311,42.4,19.6,7,31
E00122312,14.4,49,25,11.5
E00122313,31.7,24.5,34.5,9.4
E00122314,55.4,18.8,13.9,11.9
E00122315,53.3,37.8,5.6,3.3
E00122316,33.6,48.5,9.7,8.2
E00122317,27.2,33.8,21.3,17.6
E00122318,0.8,55,34.4,9.9
E00122319,7.1,27.4,56.6,8.8
E00122320,7.8,24,52.7,15.5
E00122321,27.5,47.7,17.4,7.4
E00122322,35.6,24.8,30.2,9.4
E00122323,1.5,7.5,29.9,61.2
E00122324,0,19.8,56.9,23.3
E00122325,5,13.2,19.8,62
E00122326,30.1,29.2,12.4,28.3
E00122327,0.7,41.8,32.6,24.8
E00122328,11.7,30.3,44.1,13.8
E00122329,0.7,25.9,50.3,23.1
E00122330,0.7,30.9,32.4,36
E00122331,5,10.8,34.5,49.6
E00122332,8.3,72.2,14.4,5.1
E00122333,0,38.1,39.7,22.2
E00122334,39.7,25,19.1,16.2
E00122335,3,32.8,32.8,31.3
E00122336,9.7,17.2,34.3,38.8
E00122337,1.7,41.7,41.7,15
E00122338,15.2,28,29.5,27.3
E00122339,28.1,24.4,36.3,11.1
E00122340,9.9,29.1,48.2,12.8
E00122341,1.5,28.2,48.1,22.1
E00122342,39.2,25.5,22.9,12.4
E00122343,1.4,41.5,29.6,27.5
E00122344,2.4,43.1,39,15.4
E00122345,1.5,33.6,45,19.8
E00122346,0.8,22.9,38.2,38.2
E00122347,11.8,16.8,31.9,39.5
E00122348,0,33.6,42.6,23.8
E00122350,0,15,31.9,53.1
E00122351,19.6,10.9,44.2,25.4
E00122352,20.2,45.9,18.3,15.6
E00122353,1.9,34.6,13.5,50
E00122354,4.4,37.8,36.1,21.7
E00122355,28.2,47.4,17.9,6.4
E00122356,26.1,14.9,32.8,26.1
E00122357,31.6,30.1,24.8,13.5
E00122358,20.3,38.3,37.5,3.9
E00122359,14.9,18.2,40.5,26.4
E00122360,16.6,39.7,32.5,11.3
E00122361,17.1,18.9,15.3,48.6
E00122362,8.7,54.3,24.6,12.3
E00122363,1,26.5,31.6,40.8
E00122364,2,7.5,32,58.5
E00122365,0,6.9,28.4,64.7
E00122366,23.2,18.4,30.4,28
E00122367,18.8,33.3,32.5,15.4
E00122368,9,29,44.8,17.2
E00122369,16.2,23.1,28.2,32.5
E00122370,5.7,19.9,24.1,50.4
E00122371,1.4,9.5,39.9,49.3
E00122372,5.2,3,26.9,64.9
E00122373,13.7,27.5,39.2,19.6
E00122374,0,2.5,25.2,72.3
E00122375,0,9.1,47,43.9
E00122376,0.9,11.9,45.9,41.3
E00122377,1.3,18.8,22.8,57
E00122378,26.2,34,30.1,9.7
E00122403,1.3,33.1,33.1,32.5
E00122404,0.8,26,52.8,20.3
E00122406,1.6,27.9,41,29.5
E00122407,0,17.6,63,19.3
E00122409,11.2,66.4,19,3.4
E00122410,0.8,42.1,40.5,16.5
E00122411,25.8,38.3,30.5,5.5
E00122412,8,14.5,60.9,16.7
E00122413,3.8,25.2,23.3,47.8
E00122414,0.7,12.4,54,32.8
E00122415,10.1,32.6,32,25.3
E00122416,24.8,48.3,20.7,6.2
E00122417,1.5,19.5,62.4,16.5
E00122418,7.5,23.1,59,10.4
E00122419,2.3,24.2,50.8,22.7
E00122420,0.8,22.2,58.7,18.3
E00122421,4.3,38.1,43.9,13.7
E00122422,0.8,44.5,35.9,18.8
E00122425,0,38.8,41.3,19.8
E00122433,0,35.7,48.3,16.1
E00122434,4.5,54.1,32.3,9
E00122438,7.8,31.8,49.6,10.9
E00122439,5.5,49.2,32,13.3
E00122440,2.3,67.7,22.3,7.7
E00122441,1.6,19.4,57.3,21.8
E00122442,2.4,37,44.9,15.7
E00122443,1.7,50.8,40.8,6.7
E00122444,9.7,56.1,25.2,9
E00122445,4,33.6,45.6,16.8
E00122446,1.9,36.4,39,22.7
E00122447,1.4,23.9,47.8,26.8
E00122448,1.5,35.1,41.2,22.1
E00122449,10.9,31.8,43.6,13.6
E00122450,0,30.8,40.6,28.6
E00122451,5.5,26.8,48,19.7
E00122452,1.7,30.5,44.1,23.7
E00122453,4.1,27,53.3,15.6
E00122454,9.7,55.2,29.9,5.2
E00122455,6.7,28.6,60.5,4.2
E00122456,5.7,60.5,22.9,10.8
E00122457,23.9,23.2,42.8,10.1
E00122458,7.3,36.6,47.2,8.9
E00122459,9.2,35.4,46.2,9.2
E00122460,11.8,8.2,38.2,41.8
E00122461,18.4,20,44.8,16.8
E00122462,28.5,36.8,21.9,12.7
E00122463,4.9,5.7,32,57.4
E00122464,18.9,20,28.4,32.6
E00122465,0.8,6.3,59.8,33.1
E00122466,0,9.3,52.5,38.1
E00122467,0.8,50.4,38.9,9.9
E00122468,6.5,14.6,43.1,35.8
E00122469,32.8,14.9,32.1,20.1
E00122470,15.7,40,25,19.3
E00122471,49.1,22.4,17.6,10.9
E00122472,18.1,27.1,43.1,11.8
E00122474,22.1,29.9,27.9,20.1
E00122476,9.1,26.6,30.5,33.8
E00122477,30.1,36.6,17.1,16.3
E00122478,28.8,30.7,20.9,19.6
E00122479,4.2,35.8,47.5,12.5
E00122482,1,57.4,31.7,9.9
E00122483,17,53.8,19.8,9.3
E00122484,4.4,31.6,49.3,14.7
E00122485,3.4,26.8,57.7,12.1
E00122486,8.7,20.3,60.1,10.9
E00122487,43.5,34.1,16.7,5.8
E00122488,19.3,42.9,32.8,5
E00122489,2.3,19.8,37.4,40.5
E00122490,8.9,40,31.1,20
E00122491,18.8,48.6,18.8,13.9
E00122493,15.6,26.1,33.9,24.4
E00122494,0,14,57,28.9
E00122495,50.4,26,16.8,6.9
E00122496,22.4,45.4,23,9.2
E00122497,6.1,12.2,24.3,57.4
E00122499,21.9,35.1,20.5,22.5
E00122500,26.5,11.5,53.1,8.8
E00122502,5.3,26.3,46.6,21.8
E00122503,24.6,31.4,28,16.1
E00122504,19.9,25.3,26,28.8
E00122505,8.1,19.6,33.8,38.5
E00122506,7.5,23.4,41.1,28
E00122509,1.6,24.6,63.9,9.8
E00122510,35.5,51.4,10.9,2.2
E00122512,0,18.3,64.3,17.5
E00122513,1.3,17.1,64.6,17.1
E00122514,1.5,14.8,40.7,43
E00122799,0,18.1,75.4,6.5
E00122801,0,9.4,81.9,8.7
E00122802,21.8,37.3,33.8,7
E00122803,9.3,25.3,60.7,4.7
E00122804,20,31.9,38.4,9.7
E00122805,0.8,17.7,76.6,4.8
E00122806,1.7,38.1,54.1,6.1
E00122807,6.2,15.5,54.6,23.7
E00122808,0,4.4,86.9,8.8
E00122809,4.4,40.1,48.2,7.3
E00122810,3.1,26,62.6,8.4
E00122811,2.3,35.7,32.7,29.2
E00122812,6,30.9,43,20.1
E00122853,2.2,25.5,47.4,24.8
E00122854,6.2,20.7,53.8,19.3
E00122855,9.8,41.5,22.8,26
E00122856,3.3,57.6,34.4,4.6
E00122857,2.4,25,32.1,40.5
E00122858,0,12.7,65.7,21.6
E00122859,9.1,42.7,40.9,7.3
E00122860,3.8,35.3,40.6,20.3
