geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00122064,6,38.3,33.1,22.6
E00122065,10.2,39.4,32.3,18.1
E00122066,11.2,36.2,37.9,14.7
E00122067,6.5,32.5,44.7,16.3
E00122068,12.6,58.6,14.9,13.8
E00122069,7.4,27.2,33.3,32.1
E00122070,6.1,37.7,42.1,14
E00122071,6.8,39.8,29.1,24.3
E00122072,5.8,44.7,31.1,18.4
E00122073,4.8,29,39.3,26.9
E00122074,20.7,53.9,20.7,4.7
E00122075,44.5,37.5,11.7,6.3
E00122077,63.6,27.9,5.8,2.6
E00122078,18.5,52.4,21,8.1
E00122080,39.3,46.9,12.4,1.4
E00122083,40.3,36.5,20.1,3.1
E00122084,41,36.6,15.7,6.7
E00122085,39.4,49.8,9.9,0.9
E00122086,35.1,44.8,14.9,5.2
E00122087,14.6,55.4,20,10
E00122088,40.6,42.9,14.3,2.3
E00122089,32.8,50,15.6,1.6
E00122090,15,40.2,37,7.9
E00122091,17.2,60.7,19,3.1
E00122092,31,48.1,17.6,3.3
E00122093,10.3,43.1,38.8,7.8
E00122094,22.9,38.9,29.8,8.4
E00122095,10.9,52.7,26.7,9.7
E00122096,10.3,45.2,31.7,12.7
E00122097,21.8,39.1,24.8,14.3
E00122098,39.7,40.5,16.4,3.4
E00122099,45.5,38,14,2.5
E00122100,28.4,43.1,25.7,2.8
E00122101,23.6,41.7,24.3,10.4
E00122102,17.6,36.1,38.7,7.6
E00122103,8.5,36.9,36.2,18.5
E00122123,5,33.1,37.2,24.8
E00122124,6.8,28.8,41.5,22.9
E00122127,3.2,26.3,39.7,30.8
E00122137,19.7,46.1,24.3,9.9
E00122138,21.8,47.2,24.6,6.3
E00122139,22.1,55,16,6.9
E00122140,59.8,32.5,7.7,0
E00122141,20,47.4,25.9,6.7
E00122142,28.4,41.2,19.6,10.8
E00122143,24.5,50,19.8,5.7
E00122144,20.4,44.9,20.4,14.3
E00122145,19,50.4,21.2,9.5
E00122147,4.3,26.2,44,25.5
E00122148,2.9,39.1,39.9,18.1
E00122149,6.5,46.3,32.5,14.6
