areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00014675,54.7,2.7,42.7
E00014676,71.6,3.4,25
E00014677,50.2,6,43.8
E00014678,60.3,2.1,37.6
E00014679,61.5,4.8,33.8
E00014680,60.3,3,36.7
E00014681,59.1,3.8,37.1
E00014682,60.8,0.4,38.8
E00014683,60.8,2.7,36.5
E00014684,66.9,2.6,30.5
E00014686,63.7,4.3,32
E00014687,71.2,4.8,24
E00014688,68.1,3.5,28.5
E00014689,64.3,3.3,32.3
E00014690,51.1,5.4,43.5
E00014691,61.3,9,29.7
E00014692,63.2,3.7,33.1
E00014693,66.9,3.3,29.8
E00014694,59,2.2,38.8
E00014695,64.5,2.8,32.7
E00014696,60.9,0.8,38.3
E00014697,57.5,3,39.5
E00014698,57.7,0.7,41.6
E00014699,51.4,4.5,44.1
E00014700,66.5,1.4,32
E00014701,55.3,4.1,40.5
E00014702,68.8,2.8,28.3
E00014703,50.6,2.1,47.3
E00014704,69.2,3.5,27.3
E00014705,75.9,2.5,21.6
E00014706,75.4,2.2,22.3
E00014707,75.5,4.7,19.7
E00014708,63.8,2.3,34
E00014709,71,2.8,26.1
E00014710,61,1.9,37.2
E00014711,33.9,6.5,59.5
E00014712,72.5,2.1,25.4
E00014713,66.7,1.6,31.7
E00014714,57.4,2.8,39.7
E00014715,80.8,3.6,15.6
E00014716,76.9,6.6,16.5
E00014717,63.9,5.2,30.9
E00014718,70.8,0,29.2
E00014719,67.3,1.1,31.6
E00014720,60.5,3.2,36.4
E00014721,65.9,5.4,28.7
E00014722,55.9,4.6,39.5
E00014723,65.5,3,31.5
E00014724,73.2,4.8,22
E00014725,49,0,51
E00014726,72.2,2.2,25.6
E00014727,62.8,6.1,31.1
E00014728,81.1,2.7,16.2
E00014729,57.4,2.3,40.4
E00014730,53.6,8.2,38.3
E00014731,66.8,5.1,28
E00014732,55.9,4.8,39.2
E00014733,61.8,1.9,36.2
E00014734,60.1,2.2,37.7
E00014735,51.4,6.1,42.5
E00014736,58.7,2.6,38.7
E00014737,77.6,4.1,18.4
E00014743,58.5,3.4,38.1
E00014750,50.8,2.9,46.3
E00014751,49.9,3.9,46.3
E00014801,67.2,2.1,30.6
E00014802,62.8,2.7,34.5
E00014803,61.7,4.5,33.7
E00014804,62.9,4.4,32.7
E00014805,60.1,3.8,36.2
E00014806,65.6,3.5,30.8
E00014807,62.8,3.4,33.8
E00014808,56.5,5.1,38.3
E00014809,67.2,4.2,28.6
E00014810,72.7,1.6,25.7
E00014811,66.9,2.7,30.4
E00014812,59.3,2.5,38.2
E00014813,62.7,3.3,34
E00014814,61.2,2.9,35.9
E00014815,70.7,3.2,26.1
E00014816,65.5,0,34.5
E00014817,63,5.9,31.1
E00014818,62.7,2.6,34.7
