areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00014675,2.1,10.6,51.1,36.2
E00014676,0.8,10.8,80,8.3
E00014677,4.7,4.7,53.9,36.7
E00014678,0,6.6,43.4,50
E00014679,5.4,17.7,41.5,35.4
E00014680,3,13.6,40.9,42.4
E00014681,1.6,2.4,44.8,51.2
E00014682,3.4,10.3,52.1,34.2
E00014683,0.8,10.7,81.1,7.4
E00014684,0,9,85.6,5.4
E00014686,1.7,3.3,91.7,3.3
E00014687,2.4,5.5,82.7,9.4
E00014688,0,4.6,90.8,4.6
E00014689,18.1,16.9,29.5,35.5
E00014690,29.1,47.2,15.7,7.9
E00014691,16.1,35.8,42.3,5.8
E00014692,0.8,3.3,54.1,41.8
E00014693,0,3.6,48.2,48.2
E00014694,29.7,24.6,18.6,27.1
E00014695,0.9,16.5,36.5,46.1
E00014696,0.8,6.6,52.5,40.2
E00014697,1.5,9,47,42.5
E00014698,0.8,4,52.4,42.7
E00014699,1.8,19.5,44.2,34.5
E00014700,1.8,4.4,37.2,56.6
E00014701,0,6.7,50.7,42.5
E00014702,50,21.4,9.1,19.5
E00014703,1.8,2.7,30,65.5
E00014704,37.8,59.3,1.5,1.5
E00014705,42.6,30.4,11.3,15.7
E00014706,9,43.4,18,29.5
E00014707,17.7,48,25.7,8.6
E00014708,0.9,0.9,35.7,62.6
E00014709,57.8,37.9,3.4,0.9
E00014710,20,38.5,28.1,13.3
E00014711,68.3,23.7,2.2,5.8
E00014712,58.5,25.4,8.5,7.6
E00014713,23,14,12,51
E00014714,55.1,35.7,7.1,2
E00014715,1.1,44.9,46.1,7.9
E00014716,22.9,37.1,24.8,15.2
E00014717,15.5,22.5,36.4,25.6
E00014718,4.8,13.3,44.8,37.1
E00014719,4.5,29.9,32.8,32.8
E00014720,0,11.7,39.6,48.6
E00014721,0,6.1,43.5,50.4
E00014722,4.8,4,20.2,71
E00014723,36.7,20.4,12.2,30.6
E00014724,52,44.1,3.9,0
E00014725,38.5,19.2,6.9,35.4
E00014726,42.7,32.5,15.3,9.6
E00014727,31.9,56.6,4.4,7.1
E00014728,25.2,56.3,12.6,5.8
E00014729,1,1.9,18.3,78.8
E00014730,17.8,22.3,19.3,40.6
E00014731,36.8,46.6,5.3,11.3
E00014732,21.2,54.5,3.8,20.5
E00014733,71.4,21.4,2.4,4.8
E00014734,1.7,7.6,37,53.8
E00014735,48,36.6,9.8,5.7
E00014736,1.7,0.9,36.2,61.2
E00014737,54.5,32.3,9.1,4
E00014743,1.8,32.5,43.9,21.9
E00014750,35.3,22.1,23.5,19.1
E00014751,3.6,4.3,36.4,55.7
E00014801,19.1,16,61.1,3.8
E00014802,0.7,4.4,69.3,25.5
E00014803,0.8,15.9,71.4,11.9
E00014804,0,4.9,79.7,15.4
E00014805,7.9,18.7,54.7,18.7
E00014806,8.9,54.5,25.9,10.7
E00014807,2.2,10.2,67.2,20.4
E00014808,1.6,43.2,46.4,8.8
E00014809,0.9,43.4,47.8,8
E00014810,28.5,41.5,26.9,3.1
E00014811,1.5,10.4,54.8,33.3
E00014812,1.7,14,63.6,20.7
E00014813,3.6,16.1,53.6,26.8
E00014814,5.3,6.8,50.8,37.1
