geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00073746,13,57.7,24.4,4.9
E00073748,25.6,50.7,17.2,6.6
E00073751,38.5,37.1,15.4,9.1
E00073754,35.7,44.4,14.6,5.3
E00073755,49.6,39.3,9.6,1.5
E00073756,54.9,44.2,0.9,0
E00073764,27.3,47.4,18.2,7.1
E00073765,23,42.6,23.8,10.7
E00073766,35.2,38.7,19.7,6.3
E00073767,19.6,48,25.7,6.8
E00073768,26.4,43.1,25.7,4.9
E00073769,24.8,45.9,23.3,6
E00073770,29.7,37.3,25.4,7.6
E00073771,20.2,49.6,23.3,7
E00073772,22.2,34.9,32.5,10.3
E00073773,23.4,43,22.7,10.9
E00073774,11.3,48.8,31.5,8.3
E00073775,27.9,45.5,21.2,5.5
E00073776,40.3,43.3,14.2,2.2
E00073777,18,56.8,15.3,9.9
E00073778,14,36.4,35.5,14
E00074195,13.4,56.7,22.4,7.5
E00074223,12.8,39.2,32,16
E00074224,9.8,52.7,34.8,2.7
E00074225,10,39.2,38.5,12.3
E00074226,11.3,51.1,28.4,9.2
E00074227,21.7,38.8,28.7,10.9
E00075093,4.7,23.6,48.6,23
E00075095,4,23.5,50.3,22.1
E00075096,2.8,32.6,45.1,19.4
E00075097,6.5,26.1,39.9,27.5
E00075098,6.8,23.3,44.4,25.6
E00075099,10.1,27.3,41,21.6
E00075100,3.5,26.3,37.7,32.5
E00075101,3.8,39.4,40.9,15.9
E00075102,9.1,28.1,43,19.8
E00075103,5.8,29.2,41.6,23.4
E00075104,9.1,27.3,39.9,23.8
E00075105,20.8,43.8,27.8,7.6
E00075106,5.6,41.3,38.9,14.3
E00075107,10.7,32.1,45,12.2
E00075108,6.9,33.1,43.4,16.6
E00075109,3.4,43.2,39.8,13.6
E00075110,12.6,46.2,30.3,10.9
E00075145,9.2,49.5,31.2,10.1
E00075146,9,35.1,35.1,20.7
E00075147,3.3,44.4,38.6,13.7
E00075148,1.4,31.9,48.6,18.1
E00075149,2.6,34.6,45.5,17.3
E00075150,4.9,56.6,32.8,5.7
E00075151,18.3,59.1,19.5,3
E00075152,14.6,48.2,29.9,7.3
E00075153,19,46.7,30.5,3.8
E00075154,0,41,45.8,13.3
E00075155,4.9,33,37.9,24.3
E00075156,9.2,42.7,34.4,13.7
E00075157,7.7,38.7,38.7,14.8
E00075158,4.5,44,37.3,14.2
E00075159,9.7,43.4,38.1,8.8
E00075160,6.1,42.9,42.2,8.8
E00075161,5.4,36.2,38.5,20
E00075162,5.5,44.5,35.2,14.8
E00075163,11.4,47.5,32.3,8.9
E00075164,2.9,46.1,39.2,11.8
E00075165,3.3,47.9,30.6,18.2
E00075166,11,44.1,38.2,6.6
E00075167,8.8,58.8,28.4,3.9
E00075168,3.3,27.5,48.3,20.8
E00075169,7.1,38.1,44,10.7
E00075170,3.7,41.5,40,14.8
E00075171,11.4,44.3,35,9.3
E00075172,7.3,49.2,33.9,9.7
E00075173,7.1,49.6,32.7,10.6
E00075174,9.5,48.8,29.8,11.9
E00075175,5.7,35,39,20.3
E00075176,26.5,65.4,6.2,1.9
E00075177,8,42.9,36.3,12.8
E00075178,7.1,48.7,35.4,8.8
E00075179,18.8,53,24.2,4
E00075180,9.7,50.8,33.9,5.6
E00075181,16.8,51.1,30.7,1.5
E00075182,8.6,41,36.2,14.3
E00075183,7.2,39.6,39.6,13.5
E00075184,6.5,34.1,47.2,12.2
E00075185,23.9,63.3,11,1.8
E00075186,15.1,52.4,27,5.6
E00075187,11.2,49.7,32.2,7
E00075188,5,36.7,44.6,13.7
E00075189,3.5,35.1,46.5,14.9
E00075190,12.5,50.6,28.8,8.1
E00075191,6.5,35.9,47.1,10.5
E00075193,5.7,34.4,41.8,18
E00075194,9.7,41,37.3,11.9
E00075195,10.4,46.1,33,10.4
E00075196,8.1,60.2,26.1,5.6
E00075198,9.7,46,40.3,4
E00075199,20.8,53.5,20.8,4.9
E00075200,15.5,38.2,34.5,11.8
E00075201,5.1,37.4,40.4,17.2
E00075202,10.9,41.2,35.1,12.8
E00075203,7,47.7,36.7,8.6
E00075204,5.5,41.8,43.6,9.1
E00075205,5,27.5,47.5,20
E00075312,14.6,39,35,11.4
E00075313,7.8,50.4,29.1,12.8
E00075314,16.3,43.8,26.8,13.1
E00075315,14.8,43.8,29.7,11.7
E00075316,19.9,37.5,31.6,11
E00075317,49.6,43.5,6.9,0
E00075318,30.9,37.4,22.8,8.9
E00075319,13.5,40.6,33.8,12
E00075321,31.6,50,15.8,2.6
E00075322,18.8,34.4,34.4,12.5
E00075339,21,47.1,24.3,7.6
E00075340,23.5,43.8,20.9,11.8
E00075341,8.5,24.8,44.7,22
E00075342,3.9,34.1,42.6,19.4
E00075343,7.6,29.7,42.1,20.7
E00075344,3.2,33.6,45.6,17.6
E00075345,8.7,32.3,40.2,18.9
E00075346,6.3,35.2,41.4,17.2
E00075347,6.5,29.8,47.6,16.1
E00075348,6.8,29.2,47.2,16.8
E00075349,4.7,32.7,44,18.7
E00075350,6.1,34.1,43.9,15.9
E00075351,5.8,47.3,33.9,12.9
E00075352,5.5,27.6,47.6,19.3
E00075353,19.3,43.7,26.7,10.4
E00075354,4.5,36.6,42.5,16.4
E00075355,24.8,42.6,27.1,5.4
E00075356,9.9,28.2,38.9,22.9
E00075358,2.8,25,46.6,25.6
E00075359,7.2,31.2,41.6,20
E00075427,5.5,27.3,38.2,29.1
E00075430,2.2,31.4,35,31.4
E00075512,24.8,41.4,27.8,6
E00075513,23.4,45,25.2,6.3
E00075514,30.7,47.4,16.8,5.1
E00075515,12.5,39.8,34.4,13.3
E00075516,27.5,41.2,21.4,9.9
E00075517,20.4,48.7,23.9,7.1
E00075518,34.4,45.8,16,3.8
E00075519,7,35.2,36.7,21.1
E00075520,27.4,32.3,32.3,8.1
E00075521,10,48.3,28.3,13.3
E00075522,4.2,48.3,37.3,10.2
E00075523,23.2,42.8,26.8,7.2
E00075524,17.6,48.8,21.6,12
E00075525,10.3,35.7,33.3,20.6
E00075526,10.9,37.2,37.2,14.7
E00075527,14.1,45.9,29.6,10.4
E00075528,11.5,36.3,41.6,10.6
E00075529,22.2,50.6,21.5,5.7
E00075530,13.2,38.2,31.6,16.9
E00075531,52.3,37.4,9.3,0.9
E00075532,9.7,45.2,30.6,14.5
E00075533,8.1,41.9,37.1,12.9
E00075534,11.3,37.9,32.3,18.5
E00075535,10.8,37.8,32.4,18.9
E00075536,10.3,41.7,30.1,17.9
E00075537,9.8,45.5,36.4,8.3
E00075538,14.7,39.7,30.1,15.4
E00075539,13.3,36.4,37.8,12.6
E00075542,26.2,52.4,16.7,4.8
E00075543,24.2,43.5,25.8,6.5
E00075544,18.5,52.9,24.4,4.2
E00075545,17.1,47,25.6,10.3
E00075546,9.5,42.1,31.7,16.7
E00075550,4.7,22.3,43.2,29.7
E00075589,3.5,32.9,36.5,27.1
E00075590,4.7,26.6,42.2,26.6
E00075594,4,27.4,45.7,22.9
E00075595,3.8,23.1,45.4,27.7
E00075596,0,20.7,42.7,36.6
E00075597,5.6,21.3,39.8,33.3
E00075598,12.2,44.9,39.8,3.1
E00075599,9.6,38.3,34.8,17.4
E00075600,8.9,28.5,45.5,17.1
E00075673,13,51.3,26.6,9.1
E00075674,4.2,47.4,41.1,7.4
E00075675,10,41.3,36.7,12
E00075676,10.5,47.7,30.1,11.8
E00075677,10.3,49.5,30.8,9.3
E00075678,1.1,39.6,47.3,12.1
E00075679,10.1,39.6,35.3,15.1
E00075680,19,46.8,25.4,8.7
E00075681,2.4,39.8,42.3,15.4
E00075682,18.3,42.9,29.4,9.5
E00075683,15.4,53.8,27.7,3.1
E00075684,9.7,49.3,29.1,11.9
E00075685,9.2,43.8,37.7,9.2
E00075686,5,46.2,37,11.8
E00075687,14.8,54.1,27,4.1
E00075688,10.2,30.5,44.1,15.3
E00075689,10,45,34.3,10.7
E00075691,18.6,60.2,17.7,3.5
E00075692,13.9,54.6,24.1,7.4
E00075693,10.4,45.6,34.4,9.6
E00075694,24.3,49.5,21.6,4.5
E00075695,8.1,41.4,39.6,10.8
E00075696,4.8,52.4,31,11.9
E00075697,7.6,52.5,28.8,11
E00075698,5.3,53.9,27.6,13.2
E00075699,20.9,45.3,26.4,7.4
E00075700,3.4,52.9,31.9,11.8
E00075701,14.8,42.6,33.9,8.7
E00075702,19.2,34.6,31.5,14.6
E00075703,45.1,44.2,7.1,3.5
E00075704,19.3,44.7,24.6,11.4
E00075705,9.4,32,37.5,21.1
E00075706,3.1,26.9,48.5,21.5
E00075707,10.4,39.2,36.8,13.6
E00075708,9.2,38.3,40,12.5
E00075711,10.8,35.8,40.8,12.5
E00075712,13.7,46.8,31.7,7.9
E00075713,4.1,44.7,37.4,13.8
E00075716,29.3,51.7,15,4.1
E00075717,5.7,36,48.8,9.5
E00075718,7.6,47.7,36.4,8.3
E00075720,10.7,51.2,29.8,8.3
E00075721,4.7,40.6,43,11.7
E00075722,10.1,34.8,42.8,12.3
E00075723,5.8,30.2,46,18
E00075724,25.2,44.7,21.1,8.9
E00075725,16.8,35.9,31.3,16
E00075726,13.2,36.8,36.2,13.8
E00075728,4.9,39.3,38.5,17.2
E00075729,10.5,42.1,34.9,12.5
E00075730,6.6,42.6,36.9,13.9
