areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00007074,51.6,6.2,42.2
E00007077,44.1,7.9,47.9
E00007078,53.6,8.2,38.2
E00007079,40.5,3.7,55.8
E00007080,44.3,8.8,46.9
E00007081,55.5,7.8,36.7
E00007082,49.7,8.5,41.8
E00007083,53.7,3.3,43
E00007084,53.6,4,42.4
E00007085,48.1,5.5,46.5
E00007086,48.8,8.5,42.7
E00007087,46.3,10.3,43.3
E00007088,46.7,4.3,49
E00007089,49.1,4.8,46.1
E00007090,61.6,3.9,34.5
E00007118,52.5,4.5,43.1
E00007121,51.2,4.2,44.6
E00007123,49.4,7.1,43.5
E00007270,54.9,7.1,38
E00007271,56.1,3.3,40.6
E00007273,51,3.7,45.3
E00007274,51.4,8,40.6
E00007275,52.9,5.3,41.8
E00007276,59.7,2.7,37.6
E00007277,42,9,49
E00007278,52.2,8.7,39.1
E00007279,45.4,6.3,48.3
E00007280,52.7,6.2,41.1
E00007709,47.4,6.5,46.1
E00007710,50.6,8.6,40.9
E00007711,54,7.2,38.8
E00007713,54.2,4.5,41.3
E00007714,37.4,8.7,53.9
E00007715,56.6,4,39.4
E00007716,47.6,6.4,46
E00007717,53.8,4.2,41.9
E00007718,51.2,3.7,45.1
E00007719,54.1,6.8,39.2
E00007720,56.3,5.5,38.3
E00007721,46.7,5.6,47.7
E00007722,60.1,4.6,35.3
E00007723,46.7,7.6,45.7
E00007724,55.7,10,34.3
E00007726,59.1,7,33.9
E00007727,53.4,6.3,40.3
E00007728,47.4,5.6,47
E00007729,49.4,7.8,42.9
E00007730,46.7,7.7,45.6
E00007733,43.5,7.9,48.7
E00007734,48.8,6.3,44.9
E00007735,51.3,6.5,42.2
E00007736,51.3,4.7,44
E00007737,49.4,5.7,44.9
E00007738,38.3,9.8,51.9
E00007741,42.9,6.4,50.7
E00007742,58.8,6.2,35
E00007745,56,4.2,39.9
E00007746,52.1,4.8,43.1
E00007747,49,8.4,42.7
E00007750,47.1,6.6,46.2
E00007751,54.5,5.6,39.9
E00007752,49.3,8.3,42.4
E00008579,61.3,6.6,32
E00008580,65.1,5.1,29.7
E00008581,58.3,4.3,37.3
E00008585,58.7,10.6,30.7
E00008586,47.8,6.1,46.1
E00008587,58.9,4.4,36.8
E00008588,55.3,9.5,35.2
