areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00007074,38.6,61.4
E00007077,49.7,50.3
E00007078,42.5,57.5
E00007079,36,64
E00007080,52.5,47.5
E00007081,40.9,59.1
E00007082,47.4,52.6
E00007083,32.4,67.6
E00007084,42.5,57.5
E00007085,38.6,61.4
E00007086,46.1,53.9
E00007087,55.3,44.7
E00007088,39,61
E00007089,47,53
E00007090,47.5,52.5
E00007118,48.1,51.9
E00007121,45.9,54.1
E00007123,48.9,51.1
E00007270,36.6,63.4
E00007271,38,62
E00007273,49.2,50.8
E00007274,51.9,48.1
E00007275,38.7,61.3
E00007276,39.4,60.6
E00007277,40.7,59.3
E00007278,40.7,59.3
E00007279,52.8,47.2
E00007280,34.2,65.8
E00007709,36,64
E00007710,36.4,63.6
E00007711,42.7,57.3
E00007713,32.4,67.6
E00007714,52.1,47.9
E00007715,42.4,57.6
E00007716,43.4,56.6
E00007717,41.7,58.3
E00007718,36.2,63.8
E00007719,43.8,56.2
E00007720,31.4,68.6
E00007721,42.2,57.8
E00007722,35.1,64.9
E00007723,38.5,61.5
E00007724,48.3,51.7
E00007726,27.5,72.5
E00007727,41.8,58.2
E00007728,37.4,62.6
E00007729,46.1,53.9
E00007730,46.2,53.8
E00007733,43.5,56.5
E00007734,40.4,59.6
E00007735,50.6,49.4
E00007736,38.8,61.2
E00007737,52.1,47.9
E00007738,48.6,51.4
E00007741,36.2,63.8
E00007742,36.5,63.5
E00007745,43.4,56.6
E00007746,52.3,47.7
E00007747,44.1,55.9
E00007750,41.3,58.8
E00007751,40.6,59.4
E00007752,38.5,61.5
E00008579,39.6,60.4
E00008580,42.9,57.1
E00008581,56.3,43.8
E00008585,43.8,56.3
E00008586,72.3,27.7
E00008587,60,40
E00008588,38.2,61.8
E00008589,48,52
E00008590,49.3,50.7
E00008591,38.3,61.7
E00008592,61.5,38.5
E00008593,57.1,42.9
E00008594,52.8,47.2
E00008596,45.4,54.6
E00008597,75.7,24.3
E00008598,35.5,64.5
E00008599,50.6,49.4
E00008600,38.8,61.2
E00008601,82.9,17.1
E00008602,33.6,66.4
E00008603,51.5,48.5
E00008604,26.4,73.6
E00008605,44.5,55.5
E00008606,40.5,59.5
E00008607,21.1,78.9
E00008959,47.5,52.5
E00008961,23.2,76.8
E00008963,35.9,64.1
E00008972,64.8,35.2
E00008973,61.3,38.7
E00008974,45.1,54.9
E00008975,33.1,66.9
E00008976,63.2,36.8
E00008977,48.2,51.8
E00008978,76.6,23.4
E00008979,70.7,29.3
E00008980,36.6,63.4
E00008981,31.9,68.1
E00008982,37.6,62.4
E00008983,34.1,65.9
E00008985,25.5,74.5
E00008986,44.1,55.9
E00008987,45,55
E00008989,29.2,70.8
E00008990,35.1,64.9
E00008991,27.2,72.8
E00008993,28.4,71.6
E00008998,41.7,58.3
E00009000,45.1,54.9
E00009001,79.5,20.5
E00009002,67.3,32.7
E00009003,69.1,30.9
E00009005,60.2,39.8
E00009006,58.3,41.7
E00009007,42.9,57.1
E00009008,43.4,56.6
E00009012,64.4,35.6
E00009014,39.4,60.6
E00009015,28.4,71.6
E00009017,51,49
E00009018,39.7,60.3
E00009019,52,48
E00009021,18.4,81.6
E00009022,55,45
E00009023,54.5,45.5
E00009024,74.4,25.6
E00009027,79.2,20.8
E00009030,61.5,38.5
E00009031,45.1,54.9
E00009032,88.9,11.1
E00009033,55.7,44.3
E00009034,67.4,32.6
E00009035,52,48
E00009036,75.8,24.2
E00009037,44.3,55.7
E00009038,40.9,59.1
E00009039,50,50
E00009040,51.6,48.4
E00009041,46,54
E00009042,81.3,18.7
E00009043,48.7,51.3
E00009044,55.1,44.9
E00009082,38.5,61.5
E00009083,35.5,64.5
E00009084,35.2,64.8
E00009085,48.4,51.6
E00009086,77.8,22.2
E00009087,55.1,44.9
E00009089,56.6,43.4
E00009090,67.3,32.7
E00009091,65.8,34.2
E00009092,64.3,35.7
E00009093,65.5,34.5
E00009094,54.5,45.5
E00009095,65.1,34.9
E00009096,68.8,31.2
E00009097,62.4,37.6
E00009098,55.5,44.5
E00009099,75.6,24.4
E00009100,77.8,22.2
E00009101,48.8,51.2
E00009102,43.7,56.3
E00009103,37.1,62.9
E00009104,45.2,54.8
E00009105,40.7,59.3
E00009106,44.2,55.8
E00009107,35.1,64.9
E00009109,52.4,47.6
E00009110,44,56
E00009112,41.1,58.9
E00009906,40.4,59.6
E00009907,46.4,53.6
E00009908,47.2,52.8
E00009909,26.5,73.5
E00009910,32.1,67.9
E00009911,32.3,67.7
E00009912,30.9,69.1
E00009913,35.1,64.9
E00009914,24.3,75.7
E00009915,31.5,68.5
E00009916,34.5,65.5
E00009917,28.1,71.9
E00009918,28.9,71.1
E00009919,27.3,72.7
E00009920,28.7,71.3
E00009921,23.4,76.6
E00009922,43.3,56.7
E00009923,31.6,68.4
E00009924,41.9,58.1
E00009925,34.3,65.7
E00009926,34.3,65.7
E00009927,34.1,65.9
E00009928,43.6,56.4
E00009929,37.2,62.8
E00009930,35.2,64.8
E00009931,47.2,52.8
E00009932,33,67
E00009933,31.3,68.7
E00009934,37.7,62.3
E00009935,38.3,61.7
E00009936,33.6,66.4
E00009937,26.8,73.2
E00009938,34.4,65.6
E00009939,38.4,61.6
E00009940,40.5,59.5
E00009941,34.2,65.8
E00009942,30.6,69.4
E00009943,36.7,63.3
E00009944,35,65
E00010213,50.5,49.5
E00010214,42.8,57.2
E00010216,45.5,54.5
E00010217,41.1,58.9
E00010218,59.7,40.3
E00010219,44.8,55.2
E00010220,41.1,58.9
E00010221,38.7,61.3
E00010222,42.6,57.4
E00010223,50.8,49.2
E00010224,42,58
E00010225,40.2,59.8
E00010226,47.1,52.9
E00010227,46.6,53.4
E00010228,41.5,58.5
E00010229,49.6,50.4
E00010230,52.8,47.2
E00010231,38.9,61.1
E00010232,48.9,51.1
E00010233,38.5,61.5
E00010234,42.8,57.2
E00010235,42.8,57.2
E00010236,44.1,55.9
E00010237,28,72
E00010238,42.3,57.7
E00010239,37.2,62.8
E00010240,45.2,54.8
E00010241,32.6,67.4
E00010242,38.3,61.7
E00010243,32.4,67.6
E00010244,38.4,61.6
E00010245,41.4,58.6
E00010247,45.2,54.8
E00010248,43.2,56.8
E00010249,46.2,53.8
E00010250,46.2,53.8
E00010252,37.2,62.8
E00010253,50.4,49.6
E00010254,34.4,65.6
E00010256,35.2,64.8
E00010257,39.6,60.4
E00010262,48.8,51.2
E00010264,35.2,64.8
E00010265,31.6,68.4
E00010267,33.6,66.4
E00010273,34.1,65.9
E00010274,35.9,64.1
E00010275,37.8,62.2
E00010276,38.1,61.9
E00010288,37.7,62.3
E00010293,56.9,43.1
E00010294,32.4,67.6
E00010295,41.1,58.9
E00010296,44.5,55.5
E00010297,44.4,55.6
E00010298,40.2,59.8
E00010299,59.9,40.1
E00010300,53.1,46.9
E00010301,63.5,36.5
E00010302,55.4,44.6
E00010303,69.2,30.8
E00010304,45.2,54.8
E00010305,41,59
E00010306,49.2,50.8
E00010308,43.3,56.7
E00010309,51,49
E00010312,38.2,61.8
E00010313,47.5,52.5
E00010314,42.6,57.4
E00010315,44.2,55.8
E00010316,41,59
E00010317,70.8,29.2
E00010320,66,34
