geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00008147,35.7,16.9,31.9,15.5
E00008148,36.8,17,25.7,20.5
E00008149,17.3,6.8,68.2,7.7
E00008153,31.7,12.6,44.2,11.6
E00008159,18.6,7.8,64.7,8.8
E00008161,28,7.3,51.2,13.4
E00008164,18.5,6.2,70.5,4.8
E00008165,23.3,5.3,60.8,10.6
E00008166,30.5,8.5,51.7,9.3
E00008167,17.4,7.7,68.2,6.7
E00008168,33.3,14,33.3,19.3
E00008169,20.7,5,66.4,7.9
E00008170,21.3,5.2,70.3,3.2
E00008171,19.5,4.9,69.5,6.1
E00008172,31.3,5.4,55.4,8
E00008173,22.6,5.2,67,5.2
E00008174,15.3,3.3,74,7.3
E00008175,20.2,11.3,61.3,7.3
E00008176,21.5,7.9,62.7,7.9
E00008177,17.5,7.8,65.1,9.6
E00008178,29.6,10.4,50.4,9.6
E00008179,16.2,3.8,71.5,8.5
E00008180,14.5,6.5,71.7,7.2
E00008181,19.6,2.7,71.6,6.1
E00008182,15.2,7.3,73.2,4.3
E00008183,35.7,10.4,33,20.9
E00008184,34.7,8,50,7.3
E00008185,40.3,10.4,36.5,12.8
E00008186,33.6,19.1,31.8,15.5
E00008187,42.3,13.8,24.6,19.2
E00016159,20.3,9.9,63.5,6.3
E00016162,21.1,4.9,66.9,7
E00016163,23.2,9.3,64.9,2.6
E00016164,33.6,11.2,42,13.3
E00016165,16.4,7.5,71.7,4.4
E00016168,14.9,11.9,68.3,5
E00016169,20.8,10,59.2,10
E00016170,38.1,13.3,40.4,8.3
E00016172,26.4,16.3,51.9,5.4
E00016175,28.7,7.9,52.8,10.7
E00016176,17.8,6.7,73.3,2.2
E00016177,19.4,11.2,61.2,8.2
E00016181,37,12.3,38.4,12.3
E00016182,16.7,5.2,71.9,6.3
E00016184,18.7,5.3,66.1,9.9
E00016186,26.5,12.6,53.2,7.7
E00016193,27,13.5,49.1,10.4
E00016194,40.1,9.2,39.5,11.2
E00016198,29.7,9.5,44.9,15.8
E00016200,42.6,6.1,39.2,12.2
E00016202,27.7,6.8,59.1,6.4
E00016205,18,5.3,70.7,6
E00016208,27,11.5,49.3,12.2
