areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00077179,84,16
E00077180,89.3,10.7
E00077181,84.8,15.2
E00077183,76.6,23.4
E00077184,71.1,28.9
E00077185,66.3,33.7
E00077186,74.1,25.9
E00077187,75.6,24.4
E00077188,66.8,33.2
E00077189,78.3,21.7
E00077190,78.7,21.3
E00077191,84.5,15.5
E00077192,73.4,26.6
E00077193,88.6,11.4
E00077194,79.6,20.4
E00077195,70.5,29.5
E00077196,77,23
E00077197,79.1,20.9
E00077198,88.6,11.4
E00077199,84.8,15.2
E00077200,90.1,9.9
E00077201,88.7,11.3
E00077202,78.5,21.5
E00077203,83,17
E00077204,78.1,21.9
E00077205,78.6,21.4
E00077206,81.8,18.2
E00077207,72.2,27.8
E00077208,88.6,11.4
E00077209,86.4,13.6
E00077210,73.7,26.3
E00077211,79.6,20.4
E00077212,63.9,36.1
E00077213,62.3,37.7
E00077214,62.2,37.8
E00077217,60.1,39.9
E00077218,61.1,38.9
E00077220,73.5,26.5
E00077221,52.5,47.5
E00077222,53.4,46.6
E00077223,55.7,44.3
E00077224,81.3,18.7
E00077225,53.1,46.9
E00077226,74.9,25.1
E00077227,72,28
E00077229,57.4,42.6
E00077230,60.2,39.8
E00077231,60.6,39.4
E00077232,59.9,40.1
E00077233,76.6,23.4
E00077234,59.7,40.3
E00077235,82.5,17.5
E00077236,62.9,37.1
E00077237,61,39
E00077239,47.6,52.4
E00077240,66.1,33.9
E00077241,61.3,38.7
E00077242,59.7,40.3
E00077244,82.2,17.8
E00077245,69.4,30.6
E00077246,70.2,29.8
E00077247,74.7,25.3
E00077248,72.4,27.6
E00077249,52.3,47.7
E00077250,72.4,27.6
E00077251,62.6,37.4
E00077252,66.2,33.8
E00077255,45,55
E00077256,51.9,48.1
E00077258,28.6,71.4
E00077259,52.1,47.9
E00077260,32.3,67.7
E00077262,55.5,44.5
E00077264,45.5,54.5
E00077265,44.8,55.2
E00077266,49.9,50.1
E00077267,69.2,30.8
E00077268,45.6,54.4
E00077269,63.7,36.3
E00077270,62.8,37.2
E00077271,74.5,25.5
E00077273,76.9,23.1
E00077274,63.6,36.4
E00077275,63.2,36.8
E00077276,60.1,39.9
E00077277,72.9,27.1
E00077278,81.4,18.6
E00077279,58,42
E00077280,64.8,35.2
E00077281,48,52
E00077282,63.2,36.8
E00077283,56.5,43.5
E00077284,70.5,29.5
E00077285,69.1,30.9
E00077286,69.1,30.9
E00077287,71.3,28.7
E00077288,74.2,25.8
E00077289,74,26
E00077292,73.8,26.2
E00077293,66.9,33.1
E00077294,58.1,41.9
E00077295,66.2,33.8
E00077296,61.4,38.6
E00077297,61,39
E00077298,66.8,33.2
E00077299,66.1,33.9
E00077301,54.2,45.8
E00077302,62.7,37.3
E00077303,61.2,38.8
E00077304,61.8,38.2
E00077305,63.1,36.9
E00077306,65.2,34.8
E00077307,59.5,40.5
E00077308,55.9,44.1
E00077309,59.8,40.2
E00077310,82.9,17.1
E00077311,72.9,27.1
E00077312,57.3,42.7
E00077313,77.7,22.3
E00077314,64.8,35.2
E00077315,85.2,14.8
E00077316,92.2,7.8
E00077317,92,8
E00077318,89.4,10.6
E00077319,82.4,17.6
E00077320,92.2,7.8
E00077321,85.9,14.1
E00077322,95.3,4.7
E00077323,85.4,14.6
E00077324,86.7,13.3
E00077325,93.4,6.6
E00077326,77.7,22.3
E00077327,82.2,17.8
E00077328,90.7,9.3
E00077329,82.6,17.4
E00077330,95.1,4.9
E00077331,88.2,11.8
E00077332,88.4,11.6
E00077333,93.9,6.1
E00077334,93,7
E00077335,91.4,8.6
E00077336,91.7,8.3
E00077337,93.7,6.3
E00077338,88.6,11.4
E00077339,95.6,4.4
E00077340,92.6,7.4
E00077341,94.1,5.9
E00077342,93.9,6.1
E00077343,94.5,5.5
E00077344,88.3,11.7
E00077345,90.5,9.5
E00077346,94,6
E00077347,87.9,12.1
E00077437,88.5,11.5
E00077439,90.1,9.9
E00077440,92.4,7.6
E00077441,82.3,17.7
E00077442,71.2,28.8
E00077443,84,16
E00077477,75.7,24.3
E00077478,68.1,31.9
E00077479,68.6,31.4
E00077481,87.5,12.5
E00077482,68.1,31.9
E00077483,75.1,24.9
E00077484,75,25
E00077485,68.6,31.4
E00077486,66.2,33.8
E00077487,78.1,21.9
E00077488,60.4,39.6
E00077489,79,21
E00077490,79.1,20.9
E00077491,63.6,36.4
E00077492,74,26
E00077493,71.9,28.1
E00077494,65.4,34.6
E00077495,73.7,26.3
E00077496,65.6,34.4
E00077497,76.8,23.2
E00077498,71.3,28.7
E00077499,72.7,27.3
E00077500,65.5,34.5
E00077501,55.2,44.8
E00077572,82.3,17.7
E00077573,75.9,24.1
E00077576,72.6,27.4
E00077577,74.7,25.3
E00077578,69.8,30.2
E00077579,75,25
E00077580,66.2,33.8
E00077581,80.8,19.2
E00077585,78.8,21.2
E00077589,76,24
E00077590,81.1,18.9
E00077591,80.4,19.6
E00077592,88.6,11.4
E00077593,54,46
E00077595,78.2,21.8
E00077596,73.2,26.8
E00077597,83.9,16.1
E00077598,74.1,25.9
E00077599,79.1,20.9
E00077600,70.2,29.8
E00077662,94.4,5.6
E00077663,90,10
E00077664,89,11
E00077665,78.5,21.5
E00077666,82.2,17.8
E00077667,82.9,17.1
E00077668,83,17
E00077669,77.1,22.9
E00077670,91.7,8.3
E00077671,90.9,9.1
E00077672,84.8,15.2
E00077673,92.1,7.9
E00077674,92.7,7.3
E00077675,88.1,11.9
E00077676,89,11
E00077677,86.6,13.4
E00077678,87.5,12.5
E00077679,82.4,17.6
E00077680,92.6,7.4
E00077681,90.4,9.6
E00077682,93.2,6.8
E00077683,87.5,12.5
E00077684,95.2,4.8
E00077685,91.5,8.5
E00077686,86.6,13.4
E00077687,91.2,8.8
E00077688,91.3,8.7
E00077689,82.4,17.6
E00077690,73.8,26.2
E00077691,78,22
E00077692,87.1,12.9
E00077693,63.1,36.9
