areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00077179,12.1,35.1,4.9,47.5,0.4
E00077180,10.1,31.6,6.1,49.4,2.8
E00077181,15.5,45.3,3,34,2.3
E00077183,10.2,51.6,4.6,31.4,2.1
E00077184,10.6,42.9,4.8,37.4,4.2
E00077185,14.2,40.9,4.4,38.2,2.2
E00077186,10.8,39.2,7.6,38.9,3.5
E00077187,12.8,39.7,3.5,41.1,2.8
E00077188,13.6,41.7,8.7,29.5,6.5
E00077189,11.6,46.9,3.4,34.7,3.4
E00077190,11.9,40.6,3.4,40.6,3.4
E00077191,13.8,35.1,4,43.6,3.6
E00077192,9.4,41.2,6.3,38.4,4.7
E00077193,8.9,37.5,6,45.2,2.4
E00077194,9.2,41.2,5.6,40.8,3.2
E00077195,10.3,38.1,5.7,41.2,4.6
E00077196,12.5,36.3,5.6,42.9,2.6
E00077197,11.4,31.9,4.8,47.6,4.3
E00077198,13.7,49.1,2.6,31.6,3
E00077199,15.8,43.2,3.9,34.7,2.3
E00077200,11.4,44.9,4.7,37.7,1.3
E00077201,5.8,35.4,5.8,50,2.9
E00077202,29.2,37.3,5.3,28.3,0
E00077203,17.9,37.7,3.7,34.7,6
E00077204,12.8,41.6,4.4,37.5,3.8
E00077205,20.9,40.6,5.4,29.3,3.9
E00077206,8.4,46,3.6,38.8,3.2
E00077207,17.6,46.4,8.1,25.1,2.7
E00077208,15.7,40.7,6.3,37.3,0
E00077209,10.8,41.6,4.8,37.1,5.7
E00077210,19.7,40.5,3.5,34.2,2.1
E00077211,21.7,39.9,4.6,30.8,3
E00077212,19.2,41.3,3.3,33.3,2.9
E00077213,22.9,36.1,5.7,31.3,4.1
E00077214,14.9,40.2,6.4,33.8,4.6
E00077217,15.8,41.9,4.1,32.8,5.4
E00077218,17,38.3,3.2,35.5,6
E00077220,20.5,46.2,5.7,22.4,5.2
E00077221,20.6,31.5,10.5,34.2,3.1
