areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00001663,88.3,9,2.3,0.3,0
E00001667,90.4,7.8,0.9,0,0.9
E00001680,85.7,8.4,4.2,0.6,1
E00001681,90.8,6.9,1.4,0.9,0
E00001682,87.3,10.9,0.5,0.8,0.5
E00001683,90.1,8.3,1.5,0,0
E00001684,91.1,5.4,3.1,0.4,0
E00002081,82.2,8.4,3.7,2.6,3.1
E00002090,87.7,11.1,0.4,0.4,0.4
E00002091,87,9.1,3.2,0.4,0.4
E00002093,88,10.1,1.2,0.4,0.4
E00002094,91.2,6.6,1,0.2,1
E00002095,90,9.4,0,0,0.5
E00002097,90.4,7.9,1.5,0,0.3
E00002099,86.1,12.2,1.4,0.3,0
E00002100,90.9,8.8,0,0.3,0
E00002103,83.9,9.6,3.1,2,1.4
E00002106,81.4,13.3,2.5,1.9,0.9
E00003116,79.5,17,0.8,0.8,2
E00003117,79.4,16.2,1.1,2.2,1.1
E00003118,66.8,13.6,7,4.7,7.8
E00003119,80.3,15.6,3.4,0.3,0.3
E00003120,81.8,14.1,2.1,2.1,0
E00003122,76.8,17.8,2.8,0.3,2.3
E00003123,85.5,12,1,1.5,0
E00003126,77.7,16.8,4.5,1,0
E00003127,77.7,11.7,6.7,3.4,0.6
E00003128,79.3,16.8,2.2,0.6,1.1
E00003129,77.3,19.2,0.6,1.9,1
E00003130,84.7,13.4,0.5,1.1,0.3
E00003131,82.3,14.7,1.1,0.3,1.6
E00003132,76.8,17.6,2.9,1.3,1.3
E00003133,77.3,18.5,2.5,1.4,0.3
E00003134,79.4,13.5,3.5,1.6,2.1
E00003135,80.9,11,5.2,2.6,0.3
E00003136,83.5,11.5,1.2,1.9,1.9
E00003137,59.1,18.2,9.5,10,3.2
E00003138,79,15.2,1.9,2.6,1.3
E00003139,78.4,18.2,1.1,0.9,1.4
E00003140,80.6,11.7,2.4,3.9,1.5
E00003141,84.5,9.1,0.5,4.7,1.3
E00003142,83.3,7.6,4.7,3.2,1.2
E00003143,77,19.4,1.2,1,1.4
E00003144,74.6,15.3,5.2,2.8,2.1
E00003145,75,18.4,3.1,1.3,2.2
E00003232,67.1,18.4,6.5,5.4,2.6
E00003233,87.2,11,0.6,0.6,0.6
E00003234,86.9,10,2.8,0,0.3
E00003235,78.5,15.9,1.7,2.2,1.7
E00003236,48,20.9,5.7,14.3,11.1
E00003241,66.5,24.5,3.9,3,2.1
E00003242,67.5,17.3,7.7,5.4,2.1
E00003243,77.8,15.6,4.2,1.7,0.8
E00003244,86.9,11.3,0.7,0.4,0.7
E00003245,63.3,16.7,5.3,11,3.7
E00003246,74.2,17.1,4,3.1,1.6
E00003247,47.7,15.9,11.9,16.6,7.9
E00003248,81.1,13.7,2.1,2.7,0.3
E00003249,71.8,18.5,3.6,3.6,2.6
E00003250,53.6,17.3,7.9,13.9,7.3
E00003251,64.6,17.2,9.3,4.9,3.9
E00003253,78.1,13.1,4.8,3.6,0.4
E00003254,54.6,18.8,9.9,11.2,5.4
E00003255,44.7,14.4,11.5,18.7,10.6
E00003256,59.4,17.1,12.3,7.4,3.7
E00003257,72.3,17.8,3.5,5.8,0.6
E00003258,71.9,20.1,4.4,1.5,2.1
E00003259,78.2,19.2,1.5,0.4,0.8
E00003260,69.1,16.6,6.3,6.3,1.8
E00003261,68.2,13.6,7.8,5.4,5
E00003262,69.9,17.8,5,6.2,1.2
E00003263,84.2,8.8,3.8,2.3,0.9
E00003265,81.7,11.5,2,2.3,2.5
E00003266,54.3,17.6,9,13.3,5.8
E00003281,79.5,13.6,3.7,1.8,1.3
E00003282,68,17.1,8.5,4.1,2.2
E00003284,82.3,14.4,1,1.9,0.5
E00003329,80.9,12.5,2.2,3.4,0.9
E00003330,87.4,11.1,0.3,0.3,1
E00003333,81.5,14.5,2.3,0.3,1.5
E00003334,86.2,8.4,3.5,1.3,0.6
E00003335,84,12.5,1.5,0.3,1.7
E00003336,90,7.2,0.5,1.5,0.8
E00003337,78.1,15.5,3.3,1.2,1.9
E00003338,86,8.9,3.1,0.4,1.6
E00003339,82.1,15.5,2,0,0.5
E00003340,87.3,6.7,3.5,1.4,1.1
E00003341,71.5,18.4,5.8,4.2,0
E00003342,81.6,16.1,1.9,0.3,0
E00003343,77.5,14.2,2.4,2.8,3.2
E00003346,84.3,13.3,1.3,1.1,0
E00003347,79.3,14.7,3,1,2
E00003348,86.8,11.4,0.7,1.1,0
E00003349,84.7,10.4,2.9,0.6,1.3
E00003350,86.6,10.6,2.8,0,0
