areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00001663,11.5,20.1,55.4,12.9
E00001667,11.9,11.9,66,10.3
E00001680,10.7,14.8,68.5,6
E00001681,11,15.7,60.7,12.6
E00001682,12.3,20.9,55.1,11.8
E00001683,11.5,13.4,64.3,10.8
E00001684,12.8,30.8,47.4,9
E00002081,12.2,17.8,60,10
E00002090,7.2,17.6,60.8,14.4
E00002091,12.2,17.3,54.7,15.8
E00002093,10.6,21.2,58.4,9.7
E00002094,7.5,19,60.5,13
E00002095,10.9,14.9,63.8,10.3
E00002097,8.4,19.2,59.9,12.6
E00002099,9.1,17,59.7,14.2
E00002100,15.8,18.7,56.7,8.8
E00002103,9.7,17.4,63.1,9.7
E00002106,10.3,20.6,61.8,7.3
E00003116,13.3,10,52,24.7
E00003117,9.6,18.1,52.7,19.7
E00003118,6.8,11,69.6,12.6
E00003119,7.4,19.6,52.7,20.3
E00003120,10.9,12,64.5,12.6
E00003122,10.1,16.1,45.2,28.6
E00003123,10.7,21,53.2,15.1
E00003126,7.9,13.4,63.8,15
E00003127,3.4,18.6,72.9,5.1
E00003128,12,10.9,58.2,19
E00003129,8.7,14.7,51.3,25.3
E00003130,14.6,11.7,50.9,22.8
E00003131,13.3,13.3,45.1,28.3
E00003132,11.3,17,57.2,14.4
E00003133,13.9,16.2,50.9,19.1
E00003134,13.2,15.6,50.5,20.8
E00003135,14,18.3,52.4,15.2
E00003136,11.7,14.6,56.2,17.5
E00003137,6,10.4,76.1,7.5
E00003138,6.3,19.5,61,13.2
E00003139,11.5,18.5,46.5,23.5
E00003140,11.9,15.3,62.9,9.9
E00003141,7.3,15.6,64.6,12.5
E00003142,8.5,16,67,8.5
E00003143,8.8,12.7,51.5,27
E00003144,9.8,13.9,67.3,9
E00003145,9.9,17.2,55.6,17.2
E00003232,12.6,15,59.1,13.4
E00003233,12,17.5,57.8,12.7
E00003234,3.8,23.3,53.4,19.5
E00003235,8.3,19.4,59.7,12.5
E00003236,2.1,16.8,72.7,8.4
E00003241,6.8,16.9,61.9,14.4
E00003242,9.2,12,70.1,8.8
E00003243,11,12,60.4,16.6
E00003244,9,11.9,61.9,17.2
E00003245,7.1,14.9,64.3,13.7
E00003246,12.3,20.5,56.1,11.1
E00003247,8.8,17.5,63.5,10.2
E00003248,10.1,19.6,53.2,17.1
E00003249,8.2,17.6,64.1,10
E00003250,6.9,12.6,67.2,13.2
E00003251,9.3,17.6,64.3,8.8
E00003253,9.6,18.5,61.8,10.2
E00003254,6.3,15.5,65.9,12.3
E00003255,9.1,15.1,62.7,13.1
E00003256,12,16.9,62.8,8.2
E00003257,10.7,16.9,59.9,12.4
E00003258,14.2,16.4,51.9,17.5
E00003259,14.8,18,54.1,13.1
E00003260,7.7,11.3,71.8,9.2
E00003261,9.4,12.5,63.8,14.4
E00003262,12.9,16.9,58.1,12.1
E00003263,7.7,13.3,66.9,12.2
E00003265,8.4,20.1,57.9,13.6
E00003266,5.1,16.8,67.9,10.2
E00003281,11.4,16.2,60.5,11.9
E00003282,14.1,17.8,59.7,8.4
E00003284,18.9,16.8,52.6,11.6
E00003329,10.8,13.1,61.9,14.2
E00003330,12.6,11.8,52.8,22.8
E00003333,10.1,16.8,54.7,18.4
E00003334,11.6,19.1,56.6,12.7
E00003335,9.6,13.5,66.3,10.7
E00003336,6.4,20.2,54.8,18.6
E00003337,6.6,12.3,54.8,26.3
E00003338,16.4,21.6,43.3,18.7
E00003339,12.5,14.9,51.2,21.4
E00003340,5.2,14.1,58.5,22.2
E00003341,12.1,14.9,52.9,20.1
E00003342,11.5,13.5,50.7,24.3
E00003343,9.2,9.2,55.6,26.1
E00003346,13.1,18.9,58.3,9.7
E00003347,8.8,15.3,70.8,5.1
E00003348,11.5,25.7,62.8,0
E00003349,6.6,17.4,60.5,15.6
E00003350,16.8,17.4,51.7,14.1
