areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00001663,18.3,45.2,27,9.5
E00001667,10,47.7,27.7,14.6
E00001680,28.4,48.5,15.7,7.5
E00001681,9,45.9,33.1,12
E00001682,15.7,35.4,37.8,11
E00001683,8,55.2,29.6,7.2
E00001684,25.8,49.5,18.6,6.2
E00002081,31.5,49.4,14.6,4.5
E00002090,5.4,49.5,32.3,12.9
E00002091,3,45,38,14
E00002093,15.5,51.8,26.4,6.4
E00002094,6.3,43.4,39.2,11.2
E00002095,12.2,48.9,28.2,10.7
E00002097,5.9,44.1,34.7,15.3
E00002099,15.3,51.1,24.8,8.8
E00002100,15,43.6,32.9,8.6
E00002103,16.1,48.9,24.1,10.9
E00002106,14.8,53.1,22.7,9.4
E00003116,1.5,42.3,40,16.2
E00003117,9.1,33.3,35.6,22
E00003118,46.7,45.4,7.5,0.4
E00003119,14,34.6,37.5,14
E00003120,10,48.3,27.5,14.2
E00003122,9.2,38.2,32.8,19.8
E00003123,14.3,55.7,20,10
E00003126,5.2,47.8,36.5,10.4
E00003127,31.1,51.1,15.6,2.2
E00003128,8,41.3,40.6,10.1
E00003129,12,48.1,27.8,12
E00003130,7.9,30.7,40.2,21.3
E00003131,5.8,27,43.1,24.1
E00003132,12.2,51.3,29.5,7.1
E00003133,6,30.1,39.8,24.1
E00003134,15.8,38.2,30.3,15.8
E00003135,11.5,51.5,29.2,7.7
E00003136,21.6,44.1,29.7,4.5
E00003137,35.3,52.6,11.2,0.9
E00003138,26.1,49.6,15.1,9.2
E00003139,9.1,46.8,33.1,11
E00003140,13.4,59.7,23.5,3.4
E00003141,15.7,47.8,30.6,6
E00003142,18.5,57,20.7,3.7
E00003143,9.7,43.6,37,9.7
E00003144,25.3,56.6,14.1,4
E00003145,10.5,45.9,31.6,12
E00003232,35.7,49.5,12.9,1.9
E00003233,7.2,56.8,28.8,7.2
E00003234,13.5,45.8,30.2,10.4
E00003235,11.3,52.8,24.6,11.3
E00003236,51.8,40,8.2,0
E00003241,13.5,48.3,27,11.2
E00003242,26.8,57.7,14.1,1.4
E00003243,16.7,52.9,22.5,7.9
E00003244,2.9,65.7,24.5,6.9
E00003245,47.4,44.5,8,0
E00003246,32.7,52,9.3,6
E00003247,55.8,38.5,5.1,0.6
E00003248,16.8,57.9,16.8,8.4
E00003249,43.8,44.5,10.2,1.5
E00003250,47.8,46.1,5.6,0.6
E00003251,25.9,59.8,12.1,2.3
E00003253,22.3,62.5,10.7,4.5
E00003254,44.4,44.4,9.7,1.4
E00003255,62.9,31,6.2,0
E00003256,43.1,44.4,10.4,2.1
E00003257,33.1,55.6,9.9,1.4
E00003258,20.1,47.8,24.6,7.5
E00003259,8.9,45.5,33.7,11.9
E00003260,26.5,56.1,15.3,2
E00003261,33.6,49.6,12.8,4
E00003262,16.1,51.7,24.1,8
E00003263,23.5,58.8,15.4,2.2
E00003265,15,63.3,20.4,1.4
E00003266,38.1,50.3,11,0.6
E00003281,13.7,54.8,25.3,6.2
E00003282,20.4,59.9,16.1,3.6
E00003284,48.8,39.5,10.9,0.8
E00003329,8.8,56.9,29.2,5.1
E00003330,31.5,42.6,15.3,10.6
E00003333,5.7,45,40,9.3
E00003334,16.8,47.1,29.4,6.7
E00003335,12,53.6,28.8,5.6
E00003336,7.1,51.1,34,7.8
E00003337,7.9,58.2,26.1,7.9
E00003338,10.8,35.4,37.7,16.2
E00003339,10.4,34,34.7,20.8
E00003340,24.2,51.7,16.1,8.1
E00003341,11.6,66,15.6,6.8
E00003342,11.5,47.5,31.1,9.8
E00003343,25.4,54.9,13.9,5.7
E00003346,19.3,42.2,31.9,6.7
E00003347,18.2,53.7,21.5,6.6
E00003348,30.3,52.9,14.3,2.5
E00003349,21.4,56.4,19.3,2.9
E00003350,8.8,56.6,27.4,7.1
E00003351,6,48.9,31.6,13.5
E00003352,11.1,48.7,33.3,6.8
E00003354,9.7,50,32.1,8.2
E00003356,35.2,51,12.4,1.4
E00003357,15.8,54.1,19.5,10.5
E00003358,8.5,53.4,28,10.2
E00003359,31.7,46.2,20,2.1
E00003360,28,59.1,12.1,0.8
E00003361,18.5,52.4,21,8.1
E00003362,5,41.1,40.4,13.5
E00003363,17.1,45.9,22.5,14.4
E00003364,20,28.9,36.3,14.8
E00003365,9.6,43.9,34.2,12.3
E00003366,8.9,36.6,39.3,15.2
E00003367,10.2,33.9,40.2,15.7
E00003368,4.8,39.2,44,12
E00003369,23.7,40.7,30.4,5.2
