areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00001663,81,14,5
E00001667,86,9,4.9
E00001680,87.3,9.7,2.9
E00001681,82.1,14.8,3.1
E00001682,84.5,9.8,5.7
E00001683,82,13.3,4.6
E00001684,69.1,22.3,8.6
E00002081,84.2,10,5.8
E00002090,91.7,6.7,1.6
E00002091,90.5,7,2.5
E00002093,81.4,13.2,5.4
E00002094,90,7.8,2.2
E00002095,88.7,9.1,2.1
E00002097,87.7,9.6,2.6
E00002099,83.6,12.8,3.6
E00002100,81.8,13.8,4.4
E00002103,90.4,7,2.5
E00002106,88.9,6.5,4.6
E00003116,83.8,9.8,6.5
E00003117,91.2,6.8,1.9
E00003118,81.2,13.1,5.8
E00003119,90,6.9,3.1
E00003120,88.7,9.3,2
E00003122,89.5,8.5,2
E00003123,90.8,7.6,1.5
E00003126,85.9,9.3,4.8
E00003127,70.4,19,10.6
E00003128,91.9,8.1,0
E00003129,84.4,11.4,4.2
E00003130,88.8,8.7,2.5
E00003131,88.8,8.2,3
E00003132,79.5,12.3,8.3
E00003133,91.2,7.7,1.1
E00003134,88.1,8.4,3.5
E00003135,88.1,10.1,1.7
E00003136,91.5,5.8,2.7
E00003137,89.1,9.5,1.4
E00003138,92.8,6.2,1
E00003139,86.3,11.2,2.5
E00003140,90,8.3,1.7
E00003141,88.1,11.1,0.8
E00003142,90,6.2,3.8
E00003143,91.6,6.4,1.9
E00003144,89.6,8.2,2.1
E00003145,89.1,6.9,4
E00003232,88.1,9.5,2.4
E00003233,91.5,7.3,1.2
E00003234,87.9,9,3.1
E00003235,90.7,7.3,2
E00003236,88.8,7.9,3.3
E00003241,88.1,9.8,2.1
E00003242,87.3,9.4,3.2
E00003243,80.5,16.5,3
E00003244,95.4,3.2,1.4
E00003245,85.1,10.9,4
E00003246,88.5,9.7,1.9
E00003247,81.2,13.4,5.4
E00003248,89.3,7.6,3.1
E00003249,85.5,11.6,2.9
E00003250,85,12,3.1
E00003251,87.2,9.1,3.7
E00003253,91.3,7.1,1.6
E00003254,81.9,13.1,4.9
E00003255,91.9,8.1,0
E00003256,88.3,8.5,3.1
E00003257,86.9,10.2,2.9
E00003258,93.5,4.1,2.4
E00003259,86.2,11.1,2.7
E00003260,91.5,6.7,1.8
E00003261,90.8,7.7,1.5
E00003262,90.3,7.8,1.9
E00003263,90.6,6.7,2.6
E00003265,90.1,7.4,2.5
E00003266,88.1,8.4,3.5
E00003281,90.8,6.6,2.6
E00003282,89,7.2,3.8
E00003284,75.5,15.9,8.7
E00003329,90.9,6.9,2.2
E00003330,75.1,19.8,5
E00003333,89.3,6.4,4.3
E00003334,81.7,12.9,5.5
E00003335,87.7,9.7,2.6
E00003336,89.1,8,2.8
E00003337,89.3,8.5,2.3
E00003338,84,7.3,8.6
E00003339,83.2,12.3,4.4
E00003340,85.9,10.6,3.5
E00003341,89.2,8.5,2.3
E00003342,89.3,8.5,2.2
E00003343,88.9,8.3,2.8
E00003346,85.9,8.8,5.3
E00003347,77.4,13.3,9.3
E00003348,83.6,12.5,3.9
E00003349,87,9.1,3.9
E00003350,89.6,8,2.5
E00003351,89.6,9,1.4
E00003352,88.9,9,2.1
E00003354,89.5,8.2,2.3
E00003356,75.5,14.6,10
E00003357,86.3,9.6,4.2
E00003358,90.8,7.3,2
E00003359,89.3,7.5,3.1
E00003360,88.2,7.2,4.6
E00003361,84.1,10.1,5.8
E00003362,87.9,8.1,4
E00003363,82.1,16.6,1.3
E00003364,87.1,9.9,3
E00003365,87.7,8.5,3.8
E00003366,89.7,8.9,1.4
E00003367,77.6,11.6,10.8
E00003368,91.8,6.8,1.4
E00003369,75.1,20.7,4.2
E00003370,85.1,11.6,3.4
E00003371,90.4,7.1,2.5
E00003372,88.7,7.6,3.6
E00003373,93.9,4.8,1.3
E00003374,90.3,8.6,1.1
E00003375,89.3,7.1,3.6
E00003376,88.1,7.6,4.3
E00003805,91,7.5,1.5
E00003806,83.1,10.5,6.4
E00003807,79.4,15.2,5.5
E00003808,88.4,10.4,1.2
E00003809,81.7,12.5,5.7
E00003810,81.4,12.7,5.9
E00003811,79.7,12.3,7.9
E00003812,84.9,10,5
E00003813,84.4,13,2.6
E00003814,83.3,14.5,2.2
E00003815,85,9.2,5.7
E00003816,76,15.4,8.5
E00003817,73.1,12.6,14.3
E00003818,80.4,14.3,5.3
E00003819,86.7,10.1,3.2
E00003820,79.9,14.2,5.9
E00003821,86,10.2,3.8
E00003822,81.7,12.6,5.7
E00003823,81.4,12.9,5.8
E00003824,86.5,9.1,4.4
E00003825,69.2,15.7,15
E00003826,79,13.8,7.2
E00003827,82.1,12.5,5.3
E00003828,80.3,11.3,8.4
E00003829,82.2,12.2,5.6
E00003830,80.6,13.4,6
E00003831,82.6,12.9,4.5
E00003832,83.6,12.8,3.7
E00003833,75.9,14,10
E00003834,90,8,1.9
E00003835,87.1,8.3,4.5
E00003836,83,13.2,3.8
E00003837,80.9,15.9,3.2
E00003838,82.6,10.6,6.8
E00003839,87,10.8,2.2
E00003991,72.1,18.1,9.7
E00003992,79.1,13,7.9
E00003993,73.1,13.8,13
E00003994,82.9,13.4,3.7
E00003995,87.7,10.5,1.8
E00003996,84.6,12.8,2.6
E00003997,83.7,11.3,5
E00003998,86.9,10.3,2.8
E00003999,88.3,8,3.7
E00004000,85.4,10.1,4.5
E00004001,85.1,12.3,2.7
E00004002,87,10.6,2.4
E00004003,79.4,15.3,5.3
E00004004,81.7,11,7.3
E00004005,83.8,13.3,2.9
E00004006,89.5,8.6,1.9
E00004007,89.4,9.3,1.3
E00004008,89.2,7.9,2.9
E00004009,86.8,11.5,1.7
E00004010,84,11.2,4.8
E00004011,85.2,11.1,3.7
E00004012,77.7,16,6.3
E00004013,89.7,9.4,0.9
E00004014,81.6,15.1,3.3
E00004015,80.7,13.7,5.6
E00004016,82.7,11.9,5.4
E00004017,87.9,7.7,4.4
E00004018,90.4,8.4,1.3
E00004020,82.4,11.9,5.8
E00004022,91.1,7.5,1.4
E00004023,85.8,12,2.2
E00004024,83.9,11,5.1
E00004025,82.9,12.3,4.7
E00004026,92.5,5.8,1.7
E00004027,92.8,5.2,2.1
E00004028,75,12.1,12.9
E00004029,89.7,8.4,1.9
E00004030,85.1,10.2,4.7
E00004031,87.5,9.5,3
E00004032,87.6,9.9,2.5
E00004033,87.6,9.1,3.2
E00004034,91.4,7.2,1.4
E00004035,89.1,8.7,2.3
E00004036,82.9,11.1,6
E00004037,89.2,9.3,1.5
E00004038,84.7,11.6,3.7
E00004039,90,8,2
E00004040,88.4,10.1,1.5
E00004041,82.6,11.8,5.6
