areacd,in_full_time_education-001,in_full_time_education-002
E02001514,18.9,81.1
E02001522,18.6,81.4
E02001528,17.2,82.8
E02001530,18.4,81.6
E02001533,18.9,81.1
E02001534,18.3,81.7
E02001539,22.1,77.9
E02001540,19,81
E02001541,16.1,83.9
E02001542,20.1,79.9
E02001543,17.9,82.1
E02001544,20.3,79.7
E02001545,15.7,84.3
E02001546,11.4,88.6
E02001547,20.6,79.4
E02001548,19.4,80.6
E02001549,17.9,82.1
E02001550,18.9,81.1
E02001551,16.9,83.1
E02001552,19.5,80.5
E02001553,19.4,80.6
E02001554,16.8,83.2
E02001555,12.7,87.3
E02001556,21.1,78.9
E02001557,16.8,83.2
E02001558,13.5,86.5
E02001559,16.5,83.5
E02001560,18.2,81.8
E02001561,18.6,81.4
E02001562,18.6,81.4
E02001563,17.2,82.8
E02001564,16.7,83.3
E02001565,15.9,84.1
E02001566,20.1,79.9
E02001567,19.7,80.3
E02001568,17.4,82.6
E02001569,17.8,82.2
E02001570,18.4,81.6
E02001571,15.8,84.2
E02001572,18.4,81.6
E02001573,19.5,80.5
E02001574,16.4,83.6
E02001575,20.3,79.7
E02001576,18.6,81.4
E02001577,12.8,87.2
E02001578,21.5,78.5
E02001579,19.3,80.7
E02001580,15.8,84.2
E02001581,17.8,82.2
E02001582,18.4,81.6
E02001583,19.5,80.5
E02001585,18.5,81.5
E02001586,13.4,86.6
E02001587,16.2,83.8
E02001588,20.9,79.1
E02001589,18.6,81.4
E02001590,24.5,75.5
E02001591,23.9,76.1
E02001592,16.3,83.7
E02001593,23.2,76.8
E02001594,22.6,77.4
E02001595,15.2,84.8
E02001596,17,83
E02001597,19.7,80.3
E02001598,18.7,81.3
E02001600,21.8,78.2
E02001602,16.5,83.5
E02001603,18.1,81.9
E02001604,19.4,80.6
E02001605,16.1,83.9
E02001606,18.8,81.2
E02001607,18.7,81.3
E02001608,18.4,81.6
E02001609,16.5,83.5
E02001610,17.3,82.7
E02001628,29.1,70.9
E02001642,19.9,80.1
E02001647,18.5,81.5
E02001654,17.7,82.3
E02001655,18.9,81.1
E02001659,16.2,83.8
E02001666,18.2,81.8
E02001671,12.9,87.1
E02001673,16.7,83.3
E02001675,14.9,85.1
E02002330,16.2,83.8
E02002331,12.8,87.2
E02002334,18.2,81.8
E02002359,16.5,83.5
E02002403,18,82
E02002406,17.2,82.8
E02002417,18,82
E02002418,17.5,82.5
E02002432,19.7,80.3
E02002438,20.7,79.3
E02002439,14.8,85.2
E02002440,18.8,81.2
E02002441,17.5,82.5
E02002442,15.1,84.9
E02002447,17.3,82.7
E02002448,17.5,82.5
E02002449,17.5,82.5
E02002450,17.4,82.6
E02002452,16.3,83.7
E02002455,21.6,78.4
E02002460,16.1,83.9
E02002461,18.4,81.6
E02002464,17.5,82.5
E02002471,16,84
E02002476,19.7,80.3
E02002478,18.5,81.5
E02002479,15.8,84.2
E02002480,14.3,85.7
E02002481,18.8,81.2
E02002482,21.6,78.4
E02002653,24.7,75.3
E02002654,29.7,70.3
E02002655,24.1,75.9
E02002656,11.6,88.4
E02002657,17.9,82.1
E02002658,14.9,85.1
E02002659,25,75
E02002660,20.6,79.4
E02002661,22.4,77.6
E02002662,18.6,81.4
E02002663,54.3,45.7
E02002664,17.8,82.2
E02002665,19.5,80.5
E02002666,26.4,73.6
E02002667,16.8,83.2
E02002668,24.3,75.7
E02002669,24.5,75.5
E02002670,19.5,80.5
E02002671,18.7,81.3
E02002672,26.6,73.4
E02002673,17.3,82.7
E02002674,15.9,84.1
E02002675,21.7,78.3
E02002676,18.3,81.7
E02002677,16.9,83.1
E02002678,19.5,80.5
E02002679,17.7,82.3
E02002680,16.9,83.1
E02002681,21.1,78.9
E02002682,21.5,78.5
E02002684,11.5,88.5
E02002685,12.7,87.3
E02002686,19.9,80.1
E02002687,14.7,85.3
E02002688,15.6,84.4
E02002689,14.2,85.8
E02002691,15.7,84.3
E02002692,14.8,85.2
E02002693,13.6,86.4
E02002694,15.9,84.1
E02002695,14.4,85.6
E02002696,16.2,83.8
E02002697,16,84
E02002698,17,83
E02002699,16.9,83.1
E02002700,20.6,79.4
E02002701,15.9,84.1
E02002702,12.6,87.4
E02002703,18.8,81.2
E02002704,14.1,85.9
E02002705,15.6,84.4
E02002706,15.8,84.2
E02002707,16.3,83.7
E02002708,13.4,86.6
E02002709,14.3,85.7
E02002710,16.9,83.1
E02002711,16.3,83.7
E02002712,14.2,85.8
E02002714,15,85
E02002715,20.7,79.3
E02002716,17.2,82.8
E02002717,17.4,82.6
E02002718,17.8,82.2
E02002719,15.9,84.1
E02002720,15.5,84.5
E02002721,15.3,84.7
E02002723,15.9,84.1
E02002724,20.9,79.1
E02002725,16.7,83.3
E02002726,18.6,81.4
E02002727,18.8,81.2
E02002728,19.2,80.8
E02002729,17.8,82.2
E02002730,24.6,75.4
E02002731,24.4,75.6
E02002732,17.8,82.2
E02002733,16.2,83.8
E02002734,18.8,81.2
E02002736,23.1,76.9
E02002737,17.6,82.4
E02002738,18.4,81.6
E02002739,17.3,82.7
E02002740,20.5,79.5
E02002741,20.4,79.6
E02002743,14.9,85.1
E02002744,26.2,73.8
E02002745,12.9,87.1
E02002746,18.8,81.2
E02002747,16.7,83.3
E02002748,13.9,86.1
E02002749,16.2,83.8
E02002750,16.8,83.2
E02002751,17.7,82.3
E02002752,17.5,82.5
E02002753,13.3,86.7
E02002754,17.4,82.6
E02002755,18.2,81.8
E02002756,22,78
E02002757,20.5,79.5
E02002758,19.8,80.2
E02002759,15.5,84.5
E02002760,17.4,82.6
E02002761,15.5,84.5
E02002762,19.4,80.6
E02002763,22.1,77.9
E02002764,26,74
E02002765,19,81
E02002766,20.1,79.9
E02002767,14.5,85.5
E02002768,17,83
E02002769,14.3,85.7
E02002770,15.7,84.3
E02002771,14.9,85.1
E02002772,20.5,79.5
E02002773,14.8,85.2
E02002774,16.4,83.6
E02002775,16.2,83.8
E02002776,15.8,84.2
E02002777,17.2,82.8
E02002778,17.4,82.6
E02002779,19.8,80.2
E02002780,26.6,73.4
E02002781,34,66
E02002782,20.8,79.2
E02002783,18.9,81.1
E02002784,30.2,69.8
E02002785,27.8,72.2
E02002786,45.1,54.9
E02002787,16.1,83.9
E02002788,17.7,82.3
E02002789,21.5,78.5
E02002790,37.5,62.5
E02002791,19.6,80.4
E02002792,18.7,81.3
E02002793,16.1,83.9
E02002794,61.8,38.2
E02002795,18.4,81.6
E02005424,15.2,84.8
E02005427,15.2,84.8
E02005492,16.4,83.6
E02005493,16.9,83.1
E02005494,15.3,84.7
E02005495,17.7,82.3
E02005496,15.1,84.9
E02005497,22.8,77.2
E02005759,14.9,85.1
E02005760,17,83
E02005765,14.7,85.3
E02005776,23.5,76.5
E02005791,15.7,84.3
E02005794,14.3,85.7
E02005809,16.3,83.7
E02005810,19.1,80.9
E02005811,18.1,81.9
E02005812,17.5,82.5
E02005813,18.6,81.4
E02005814,16.2,83.8
E02005815,15.6,84.4
E02005816,16.7,83.3
E02005817,16.2,83.8
E02005818,16.6,83.4
E02005835,17,83
E02005836,15.8,84.2
E02005837,13,87
E02005838,16.4,83.6
E02006813,18.6,81.4
E02006814,17.2,82.8
E02006869,17.4,82.6
E02006891,15.4,84.6
E02006892,15.1,84.9
E02007002,17.2,82.8
E02007044,17.9,82.1
E02007045,15.2,84.8
E02007079,23.9,76.1
E02007080,23.3,76.7
E02007081,16.8,83.2
