areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02001514,26,31.5,23.1,19.4
E02001522,28.5,23.4,28.8,19.3
E02001528,35.8,26,21.2,16.9
E02001530,25.9,29.9,17.7,26.5
E02001533,31.5,33.8,15.1,19.6
E02001534,28.6,33.8,19.4,18.1
E02001539,32.4,26.1,23.2,18.4
E02001540,35.5,30.5,15.5,18.5
E02001541,34.9,28.1,17.9,19.1
E02001542,29.1,23.8,29.4,17.7
E02001543,34,26.4,22.3,17.3
E02001544,34.3,32.6,18,15.1
E02001545,48.2,33.7,6.4,11.7
E02001546,48.8,32.9,5.2,13.1
E02001547,28.1,32.6,24.1,15.3
E02001548,21.7,25,27.5,25.8
E02001549,40.8,34.3,10.7,14.3
E02001550,32.6,38.3,16.4,12.8
E02001551,33.2,28.5,8,30.2
E02001552,24.8,33.4,15.8,26
E02001553,30.1,30.3,23.1,16.5
E02001554,44,37.1,6.4,12.5
E02001555,49.8,30.8,6.8,12.6
E02001556,25.9,28.4,28.7,17
E02001557,27,24.1,5.8,43
E02001558,47.6,27.6,12.5,12.3
E02001559,48.1,35.3,1.8,14.8
E02001560,17.4,14.3,17.5,50.7
E02001561,18.8,17.5,34.2,29.4
E02001562,29.3,28.1,28,14.6
E02001563,44.7,32.5,8.8,14
E02001564,49.9,36.5,3.3,10.2
E02001565,43.7,38,3.7,14.6
E02001566,20.3,31,16.4,32.3
E02001567,32.3,26,24.8,16.9
E02001568,25.6,27.9,28.6,17.9
E02001569,26.8,24.1,25,24
E02001570,21.6,22.7,39.5,16.2
E02001571,43,32.1,7.9,17
E02001572,26,31.1,22.8,20.1
E02001573,35.2,30.4,18.7,15.8
E02001574,44.5,36.7,4,14.8
E02001575,22,31.7,26,20.3
E02001576,33.5,40.6,9.7,16.2
E02001577,52,26.8,8.8,12.4
E02001578,26.3,39.5,20.2,13.9
E02001579,31.8,27.3,26.4,14.4
E02001580,38,29.6,19.5,12.9
E02001581,35.4,32.5,23.2,8.8
E02001582,32.7,31.6,26.2,9.5
E02001583,32.1,31.5,16.4,19.9
E02001585,20.5,24,36.9,18.5
E02001586,26.1,20.6,41.4,11.9
E02001587,24.2,25,38.5,12.4
E02001588,24.4,26.3,38.4,10.9
E02001589,41.2,38.9,7.2,12.7
E02001590,17.1,20.3,49.7,12.9
E02001591,25.4,20.4,31.4,22.8
E02001592,40.1,31.2,16.8,11.9
E02001593,20.1,18,31.2,30.7
E02001594,16.2,12.1,32.4,39.3
E02001595,42.1,37,8.6,12.3
E02001596,39.6,26.2,15.7,18.5
E02001597,29.7,23.5,23.7,23
E02001598,36.5,32,19.7,11.8
E02001600,43,29.9,10,17.1
E02001602,39.8,31.7,14.6,14
E02001603,31.9,31.9,19.7,16.5
E02001604,25.5,48.1,13.4,12.9
E02001605,35.3,35.7,12.5,16.5
E02001606,38.5,29.6,14.1,17.8
E02001607,38,30.7,20.4,10.9
E02001608,38.7,39.9,8.6,12.8
E02001609,49.1,31.4,10,9.6
E02001610,38.4,35.2,12.2,14.2
E02001628,28.6,19,28.7,23.8
E02001642,34.6,36,11,18.4
E02001647,36.8,31.4,21.3,10.5
E02001654,37.1,33.9,20.4,8.6
E02001655,26.2,28.3,36,9.5
E02001659,25.3,22.1,40.5,12.1
E02001666,28.1,32.6,26.5,12.8
E02001671,47.6,29.4,13.7,9.2
E02001673,45,41.6,2.3,11.1
E02001675,35.5,24.7,30.4,9.5
E02002330,54.8,33.7,3.9,7.6
E02002331,35.9,29.8,20.1,14.2
E02002334,44,34.1,10.3,11.6
E02002359,44.7,35.4,9,10.9
E02002403,37.9,31.7,12.1,18.2
E02002406,49.1,39.6,3.6,7.6
E02002417,32.7,41,13.2,13.1
E02002418,37,38.9,12.4,11.7
E02002432,33.5,42.3,13.2,10.9
E02002438,21.9,26.7,41.9,9.4
E02002439,29,30.3,13.7,27
E02002440,34.4,28.9,29.2,7.5
E02002441,25.1,33.4,26.5,15
E02002442,37.9,39.1,5.4,17.6
E02002447,31.4,29.4,24,15.2
E02002448,27.8,27.9,33.9,10.4
E02002449,33.4,43.7,10.4,12.5
E02002450,29.1,40.5,15.4,15.1
E02002452,21.1,30.5,30.9,17.5
E02002455,24,27.1,39.5,9.3
E02002460,48.4,30.7,10.4,10.6
E02002461,29.3,39.8,18.2,12.7
E02002464,26,31.6,28.9,13.5
E02002471,42.6,36.9,8.9,11.7
E02002476,23.2,29.2,31.5,16.1
E02002478,33.3,35.7,13.7,17.4
E02002479,34.6,25.6,24.8,15
E02002480,32.8,21,21.6,24.6
E02002481,27.5,32.3,26.1,14.2
E02002482,24.7,30.7,32.9,11.7
E02002653,17.4,16.1,54.8,11.7
E02002654,13,11.4,65.4,10.3
E02002655,17.2,23.8,45.3,13.7
E02002656,48.8,31,1.6,18.6
E02002657,41.1,35.3,9.7,13.9
E02002658,36.2,32.9,14.9,16
E02002659,14.8,16.1,54.3,14.7
E02002660,28.1,22.3,36.3,13.4
E02002661,25.8,28.8,33.6,11.9
E02002662,23.4,29.9,36.7,10
E02002663,26.6,27.4,7.3,38.7
E02002664,47.3,39.4,2.3,11
E02002665,37.7,34,10.2,18
E02002666,13.3,11.5,16.5,58.7
E02002667,30.9,33.6,6.7,28.9
E02002668,11.2,13.5,67,8.3
E02002669,21.8,23.2,6.1,49
E02002670,25.5,27.8,31,15.7
E02002671,26.7,32.9,20.8,19.5
E02002672,16.4,19.2,47.8,16.6
E02002673,27.7,28.3,10.9,33.1
E02002674,31.1,33.3,6.2,29.4
E02002675,11.2,11.7,42.5,34.7
E02002676,26,26.6,8.3,39.1
E02002677,19.5,20.8,21.9,37.8
E02002678,25.6,32.5,6.4,35.6
E02002679,32.9,33.4,19,14.7
E02002680,7.3,8,45,39.7
E02002681,15.9,10.5,25.6,48.1
E02002682,15.6,26.9,34.5,23
E02002684,55.9,21.5,7.2,15.5
E02002685,56,22.1,5.5,16.4
E02002686,24.7,15.7,39.1,20.5
E02002687,34.8,18.9,6.8,39.5
E02002688,31.2,15.1,6.2,47.6
E02002689,48.9,25.5,7.4,18.2
E02002691,47.1,30.5,6.2,16.2
E02002692,46.5,37.6,6.1,9.8
E02002693,47.8,29.6,6.8,15.8
E02002694,38.8,31.5,11,18.7
E02002695,49.2,22.5,10.4,17.9
E02002696,46.6,31.8,2.9,18.6
E02002697,50.1,32.1,5.6,12.1
E02002698,38.9,34.1,10.3,16.8
E02002699,51.2,34.9,3.2,10.7
E02002700,23.5,24.3,36.8,15.4
E02002701,48.1,35.2,5.6,11.1
E02002702,37.4,24.1,12.2,26.2
E02002703,48.2,35.4,6.3,10.2
E02002704,51.9,30.2,5.6,12.3
E02002705,50.5,32.9,8.5,8
E02002706,45.3,36,6.1,12.6
E02002707,51.1,33.9,4.2,10.8
E02002708,46.4,23.3,15.7,14.6
E02002709,44.5,33.1,8.4,13.9
E02002710,44.4,36.1,6.5,13.1
E02002711,53.8,37.3,1.8,7.1
E02002712,45.4,30.6,5.8,18.2
E02002714,48.1,30.6,6.1,15.2
E02002715,36.2,43.3,4.6,15.9
E02002716,42.8,35.8,9.2,12.3
E02002717,30.4,32.6,15.2,21.8
E02002718,50.5,35.3,4.3,9.9
E02002719,39,40.6,8.2,12.2
E02002720,47.1,36.7,2,14.2
E02002721,39.7,32,14.7,13.5
E02002723,34.2,23.6,8.7,33.5
E02002724,22.8,24.4,23.4,29.4
E02002725,42.4,36.7,9.3,11.5
E02002726,35.6,30.7,17,16.7
E02002727,9.9,8.4,50,31.7
E02002728,20.9,18.8,14.5,45.9
E02002729,34.6,30.6,21.4,13.5
E02002730,23.3,21,6.1,49.6
E02002731,20.8,20.6,12.3,46.3
E02002732,43,40.3,5.7,11
E02002733,32.1,26.7,10.7,30.5
E02002734,34,34.5,12.3,19.2
E02002736,20.2,22.1,8.8,48.9
E02002737,39.6,36.3,6.4,17.7
E02002738,39.8,35.6,9.4,15.2
E02002739,31.1,27.8,13.9,27.2
E02002740,31.5,27.1,25.1,16.3
E02002741,37.2,34.8,4.1,23.9
E02002743,40.7,22.9,24.8,11.6
E02002744,19.6,17.5,47.3,15.6
E02002745,56.8,31,2.7,9.5
E02002746,38.7,40.9,7.7,12.7
E02002747,47,40.2,4.5,8.3
E02002748,49.8,31.9,6.8,11.4
E02002749,38.1,31.6,12.7,17.7
E02002750,42.5,34.5,7.1,15.9
E02002751,44.3,29.3,12.3,14.1
E02002752,40.6,30,11.9,17.4
E02002753,46.3,28.1,8.5,17.1
E02002754,39.4,32.7,13.1,14.7
E02002755,24.4,25.2,21.7,28.7
E02002756,16.2,16.1,29.9,37.8
E02002757,40.2,33.2,5.5,21.1
E02002758,29.1,26.6,22.9,21.4
E02002759,42,27,13.7,17.3
E02002760,38.7,29.6,21.4,10.3
E02002761,43.2,32.7,7.4,16.8
E02002762,28.5,27.8,27.2,16.4
E02002763,20.4,32.3,28.7,18.6
E02002764,24.9,21.1,40.4,13.5
E02002765,33.7,28.2,20,18.2
E02002766,41.3,34.3,9.5,14.9
E02002767,49.2,36.2,2.4,12.2
E02002768,46.1,31.7,9.5,12.7
E02002769,52,29.7,7,11.3
E02002770,43.3,31.6,9.9,15.2
E02002771,50,32.6,8,9.4
E02002772,43.4,36.7,6.4,13.5
E02002773,54.9,28.6,8.4,8.1
E02002774,56.4,33.4,1.9,8.3
E02002775,38.6,23.9,30.7,6.8
E02002776,44.3,32.2,10.8,12.6
E02002777,34.9,41.5,10.1,13.5
E02002778,45.4,32.3,5.2,17.1
E02002779,49,28.1,9.6,13.4
E02002780,21.1,24.3,27.3,27.3
E02002781,21.7,23.8,21,33.4
E02002782,51.9,33.3,5.7,9.1
E02002783,38.1,37.1,13.2,11.6
E02002784,18.1,13,23.8,45.1
E02002785,42,34.4,8,15.7
E02002786,20,20.2,23.1,36.7
E02002787,32.6,29.9,18.6,19
E02002788,30.4,30.9,6.3,32.4
E02002789,22.3,30.4,36.7,10.6
E02002790,27.8,21.8,11.2,39.2
E02002791,53,32.1,5.6,9.3
E02002792,38.9,32.3,5.8,22.9
E02002793,42.1,32.4,14.5,10.9
E02002794,41.6,29.6,9.9,18.8
E02002795,55.4,31.3,4,9.3
E02005424,50.1,31.1,5.5,13.3
E02005427,38.7,21.5,9,30.8
E02005492,44,27.6,10.7,17.8
E02005493,43.4,35.2,7.2,14.1
E02005494,44.4,26,9.2,20.5
E02005495,27.4,21.3,13.6,37.7
E02005496,41.7,29.3,6.5,22.5
E02005497,23.4,22.7,39.9,14
E02005759,45.9,24.8,14,15.2
E02005760,42.5,32.7,9.1,15.8
E02005765,42,31.6,10.2,16.2
E02005776,41.5,36.2,8.2,14
E02005791,38.4,23.1,14,24.5
E02005794,45.3,25.6,8.3,20.8
E02005809,36.9,31.5,16.6,15
E02005810,41.1,38.7,6.5,13.7
E02005811,40.4,40.9,7.1,11.5
E02005812,31.9,43.2,14,10.9
E02005813,18.5,31.1,25.9,24.6
E02005814,41.9,33.1,14.1,10.8
E02005815,47.4,38.7,5.4,8.5
E02005816,40.5,41.8,5.4,12.3
E02005817,42.7,35.7,11.2,10.4
E02005818,41,38.9,8.9,11.2
E02005835,35.6,32.6,16.4,15.3
E02005836,47.8,31.8,9.4,11
E02005837,47.4,30.9,8.8,13
E02005838,40.5,31,16.8,11.7
E02006813,27,27.4,30.7,14.9
E02006814,41.6,34.5,7.8,16.1
E02006869,29.8,33.7,25.8,10.6
E02006891,47.5,32.5,5.2,14.8
E02006892,38.6,24.4,10.8,26.3
E02007002,41.4,34.6,12.6,11.3
E02007044,24.5,29.8,27.2,18.5
E02007045,47.5,26.5,8.8,17.2
E02007079,16.7,34.3,35.9,13.2
E02007080,13.9,67,1,18.1
E02007081,39.2,30.7,3.3,26.8
