areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E02001514,44.9,22.2,15.3,17.6
E02001522,38.4,27.3,14.8,19.5
E02001528,41.9,21.4,17.6,19.1
E02001530,34.8,30,18.6,16.6
E02001533,34.4,27.2,20,18.3
E02001534,42,21.3,20.2,16.6
E02001539,33.7,36.7,12.2,17.4
E02001540,27.5,38.3,17.9,16.3
E02001541,32.7,35.5,15.8,16.1
E02001542,31.9,33.4,16.1,18.7
E02001543,42.1,26.3,14.8,16.8
E02001544,39.4,28.1,14.2,18.3
E02001545,43.1,18.8,22.3,15.8
E02001546,27.9,31.2,23.9,17
E02001547,47.3,19.8,15.8,17.1
E02001548,48.8,18.3,13.1,19.8
E02001549,45.7,17.9,20.4,15.9
E02001550,50.3,17.7,15.6,16.4
E02001551,48.2,18,15.7,18.1
E02001552,48.7,19.3,15.8,16.3
E02001553,50.5,17.8,15,16.8
E02001554,43.9,17.9,22.2,16
E02001555,45.9,17.4,18.5,18.2
E02001556,54.4,17.2,12.8,15.6
E02001557,49.3,18.7,17.7,14.3
E02001558,29.1,25.1,28.3,17.5
E02001559,38.8,19.9,26.2,15.1
E02001560,52.4,20.8,10.5,16.3
E02001561,50.2,20.3,11.5,18
E02001562,46.3,18.4,18.4,16.9
E02001563,37.6,19.4,28.9,14.1
E02001564,32.8,23.9,29.5,13.8
E02001565,37.8,20.8,29.8,11.6
E02001566,44.8,21.6,18.8,14.7
E02001567,49.6,18.1,15.6,16.7
E02001568,37.1,26.4,17.1,19.3
E02001569,38.4,26.6,16.2,18.9
E02001570,43.3,23.7,15.3,17.6
E02001571,36.5,24.1,22.7,16.7
E02001572,46.6,22.6,13.7,17
E02001573,42.1,24.2,13.9,19.8
E02001574,41,20,21.1,17.9
E02001575,49.2,19.7,13.8,17.3
E02001576,27.3,31.6,28.2,12.9
E02001577,25.5,30.2,29.5,14.8
E02001578,36,25.6,21.6,16.9
E02001579,37.3,23.6,21.8,17.3
E02001580,37.5,23.9,21.1,17.6
E02001581,37.1,23.4,22,17.6
E02001582,46.3,18.8,19.7,15.1
E02001583,48.8,18.1,16.8,16.3
E02001585,49.9,17.4,17,15.7
E02001586,50.9,14.2,15.9,19
E02001587,43.1,20.5,17,19.3
E02001588,53.7,14.5,14.5,17.3
E02001589,37.4,23.9,23.5,15.2
E02001590,53.5,15.6,12.5,18.4
E02001591,51.6,15.6,12.7,20.1
E02001592,51.9,13.4,18.2,16.5
E02001593,52.1,12.2,16.4,19.2
E02001594,50.3,13.7,16.8,19.2
E02001595,32.7,28.8,20.9,17.5
E02001596,42.3,20.5,20.9,16.4
E02001597,33.1,32.6,13.8,20.6
E02001598,44.8,16.4,22.9,16
E02001600,41.6,15.6,24.7,18.1
E02001602,50.2,13.8,19.4,16.7
E02001603,36.9,23.2,20.4,19.6
E02001604,44.8,16,26.3,13
E02001605,27.7,32.1,23.9,16.3
E02001606,29.9,33.5,19.4,17.1
E02001607,39.3,23.6,21.3,15.8
E02001608,31.6,25.3,26.4,16.7
E02001609,25.4,34,26.1,14.5
E02001610,23.7,33.6,26.7,16
E02001628,51.8,11.2,14.1,22.9
E02001642,52.5,8.7,21.6,17.2
E02001647,53.2,9.2,20.7,16.9
E02001654,46.8,12.9,23.4,16.9
E02001655,53.9,9.6,18.4,18.1
E02001659,53.7,10.7,18.8,16.8
E02001666,45.3,17.7,19.4,17.6
E02001671,46,11.8,27.1,15.1
E02001673,32,23.8,30.2,14
E02001675,38,23.5,22.8,15.7
E02002330,18.9,29.2,43.5,8.4
E02002331,23.4,30.4,34.3,11.9
E02002334,15.1,31.3,42.8,10.8
E02002359,17.2,27.3,43.7,11.7
E02002403,28.1,24.6,34.6,12.7
E02002406,21.8,28,39,11.3
E02002417,21.3,31.6,31.8,15.3
E02002418,26.2,28.5,29.7,15.7
E02002432,25.9,28.1,31.8,14.2
E02002438,43.6,26.9,14.3,15.2
E02002439,41.1,27.4,18.9,12.7
E02002440,40.3,27.7,16.9,15.1
E02002441,39.8,24.7,20.5,15
E02002442,35.7,27.5,23,13.8
E02002447,44.5,27.7,14.8,13
E02002448,40.7,30.2,14.4,14.7
E02002449,33.3,30.5,22.1,14.1
E02002450,42.2,20.7,23.9,13.2
E02002452,35,28.9,21.1,15
E02002455,44,27,14.1,15
E02002460,33.9,26.5,26.9,12.7
E02002461,37.6,23.4,24.4,14.6
E02002464,46.4,21.9,16.7,15
E02002471,26.9,29.7,30,13.5
E02002476,39.6,28.3,15.7,16.4
E02002478,33.8,33.2,17.9,15.1
E02002479,35.3,32.9,16.5,15.3
E02002480,43.1,30.1,12.3,14.5
E02002481,40.7,31.3,14.2,13.8
E02002482,39.2,31.6,13.1,16.1
E02002653,70.6,9.3,6.9,13.3
E02002654,67.8,13.6,5.1,13.5
E02002655,70,9.1,7.3,13.7
E02002656,58.3,9.3,16.8,15.6
E02002657,65.2,8.8,11.5,14.5
E02002658,57.1,10.5,17.9,14.5
E02002659,65.4,12.8,7.5,14.4
E02002660,63,13.3,9.6,14.1
E02002661,60,12.7,12.4,15
E02002662,62.7,12.5,11.5,13.3
