areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02001514,95.1,4.2,0.7
E02001522,95.4,3.6,1
E02001528,96.2,3,0.8
E02001530,96,3.2,0.9
E02001533,98.1,1.5,0.3
E02001534,95.9,3.1,1
E02001539,93,5.6,1.4
E02001540,98,1.7,0.4
E02001541,94.7,4.3,0.9
E02001542,96.8,2.3,0.9
E02001543,97.8,1.7,0.5
E02001544,97.5,1.9,0.6
E02001545,98.3,1.4,0.3
E02001546,98.3,1.4,0.3
E02001547,94.9,4.4,0.7
E02001548,92.4,6.1,1.5
E02001549,96.6,2.7,0.7
E02001550,96.8,2.6,0.6
E02001551,92.6,6,1.4
E02001552,91.4,6.2,2.4
E02001553,85.5,11.6,2.9
E02001554,98.1,1.6,0.4
E02001555,95.4,3.5,1.1
E02001556,82.7,13,4.3
E02001557,77.6,15.9,6.4
E02001558,99.1,0.7,0.2
E02001559,98.2,1.3,0.4
E02001560,66,24.4,9.6
E02001561,77.6,17.2,5.2
E02001562,93,5.6,1.4
E02001563,94,4.8,1.1
E02001564,98.7,1.1,0.2
E02001565,92.6,5.9,1.5
E02001566,83.1,13.6,3.3
E02001567,91.9,5.9,2.2
E02001568,96.6,2.5,0.9
E02001569,95.7,3.3,0.9
E02001570,97.8,1.6,0.6
E02001571,96.9,2.5,0.7
E02001572,91.4,6.9,1.6
E02001573,98.6,1.2,0.2
E02001574,97.3,2.3,0.5
E02001575,96.1,3,0.9
E02001576,97.9,1.8,0.3
E02001577,98.9,0.9,0.3
E02001578,97.9,1.6,0.4
E02001579,98.4,1.2,0.3
E02001580,98.7,1,0.3
E02001581,98.9,0.8,0.3
E02001582,98.9,0.9,0.2
E02001583,97.7,1.7,0.6
E02001585,95.4,3.6,1
E02001586,98.3,1.4,0.3
E02001587,97.4,2,0.5
E02001588,96.9,2.5,0.6
E02001589,99.1,0.7,0.2
E02001590,93.7,4.8,1.4
E02001591,83.3,11.7,5
E02001592,97,2.4,0.6
E02001593,80,14.2,5.8
E02001594,74.8,17.7,7.5
E02001595,99,0.8,0.2
E02001596,98.7,1,0.3
E02001597,97.8,1.6,0.6
E02001598,96.5,2.7,0.8
E02001600,86.1,10.1,3.8
E02001602,96.8,2.5,0.8
E02001603,98.2,1.4,0.4
E02001604,96.7,2.9,0.4
E02001605,98.8,1.1,0.2
E02001606,98.3,1.3,0.4
E02001607,98.8,1.1,0.2
E02001608,98.4,1.4,0.2
E02001609,99.2,0.6,0.2
E02001610,98.9,1,0.2
E02001628,70.2,19.5,10.4
E02001642,90.7,6.9,2.5
E02001647,96.2,2.8,0.9
E02001654,97.5,1.9,0.6
E02001655,95.4,3.4,1.1
E02001659,96.3,2.6,1
E02001666,98.2,1.3,0.5
E02001671,97.7,1.8,0.5
E02001673,99.1,0.8,0.1
E02001675,97.8,1.7,0.5
E02002330,99,0.9,0.1
E02002331,98.2,1.5,0.3
E02002334,98.6,1.1,0.3
E02002359,98.9,0.8,0.3
E02002403,98.4,1.4,0.2
E02002406,99.1,0.7,0.2
E02002417,98.7,1.1,0.2
E02002418,99,0.9,0.2
E02002432,98.8,1,0.3
E02002438,95.1,3.7,1.2
E02002439,94.8,4,1.3
E02002440,96.2,2.5,1.2
E02002441,96.1,3.1,0.8
E02002442,96.1,3,0.9
E02002447,96.8,2.5,0.7
E02002448,96.4,2.7,0.9
E02002449,97.1,2.3,0.6
E02002450,93.5,4.9,1.6
E02002452,95.1,3.8,1.1
E02002455,96.5,2.9,0.6
E02002460,98.6,1,0.4
E02002461,97.1,2.4,0.5
E02002464,96.1,3.1,0.8
E02002471,98.6,1.3,0.2
E02002476,95.7,3.4,1
E02002478,96.2,3.3,0.5
E02002479,97.7,1.9,0.4
E02002480,92.4,5.9,1.7
E02002481,93,6,1.1
E02002482,95.2,3.5,1.3
E02002653,96.8,2.3,0.9
E02002654,86.1,10,3.8
E02002655,96.1,2.9,1
E02002656,96.1,2.8,1.1
E02002657,96.9,2.4,0.7
E02002658,98.6,1,0.4
E02002659,87,9.3,3.7
E02002660,96.7,2.4,0.9
E02002661,97,2.3,0.6
E02002662,98.1,1.4,0.5
E02002663,89.8,7.5,2.7
E02002664,99.1,0.8,0.1
E02002665,94.6,3.9,1.4
E02002666,63.3,22.9,13.8
E02002667,93.6,4.6,1.8
E02002668,94.2,4.6,1.2
E02002669,81.1,12.1,6.8
E02002670,96.3,2.9,0.8
E02002671,94,4.5,1.5
E02002672,93.5,4.7,1.8
E02002673,92.7,5.3,1.9
E02002674,98.3,1.3,0.4
E02002675,68,21.4,10.6
E02002676,87.8,8.1,4.1
E02002677,88.7,8.7,2.6
E02002678,87.7,8.7,3.6
E02002679,96.6,2.5,0.8
E02002680,73.3,19.8,7
E02002681,71.3,18.9,9.8
E02002682,85.2,11.5,3.3
E02002684,99,0.8,0.2
E02002685,98.9,0.8,0.3
E02002686,98.3,1.1,0.5
E02002687,98,1.4,0.6
E02002688,97.1,1.8,1
E02002689,99.4,0.6,0
E02002691,99,0.8,0.2
E02002692,98.1,1.5,0.4
E02002693,99.5,0.4,0.1
E02002694,97.9,1.6,0.4
E02002695,99.2,0.6,0.2
E02002696,98,1.9,0.1
E02002697,99.4,0.5,0.1
E02002698,98.3,1.5,0.2
E02002699,98.5,1.3,0.2
E02002700,97.8,1.7,0.5
E02002701,99.2,0.7,0.1
E02002702,97.9,1.7,0.4
E02002703,98.3,1.5,0.2
E02002704,99.6,0.4,0.1
E02002705,97.8,1.9,0.4
E02002706,97.7,2,0.4
E02002707,99,0.9,0.1
E02002708,98.4,1.4,0.2
E02002709,98.8,1,0.2
E02002710,99,0.9,0.1
E02002711,98.3,1.4,0.3
E02002712,99.3,0.6,0.1
E02002714,99.4,0.5,0
E02002715,97.7,2,0.3
E02002716,99.1,0.8,0.1
E02002717,98.1,1.5,0.4
E02002718,97.9,2,0.2
E02002719,97.9,1.8,0.3
E02002720,97.9,1.8,0.3
E02002721,98.4,1.4,0.2
E02002723,82.8,11.4,5.8
E02002724,85.7,10.7,3.6
E02002725,99.3,0.5,0.2
E02002726,95.3,3.3,1.3
E02002727,88.4,8.1,3.6
E02002728,88.7,8.4,2.9
E02002729,98.1,1.5,0.3
E02002730,95.7,3.2,1.2
E02002731,91.9,6,2.1
E02002732,98.8,1,0.2
E02002733,95.5,3.7,0.9
E02002734,96.3,3.2,0.6
E02002736,91.1,6.2,2.7
E02002737,97.8,1.4,0.8
E02002738,97.4,2.2,0.4
E02002739,98.3,1.4,0.3
E02002740,95.9,3.3,0.8
E02002741,95.6,3.4,1
E02002743,99.1,0.7,0.2
E02002744,94.6,4.3,1.1
E02002745,98.9,0.8,0.3
E02002746,97.4,2.3,0.4
E02002747,98.3,1.4,0.3
E02002748,98.5,1.2,0.3
E02002749,98,1.5,0.6
E02002750,99.2,0.6,0.1
E02002751,98.6,1.1,0.3
E02002752,98.5,1.2,0.4
E02002753,96.1,3.2,0.7
E02002754,98.9,1,0.1
E02002755,72.2,19.5,8.3
E02002756,65.1,23.7,11.2
E02002757,86,11,3
E02002758,88.1,8.8,3.1
E02002759,98.7,1.1,0.2
E02002760,94.6,4.3,1.1
E02002761,98.7,0.9,0.4
E02002762,94.6,4.6,0.8
E02002763,92.7,5.7,1.7
E02002764,89.9,7.9,2.2
E02002765,95.3,3.7,1
E02002766,96.7,2.7,0.6
E02002767,98.2,1.5,0.4
E02002768,99.1,0.8,0.1
E02002769,98.6,1.2,0.3
E02002770,99,0.9,0.1
E02002771,99.1,0.7,0.2
E02002772,98.5,1.3,0.2
E02002773,99.1,0.8,0.1
E02002774,99.1,0.7,0.2
E02002775,98.5,1.2,0.3
E02002776,96.9,2.7,0.4
E02002777,95.2,4.1,0.8
E02002778,96.1,3.4,0.5
E02002779,97.5,2.2,0.3
E02002780,92.4,6.4,1.2
E02002781,91.9,7.1,1
E02002782,98.8,1.1,0.2
