areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E02001514,75,15.7,9.3
E02001522,71.7,18,10.3
E02001528,73.8,17.7,8.5
E02001530,75,16.3,8.8
E02001533,74.9,16.5,8.6
E02001534,78.1,14.8,7
E02001539,76.9,15.4,7.6
E02001540,77.9,14.9,7.2
E02001541,75,16.6,8.4
E02001542,74.3,16.9,8.8
E02001543,75.1,16.6,8.3
E02001544,77.8,14.8,7.4
E02001545,81.7,13.5,4.9
E02001546,77.6,15.6,6.8
E02001547,78.1,14.8,7.2
E02001548,76,14.9,9.1
E02001549,80.5,13.5,6
E02001550,79.4,14.5,6.1
E02001551,78.5,15.1,6.4
E02001552,78.3,14.7,6.9
E02001553,78.8,14.1,7.1
E02001554,81.9,13.3,4.8
E02001555,77.4,16,6.5
E02001556,77.8,15.1,7.1
E02001557,80.7,13.3,6.1
E02001558,78.3,15.7,6.1
E02001559,83.4,12.1,4.5
E02001560,78.9,14.4,6.7
E02001561,76.6,15.8,7.6
E02001562,75.4,16.8,7.7
E02001563,81.9,12.9,5.1
E02001564,83.6,12.4,3.9
E02001565,85.2,10.5,4.3
E02001566,83.2,11.2,5.6
E02001567,76.9,15.5,7.6
E02001568,77.2,15.3,7.5
E02001569,73.2,18.2,8.6
E02001570,71.2,17.5,11.3
E02001571,79.8,14.9,5.4
E02001572,75.4,16.2,8.4
E02001573,76.5,15.2,8.3
E02001574,80,14.5,5.5
E02001575,76.2,15.1,8.6
E02001576,83.8,11.7,4.6
E02001577,79.4,15,5.7
E02001578,80.4,13.1,6.4
E02001579,75.5,16.3,8.3
E02001580,75.5,16.8,7.7
E02001581,78.4,14.9,6.7
E02001582,77.4,14.9,7.7
E02001583,77.5,15.6,6.9
E02001585,73.7,17.4,8.8
E02001586,71.9,18.2,9.9
E02001587,71.6,17.7,10.6
E02001588,75.4,16,8.6
E02001589,81.5,12.8,5.7
E02001590,72.8,17.3,9.9
E02001591,76.9,14.9,8.2
E02001592,78.5,15.1,6.4
E02001593,76.3,15.7,7.9
E02001594,76.3,15.2,8.4
E02001595,79.6,14.1,6.4
E02001596,77.1,15.3,7.5
E02001597,74.9,16,9.1
E02001598,78,15.1,6.9
E02001600,81.8,12.7,5.5
E02001602,79.2,14.9,5.8
E02001603,78.1,15,6.9
E02001604,83.2,11.6,5.2
E02001605,80.3,13.6,6.1
E02001606,78.1,14.8,7.1
E02001607,78.4,14.6,7
E02001608,81.9,13.1,5
E02001609,80.5,14.2,5.2
E02001610,80.6,14,5.4
E02001628,78.1,13.9,7.9
E02001642,80,13.9,6.2
E02001647,77.9,15.2,7
E02001654,77.6,15.3,7.1
E02001655,76.5,16.3,7.2
E02001659,71.3,18.5,10.3
E02001666,77.5,15.1,7.4
E02001671,76.3,16.3,7.4
E02001673,83.9,12.6,3.6
E02001675,73.1,18.2,8.6
E02002330,86.3,10.7,3
E02002331,78.2,15.2,6.6
E02002334,85.5,10.7,3.8
E02002359,83.9,11.9,4.1
E02002403,79.7,14.5,5.8
E02002406,84.4,11.7,4
E02002417,81.1,13.4,5.5
E02002418,80.8,13.5,5.7
E02002432,81.9,12.7,5.4
E02002438,75,15.7,9.3
E02002439,76.8,16,7.2
E02002440,76.1,16.1,7.8
E02002441,76.2,15.8,8
E02002442,81.1,13.7,5.2
E02002447,75.3,16.8,7.9
E02002448,75.3,17.1,7.6
E02002449,82.2,12.1,5.7
E02002450,81.2,13.7,5.1
E02002452,76.7,15.5,7.8
E02002455,77.1,14.9,8
E02002460,80.4,14.1,5.6
E02002461,80.5,13.5,6
E02002464,77.1,15.4,7.6
E02002471,82.6,12.7,4.7
E02002476,73.1,17.5,9.4
E02002478,78.9,14.1,7
E02002479,72.5,17.8,9.7
E02002480,72.6,17.6,9.7
E02002481,77.4,15.3,7.3
E02002482,75.4,15.8,8.9
E02002653,72.9,17.8,9.4
E02002654,77,14.8,8.1
E02002655,75.2,17,7.8
E02002656,77.4,16.2,6.4
E02002657,78.7,15.5,5.7
E02002658,78.5,14.4,7
E02002659,76.3,15.6,8
E02002660,74.9,17.2,7.9
E02002661,76.7,16.2,7.1
E02002662,75,16.5,8.5
E02002663,85.3,11,3.7
E02002664,84.8,11.7,3.5
E02002665,81.8,13.3,5
E02002666,81.2,13,5.8
E02002667,79.9,14.2,5.8
E02002668,71.3,18.5,10.2
E02002669,82.9,12.5,4.6
E02002670,75.9,16.1,8
E02002671,77.2,16,6.9
E02002672,77.2,15.3,7.5
E02002673,79.2,14.9,5.9
E02002674,81,14.3,4.7
E02002675,74.3,16.5,9.2
E02002676,78.5,15.3,6.2
E02002677,77.3,15.2,7.4
E02002678,81.2,13.4,5.4
E02002679,79.6,14.3,6.1
E02002680,74,17,9
E02002681,75.9,15.6,8.4
E02002682,76.6,15.6,7.9
E02002684,72.5,19.3,8.2
E02002685,75.8,17.8,6.4
E02002686,68.6,19,12.4
E02002687,69.7,20.1,10.2
E02002688,69.5,19.6,11
E02002689,77.8,15.9,6.2
E02002691,80.7,14.4,5
E02002692,83.5,11.8,4.7
E02002693,79,15.8,5.2
E02002694,83.8,12.6,3.5
E02002695,73.8,18.3,8
E02002696,85.6,10.8,3.7
E02002697,82.5,13.2,4.3
E02002698,82.3,13.5,4.3
E02002699,85,11.8,3.2
E02002700,76.9,16.4,6.7
E02002701,84,11.9,4.1
E02002702,80.2,14.8,5
E02002703,85.5,10.9,3.5
E02002704,79.9,15,5.1
E02002705,82.2,13.7,4.1
E02002706,81.2,13.2,5.6
E02002707,85,11.3,3.6
E02002708,76.4,16.7,6.9
E02002709,79.7,15.2,5.1
E02002710,82.9,12.2,4.9
E02002711,85.1,11.3,3.6
E02002712,77,17.4,5.6
E02002714,79.3,15.2,5.5
E02002715,87.3,9.7,3
E02002716,80.7,14.2,5.1
E02002717,80.3,14.3,5.4
E02002718,85.8,10.9,3.4
E02002719,82.7,13.3,4
E02002720,82.6,13.4,4
E02002721,79.4,15.4,5.2
E02002723,80.3,14.3,5.4
E02002724,79.4,14.6,6
E02002725,81.4,13.9,4.7
E02002726,76.9,16.5,6.7
E02002727,67.6,19.9,12.5
E02002728,74.7,17.4,7.9
E02002729,77.1,16.3,6.6
E02002730,76.8,15.6,7.6
E02002731,77.3,15.1,7.5
E02002732,82.5,13.2,4.4
E02002733,76.8,16.6,6.6
E02002734,79,15.2,5.8
E02002736,76.7,16.4,6.9
E02002737,79,14.6,6.4
E02002738,80.2,14.3,5.4
E02002739,76.6,16.3,7.1
E02002740,75.1,17.2,7.7
E02002741,81.6,13.4,5
E02002743,70.8,19.2,10.1
E02002744,73.1,17.8,9.1
E02002745,78.4,16,5.6
E02002746,82.3,13.1,4.6
E02002747,82.8,12.9,4.3
E02002748,80.8,13.6,5.6
E02002749,79,15.3,5.7
E02002750,79.7,14.4,5.9
E02002751,78.1,15.9,6.1
E02002752,78.5,15.2,6.2
E02002753,75,17.8,7.2
E02002754,78.6,15.1,6.4
E02002755,80.2,13.7,6.1
E02002756,79.5,14.2,6.3
E02002757,82.4,12.9,4.6
E02002758,79,14.7,6.3
E02002759,78.2,15.7,6.1
E02002760,78.3,15.2,6.5
E02002761,79.5,15.6,5
E02002762,75.1,16.9,8
E02002763,76.2,16.5,7.2
E02002764,76.8,16.3,7
E02002765,75.8,16.9,7.3
E02002766,80.8,14,5.2
E02002767,80.6,14.4,5
E02002768,81.5,13.5,5
E02002769,79.7,15.3,5
E02002770,79.9,14.8,5.4
E02002771,80.8,13.8,5.4
E02002772,86.7,10.1,3.2
E02002773,80.9,14.1,4.9
E02002774,82.5,13.9,3.6
E02002775,76.1,16.5,7.4
E02002776,82.4,13.2,4.4
E02002777,86.4,10.2,3.5
E02002778,84.5,11.8,3.7
E02002779,82.7,13,4.3
E02002780,81.6,12.9,5.5
E02002781,83.7,12,4.4
E02002782,84.3,12.2,3.5
E02002783,83,12.7,4.3
E02002784,82.8,12.3,4.9
E02002785,84.2,11.8,3.9
E02002786,84.3,11.6,4.1
E02002787,81.2,14.1,4.7
E02002788,85.8,10.9,3.3
E02002789,80.2,13.9,5.9
E02002790,85.6,10.3,4.1
E02002791,84.2,11.6,4.2
E02002792,86.9,9.8,3.2
E02002793,81.8,13.4,4.9
E02002794,87.3,10.1,2.6
E02002795,84.8,11.4,3.7
E02005424,80.1,14.7,5.2
E02005427,78.8,15.6,5.6
E02005492,80.4,14.3,5.3
E02005493,81.3,13.4,5.2
E02005494,78.6,15.1,6.3
E02005495,73.9,17.8,8.3
E02005496,80.9,13.7,5.4
E02005497,75.5,17.1,7.4
E02005759,83.3,12.2,4.5
E02005760,85.1,10.9,4.1
E02005765,83.9,12,4.2
E02005776,87,10.1,2.9
E02005791,80.9,13.8,5.3
E02005794,84.8,11.7,3.5
E02005809,82.3,13.2,4.5
E02005810,87,10.1,3
E02005811,84.8,11.6,3.7
E02005812,85.2,11,3.8
E02005813,80.2,13.5,6.3
E02005814,80.4,14.6,4.9
E02005815,83.9,12.2,3.9
E02005816,83.5,12.6,3.9
E02005817,82.4,12.9,4.7
E02005818,83.4,12.5,4.2
E02005835,78.4,14.9,6.7
E02005836,81.1,13.9,4.9
E02005837,80.3,14.3,5.5
E02005838,75.2,17,7.8
E02006813,74.8,17.2,8
E02006814,82,13.4,4.6
E02006869,76.9,16,7.1
E02006891,81.8,13.6,4.6
E02006892,75.3,18.1,6.5
E02007002,80.8,13.2,6
E02007044,80.3,14.3,5.4
E02007045,82.7,13.1,4.2
E02007079,80.9,13,6
E02007080,91.7,6.8,1.6
E02007081,80,14.7,5.3
