areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E02001514,31.3,41.3,5.4,19.2,2.8
E02001522,33,41.8,6.3,16,2.8
E02001528,27.5,42.1,7.2,20.3,2.9
E02001530,29.1,43.9,5.8,18.6,2.5
E02001533,28,45.3,6.8,17.7,2.2
E02001534,23.4,45.2,6.9,21.9,2.5
E02001539,28.7,46,6.9,15.2,3.2
E02001540,24.1,44.7,5.8,23,2.4
E02001541,29.5,43.1,6.7,17.7,3
E02001542,33.4,40.8,6.1,16.9,2.9
E02001543,29.5,43.8,6.9,17.2,2.6
E02001544,27.5,45.3,6.7,17.5,2.9
E02001545,19.3,45,7.6,25.7,2.3
E02001546,20.5,46.3,7.8,22.4,3.1
E02001547,26.7,45.7,6.8,18.3,2.5
E02001548,29.2,44.7,6.6,16.5,3.1
E02001549,19.9,44.5,8.1,24.9,2.6
E02001550,23,46.5,7.6,19.9,3
E02001551,24.2,45.9,6.8,20.3,2.8
E02001552,24.6,45.2,7.4,19.7,3.1
E02001553,25.5,42.4,6.8,22.3,3.1
E02001554,19.3,46,8,24.5,2.3
E02001555,23.9,44.2,7.9,20.6,3.4
E02001556,27.7,43,6,19.7,3.7
E02001557,24.1,38.1,6,27.8,4.1
E02001558,20.7,40.5,8,28.3,2.5
E02001559,15.8,41.9,6.8,32.9,2.6
E02001560,33,37.7,6.2,18.8,4.3
E02001561,30.7,41.6,6.8,16.9,4
E02001562,24.5,42.2,6.2,23.8,3.4
E02001563,17.4,38.5,5.6,35.5,3
E02001564,15.2,42.5,7.3,32.7,2.3
E02001565,13.7,39.1,5.2,39.3,2.6
E02001566,22.5,44,6,24.6,2.9
E02001567,28,42.6,7.2,19.3,2.9
E02001568,27.9,44.3,6.7,18.7,2.5
E02001569,29.9,45,6.1,16.7,2.3
E02001570,34.1,41.1,5.9,16.9,2.1
E02001571,20.1,42.4,7.4,27.3,2.7
E02001572,30.6,43.5,6.3,16.9,2.8
E02001573,29.1,44.5,6.9,17.4,2.1
E02001574,20.9,44.8,7.1,24.3,3
E02001575,26.3,48.3,6,17,2.5
E02001576,14.2,42.7,6.1,34.9,2.1
E02001577,18,36.9,6.5,35.8,2.8
E02001578,20,47.5,5.8,24.4,2.3
E02001579,25.2,42.6,6.4,23.1,2.8
E02001580,22.9,45.5,7.5,21.5,2.6
E02001581,22.9,45.7,7,21.6,2.9
E02001582,24.4,46,6.5,20.6,2.4
E02001583,26.1,48.2,6.9,16.1,2.6
E02001585,29.2,45.9,5.6,16.2,3.2
E02001586,28.3,44.8,7.4,16.4,3.1
E02001587,31,42.8,5.9,17.2,3.2
E02001588,27.2,48.2,6.2,15.6,2.8
E02001589,18.3,44.1,7.1,28.1,2.4
E02001590,35.6,43.5,5.1,13.8,2
E02001591,34.6,40.8,5.2,16.5,2.9
E02001592,22.2,46.3,8.3,20.1,3.1
E02001593,31.7,41.5,5.9,18.1,2.8
E02001594,34.8,36.3,5,19.7,4.3
E02001595,20.6,45.6,7.8,23.4,2.5
E02001596,21.4,44.9,7.4,23.2,3
E02001597,28.6,46,6.3,16.4,2.6
E02001598,22.6,42.3,6.5,25.5,3.1
E02001600,21.1,37.2,5.7,33.3,2.8
E02001602,23.7,45.1,8.5,20,2.7
E02001603,24.1,45.8,6.5,21.2,2.4
E02001604,16.7,43.3,6,32.1,1.9
E02001605,19,45.8,6.3,26.4,2.5
E02001606,23.9,45.7,6.4,20.9,3.1
E02001607,21.7,45,8,22.7,2.7
E02001608,18.9,43.7,7.3,27.4,2.7
E02001609,18,43.1,7.1,29.3,2.5
E02001610,17.6,44.5,6.8,28.5,2.5
E02001628,38.7,35.1,4.5,17.5,4.1
E02001642,24.6,41.5,7.2,24,2.8
E02001647,23.3,43.9,7,23,2.8
E02001654,23.4,42.8,8.2,22.3,3.3
E02001655,28.3,42.6,8.1,18.5,2.4
E02001659,27.4,41.6,7.5,20.7,2.7
E02001666,25.9,45.3,7.3,19.7,1.8
E02001671,21.3,43.3,7.9,24.4,3.1
E02001673,14.6,46.4,7.9,29,2
E02001675,26.6,42.4,8.1,20.1,2.8
E02002330,11.2,36.5,4.5,45.7,2
E02002331,21.3,38.1,6,32.3,2.3
E02002334,13.1,33.6,4.8,45.8,2.6
E02002359,15.8,36,5.9,39.9,2.3
E02002403,16.6,43.4,6.8,30.4,2.8
E02002406,14.8,42.6,7.3,32.6,2.7
E02002417,19.8,44.1,7.3,26.9,1.9
E02002418,18.9,46,8,24.9,2.2
E02002432,19.6,43.3,6,28.4,2.6
E02002438,34.6,42,5.5,15.1,2.7
E02002439,28,44.1,6.4,18.8,2.7
E02002440,29.9,41.8,6.7,18.3,3.4
E02002441,28.6,43.3,6.5,19,2.5
E02002442,21.7,46.4,7.4,22,2.6
E02002447,31.9,42.6,7.2,16.3,2.1
E02002448,30.9,43.3,6.6,16.6,2.7
E02002449,21.3,45.5,6.6,24.2,2.4
E02002450,23.1,42.5,6.9,24.8,2.7
E02002452,25.8,41.1,6.1,24.8,2.3
E02002455,31.5,42.5,5.7,17.6,2.7
E02002460,16.8,42.4,6.5,31.3,3
E02002461,23.3,43.6,6.6,24.2,2.3
E02002464,28.9,43.3,6.2,18.7,2.8
E02002471,16.7,39.7,6,35.3,2.2
E02002476,32.6,41.9,5.4,17.2,2.8
E02002478,26.6,44.7,6.2,19.9,2.6
E02002479,30.8,41.8,6.3,18.1,2.9
E02002480,34.3,39.1,6.3,16.6,3.8
E02002481,28.5,43.4,6.3,18.8,3
E02002482,32.3,42.9,5.7,16.5,2.8
E02002653,35.3,43.1,5.4,13.7,2.6
E02002654,35.1,40.5,6.2,13.8,4.4
E02002655,31.6,44.3,6.7,14.4,3
E02002656,23.9,42.2,8.7,22,3.2
E02002657,24.7,45.2,8.6,18.2,3.3
E02002658,21.3,44.9,8,22.8,3
E02002659,30.8,41.7,6.2,17.3,4.1
E02002660,28.3,44.9,7.3,16.9,2.7
E02002661,29.3,42.7,7.5,17.2,3.3
E02002662,27.3,43.6,7.4,19,2.6
E02002663,10.2,59.3,3.4,25.1,1.9
E02002664,18.1,48.1,8.7,22.5,2.6
E02002665,17.2,42.5,7.3,30.4,2.7
E02002666,27.4,36.8,7,24.4,4.4
E02002667,22.9,45.2,7.6,21.3,3.1
E02002668,35.7,40.6,6.1,13.8,3.7
E02002669,15.7,35.1,4.1,41.7,3.5
E02002670,25.2,44.4,7.8,19.9,2.6
E02002671,23.4,47.6,7.3,18.5,3.2
E02002672,32.4,44.9,6.4,12.6,3.6
E02002673,25.3,46,7.6,18,3
E02002674,17.9,48.1,8.2,23,2.8
E02002675,35,33.2,6.8,20.2,4.7
E02002676,18.3,38.6,6.5,33.3,3.3
E02002677,25.3,39,6.3,26.4,3
E02002678,22,44.7,7.3,22.4,3.6
E02002679,20.7,44.4,8.1,23.9,2.8
E02002680,27,34.9,6.3,27.7,4.1
E02002681,33.4,35.1,6.6,20.2,4.7
E02002682,28.9,41.5,6.4,19.3,4
E02002684,27.7,39.3,9.1,20.8,3.2
E02002685,23.6,40.5,8.5,23.8,3.5
E02002686,31.4,41.7,6.4,17.5,2.9
E02002687,26.6,43.4,7.2,19.9,2.9
E02002688,27.3,42.1,6.3,21.2,3.2
E02002689,19.5,41,7.2,29.4,2.9
E02002691,17,41,7.6,31.6,2.8
E02002692,14.5,39.1,6.1,37.7,2.5
E02002693,19.6,41.3,8,28.2,2.8
E02002694,14.9,40.6,5.7,36,2.8
E02002695,21.7,41,7.8,26.2,3.4
E02002696,11.4,42.2,6,37.4,3
E02002697,15.2,41.6,7.5,32.9,2.8
E02002698,15.9,42.7,7.2,31.4,2.7
E02002699,11,37.7,5.7,43.1,2.4
E02002700,22.6,43.8,6.3,24.1,3.2
E02002701,15.2,40.5,5.9,36.2,2.1
E02002702,15.9,36.6,5.7,39.2,2.5
E02002703,11.2,40.1,5.6,40.8,2.2
E02002704,19.8,42.3,9.8,24.9,3.1
E02002705,14.6,37.6,7.5,37.6,2.7
E02002706,15,38.4,7.7,35.8,3.1
E02002707,10.9,37.5,6.2,42.9,2.5
E02002708,18.9,37.3,8,32.7,3.2
E02002709,18.6,44.3,7.5,26.8,2.8
E02002710,15.9,43.1,7.7,30.8,2.5
E02002711,13,38.5,6.8,38.8,2.9
E02002712,22,42.3,8,24.6,3.1
E02002714,19.3,43.6,9.2,25.3,2.6
E02002715,10.2,41.6,6,40,2.1
E02002716,17.3,45.3,9,25.8,2.5
E02002717,17.6,45.1,7.3,27.7,2.3
E02002718,10.9,35.9,5.3,45.2,2.7
E02002719,14,39.1,5.9,37.5,3.4
E02002720,16.6,44.8,7.8,28.4,2.3
E02002721,19.5,43.4,6.6,27.8,2.6
E02002723,27.6,40.8,8.1,19.4,4.1
E02002724,28,46.5,6.7,15.4,3.3
E02002725,18.6,43.6,7,28.7,2.2
E02002726,26.6,46.9,6.1,17.1,3.3
E02002727,38.4,40.6,5,12.8,3.2
E02002728,31,44.8,5.3,15.7,3.2
E02002729,24.5,46.2,6.6,19.8,3
E02002730,27.3,48.1,5.5,16.8,2.3
E02002731,30.3,48.1,5,14.1,2.5
E02002732,16.6,43.8,6.8,29.9,2.9
E02002733,25.2,45.6,6,20.4,2.8
E02002734,27.4,45.1,6.6,17.7,3.1
E02002736,27.2,49.1,4.8,15.9,2.9
E02002737,23.2,46.8,7.4,19.7,2.9
E02002738,23.8,45.2,7.4,20.5,3.1
E02002739,24.3,43.8,6.8,22.2,2.8
