areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02001514,10.7,58.4,30.9
E02001522,10.4,57.9,31.7
E02001528,8.5,64.9,26.7
E02001530,11.8,56.2,32
E02001533,9.2,61.7,29.1
E02001534,10.5,61.9,27.6
E02001539,11.6,56.5,31.8
E02001540,11.7,60.8,27.5
E02001541,9.7,62.1,28.2
E02001542,10.4,57.5,32.1
E02001543,10.5,62.9,26.6
E02001544,11.3,58.8,29.8
E02001545,9.3,72,18.6
E02001546,10.9,69.2,19.9
E02001547,12.2,56,31.8
E02001548,12.6,55.7,31.7
E02001549,9.5,67.1,23.3
E02001550,11.4,61.8,26.8
E02001551,13.2,61.2,25.6
E02001552,12,59.6,28.3
E02001553,11.3,60.1,28.6
E02001554,10.9,66.4,22.7
E02001555,9.5,71.7,18.8
E02001556,12,53.9,34.1
E02001557,14.2,53.5,32.3
E02001558,10.3,70.5,19.1
E02001559,10.7,69.1,20.2
E02001560,16.6,44.7,38.7
E02001561,14.9,50,35.2
E02001562,10.2,63.2,26.6
E02001563,10.1,69.1,20.8
E02001564,9.6,73.5,16.9
E02001565,10.1,70.2,19.6
E02001566,17.1,49.4,33.5
E02001567,10.2,60.7,29.1
E02001568,8.7,62.8,28.5
E02001569,11.4,58.3,30.3
E02001570,8.1,58.2,33.7
E02001571,10.4,66.5,23.1
E02001572,12.1,56.9,31
E02001573,10.5,58.7,30.8
E02001574,10.5,68.4,21.1
E02001575,10.8,58.8,30.3
E02001576,12.2,65,22.8
E02001577,7.7,74.2,18.1
E02001578,12.6,60.6,26.8
E02001579,9.2,63.4,27.4
E02001580,10.1,66.6,23.4
E02001581,10.4,64.8,24.8
E02001582,11.5,62.4,26.1
E02001583,11.8,61.3,26.9
E02001585,10,56.7,33.2
E02001586,10,62.9,27.2
E02001587,8.2,60.4,31.4
E02001588,10.1,58.8,31.2
E02001589,10,68.3,21.7
E02001590,10.8,49,40.3
E02001591,10.4,45.7,43.9
E02001592,10.8,65.5,23.7
E02001593,13.4,41.9,44.7
E02001594,13,38.9,48.1
E02001595,10.9,66.1,23
E02001596,8,70.3,21.7
E02001597,10.3,59.1,30.6
E02001598,9.3,63.8,26.9
E02001600,10.1,55.4,34.5
E02001602,10.5,65.6,23.8
E02001603,10.1,61.8,28.1
E02001604,13.1,59.5,27.4
E02001605,11.3,64.8,23.8
E02001606,9.5,63.6,26.9
E02001607,9.6,67.3,23.1
E02001608,11.3,67.6,21.1
E02001609,7.9,74.4,17.7
E02001610,9.5,71.3,19.1
E02001628,11.9,35.5,52.6
E02001642,12.1,55,32.9
E02001647,9.7,65.6,24.7
E02001654,9.7,64.7,25.5
E02001655,10.5,59.7,29.8
E02001659,9,64.2,26.8
E02001666,10.9,64.5,24.6
E02001671,10.2,70.4,19.4
E02001673,12.6,70,17.3
E02001675,9.7,65.6,24.7
E02002330,10.4,78,11.6
E02002331,9,67.2,23.8
E02002334,10,75.6,14.4
E02002359,10.7,72.6,16.7
E02002403,11.3,71,17.7
E02002406,9.2,74.2,16.5
E02002417,10.5,67.9,21.6
E02002418,11.6,68.5,20
E02002432,11.5,66.1,22.3
E02002438,9.9,59.4,30.7
E02002439,12.4,60.9,26.7
E02002440,9.6,63.9,26.5
E02002441,10.7,60.6,28.7
E02002442,11.8,67.6,20.6
E02002447,9.4,65,25.6
E02002448,10.6,61,28.4
E02002449,12.3,66.3,21.4
E02002450,13,64.1,22.9
E02002452,11.2,59.9,28.9
E02002455,10.1,59,30.9
E02002460,8.6,75.6,15.8
E02002461,11.9,63.3,24.8
E02002464,10.8,62.5,26.7
E02002471,9.2,73.1,17.8
E02002476,10.7,59.6,29.7
E02002478,12.8,59,28.2
E02002479,7.5,66.2,26.3
E02002480,9.5,64.8,25.8
E02002481,11.4,61.7,26.9
E02002482,11.4,60.6,28
E02002653,9,53.5,37.5
E02002654,11.4,46.1,42.4
E02002655,9.9,55,35.1
E02002656,7.5,72.7,19.8
E02002657,9.9,66.8,23.2
E02002658,9.5,66.8,23.7
E02002659,10.8,51.1,38.1
E02002660,9.2,62.5,28.2
E02002661,8.5,59.1,32.5
E02002662,10,62.8,27.1
E02002663,30.1,39.2,30.7
E02002664,11.1,67.6,21.3
E02002665,10.9,66.2,22.9
E02002666,24,43.3,32.7
E02002667,12.3,60.2,27.4
E02002668,8.2,53.7,38.1
E02002669,18.8,51,30.2
E02002670,9.5,62.8,27.7
E02002671,13,55.8,31.3
E02002672,10.3,51.7,38
E02002673,13.2,57.9,28.9
E02002674,13.5,68,18.6
E02002675,11.9,46.4,41.7
E02002676,13.5,57.1,29.4
E02002677,13.2,55.9,31
E02002678,12.5,59.1,28.3
E02002679,9.7,65.4,24.9
E02002680,14.2,47.5,38.3
E02002681,13.1,47.3,39.6
E02002682,11.3,53.1,35.6
E02002684,6.9,75.2,18
E02002685,8.5,75.3,16.2
E02002686,9.3,61.9,28.9
E02002687,9.3,66.9,23.8
E02002688,10.1,64.8,25.1
E02002689,9.3,74.4,16.3
E02002691,8.5,75,16.4
E02002692,10.7,74.6,14.7
E02002693,9,73.4,17.6
E02002694,11.8,71.8,16.4
E02002695,8.2,72.6,19.2
E02002696,14.1,71.6,14.3
E02002697,9.2,75.5,15.3
E02002698,10.4,72.4,17.2
E02002699,9.3,76.8,14
E02002700,9.9,64.9,25.1
E02002701,10.3,73,16.7
E02002702,9.3,75,15.7
E02002703,12,70.6,17.4
E02002704,9.3,73.6,17.1
E02002705,10,71.8,18.2
E02002706,8.7,72.6,18.7
E02002707,11.1,75.9,13.1
E02002708,7.7,75,17.3
E02002709,10.7,69.8,19.5
E02002710,10,73.3,16.7
E02002711,8.4,76.6,15
E02002712,9.7,68.3,22
E02002714,9.9,72.3,17.8
E02002715,12.5,69.4,18.1
E02002716,9.3,72.5,18.3
E02002717,10.8,66.7,22.4
E02002718,9.4,74.5,16.1
E02002719,11.2,67.2,21.6
E02002720,11.6,69.9,18.5
E02002721,10,69.6,20.4
E02002723,11.4,63.2,25.3
E02002724,13.6,56.5,29.9
E02002725,12,67.8,20.1
E02002726,9.6,63.6,26.8
E02002727,10.5,49.5,40
E02002728,11.6,56.3,32.1
E02002729,9.2,65.7,25.1
E02002730,13.1,52.9,34
E02002731,13.1,50.1,36.9
E02002732,9.2,70.4,20.4
E02002733,10.7,64.9,24.5
E02002734,10.5,61.7,27.8
E02002736,14.3,51.6,34.2
E02002737,11.1,61.1,27.8
E02002738,11.2,64.7,24.1
E02002739,9.2,65.7,25.1
E02002740,10.3,58.7,30.9
E02002741,12.8,61.7,25.5
E02002743,7.3,70.1,22.6
E02002744,10.1,52.4,37.5
E02002745,8.9,72.7,18.4
E02002746,9.3,68,22.6
E02002747,9.7,71.7,18.6
E02002748,8.3,72.3,19.4
E02002749,9.3,69,21.8
E02002750,9.5,69.5,21
E02002751,8.3,71.9,19.8
E02002752,10.5,68.5,21.1
E02002753,8.9,71.4,19.8
E02002754,10.2,68,21.8
E02002755,12.9,53.7,33.4
E02002756,15.2,43.1,41.7
E02002757,12.4,60,27.6
E02002758,12.6,57.3,30.1
E02002759,8.6,69.4,22
E02002760,9.5,63.2,27.3
E02002761,10.8,69.2,20
E02002762,10,61.6,28.4
E02002763,10.7,57.1,32.2
E02002764,11.3,56.1,32.5
E02002765,9.8,62,28.2
E02002766,8.7,69.6,21.7
E02002767,8.1,73.8,18.1
E02002768,10.6,71.3,18.2
E02002769,8.6,73.9,17.5
E02002770,8.9,71.5,19.6
E02002771,9.1,73.6,17.3
E02002772,10.9,72.7,16.5
E02002773,7.5,76.3,16.2
E02002774,8.3,75.1,16.6
E02002775,9.1,72.9,17.9
E02002776,11.4,69.7,18.9
E02002777,13.6,68.4,18.1
E02002778,11.7,69.9,18.4
E02002779,12.7,69.6,17.7
E02002780,21,53.5,25.4
E02002781,28.5,48.5,23
E02002782,11.8,73.1,15.1
E02002783,11.8,68.1,20.1
E02002784,24.2,49.9,25.8
E02002785,20.5,59.9,19.6
E02002786,29.2,45.2,25.6
E02002787,14.9,67,18.1
E02002788,19.2,63.3,17.5
E02002789,12.6,63,24.4
E02002790,24.7,47.1,28.2
E02002791,10,74.1,15.9
E02002792,13.8,70.9,15.3
E02002793,10.9,71.8,17.4
E02002794,33.1,34.4,32.5
E02002795,9.2,76.5,14.3
E02005424,9.5,73.9,16.6
