areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00002660,75,5.8,19.2
E00002661,67.8,4.1,28.1
E00002662,56,5.8,38.2
E00002663,60.1,8,31.9
E00002664,70,5.2,24.8
E00002665,79.2,3.4,17.4
E00002667,69.4,7.5,23.1
E00002668,73.4,5.1,21.5
E00002669,85.9,2,12.2
E00002670,70.5,4.8,24.8
E00002672,80.5,3.1,16.4
E00002676,71.3,8.4,20.4
E00002677,77.6,3.3,19.1
E00002678,77.4,3,19.7
E00002679,75,5.8,19.2
E00002680,60.3,6.3,33.5
E00002681,79.4,1.4,19.2
E00002682,48.9,6.3,44.8
E00002807,63.2,7.7,29.1
E00002808,72.8,2.5,24.7
E00002810,81.9,4.2,13.9
E00002811,68.1,3.7,28.2
E00002815,61.2,8.4,30.5
E00002816,73.2,4.2,22.6
E00002821,76.9,7.1,16
E00002822,60.1,9.6,30.3
E00002827,66.9,5.8,27.3
E00002834,66.8,5.3,27.9
E00002837,83.8,5.1,11.1
E00002839,64.7,12.2,23.1
E00002840,68.3,6,25.7
E00002844,75.6,6.5,17.9
E00002845,51.8,5.4,42.8
E00002846,67.4,8.5,24
E00002847,68,10.9,21.1
E00002848,61.3,9.3,29.4
E00004610,63.7,2.9,33.4
E00004611,67.3,7.1,25.5
E00014139,46.5,6.5,47.1
E00014150,76,4.6,19.4
E00014151,77.7,3.2,19.1
E00014152,57.3,2,40.7
E00014153,77.1,3.7,19.2
E00014154,72.3,4.3,23.4
E00014155,61.7,6.5,31.8
E00014156,50.8,11.7,37.5
E00014157,73.3,5.1,21.5
E00014158,59.6,9.2,31.2
E00014159,57.6,12.8,29.7
E00014160,59.4,14.3,26.3
E00014161,49.8,5.5,44.8
E00014162,69.6,6.3,24.1
E00014163,77.1,5.3,17.7
E00014164,77.2,6.5,16.3
E00014165,78.4,5,16.5
E00014166,76.6,4.7,18.7
E00014167,71.3,4.1,24.6
E00014168,66.5,7.1,26.3
E00014169,70.1,4.2,25.7
E00014170,70,5.6,24.4
E00014171,77.6,4.9,17.6
E00014172,60.2,3.3,36.5
E00014173,78.6,2.6,18.8
E00014174,70.9,6.8,22.3
E00014175,66.9,7.8,25.3
E00014176,81.9,4.1,14
E00014177,80.5,4.2,15.3
E00014178,73.2,10.4,16.5
E00014179,66.1,8.3,25.6
E00014180,68.4,8.6,23
E00014181,60.6,4.3,35.1
E00014300,73.1,5.5,21.4
E00014301,80.7,1.5,17.8
E00014302,72,1.6,26.3
E00014303,67.4,5.8,26.8
E00014304,79.4,3.4,17.2
E00014305,78.3,2,19.7
E00014309,83.7,4.6,11.7
E00014310,72.6,0.9,26.5
E00014311,79.6,5,15.4
E00014312,73.5,8.1,18.4
E00014314,79.2,1.6,19.2
E00014315,65.7,4.6,29.6
E00014316,71.4,3,25.6
E00014321,82.6,2.5,14.9
E00014322,71.2,2.5,26.3
E00014323,85,4.5,10.5
E00014324,77.5,7.3,15.2
E00014325,82.3,2.8,14.9
E00014326,53.2,9.3,37.6
E00014327,59.5,3.6,36.8
E00014328,69.4,9,21.7
E00014329,75.3,8.4,16.3
E00014411,54.8,6.5,38.7
E00014412,69.2,8.7,22.1
E00014413,76.1,5.9,18.1
E00014414,73.6,2.9,23.6
E00014415,83.6,1.3,15.1
E00014416,73.4,6.5,20.2
E00014417,57.1,8.1,34.8
E00014418,68.2,5.2,26.6
E00014419,81.7,2.5,15.7
E00014420,66.2,2.6,31.3
E00014421,69.8,10.8,19.4
E00014422,83.1,1.7,15.3
E00014425,74.4,4.2,21.4
E00014431,66.8,7.3,25.9
E00014432,61.3,5.3,33.3
E00014433,71.3,7.3,21.5
E00014434,62.8,14.3,22.9
E00014435,64.8,9.3,25.9
E00014436,58.5,6,35.5
E00014437,68.3,4.9,26.8
E00014438,80.9,1.8,17.3
E00014439,73.8,9.2,17
E00014440,73.2,5.5,21.2
E00014441,75.8,4.2,20
E00014442,81.9,2.9,15.2
E00014447,78,5.1,16.8
E00014448,90.4,3.3,6.3
E00014449,79.9,2.5,17.7
E00014452,80.1,7.3,12.6
E00014454,68.8,4.4,26.8
E00014455,67.3,8.2,24.5
E00014457,70,6.3,23.8
E00014459,80.3,1.4,18.3
E00014461,89.9,0.4,9.7
E00014462,82.5,4.2,13.4
E00014463,70.9,5.7,23.4
E00014464,69.3,7.2,23.5
E00014465,78.8,5.9,15.2
E00014466,77.4,3,19.6
E00014468,80.6,3.4,16
E00014469,78.7,4.4,16.9
E00014470,82.9,4.1,13
E00014471,56.6,3.7,39.7
E00014473,66.8,4.9,28.3
E00014474,53.8,8.5,37.7
E00014475,55.4,6.5,38.1
E00014476,43.2,7.1,49.7
E00014477,58.5,10.2,31.4
E00014478,52.2,6.8,41.1
E00014479,50.3,5.6,44.1
E00014480,42.7,13.5,43.8
E00014481,42.4,6,51.6
E00014482,58,8.8,33.2
E00014483,46.2,3,50.9
E00014484,52.7,10.8,36.5
E00014485,68.3,5.3,26.4
E00014486,47.5,4.7,47.9
E00014487,56.6,6.4,37
E00014488,67.9,5.7,26.4
E00014489,62.2,5.1,32.7
E00014490,72.4,1.9,25.6
E00014491,55.9,5.9,38.3
E00014492,40,8.5,51.5
E00014493,56.8,7.9,35.4
E00014494,64.1,5.6,30.3
E00014495,54.9,9.3,35.8
E00014496,66.7,7.6,25.7
E00014497,58.3,9.1,32.6
E00014498,51.7,14.2,34.2
E00014499,70.2,9.9,19.9
E00014500,64.1,7.7,28.2
E00014501,70.7,4.7,24.6
E00014502,71.8,8.7,19.5
E00014505,57.1,11.6,31.2
E00014506,51.7,5.1,43.2
E00014614,68.8,5.6,25.7
E00014616,56.2,7.3,36.5
E00014617,71.8,6.5,21.8
E00014618,71.8,7.3,20.9
E00014621,61,12.3,26.8
E00014622,70.6,5.4,24
E00014623,85.1,3.6,11.2
E00014626,78.3,3.9,17.8
E00014628,77.2,4.8,17.9
E00014634,84.1,0,15.9
E00014639,74.9,3.4,21.7
E00014642,86.3,3.8,9.9
E00014644,80.5,4.4,15.1
E00023412,49.2,3.4,47.4
E00023413,57.1,4.9,38
E00023414,47.5,11.7,40.8
E00023415,62.4,8.4,29.2
E00023416,37.5,7,55.6
E00023419,57.4,7.1,35.5
E00023421,50.7,8.7,40.6
E00023422,55.9,5.8,38.3
E00023423,47.8,9,43.1
E00023424,44.7,7.4,47.9
E00023425,62.4,10.6,27
E00023426,55,8.8,36.3
E00023427,54.6,4.8,40.6
E00023428,50,8.1,41.9
E00023429,60.3,4.3,35.4
E00023430,50.2,9.5,40.3
E00023431,59.3,10.8,29.9
E00023445,73,4.5,22.4
E00023447,63.8,4,32.2
E00023448,51.4,6.9,41.7
E00023450,73,7.9,19
E00023451,54.5,7.8,37.7
E00023452,47.4,8.9,43.7
E00023453,46.6,8.3,45.1
E00023454,51.8,8.3,39.9
E00023455,67.9,8.1,23.9
E00023456,67.4,9.4,23.2
E00023458,61.3,8,30.7
E00023459,63.6,4.5,31.8
E00023460,57.1,9,34
E00023461,55.4,8,36.7
E00023462,52.7,7.9,39.3
E00023463,69.4,3.1,27.5
E00023464,56.2,4.6,39.2
E00023465,54.6,9.2,36.2
E00023466,65.1,8.8,26.1
E00023467,70.5,4.7,24.8
E00023468,62.5,5.6,31.9
E00023469,32.7,9.3,58
E00023470,62.3,8.7,29
E00023471,67.2,7,25.9
E00023472,63,1.7,35.3
E00023473,39.8,10.6,49.6
E00023474,44.2,11.2,44.7
E00023475,61.8,4.8,33.3
E00023476,51.5,7.2,41.2
E00023477,53.1,5.9,40.9
E00023478,52.1,12.1,35.9
E00023479,43.6,10.1,46.3
E00023480,42.1,14.4,43.5
E00023481,59.4,5.6,35
E00023482,37.6,5.7,56.8
E00023483,64.2,5.9,29.9
E00023484,50.2,10.1,39.6
E00023485,50.9,9.3,39.8
E00023585,80.5,4,15.6
E00023586,81.3,4.7,14
E00023587,66.4,5.1,28.5
E00023588,63,11,26
E00023589,69.3,9.4,21.3
E00023590,74.5,5.2,20.3
E00023591,67.3,8.2,24.5
E00023592,68,4,28
E00023593,71.5,5.1,23.4
E00023595,74.2,3,22.7
E00023596,75.3,3.7,21
E00023597,80.3,2.7,17
E00023598,83.6,2.9,13.5
E00023599,77.4,5.8,16.8
E00023600,50.7,6.6,42.8
E00023601,75.7,6.7,17.6
E00023602,54.1,7,38.9
E00023603,65.3,4.7,30
E00023604,67.9,5.1,27.1
E00023605,67.9,6.7,25.4
E00023606,58.3,8.8,32.9
E00023608,61.8,3.9,34.2
E00023609,77.1,4.6,18.3
E00023610,72.8,4.9,22.3
E00023611,70.6,8.7,20.8
E00023612,80.6,4.6,14.8
E00023613,68.9,5.1,26.1
E00023614,55.1,5.9,39
E00023615,69.4,5.9,24.7
E00023616,65.8,5.8,28.4
E00023618,47.3,5.9,46.8
E00023621,52.8,11.1,36.2
E00023626,51.1,8.1,40.8
E00023630,52,7.1,40.9
E00023635,61.6,8.7,29.7
E00023636,41.3,5.3,53.4
E00023638,57.8,6.1,36.1
E00023643,54.2,5.6,40.2
E00023653,55.6,5.4,39.1
E00023655,61.9,2.1,36
E00023691,51.7,14.4,33.9
E00023692,47.8,11.9,40.3
E00023694,48.4,6.3,45.3
E00023695,48.2,8.5,43.3
E00023696,47.2,5.5,47.2
E00023697,55.2,4.9,39.9
E00023698,41,7.3,51.7
E00023699,47.4,9.2,43.4
E00023700,61.4,7.4,31.2
E00023701,35.4,7.3,57.3
E00023702,39.3,10.7,50
E00023703,35.7,7,57.3
E00023704,44.4,9.4,46.1
E00023705,66,1.9,32.1
E00023706,74.2,1.7,24
E00023707,69.1,7.7,23.2
E00023708,61.3,6.4,32.4
E00023709,58.2,8,33.8
E00023710,68.4,3.2,28.3
E00023711,64.7,5.8,29.5
E00023712,38.5,11.2,50.2
E00023713,59.4,10.9,29.7
E00023714,41.6,4,54.4
E00023715,70.5,5.9,23.6
E00023717,41.7,9.7,48.6
E00023718,64.4,4.2,31.4
E00023719,47.3,6.4,46.3
E00023720,44.7,6.4,48.9
E00023721,49.1,10,40.9
E00023723,38,7.3,54.6
E00023724,40.4,7.5,52.2
E00023725,53.3,4.3,42.5
E00023726,52.5,5.4,42.1
E00023727,50.5,9.7,39.8
E00023728,50.6,7.9,41.6
E00023729,54.4,10.7,34.9
E00023730,36.1,10.1,53.7
E00023731,38.3,5.2,56.5
E00023732,43.9,8.3,47.8
E00023733,36.9,6.5,56.7
E00023734,48.8,5.8,45.4
E00023737,32.2,8.4,59.5
E00023738,58.1,15.8,26.1
E00023739,46.4,10.4,43.2
E00023740,60.4,11.4,28.2
E00023741,38.7,10.4,50.9
E00023744,68.1,6.1,25.9
E00023745,49.1,5.7,45.2
E00023746,52,7.9,40.1
E00023747,60.8,10.4,28.8
E00023748,68.4,5.4,26.3
E00023749,50.4,11,38.7
E00023750,58.7,9.8,31.4
E00023751,60.7,11,28.3
E00023752,62.8,4.3,32.9
E00023753,57.3,4.9,37.8
E00023755,53.9,13.7,32.4
E00023756,77.1,3.6,19.3
E00023758,68.1,7.5,24.4
E00023759,63.4,3.1,33.5
E00023761,54.4,7.5,38.1
E00023763,73,4.1,22.9
E00023764,68.9,8.3,22.8
E00023765,41.7,5.6,52.7
E00023766,51.2,11.3,37.6
E00023767,53.4,11.3,35.3
E00023768,63.8,6.9,29.2
E00023769,51.4,18.9,29.7
E00023770,71.2,5.4,23.4
E00023771,60.8,8.5,30.7
E00023772,52.9,7.7,39.4
E00023773,60.7,8.3,31
E00023774,72.5,7.1,20.4
E00023775,59,7.2,33.7
E00023776,76,4.2,19.8
E00023777,54.9,13,32.1
E00023778,63.8,9.9,26.3
E00023779,60.8,7.4,31.8
E00023780,62,6.3,31.7
E00023781,59.8,9,31.2
E00023782,54,12.2,33.8
E00023783,53.6,10.3,36.2
E00023784,67.9,7,25.1
E00023785,65.2,9,25.9
E00023786,64.2,12,23.7
E00023787,64.9,6.6,28.4
E00023788,74.5,5.2,20.3
E00023789,80.6,3.1,16.3
E00023790,71.3,7.3,21.3
E00023791,59.8,6.1,34.1
E00023792,70.7,6.3,23.1
E00023793,63.6,10.1,26.3
E00023794,67,4.5,28.5
E00023795,69.7,5.3,25
E00023796,53.8,8.3,37.9
E00023797,65,4.3,30.7
E00023798,60.6,5.4,33.9
E00023799,62.5,9.4,28.1
E00023800,60.9,11.7,27.4
E00023801,68.2,5.9,25.8
E00023802,55.2,6,38.8
E00023803,52.3,9,38.7
E00023804,66.4,5,28.6
E00023805,55.7,16.8,27.5
E00023806,59.1,9.9,31
E00023807,49.5,9.9,40.6
E00023808,63.5,11.2,25.3
E00023809,53.2,13.5,33.2
E00023810,53.8,11.9,34.3
E00023849,74.1,3.3,22.7
