areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00002660,1,14.4,60.8,18.6,5.2
E00002661,6.3,24.5,54.7,11.9,2.5
E00002662,9.3,36.1,52.2,2.4,0
E00002663,5.2,26.6,62.3,5.2,0.6
E00002664,10.7,19.1,56.5,9.9,3.8
E00002665,7.6,22.7,43.7,16.8,9.2
E00002667,5.5,19.3,54.6,12.4,8.3
E00002668,5.6,29.8,54.4,7.9,2.3
E00002669,0,12.9,64.4,17.8,5
E00002670,2.2,14.5,72.7,8.8,1.8
E00002672,4.3,20.7,60.1,10.6,4.3
E00002676,3.2,27.9,61.3,6.8,0.9
E00002677,3.5,10.6,59.3,21.2,5.3
E00002678,0.9,10.6,45.1,35.4,8
E00002679,3.1,16.3,51.9,20,8.8
E00002680,4.2,22,66.1,7.6,0
E00002681,26,24,34,9,7
E00002682,5.1,24.6,58.5,10.3,1.5
E00002807,10,33.9,51.1,3.9,1.1
E00002808,5.3,22.7,56,12,4
E00002810,9.3,19.6,56.7,12.4,2.1
E00002811,21.9,28.9,38.3,7,3.9
E00002815,2.3,38,49.5,7.9,2.3
E00002816,18.1,32.3,38.6,8.7,2.4
E00002821,24.4,26.8,38.6,6.3,3.9
E00002822,11.7,32.4,49.5,4.5,1.8
E00002827,9.5,35.3,46.6,7.8,0.9
E00002834,56.3,29.2,13.2,1.4,0
E00002837,30.8,31.7,25.8,10,1.7
E00002839,29.2,33.1,33.1,4.5,0
E00002840,9.9,40.4,38.6,9.4,1.8
E00002844,35.6,39.8,18.6,5.1,0.8
E00002845,8.2,24.5,55.1,9.5,2.7
E00002846,34.4,35,25.2,4.3,1.2
E00002847,43.5,32.6,21.7,0.7,1.4
E00002848,27.7,28.5,34.6,9.2,0
E00004610,6.2,20.2,55,14,4.7
E00004611,2.5,6.4,85.4,5.7,0
E00014139,6.5,11.2,74.8,6.5,0.9
E00014150,5.5,24.1,57.2,8.3,4.8
E00014151,5.6,21.7,44.4,9.4,18.9
E00014152,5.2,27,63.2,4.6,0
E00014153,7.1,19.6,61.6,10.7,0.9
E00014154,11,26.6,41.3,10.1,11
E00014155,2.4,34.1,55.3,5.9,2.4
E00014156,15.2,27.8,49.4,6.3,1.3
E00014157,6.8,30.5,44.1,15.8,2.8
E00014158,4.7,31.8,60,2.4,1.2
E00014159,13.1,41.7,41.7,3.6,0
E00014160,16.7,34.5,45.2,2.4,1.2
E00014161,12.2,35.7,47,4.3,0.9
E00014162,11.7,18.8,57.1,8.4,3.9
E00014163,12.8,19.5,60.9,6,0.8
E00014164,4.5,18.9,65.2,8.3,3
E00014165,10.6,35.4,46.9,5.3,1.8
E00014166,7.8,16.7,62.2,10,3.3
E00014167,1,17.8,64.4,14.9,2
E00014168,15.4,22,57.7,4.1,0.8
E00014169,7.8,28.1,51.6,11.1,1.3
E00014170,9.1,18.2,61.8,8.2,2.7
E00014171,5,14.2,74.2,6.7,0
E00014172,9.4,20.9,62.6,7.2,0
E00014173,2.3,25.3,60.9,9.2,2.3
E00014174,13.1,33.6,49.2,2.5,1.6
E00014175,5.6,29.9,59,5.6,0
E00014176,4.9,27.3,55.9,11.2,0.7
E00014177,17.2,20,50.3,11,1.4
E00014178,5.5,25,63.3,5.5,0.8
E00014179,6.4,24.4,48.7,16.7,3.8
E00014180,3.2,19.4,64.5,9.7,3.2
E00014181,11.5,22.1,60.6,3.8,1.9
E00014300,7.5,29.8,48.4,11.2,3.1
E00014301,13,15.4,59.2,10.7,1.8
E00014302,7.3,16.7,63.5,8.3,4.2
E00014303,3.3,14.1,71.7,9.8,1.1
E00014304,4.8,18.1,64.8,10.5,1.9
E00014305,4.6,18,54.8,14.3,8.3
E00014309,3.1,22.2,50,20.6,4.1
E00014310,2.4,12.9,55.3,17.6,11.8
E00014311,11.4,22.7,42,22.7,1.1
E00014312,6.6,20.5,52.4,15.7,4.8
E00014314,11.8,19.6,46.1,16.7,5.9
E00014315,3.3,4.9,82,8.2,1.6
E00014316,4.1,12.4,72.2,10.3,1
E00014321,2,18.6,58.8,9.8,10.8
E00014322,12,28,55,3,2
E00014323,7.2,11.8,66.4,12.5,2
E00014324,14.8,23,45.1,15.6,1.6
E00014325,3.3,28.9,57.9,5,5
E00014326,6.6,18.9,66.4,8.2,0
E00014327,12,28.2,51.3,6.8,1.7
E00014328,6.8,19.4,63.4,8.9,1.6
E00014329,6.6,16.8,67.2,8.8,0.7
E00014411,19.8,31.7,41.6,5,2
E00014412,3.2,14.6,58,15.9,8.3
E00014413,33.3,20.8,41.7,4.2,0
E00014414,10.6,27.9,46.2,12.5,2.9
E00014415,12.1,16.4,63.6,6.1,1.8
E00014416,37.6,21.1,38.5,2.8,0
E00014417,59.2,19.7,18.4,2.6,0
E00014418,8,25.7,57.5,8.8,0
E00014419,9.6,28.7,44.9,11.8,5.1
E00014420,17.6,32.4,46.3,3.7,0
E00014421,35.2,37,26.9,0.9,0
E00014422,11,28.4,51.4,6.4,2.8
E00014425,10.9,24.8,52.5,9.9,2
E00014431,4.8,15.6,74.8,4.1,0.7
E00014432,10.4,28.7,57.4,3.5,0
E00014433,6.8,25.8,61.4,4.5,1.5
E00014434,51,22.9,21.9,4.2,0
E00014435,28.4,37.9,32.6,0,1.1
E00014436,30.7,25,42,2.3,0
E00014437,15.1,34.4,47.3,3.2,0
E00014438,8.1,10.6,68.3,8.1,4.9
E00014439,10.3,16.8,63.6,9.3,0
E00014440,3,16.1,58.3,8,14.6
E00014441,13.9,23.4,48.1,12,2.5
E00014442,15.2,14.3,60,9.5,1
E00014447,8.3,27.1,48.9,11.3,4.5
E00014448,10.6,15,56.6,15,2.7
E00014449,26.2,35.5,31.8,6.5,0
E00014452,31.6,21.9,14.8,30.3,1.3
E00014454,10.3,26.2,53.2,10.3,0
E00014455,11.9,24.5,57.2,5.7,0.6
E00014457,5.5,37,49.6,6.3,1.6
E00014459,5.6,24.1,58.3,10.2,1.9
E00014461,6.6,5.3,60.3,6.6,21.2
E00014462,14,33.3,42.6,7.8,2.3
E00014463,4.7,18.9,67,7.5,1.9
E00014464,19.2,25.4,42.3,10,3.1
E00014465,4.1,16.5,58.7,14.9,5.8
E00014466,3.6,19,55.5,14.6,7.3
E00014468,14,24.6,50,9.6,1.8
E00014469,13.4,20.2,49.6,11.8,5
E00014470,1.4,29.7,46.4,18.1,4.3
E00014471,42.4,27.1,28.8,1.7,0
E00014473,24.8,24.8,48.6,1.8,0
E00014474,5.7,33.3,56,3.5,1.4
E00014475,2.1,20.8,70.8,5.2,1
E00014476,8,23.9,61.1,7.1,0
E00014477,23.6,40,34.5,1.8,0
E00014478,4.2,14.8,75.4,4.9,0.7
E00014479,3.9,21.6,67.6,6.9,0
E00014480,5.1,42.9,49,3.1,0
E00014481,14.5,27.5,56.5,1.4,0
E00014482,5.5,19.5,69.5,5.5,0
E00014483,18.2,17,59.1,5.7,0
E00014484,22.2,32.1,40.7,4.9,0
E00014485,41.4,34.3,21.2,3,0
E00014486,19.5,46,26.5,8,0
E00014487,22.6,26.6,46.8,3.2,0.8
E00014488,14.8,25.9,55.6,3.7,0
E00014489,31.3,30,35,3.8,0
E00014490,1.1,33.7,52.2,12,1.1
E00014491,10.2,23.8,59.9,5.4,0.7
E00014492,14.9,34.3,47.8,3,0
E00014493,28.7,39.1,26.4,5.7,0
E00014494,7.1,27.8,60.3,4,0.8
E00014495,8,28.6,56.3,6.3,0.9
E00014496,10.2,28.6,52,8.2,1
E00014497,13.8,28.7,51.7,5.7,0
E00014498,15.3,32.2,52.5,0,0
E00014499,16.7,46.7,33.3,3.3,0
E00014500,9.7,38.7,48.4,3.2,0
E00014501,20.2,42.6,34,2.1,1.1
E00014502,26.7,26.7,45.3,1.3,0
E00014505,7.4,31.5,58.3,2.8,0
E00014506,15.7,31.3,45.8,7.2,0
E00014614,8,20.7,64.9,4.6,1.7
E00014616,11,38.5,44,5.5,0.9
E00014617,10.1,19.5,62.9,5.7,1.9
E00014618,11.6,24.8,56.6,6.2,0.8
E00014621,9,19.2,37.8,30.8,3.2
E00014622,12.4,27.4,44.6,14.5,1.1
E00014623,13.2,30.7,43.9,10.5,1.8
E00014626,6.5,26,46.3,15.4,5.7
E00014628,1.8,17.3,61.8,7.3,11.8
E00014634,10.1,22.3,61.5,4.7,1.4
E00014639,9,37.3,46.4,7.2,0
E00014642,4.3,18.4,55.1,5.8,16.4
E00014644,7.5,23,57.2,11.2,1.1
E00023412,44.7,31.1,21.4,2.9,0
E00023413,28.7,32.9,34.1,3.7,0.6
E00023414,2.1,5.2,92.8,0,0
E00023415,30.2,39.6,25.2,4.3,0.7
E00023416,2.6,22.6,67.7,7.2,0
E00023419,23.5,43.4,31.3,1.8,0
E00023421,2.5,19,77.8,0.6,0
E00023422,25.3,29.8,39.9,5.1,0
E00023423,7.8,21.6,66.7,3.9,0
E00023424,9.6,28.8,58.4,3.2,0
E00023425,27,21.3,49.4,1.1,1.1
E00023426,25.2,36,38.1,0.7,0
E00023427,15.6,36.5,40.6,7.3,0
E00023428,34,36.8,25.5,2.8,0.9
E00023429,9.7,16.8,59.5,9.2,4.9
E00023430,6.8,21.1,65.4,6,0.8
E00023431,28.9,35.9,31,3.5,0.7
E00023445,54.7,19.3,24.8,0.6,0.6
E00023447,23.3,25.2,46.5,4.4,0.6
E00023448,33.2,35.8,28.9,2.1,0
E00023450,9.8,25,55.3,9.8,0
E00023451,4.5,38.8,49.8,6,1
E00023452,13,28.1,49.2,9.2,0.5
E00023453,1.7,25.2,62.2,9.2,1.7
E00023454,3.5,21,67.8,5.6,2.1
E00023455,15.5,15.5,61.8,4.5,2.7
E00023456,7.1,32.3,47.2,11,2.4
E00023458,9.8,40.2,47.3,2.7,0
E00023459,22,21.1,50.4,5.7,0.8
E00023460,6,22,66,6,0
E00023461,2.7,13.7,77,4.4,2.2
E00023462,4.2,4.9,86.1,4.9,0
E00023463,4.8,27.6,60,3.8,3.8
E00023464,12.3,40.6,43.4,3.8,0
E00023465,18.9,27.4,50.5,3.2,0
E00023466,23.7,26,45,4.6,0.8
E00023467,20.1,13.6,59.1,5.2,1.9
E00023468,17.1,25.2,52.8,4.9,0
E00023469,12,33.9,49.7,4.4,0
E00023470,37.9,33,28.2,1,0
E00023471,9.6,21.1,64,3.5,1.8
E00023472,19.1,24.3,44.3,1.7,10.4
E00023473,2.9,25.4,63.8,6.5,1.4
E00023474,3.4,13.6,73.7,9.3,0
E00023475,39.3,22.6,31,3.6,3.6
E00023476,11.8,31.4,51.8,4.5,0.5
E00023477,11.3,18.6,64.2,5.9,0
E00023478,14.9,33.3,41.1,6,4.8
