areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00002660,92.7,0.5,5.4,1.5
E00002661,87.8,0.3,10.2,1.8
E00002662,67.6,0,29.9,2.5
E00002663,83.4,0.8,15.1,0.8
E00002664,90.1,0.3,9.1,0.6
E00002665,90.2,0.3,8.2,1.3
E00002667,94.2,0.4,4.7,0.7
E00002668,83.9,0.7,12.8,2.6
E00002669,94.5,0.5,5,0
E00002670,64.6,0.6,33.5,1.2
E00002672,94.5,0.8,4.2,0.5
E00002676,92.6,0.4,6.4,0.6
E00002677,93.3,0,6.7,0
E00002678,96.4,0,3.6,0
E00002679,97.8,0,1.9,0.3
E00002680,90.2,0.4,7.7,1.7
E00002681,95.8,0.3,2.2,1.7
E00002682,74.6,0,24.4,1
E00002807,80.8,0.2,16.5,2.5
E00002808,84,0,14.8,1.2
E00002810,96.7,0,2.8,0.5
E00002811,89.1,0.6,9.1,1.3
E00002815,79.4,0.9,17,2.6
E00002816,80.1,0.9,17.7,1.4
E00002821,87.6,0.3,10.5,1.5
E00002822,74.4,1,22,2.6
E00002827,82.5,0.4,16.7,0.4
E00002834,86.4,0,10,3.6
E00002837,86.9,0,12.5,0.6
E00002839,86.5,0.3,9.8,3.4
E00002840,81.2,0,18,0.8
E00002844,91.9,0.3,7.2,0.6
E00002845,71.3,0,26.5,2.1
E00002846,86.9,0,11.5,1.6
E00002847,88.6,0.3,9.3,1.8
E00002848,84.9,0.3,10.4,4.4
E00004610,86.2,0,11.5,2.3
E00004611,94.9,0,4.1,1
E00014139,53.9,6.5,30.5,9.1
E00014150,91.3,0,8.7,0
E00014151,90.9,0.2,6.6,2.2
E00014152,79.2,1,15.7,4.1
E00014153,87,0,13,0
E00014154,90.6,0.3,7,2
E00014155,84,0,12.2,3.8
E00014156,80.8,2.5,11.7,5
E00014157,89.9,0,8.9,1.2
E00014158,71.9,0,19.4,8.6
E00014159,81.2,0.6,16.5,1.8
E00014160,87.1,0.6,5.3,7
E00014161,74,2.6,17.9,5.6
E00014162,73,0,24.8,2.1
E00014163,82.4,0,14.1,3.4
E00014164,93,0,7,0
E00014165,90.4,0,9.2,0.5
E00014166,91.7,0,5.9,2.4
E00014167,92.7,0,5.7,1.6
E00014168,87,1.3,11.2,0.4
E00014169,86.4,0.7,11.1,1.7
E00014170,88.8,0.4,8.4,2.4
E00014171,88.9,0,8.2,2.9
E00014172,84.8,0.4,12.7,2
E00014173,87.6,0,9.2,3.3
E00014174,83.1,0,15.3,1.5
E00014175,82.3,0,15.3,2.4
E00014176,90,0,10,0
E00014177,90.1,0.7,5.6,3.6
E00014178,94.8,0.4,3.9,0.9
E00014179,91,0,7.2,1.8
E00014180,78.9,0,17.8,3.3
E00014181,81.3,0,14.4,4.3
E00014300,89.9,0,10.1,0
E00014301,94.9,0.7,3.7,0.7
E00014302,80.4,0.5,16.3,2.7
E00014303,83.5,1.1,12.8,2.7
E00014304,84.7,0.4,14.8,0
E00014305,94.2,0.4,4.8,0.6
E00014309,93.4,0.8,5.6,0.2
E00014310,94.5,0,3.7,1.8
E00014311,94.4,0,5.1,0.5
E00014312,90.4,0.8,7.3,1.6
E00014314,89.9,0.8,8.5,0.8
E00014315,92.5,0,6.6,0.9
E00014316,90.7,0,7.7,1.5
E00014321,94.2,0,5,0.8
E00014322,74.2,1,20.1,4.6
E00014323,96.9,0,2.2,0.9
E00014324,92.3,0.3,6.1,1.3
E00014325,86.1,0.4,11.6,2
E00014326,81.3,0.5,14.3,3.9
E00014327,90,0,9.6,0.5
E00014328,82.7,0.9,14.9,1.5
E00014329,91.2,0.8,5.6,2.4
E00014411,75.5,0,16.3,8.2
E00014412,94.7,0.2,3.6,1.5
E00014413,84.4,0,13.4,2.2
E00014414,88.4,0.4,9.9,1.2
E00014415,88.3,1.3,6.5,3.9
E00014416,89.7,0,9.2,1.1
E00014417,90.8,1.4,6.3,1.4
E00014418,91.1,0,7.4,1.6
E00014419,92.4,0.6,6.2,0.8
E00014420,83.1,0,12.8,4.1
E00014421,81.8,0,12.7,5.5
E00014422,93.4,0,3.7,2.9
E00014425,93.2,0.4,6.3,0
E00014431,77.9,1.8,17.1,3.2
E00014432,79.3,1.4,14.4,5
E00014433,81.3,0,17.5,1.2
E00014434,82.4,1.4,11.8,4.5
E00014435,83.7,0.5,15.3,0.5
E00014436,81.5,0,16.2,2.3
E00014437,80.2,0,19.3,0.5
E00014438,89.3,0.9,8.5,1.3
E00014439,84.3,2,10.3,3.4
E00014440,81.1,1,15.2,2.7
E00014441,81.6,1.2,16.5,0.7
E00014442,92,0,8,0
E00014447,89.6,1.1,8.7,0.5
E00014448,93,3.3,3,0.7
E00014449,92.2,0.4,5,2.5
E00014452,93.3,0.2,6.6,0
E00014454,79.2,0.8,16,4
E00014455,86.9,0,10.7,2.4
E00014457,79.6,0.4,18.3,1.7
E00014459,82.9,0,15.7,1.4
E00014461,96.9,0,3.1,0
E00014462,91.4,0.9,5.9,1.8
E00014463,95.4,0,3.4,1.1
E00014464,68.7,0,28.7,2.5
E00014465,95.5,0,3.3,1.1
E00014466,98.5,0.3,1.2,0
E00014468,91.9,0.3,5.9,1.9
E00014469,88.9,0.3,9.1,1.7
E00014470,92.8,0,5.3,1.9
E00014471,86,1.5,9.6,2.9
E00014473,80,2,15.5,2.5
E00014474,71.2,0.8,21.5,6.5
E00014475,75,0.6,17.9,6.5
E00014476,70.4,3,18.9,7.7
E00014477,83.8,0,13.7,2.6
E00014478,70.6,1,20.6,7.8
E00014479,67.4,0,22.2,10.4
E00014480,65.2,3.4,23.6,7.9
E00014481,68.2,1.8,20.9,9.1
E00014482,62,0.5,24,13.5
E00014483,73.5,0.6,18.8,7.1
E00014484,81.6,0,13.5,4.9
E00014485,86.9,0.4,8.8,3.8
E00014486,72.5,3.1,17.3,7.1
E00014487,86.3,0,12.8,0.9
E00014488,77.1,1.3,19.1,2.5
E00014489,83.2,0,13.5,3.2
E00014490,92.9,0,4.5,2.6
