geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00039619,9,28.4,31.6,31
E00039620,8.1,33.8,43.9,14.2
E00039622,17.9,8.5,51.9,21.7
E00039624,1.3,68.1,27.5,3.1
E00039625,17.8,5.7,70.7,5.7
E00039626,2.6,39.6,53.9,3.9
E00039627,16.5,15,48.8,19.7
E00039628,14.6,26,50,9.4
E00039629,18.8,22.1,43.5,15.6
E00039630,0.7,6.7,61.2,31.3
E00039631,0,11.4,87.6,1
E00039632,0,6.6,61.5,32
E00039633,0.8,11.3,66.1,21.8
E00039634,3.7,25.8,58.3,12.3
E00039635,7.8,24,43.7,24.6
E00039636,16.8,34.3,38.7,10.2
E00039637,0,12.7,64.9,22.4
E00039638,0.7,7.3,49.7,42.4
E00039639,5.5,7,45.3,42.2
E00039640,12.6,15.1,48.7,23.5
E00039645,41.4,7.9,46.4,4.3
E00039646,0.8,14.3,61.9,23
E00039648,16.9,14,54.4,14.7
E00039649,16.8,7.1,61.9,14.2
E00039650,3.4,18.1,59.1,19.5
E00039651,0,11.8,55.6,32.7
E00039652,0,20.9,59.7,19.4
E00039666,2.6,71.5,22.5,3.3
E00039667,18.6,5.7,60.7,15
E00039668,0,2.5,82.7,14.8
E00039669,8.7,13.4,63.8,14.1
E00039670,6.3,22.5,41.9,29.4
E00039671,2.5,10.7,81.1,5.7
E00039672,16.2,27,35.8,20.9
E00039673,2.2,43.1,49.2,5.5
E00039674,16.4,4.9,75.4,3.3
E00039675,1.8,10.4,66.1,21.7
E00039676,0.9,2.7,85,11.5
E00039677,8.7,7.1,69.3,15
E00039678,3.2,42.2,45.5,9.1
E00039679,19.2,14.1,58.6,8.1
E00039680,2.5,17.2,63.1,17.2
E00039681,1.7,6,77.6,14.7
E00039682,1.1,12.6,65.3,21.1
E00039691,5.8,12.4,68.6,13.2
E00039695,0.9,43,49.1,7
E00039697,5.1,16.9,58.1,19.9
E00039698,7.9,28.1,59.6,4.4
E00039700,0.7,27,58.4,13.9
E00039703,2.5,47.1,45.4,5
E00039705,17.7,30.5,42.6,9.2
E00039707,8.7,18.3,65.2,7.8
E00039708,0.9,16.7,75,7.4
E00039710,12.5,27.1,47.2,13.2
E00039713,7.7,41.5,44.6,6.2
E00039714,0,10,72.1,17.9
E00039716,0,16.1,67.2,16.8
E00039717,1.8,11.5,68.1,18.6
E00039718,20.5,31.5,43.3,4.7
E00039719,2.3,4.6,80.2,13
E00039720,0,0.8,81.1,18
E00039721,6.1,16.9,62.8,14.2
E00039722,0.8,3.1,80.9,15.3
E00039730,0,0,67.8,32.2
E00039734,31.4,20.7,45.7,2.1
E00039736,22.8,35,40.7,1.6
E00039741,64.8,20,14.4,0.8
E00039744,0.8,33.8,60,5.4
E00039746,0,26,69.1,4.9
E00039806,32.3,14.6,14.6,38.5
E00039811,3.9,3.9,15.6,76.6
E00039816,2.2,39.6,26.1,32.1
E00039837,28.3,24.8,7.6,39.3
E00039897,5.3,18.4,61.4,14.9
E00039899,18.4,32.7,44.9,4.1
E00039900,41.1,16.6,28.5,13.9
E00039902,23.2,20,48.9,7.9
E00039907,0.6,72.2,26,1.2
E00039910,4.2,36.1,57.6,2.1
E00039911,15.8,23.2,52.6,8.4
E00039912,1.3,47.8,45.3,5.7
E00039913,0,41.1,54.2,4.7
E00039914,2,59,36,3
E00039917,2,75.2,19.8,3
E00039918,0.8,59.5,38.8,0.8
E00039919,1.8,55.8,39.8,2.7
E00039920,0,75.7,18.3,6.1
E00039921,5.7,23.6,63.2,7.5
E00039922,9.5,11.6,70.5,8.4
E00039923,0,72.3,27,0.7
E00039924,2.6,47,49.6,0.9
E00039925,60.2,5.7,8,26.1
E00039926,1.8,80.7,14.9,2.6
E00039929,14.4,25.8,57.7,2.1
E00039931,31.9,18.6,23,26.5
E00039932,2.8,14.8,62,20.4
E00039933,0,20.5,74.1,5.4
E00039934,4.3,20,47,28.7
E00039935,4.1,20.6,70.1,5.2
E00039936,0.8,7.6,45.4,46.2
E00039937,36.6,11.4,42.3,9.8
E00039938,14.4,27.9,13.5,44.2
E00039939,0,4.3,70.7,25
E00039940,2.4,8.3,83.3,6
E00039941,4.1,29.7,54.7,11.5
E00039942,2.7,58.7,37,1.6
E00040035,1.8,36.6,58.9,2.7
E00040163,16.7,15,33.3,35
E00040372,0,27.4,52.4,20.2
E00040399,5.3,15.2,76.8,2.6
E00040400,8,22.5,54,15.5
E00040401,3.1,16.8,69.6,10.6
E00040402,4.9,44.3,35.2,15.6
E00040403,6.8,29.1,50.4,13.7
E00040404,17.6,40,38.4,4
E00040405,36.7,58.6,4.7,0
E00040406,17,20.4,41.5,21.1
E00040407,1.6,90.4,8,0
E00040408,0.8,42.1,30.8,26.3
E00040409,5.2,13.4,78.4,3.1
E00040410,17,8,50.9,24.1
E00040411,1,15.8,39.7,43.5
E00040412,0.8,9.2,69.2,20.8
E00040413,17.1,28.5,49.6,4.9
E00040414,18,21.9,59.4,0.8
E00040415,16.4,22.1,46.4,15
E00040416,22.4,23.9,45.5,8.2
E00040417,51.5,20.1,26.9,1.5
E00040418,2.3,34.1,58.3,5.3
