areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02002985,97.8,1.9,0.2
E02002986,96.7,3,0.3
E02002987,97.7,1.9,0.4
E02002988,95.4,4.3,0.3
E02002989,92.3,7,0.7
E02002990,90.3,8.4,1.3
E02002991,89.3,9.8,0.8
E02002992,94.4,5.1,0.5
E02002993,88.8,10,1.2
E02002994,97.9,1.9,0.2
E02002995,91.3,6.2,2.5
E02002996,90.6,9,0.4
E02002997,92.3,7.1,0.6
E02002998,93.9,5.7,0.4
E02002999,94.2,5,0.9
E02003000,98.2,1.6,0.2
E02003001,96.5,3.2,0.3
E02003002,94.3,5.1,0.6
E02003003,91.7,7.3,1
E02003004,98.3,1.7,0.1
E02003005,99.2,0.7,0.1
E02003006,96.8,2.9,0.3
E02003007,98.3,1.4,0.2
E02003008,97.6,2.2,0.2
E02003009,98.5,1.4,0.1
E02003010,97.8,1.9,0.3
E02003011,98.3,1.4,0.3
E02003012,87.1,11.1,1.8
E02003013,83.3,14.1,2.5
E02003014,86.7,10.6,2.7
E02003015,88.3,10.3,1.4
E02003016,87.1,10.9,2.1
E02003017,95.4,4.1,0.5
E02003018,94.4,4.6,1
E02003019,88.3,9.5,2.2
E02003020,94.9,4.7,0.4
E02003021,92.9,6.3,0.8
E02003022,96.3,3.2,0.5
E02003023,89.8,8.7,1.6
E02003024,88.3,9.8,1.9
E02003025,87.8,9.7,2.5
E02003026,95.2,4.4,0.4
E02003027,94.5,4.9,0.6
E02003028,94.5,5,0.5
E02003029,87.7,9.9,2.3
E02003030,86.1,11.1,2.8
E02003031,94.2,5.3,0.5
E02003032,85.7,11.3,3
E02003033,93.4,6.1,0.5
E02003036,86.3,12.4,1.3
E02003037,90.6,8.3,1.1
E02003038,89.1,9.1,1.8
E02003039,89.1,8.9,2
E02003040,86.9,11,2.1
E02003041,92.4,7.1,0.5
E02003044,93.6,5.3,1
E02003045,91.5,8.1,0.4
E02003046,91.8,7.1,1.1
E02003047,93.9,5.5,0.6
E02003048,91.2,7.6,1.2
E02003049,93,5.9,1.1
E02003050,87.8,10.8,1.4
E02003051,90.5,8.1,1.4
E02003052,95.9,3.7,0.4
E02003053,93.7,5,1.3
E02003054,93.9,5,1.1
E02003055,91,7.6,1.4
E02003056,91.1,7.3,1.5
E02003057,96.2,3.2,0.6
E02003058,94.3,4.7,1.1
E02003059,95,4.1,0.9
E02003060,95.6,3.6,0.8
E02003061,95,4.4,0.6
E02003062,94.2,4.9,0.9
E02003063,97.1,2.4,0.5
E02003064,93.6,5.3,1
E02003065,96,3.5,0.5
E02003066,98.1,1.7,0.2
E02003067,96.8,2.8,0.4
E02003068,97.2,2.6,0.1
E02003070,98,1.8,0.3
E02003072,98.2,1.4,0.3
E02003073,98.1,1.7,0.2
E02003075,98.2,1.6,0.3
E02003077,98.9,0.9,0.2
E02003088,98.2,1.5,0.3
E02003090,96.8,2.7,0.4
E02003091,97.7,2,0.3
E02003092,98.4,1.4,0.2
E02003093,98.5,1.4,0.1
E02003094,95.6,3.9,0.6
E02003095,97.2,2.4,0.4
E02003096,96.4,3.1,0.5
E02003097,98.6,1.2,0.3
E02003098,86.5,12.1,1.4
E02003099,96.6,3,0.4
E02003101,86.6,11.5,1.9
E02003102,97.9,1.7,0.4
E02003103,96.4,2.9,0.6
E02003104,93.9,5.2,1
E02003105,97.6,2.1,0.3
E02003107,88.3,9.9,1.7
E02003108,95.8,3.7,0.5
E02003109,97.2,2.4,0.4
E02003110,94.7,4.6,0.7
E02003111,96,3.4,0.6
E02003112,96.1,3.3,0.6
E02003113,98.7,1.2,0.1
E02003114,95.8,3.5,0.7
E02003115,93.2,5.6,1.2
E02003116,94,5,1
E02003117,94.2,5.1,0.8
E02003118,96.6,2.8,0.6
E02003119,97.8,1.9,0.3
E02003120,97.5,2,0.4
E02003121,98.4,1.4,0.2
E02003172,96.5,3,0.5
E02003173,95.9,3.7,0.3
E02003174,95.6,3.6,0.8
E02003175,92.8,6.4,0.8
E02003176,94,5.2,0.8
E02003177,94,5,1
E02003178,94.1,5.1,0.8
E02003179,90.7,8,1.4
E02003180,89,9.3,1.7
E02003181,91.4,7.6,1.1
E02003182,93.4,5.9,0.7
E02003183,92.2,6.8,0.9
E02003194,98.5,1.3,0.1
E02003195,96.4,3.3,0.3
E02003196,98.2,1.5,0.3
E02003197,96.6,3,0.4
E02003198,95.7,4,0.3
E02003199,97.1,2.6,0.3
E02003200,92,7.1,0.9
E02003201,91.7,7.1,1.2
E02003214,94.2,5,0.8
E02003215,95.5,4,0.5
E02003216,93.8,5.3,0.9
E02003217,92.1,6.4,1.5
E02003218,93.6,5,1.5
E02003219,95.2,4.3,0.5
E02003220,95,4.2,0.8
E02003221,84.2,12.4,3.3
E02003222,93.3,5.6,1.1
E02003223,83.9,13.4,2.8
E02003224,94.8,4.1,1.1
E02003225,87.1,10.7,2.2
E02003226,74.9,19.9,5.2
E02003227,85.8,11.2,3.1
E02003228,83.7,13,3.3
E02003229,91.4,6.6,2
E02003230,78.7,17.7,3.6
E02003231,84.9,11.5,3.5
E02003232,89.4,8.8,1.9
E02003233,87.9,9.4,2.7
E02003234,91.5,7.2,1.3
E02003235,92.3,6.9,0.8
E02003236,95.8,3.6,0.5
E02003368,97,2.5,0.4
E02003376,97.2,2.5,0.3
E02003384,97.9,1.7,0.3
E02003550,90.1,8.7,1.2
E02003552,89.5,8.8,1.7
E02003554,84.8,13.3,1.9
E02003555,89,9.4,1.7
E02003558,77.7,19,3.3
E02003559,88.2,10.2,1.6
E02003560,91.2,7.4,1.5
E02003563,85.1,12.4,2.5
E02003567,87,10.7,2.3
E02003568,77,19.8,3.1
E02003569,75.4,20.3,4.2
E02003571,73.7,22.7,3.6
E02004236,98.4,1.5,0.1
E02004237,98.3,1.5,0.3
E02004238,97.7,2,0.3
E02004239,97.9,1.9,0.2
E02004240,97.4,2.2,0.4
E02004241,97.1,2.6,0.3
E02004243,99.4,0.6,0
E02004244,99.3,0.7,0
E02004245,99,1,0
E02004246,98.2,1.6,0.2
E02004247,99.3,0.6,0.1
E02004248,98.8,1.1,0.2
E02004249,99,0.9,0.1
E02004250,97.4,2.3,0.3
E02004251,99.2,0.6,0.1
E02004252,98.5,1.4,0.1
E02004253,98.8,1.1,0.1
E02004254,99.1,0.8,0.1
E02004255,97,2.6,0.4
E02004256,97.6,1.9,0.5
E02004257,96.5,2.9,0.6
E02004258,96,3,1
E02004259,98.3,1.6,0.1
E02004260,95.9,4,0.2
E02004261,97.5,2.1,0.3
E02004262,99,0.9,0.1
E02004263,99.3,0.6,0.1
E02004264,98.4,1.5,0.1
E02004269,97.7,2.2,0.1
E02004270,98.8,1.1,0.2
E02004271,99,0.9,0.1
E02004272,98.8,1.1,0.1
E02004274,98.4,1.3,0.3
E02004779,98.7,1.2,0.1
E02004780,98.3,1.6,0.1
E02004781,98,1.8,0.3
E02004782,97.6,2,0.4
E02004783,98,1.8,0.2
E02004784,98.9,0.9,0.1
E02004785,97.9,1.6,0.5
E02004786,98.3,1.7,0.1
E02004787,98.7,1.2,0.1
E02004788,98.7,1.3,0.1
E02004790,98.3,1.4,0.3
E02004793,97.8,2,0.2
E02004794,98.9,1,0.1
E02004795,97.5,2.4,0.1
E02004796,98.8,1,0.2
E02004797,95.8,3.7,0.4
E02004798,96.8,3,0.2
E02004799,95.5,3.9,0.6
E02004800,97.7,2,0.3
E02004814,96.7,2.9,0.4
E02004815,89.2,8.8,2
E02004817,93.9,5,1.1
E02004818,95.9,3.5,0.6
E02004819,94.9,4.6,0.5
E02004820,98.1,1.8,0.2
E02004821,98.4,1.4,0.2
E02004822,99,0.9,0.1
E02004823,98.2,1.7,0.1
E02004824,97.7,2,0.3
E02004825,97.6,2.1,0.3
E02004826,98,1.8,0.2
E02004828,95.3,4.1,0.6
E02005988,96.6,3.1,0.3
E02005991,96.5,3.2,0.3
E02006047,98.7,1.1,0.2
E02006048,98.6,1.3,0.1
E02006049,97.9,1.7,0.4
E02006050,96.5,3,0.5
E02006051,97.5,2.3,0.2
E02006052,97.6,2.1,0.3
E02006053,96.6,3,0.4
E02006054,97.2,2.4,0.5
E02006055,91.6,7.2,1.2
E02006056,98.8,1,0.2
E02006057,97,2.5,0.5
E02006058,98.3,1.5,0.2
E02006059,98.8,1,0.2
E02006060,96.5,2.9,0.5
E02006061,98.4,1.3,0.3
E02006075,97.9,1.8,0.3
E02006076,98.9,0.9,0.2
E02006077,98.9,0.8,0.2
E02006079,96,3.3,0.8
E02006080,97.9,1.9,0.2
E02006082,98.4,1.3,0.2
E02006083,98,1.7,0.2
E02006085,93.7,5.6,0.7
E02006086,94.2,4.9,0.9
E02006087,92.7,6.3,1
E02006088,89.3,8.9,1.7
E02006089,79.9,15.6,4.5
E02006090,92.9,5.6,1.5
E02006091,98.8,0.8,0.3
E02006092,96.1,3.3,0.6
E02006094,99,0.8,0.2
E02006095,97.7,2,0.3
E02006634,98.5,1.3,0.2
E02006635,97.4,2.3,0.4
E02006636,98.1,1.6,0.3
E02006637,97,2.6,0.4
E02006638,96.8,2.6,0.6
E02006639,98.7,1.1,0.2
E02006640,98.7,1.2,0.1
E02006641,98.9,1,0.1
E02006642,99.1,0.8,0.1
