areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02002985,53,31.8,12.6,2.5,0.1
E02002986,50.2,32.6,14.1,2.9,0.1
E02002987,56.8,32.2,10,1,0
E02002988,58.4,30.1,9.9,1.6,0
E02002989,54.8,31.6,11.2,2.3,0.1
E02002990,57.3,30.7,9.4,2.1,0.5
E02002991,58.9,30,8.7,2.2,0.2
E02002992,55.5,31.9,11,1.7,0
E02002993,53.2,31.4,12.3,2.7,0.4
E02002994,60.9,30.7,7.3,1.1,0
E02002995,37.2,33.1,21.3,7.6,0.8
E02002996,60.9,30.5,7.7,1,0
E02002997,56.1,31.4,10.5,1.9,0
E02002998,48.1,34.5,13.8,3.4,0.1
E02002999,46.1,34.4,15.8,3.3,0.3
E02003000,55.1,33,10.3,1.6,0
E02003001,63.2,28.1,7.8,0.9,0
E02003002,52.2,31.9,12.3,3.2,0.3
E02003003,50.3,32.8,13.8,2.9,0.2
E02003004,56,31.4,10.5,2,0.2
E02003005,59.8,30.8,8.4,1.1,0
E02003006,53.2,33.3,11,2.4,0.1
E02003007,52.2,34.4,11.5,1.9,0.1
E02003008,47.1,35,14.2,3.6,0.1
E02003009,52.9,34.4,10.6,2,0
E02003010,49.7,34.1,13.3,2.7,0.2
E02003011,48.1,35.1,14.1,2.6,0.2
E02003012,45.4,33,16.4,5.1,0.2
E02003013,39.1,34.4,20,6.1,0.4
E02003014,34.8,34.1,22.8,7.7,0.5
E02003015,51.2,31,13.8,3.7,0.3
E02003016,44.1,33.8,16.9,4.8,0.4
E02003017,57.5,29.4,10.9,2.2,0.1
E02003018,48.7,32.1,14.7,4.4,0.1
E02003019,43.3,35.2,16.3,4.9,0.4
E02003020,62.9,30.3,6.1,0.6,0
E02003021,59.5,29.6,9.4,1.4,0.1
E02003022,65.6,28,5.9,0.6,0
E02003023,46.8,33.5,15.9,3.6,0.2
E02003024,47.1,32.3,16.1,4.2,0.2
E02003025,43.3,34.2,17.2,5.1,0.2
E02003026,64.7,27.6,6.5,1.2,0.1
E02003027,64.3,27.2,7,1.3,0.1
E02003028,63.3,28.6,6.1,1.5,0.5
E02003029,40.5,34.3,19.1,5.8,0.4
E02003030,50.3,33,12.8,3.5,0.5
E02003031,59.5,29.7,8.9,1.8,0.1
E02003032,49.3,32.7,14,3.7,0.3
E02003033,57,32.5,8.5,1.8,0.2
E02003036,56.3,31,9.5,2.8,0.4
E02003037,60.9,29.8,8.4,0.8,0.1
E02003038,48.6,33.3,14.3,3.6,0.1
E02003039,46.1,32.8,15.8,4.6,0.6
E02003040,51.6,32.1,12.3,3.6,0.4
E02003041,62.4,29.5,6.6,1,0.4
E02003044,55,32.8,9.6,2.4,0.1
E02003045,57.4,30.3,9.6,2.4,0.3
E02003046,55.8,28.4,12.8,2.8,0.2
E02003047,59.6,27.8,9.5,3,0.2
E02003048,59.7,27.7,9.7,2.7,0.2
E02003049,49.4,32.9,13.8,3.7,0.3
E02003050,53.8,28.9,13.2,4,0.2
E02003051,54,29.1,13.2,3.7,0.1
E02003052,56.8,28.7,11.6,2.6,0.3
E02003053,52.6,30.7,13.7,3,0.1
E02003054,53.4,32.5,11.2,2.8,0.2
E02003055,38.9,33.1,19.8,7.6,0.6
E02003056,31.9,34.4,23.3,9.7,0.8
E02003057,50.3,33.5,13.6,2.5,0.1
E02003058,44.3,33.6,17.1,4.7,0.3
E02003059,47.9,32,16,4,0.1
E02003060,44,34.4,17,4.3,0.2
E02003061,36,35,21.9,6.8,0.3
E02003062,32.1,33.6,23.8,10,0.5
E02003063,50.1,35.3,12.7,1.8,0
E02003064,28.1,33.8,25.6,11.4,1.1
E02003065,55.9,32,9.9,2,0.2
E02003066,60.8,31.4,7,0.8,0
E02003067,58.7,29.8,9.6,1.8,0
E02003068,56.3,31.3,10.1,2.3,0
E02003070,61,29.8,7.8,1.4,0.1
E02003072,49.6,35.7,12.2,2.3,0.2
E02003073,60.8,31.1,7,1.1,0
E02003075,60.8,29.5,8.8,0.9,0
E02003077,59.2,30.6,8.7,1.4,0
E02003088,55.4,32.5,10.7,1.4,0.1
E02003090,58.4,31.4,8.8,1.3,0.1
E02003091,51.3,34.6,11.3,2.6,0.2
E02003092,57.8,32.5,8.3,1.4,0.1
E02003093,57.3,33,8.4,1.3,0
E02003094,54.3,32.9,10.6,2.1,0.2
E02003095,57.4,32.2,8.8,1.6,0.1
E02003096,47.4,34.9,14.8,2.7,0.3
E02003097,51.9,36.4,10.4,1.2,0.1
E02003098,63.5,28.8,6.7,0.9,0.1
E02003099,46.5,36.8,13.9,2.6,0.1
E02003101,61.4,29.5,7.7,1.4,0
E02003102,57.9,31.5,8.9,1.6,0.1
E02003103,52,34.1,11.6,2.3,0
E02003104,52.9,33.8,11.2,1.7,0.3
E02003105,54,33.9,10.3,1.7,0
E02003107,47.2,34.9,14.9,2.9,0.1
E02003108,56.4,30.5,11,2,0
E02003109,59.6,32,7.2,1.1,0.1
E02003110,63.4,28.2,7,1.2,0.1
E02003111,54.9,32.6,11.1,1.4,0
E02003112,43.5,35.7,17,3.4,0.3
E02003113,56.2,33.1,9.2,1.5,0
E02003114,48.5,35.3,13.4,2.7,0.1
E02003115,48,32.8,14.7,4.1,0.4
E02003116,40.9,36.7,18.1,4,0.3
E02003117,50.6,32.9,13.8,2.5,0.3
E02003118,55.6,31.6,10.8,2,0.1
E02003119,50.3,33.7,13.2,2.7,0.1
E02003120,53.7,30.9,12.8,2.5,0.2
E02003121,53.4,35.4,10,1.2,0
E02003172,39.6,35.3,20.3,4.5,0.3
E02003173,39.8,35.9,17.7,6.2,0.3
E02003174,47,35.7,14.4,2.8,0.1
E02003175,51,32.4,13.6,2.6,0.3
E02003176,29.4,34.9,25.7,9.1,1
E02003177,56,31.4,10.6,1.9,0.2
E02003178,42.9,34.5,17.4,4.7,0.5
E02003179,36.4,35.9,20.7,6.2,0.8
E02003180,46.6,34.7,14,4.4,0.3
E02003181,55.7,30.7,11,2.4,0.1
E02003182,57.1,33.3,8.5,0.9,0.1
E02003183,55.1,32.5,10.2,1.9,0.3
E02003194,56.4,34.2,8.6,0.8,0
E02003195,50.3,32.3,13.6,3.6,0.2
E02003196,57.8,33.2,8,1,0
E02003197,48.7,33.7,14,3.5,0.1
E02003198,49,35.9,12.4,2.5,0.2
E02003199,46.4,34.5,16.1,2.7,0.3
E02003200,39.4,37.4,18.4,4.7,0.1
E02003201,44.5,34.5,16.4,4.4,0.2
E02003214,28.3,36.9,25,9.3,0.5
E02003215,48.6,37,12.2,2.1,0.2
E02003216,46.6,34,16.3,3,0.1
E02003217,39.9,36.4,17.8,5.7,0.2
E02003218,34.1,38.5,20.1,7,0.3
E02003219,64.1,27.1,7.3,1.5,0
E02003220,49.6,35.9,12,2.4,0.1
E02003221,38.2,37.3,18.3,5.8,0.4
E02003222,59.3,29.5,9.1,1.9,0.2
E02003223,53,32.4,12.1,2.3,0.2
E02003224,50.4,36.2,11.8,1.5,0.1
E02003225,52.6,33.6,11.2,2.3,0.3
E02003226,34.9,39.5,19.3,5.6,0.6
E02003227,27.8,37.1,25.2,9.6,0.4
E02003228,49.9,35.6,12,2.3,0.2
E02003229,54.7,33,9.8,2.3,0.3
E02003230,50.2,34.5,12.3,2.9,0.1
E02003231,32.8,36.4,22.2,8.1,0.5
E02003232,59.8,29.8,8.7,1.5,0.2
E02003233,38.2,36.5,19.7,5.4,0.2
E02003234,42.8,37.8,16.3,3,0.2
E02003235,57.8,31.6,9,1.6,0
E02003236,53.3,32.6,11.6,2.4,0.2
E02003368,54.1,33.5,10.5,1.8,0.1
E02003376,52.4,34.3,11.1,2.1,0.1
E02003384,60.1,30.6,7.7,1.5,0.1
E02003550,46.6,34,14.9,4.3,0.3
E02003552,33.8,37.3,21.7,6.9,0.3
E02003554,51,33.4,12.5,2.8,0.3
E02003555,42.5,35.6,16.7,4.8,0.4
E02003558,40.8,36.9,16.7,5.4,0.3
E02003559,57.8,30.3,10,1.8,0.2
E02003560,35.1,35.3,20.6,8.5,0.5
E02003563,44.6,34.1,16.3,4.5,0.4
E02003567,43.1,34.4,17.4,5,0.2
E02003568,53.2,33,10.1,3.1,0.5
E02003569,46.2,33.6,15.4,4.4,0.3
E02003571,46.1,34.8,14.9,3.8,0.4
E02004236,49.8,35.1,12.8,2.2,0
E02004237,49.7,35.3,12.6,2.1,0.2
E02004238,46.9,38,13.3,1.7,0
E02004239,51.3,37,10.3,1.3,0
E02004240,37.6,33.3,20.7,7.4,1
E02004241,47.7,34.3,14.5,3.2,0.3
E02004243,53.9,33.3,10.9,1.7,0.1
E02004244,54.1,34.4,10,1.4,0.1
E02004245,51.6,34,11.7,2.6,0.1
E02004246,53.6,35.8,9.5,1,0.1
