areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02002985,10.8,21.9,58.2,9
E02002986,9.8,20.3,61.5,8.4
E02002987,11.2,21.6,57.3,9.9
E02002988,13.5,21.1,55.2,10.2
E02002989,11.2,22.7,56.7,9.4
E02002990,12.3,21.4,56.1,10.2
E02002991,14,17.3,55.5,13.2
E02002992,13,21,55.6,10.4
E02002993,17.1,17.8,55.1,9.9
E02002994,14.2,22.1,49.3,14.4
E02002995,14.5,23.9,56.2,5.4
E02002996,22,18.4,48,11.5
E02002997,18.2,18.8,54.7,8.4
E02002998,19.8,19.7,52.9,7.6
E02002999,13,22.9,56,8.1
E02003000,13.9,21.5,52.3,12.2
E02003001,13.3,20.1,54.3,12.4
E02003002,13.8,22.2,53.1,11
E02003003,13.7,23.4,55.6,7.3
E02003004,12.8,21.2,54,12
E02003005,13.5,21,49.8,15.7
E02003006,13.7,22,55,9.4
E02003007,11.2,21.2,57.3,10.4
E02003008,11,20.3,58.5,10.2
E02003009,10.1,20.8,59.9,9.3
E02003010,10,21.9,59.2,9
E02003011,10.8,22.1,57.9,9.1
E02003012,9.4,20.3,61.3,9
E02003013,8.8,21.1,62.9,7.2
E02003014,8.7,22.4,59.7,9.2
E02003015,9.4,19.1,63.8,7.7
E02003016,11.4,19.5,61.9,7.2
E02003017,10.5,20.6,57.8,11.1
E02003018,10.5,22,58.3,9.2
E02003019,7.2,19.2,64.1,9.4
E02003020,11.5,21.6,54.3,12.6
E02003021,11.2,19.1,61.9,7.8
E02003022,11.9,21.8,54.4,11.8
E02003023,12.4,22.4,58.1,7.1
E02003024,11.1,21,60.3,7.6
E02003025,11.5,22.8,58.6,7
E02003026,15.4,18.4,52.4,13.8
E02003027,11.5,20,59.9,8.5
E02003028,11.3,17,60.9,10.8
E02003029,9.4,25,58.6,7
E02003030,11.4,21.9,58.9,7.8
E02003031,11.8,18.5,60.1,9.6
E02003032,10.6,20.8,61.7,6.9
E02003033,15.5,13.7,59.8,11
E02003036,12.5,14.8,63,9.7
E02003037,13.5,13.3,62.2,11
E02003038,8.6,20,63.4,8
E02003039,8.7,20.9,63.3,7.2
E02003040,7.8,18.8,65.4,8
E02003041,11.5,12.4,61.5,14.6
E02003044,8,20.8,63,8.2
E02003045,15.1,14,61,9.8
E02003046,7.2,17.8,67.2,7.7
E02003047,8.3,17.1,66,8.6
E02003048,7.9,16.7,67.5,7.9
E02003049,8.2,20.2,64,7.6
E02003050,7.7,14.1,70.3,7.9
E02003051,8.5,19.8,64.3,7.4
E02003052,7.5,19,65.6,7.8
E02003053,9.3,20.6,60.8,9.3
E02003054,9.2,20.3,62.6,7.9
E02003055,10.2,22.3,59.8,7.7
E02003056,10,22.6,59.8,7.6
E02003057,8.6,20.1,62.9,8.3
E02003058,9.4,22,61,7.6
E02003059,8.8,20.1,62.1,9
E02003060,9.9,22.5,59.1,8.6
E02003061,8.4,22.9,60.8,7.9
E02003062,9.8,22.6,60.5,7
E02003063,9,23.1,59.4,8.5
E02003064,9.7,24.2,59,7.1
E02003065,10.7,19.8,58,11.5
E02003066,12.1,23.1,53.8,11
E02003067,10.3,20.2,58.9,10.7
E02003068,11.6,19.7,56.8,11.9
E02003070,11.4,20.6,55.5,12.5
E02003072,11.8,21.9,57.4,8.9
E02003073,12.3,22.2,56.2,9.4
E02003075,13.4,21.3,52.6,12.6
E02003077,11.6,20.9,52.8,14.7
E02003088,13.3,20.9,52.2,13.5
E02003090,8.8,19.6,61.3,10.3
E02003091,10.5,19.6,60.8,9
E02003092,11.7,21.3,55,12.1
E02003093,12.8,19.7,55.1,12.5
E02003094,10.2,18.3,59.1,12.4
E02003095,9.4,19.8,61.4,9.4
E02003096,9.4,20.1,62.5,8
E02003097,11.1,21.1,58.9,8.9
E02003098,7.6,16.5,67.7,8.1
E02003099,8.7,20.6,61.9,8.9
E02003101,8.1,16.9,66.9,8.1
E02003102,10.5,21.7,59.2,8.5
E02003103,10,19.8,61.9,8.3
E02003104,9.1,19,64.9,6.9
E02003105,9.7,22.3,59.7,8.3
E02003107,10.9,20.4,62.1,6.7
E02003108,8.7,19.4,61.8,10
E02003109,9.3,24,57.3,9.5
E02003110,8.8,18.7,62.8,9.7
E02003111,10.3,20.3,59.6,9.9
E02003112,10,23,59.1,7.9
E02003113,12.1,21.1,52.6,14.1
E02003114,10,21.7,59.9,8.5
E02003115,8.8,20.8,63.3,7.1
