geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00011366,92.1,7.9
E00011531,89.1,10.9
E00011550,87.7,12.3
E00018828,76.7,23.3
E00018829,83.4,16.6
E00018830,74.5,25.5
E00018831,71.1,28.9
E00018832,72.7,27.3
E00018833,79.1,20.9
E00018834,82.2,17.8
E00021879,89,11
E00021880,82.5,17.5
E00021881,73.1,26.9
E00021884,76.6,23.4
E00021886,82.5,17.5
E00021888,82.3,17.7
E00021889,65.6,34.4
E00021890,83.1,16.9
E00021891,75.6,24.4
E00021892,84.8,15.2
E00021893,75.3,24.7
E00021894,81,19
E00021895,81.9,18.1
E00021896,92.6,7.4
E00021897,88.3,11.7
E00021899,75.8,24.2
E00021916,81.5,18.5
E00021919,68.4,31.6
E00021927,89.7,10.3
E00022049,70.2,29.8
E00022050,75.7,24.3
E00022051,78.6,21.4
E00022052,73.2,26.8
E00022053,71,29
E00022060,72.4,27.6
E00022061,79.6,20.4
E00022062,74.3,25.7
E00022063,75.8,24.2
E00022064,81.5,18.5
E00022065,76.8,23.2
E00022066,76.2,23.8
E00022067,73.7,26.3
E00022068,82.4,17.6
E00022069,74.7,25.3
E00108875,91.9,8.1
E00108876,81.6,18.4
E00108877,82.1,17.9
E00108879,89.3,10.7
E00108880,90.7,9.3
E00108881,85.2,14.8
E00108882,88,12
E00108883,89,11
E00108884,86.3,13.7
E00108885,91.5,8.5
E00108886,87.4,12.6
E00108887,89.7,10.3
E00108888,88.8,11.2
E00108889,83.8,16.2
E00108890,89.9,10.1
E00108891,83.5,16.5
E00108892,80.4,19.6
E00108893,81,19
E00108894,85.1,14.9
E00108901,76.1,23.9
E00108902,77.2,22.8
E00108925,80.1,19.9
E00108928,85.9,14.1
E00108932,94.6,5.4
E00108933,93.9,6.1
E00108934,95.3,4.7
E00108935,91.6,8.4
E00108936,97.1,2.9
E00108937,97,3
E00108938,96.6,3.4
E00108939,96.2,3.8
E00108940,97.5,2.5
E00108941,93.4,6.6
E00108942,97.7,2.3
E00108943,94.9,5.1
E00108944,94.2,5.8
E00108945,92.4,7.6
E00108946,96.3,3.7
E00108947,95.4,4.6
E00108948,93.4,6.6
E00108963,90.6,9.4
E00108964,88.2,11.8
E00108965,88.9,11.1
E00108966,88.2,11.8
E00108967,90.9,9.1
E00108968,88.8,11.2
E00108969,88.8,11.2
E00108970,83.4,16.6
E00108971,87.5,12.5
E00108972,94.2,5.8
E00108974,88.4,11.6
E00108987,86.5,13.5
E00108988,91.4,8.6
E00108989,89.8,10.2
E00108991,88.9,11.1
E00108992,83.1,16.9
E00108993,92.4,7.6
E00108994,91.2,8.8
E00108995,87.4,12.6
E00108997,88.9,11.1
E00108998,88.6,11.4
E00108999,83.9,16.1
E00109000,88.5,11.5
E00109001,84.8,15.2
E00109002,84.4,15.6
E00109003,87.1,12.9
E00109004,92.4,7.6
E00109009,88.5,11.5
E00109010,85.4,14.6
E00109011,89.9,10.1
E00109012,85.8,14.2
E00109032,90.9,9.1
E00109034,83.5,16.5
E00109035,93,7
E00109036,92.1,7.9
E00109037,91.5,8.5
E00109038,90.8,9.2
E00109039,87.2,12.8
E00109040,93,7
E00109041,87.3,12.7
E00109042,90.6,9.4
E00109043,94,6
E00109044,94.7,5.3
E00109045,89.5,10.5
E00109046,90.6,9.4
E00109047,89.4,10.6
E00109048,89.9,10.1
E00109049,88.4,11.6
E00109050,92.4,7.6
E00109051,86.8,13.2
E00109052,91.7,8.3
E00109053,91.2,8.8
E00109054,91.7,8.3
E00109055,87.7,12.3
E00109056,85.9,14.1
E00109057,92.6,7.4
E00109058,90.3,9.7
E00109059,85.3,14.7
E00109060,88.6,11.4
E00109061,91.1,8.9
E00109062,88.9,11.1
E00109063,78.1,21.9
E00109064,71.8,28.2
E00109065,91.6,8.4
E00109066,89.4,10.6
E00109067,87.3,12.7
E00109068,87.4,12.6
E00109069,88.8,11.2
E00109070,79.7,20.3
E00109071,89.3,10.7
E00109072,95,5
E00109078,97.6,2.4
E00109079,97.4,2.6
E00109080,95.9,4.1
E00109081,93.6,6.4
E00109082,95.8,4.2
E00109083,94.3,5.7
E00109084,92.1,7.9
E00109085,94.6,5.4
E00109086,97,3
E00109087,93.5,6.5
E00109088,96.1,3.9
E00110429,90.9,9.1
E00110430,92.2,7.8
E00110431,92.9,7.1
E00110432,91.1,8.9
E00110433,85.3,14.7
E00110434,83.4,16.6
E00110435,85.5,14.5
E00110436,81.3,18.7
E00110437,79.1,20.9
E00110438,82.7,17.3
E00110439,88.6,11.4
E00110440,89.5,10.5
E00110441,81.6,18.4
E00110442,91.3,8.7
E00110443,84.7,15.3
E00110444,91.7,8.3
E00110445,86,14
E00110446,80.8,19.2
E00110447,86.7,13.3
E00110448,87.2,12.8
E00110449,75.9,24.1
E00110450,69.8,30.2
E00110451,74.8,25.2
E00110452,79,21
E00110453,89.2,10.8
E00110454,79.1,20.9
E00110455,86,14
E00110456,81.1,18.9
E00110457,82.3,17.7
E00110458,82.5,17.5
E00110459,83.7,16.3
E00110460,70.9,29.1
E00110461,89.1,10.9
E00110462,81.5,18.5
E00110463,72.8,27.2
E00110464,85,15
E00110465,88.3,11.7
E00110466,88.1,11.9
E00110468,87.9,12.1
E00110469,92.8,7.2
E00110470,89.4,10.6
E00110471,87.8,12.2
E00110472,78.7,21.3
E00110473,77.4,22.6
E00110474,79.8,20.2
E00110475,83.2,16.8
E00110476,81.7,18.3
E00110478,87.2,12.8
E00110479,89.3,10.7
E00110480,79.1,20.9
E00110481,74.6,25.4
E00110484,74.6,25.4
E00110490,73.6,26.4
E00110491,75.6,24.4
E00110492,74.8,25.2
E00110493,94,6
E00110494,93.5,6.5
E00110495,96.9,3.1
E00110496,96.2,3.8
E00110497,96.5,3.5
E00110498,94.7,5.3
E00110499,95.5,4.5
E00110500,90.8,9.2
E00110501,95.2,4.8
E00110502,95.5,4.5
E00110503,96.8,3.2
E00110504,96.1,3.9
E00110505,96.6,3.4
E00110506,95.8,4.2
E00110507,96.4,3.6
E00110508,81.6,18.4
E00110509,89.4,10.6
E00110510,90.6,9.4
E00110511,91.3,8.8
E00110512,68.1,31.9
E00110513,93.5,6.5
E00110514,94.2,5.8
E00110515,81.2,18.8
E00110516,87.4,12.6
E00110517,89.1,10.9
E00110518,92.3,7.7
E00110519,92.8,7.2
E00110520,88.7,11.3
E00110521,92.1,7.9
E00110522,89.4,10.6
E00110523,91.2,8.8
E00110524,89.5,10.5
E00110525,95.4,4.6
E00110526,91.5,8.5
E00110527,86.6,13.4
E00110528,83.5,16.5
E00110529,91,9
E00110530,73.6,26.4
E00110531,94.2,5.8
E00110532,91.2,8.8
E00110533,94.1,5.9
E00110534,90.7,9.3
E00110536,92.8,7.2
E00110537,94.4,5.6
E00110538,82.7,17.3
E00110539,88.1,11.9
E00110540,90.1,9.9
E00110541,86.8,13.2
E00110542,85.9,14.1
E00110543,93.4,6.6
E00110544,84.3,15.7
E00110545,91.8,8.2
E00110546,88,12
E00110547,90,10
E00110548,91,9
E00110549,91.3,8.7
E00110550,88.3,11.7
E00110571,94.7,5.3
E00110572,94,6
E00110573,97.6,2.4
E00110574,92.5,7.5
E00110575,94,6
E00110576,95.8,4.2
E00110577,95.4,4.6
E00110578,93.2,6.8
E00110579,96.8,3.2
E00110580,96.6,3.4
E00110581,93.6,6.4
E00110582,94.7,5.3
E00110583,96.3,3.7
E00110584,97.4,2.6
E00110585,96.6,3.4
E00110586,92.6,7.4
E00110587,92.2,7.8
E00110588,94.1,5.9
E00110589,94.9,5.1
E00110590,90.7,9.3
E00110591,87.6,12.4
E00110592,95,5
E00110593,77.8,22.2
E00110594,81,19
E00110595,77.9,22.1
E00110596,80.5,19.5
E00110597,80,20
E00110598,88.8,11.2
E00110599,75.4,24.6
E00110600,83.4,16.6
E00110601,78,22
E00110602,74.6,25.4
E00110603,76.1,23.9
E00110604,83.3,16.7
E00110605,86.9,13.1
E00110606,87.3,12.7
E00110607,85.5,14.5
E00110608,79.5,20.5
E00110609,81.2,18.8
E00110610,87.7,12.3
E00110611,85,15
E00110612,69.5,30.5
E00110613,81.9,18.1
E00110614,83,17
E00110615,83.5,16.5
E00110616,88.8,11.2
E00110617,87.5,12.5
E00110618,81,19
E00110619,83.3,16.7
E00110620,79.7,20.3
E00110621,88.8,11.2
E00110622,84.4,15.6
E00110623,78.3,21.7
E00110624,83.4,16.6
E00110625,87.6,12.4
E00110626,83.5,16.5
E00110627,81.8,18.2
E00110628,81,19
E00110629,77.9,22.1
E00110630,84.5,15.5
E00110631,84.9,15.1
E00110632,84.1,15.9
E00110633,83.7,16.3
E00110634,78.4,21.6
E00110635,70.6,29.4
E00110636,74.8,25.2
E00110637,76.3,23.7
E00110638,82.8,17.2
E00110639,85.4,14.6
E00110640,82.6,17.4
E00110641,82.9,17.1
E00110642,82.3,17.7
E00110643,87.7,12.3
E00110644,91.6,8.4
E00110645,80.5,19.5
E00110646,90.9,9.1
E00110647,85.1,14.9
E00110648,85,15
E00110649,86.9,13.1
E00110650,79.5,20.5
E00110651,85.3,14.7
E00110652,81.7,18.3
E00110653,87.1,12.9
E00110654,78.3,21.7
E00110655,83.3,16.7
E00110656,84.6,15.4
E00110657,85.1,14.9
E00110658,83.9,16.1
E00110659,82.2,17.8
E00110660,82.5,17.5
E00110661,82.7,17.3
E00110662,78.7,21.3
E00110663,90.7,9.3
E00110664,83.3,16.7
E00110665,86.4,13.6
E00110666,87.9,12.1
E00110667,84.4,15.6
E00110668,94.8,5.2
E00110669,85.7,14.3
E00110670,90.6,9.4
E00110671,83.1,16.9
