geography_code,disability_3a-001,disability_3a-002
E00011366,15.7,84.3
E00011531,10.3,89.7
E00011550,33.2,66.8
E00018828,12,88
E00018829,11.9,88.1
E00018830,12.6,87.4
E00018831,13.2,86.8
E00018832,7.5,92.5
E00018833,9.9,90.1
E00018834,8.9,91.1
E00021879,14.6,85.4
E00021880,12.9,87.1
E00021881,14.2,85.8
E00021884,13.3,86.7
E00021886,15.3,84.7
E00021888,15.4,84.6
E00021889,12.4,87.6
E00021890,15.9,84.1
E00021891,9.1,90.9
E00021892,16.2,83.8
E00021893,12.5,87.5
E00021894,7.1,92.9
E00021895,10.3,89.7
E00021896,13.5,86.5
E00021897,21.6,78.4
E00021899,15.3,84.7
E00021916,10.9,89.1
E00021919,13.1,86.9
E00021927,12.3,87.7
E00022049,15.3,84.7
E00022050,21.3,78.7
E00022051,18.9,81.1
E00022052,23.8,76.2
E00022053,24.4,75.6
E00022060,20.7,79.3
E00022061,13.3,86.7
E00022062,20.6,79.4
E00022063,18.1,81.9
E00022064,19.2,80.8
E00022065,22,78
E00022066,22.1,77.9
E00022067,14.4,85.6
E00022068,20.3,79.7
E00022069,17.5,82.5
E00108875,9,91
E00108876,13.2,86.8
E00108877,19,81
E00108879,10.7,89.3
E00108880,12,88
E00108881,10.7,89.3
E00108882,11.3,88.7
E00108883,10.6,89.4
E00108884,13.3,86.7
E00108885,10,90
E00108886,8.7,91.3
E00108887,18,82
E00108888,25.3,74.7
E00108889,12.8,87.2
E00108890,17.4,82.6
E00108891,12.3,87.7
E00108892,9.4,90.6
E00108893,23.7,76.3
E00108894,17.6,82.4
E00108901,13,87
E00108902,13.7,86.3
E00108925,26.2,73.8
E00108928,15,85
E00108932,13.7,86.3
E00108933,9.5,90.5
E00108934,13.7,86.3
E00108935,14.5,85.5
E00108936,12.6,87.4
E00108937,10.4,89.6
E00108938,10.8,89.2
E00108939,15,85
E00108940,14.1,85.9
E00108941,12.9,87.1
E00108942,24,76
E00108943,17.4,82.6
E00108944,15.7,84.3
E00108945,12.5,87.5
E00108946,15.3,84.7
E00108947,10.9,89.1
E00108948,13.9,86.1
E00108963,12.9,87.1
E00108964,7.1,92.9
E00108965,10.8,89.2
E00108966,12.1,87.9
E00108967,21.3,78.7
E00108968,9.8,90.2
E00108969,16,84
E00108970,11.7,88.3
E00108971,9.6,90.4
E00108972,18.6,81.4
E00108974,17.5,82.5
E00108987,9.1,90.9
E00108988,15.2,84.8
E00108989,12.8,87.2
E00108991,17.3,82.7
E00108992,10.3,89.7
E00108993,12.5,87.5
E00108994,18.4,81.6
E00108995,11.6,88.4
E00108997,25,75
E00108998,22.2,77.8
E00108999,16.9,83.1
E00109000,15.3,84.7
E00109001,7.8,92.2
E00109002,11.4,88.6
E00109003,10.5,89.5
E00109004,16.1,83.9
E00109009,12.4,87.6
E00109010,11,89
E00109011,11.9,88.1
E00109012,11,89
E00109032,6.5,93.5
E00109034,12.8,87.2
E00109035,16.8,83.2
E00109036,16.5,83.5
E00109037,16.9,83.1
E00109038,21.7,78.3
E00109039,9.3,90.7
E00109040,14,86
E00109041,11.3,88.8
E00109042,12.2,87.8
E00109043,15.7,84.3
E00109044,16.5,83.5
E00109045,16.7,83.3
E00109046,14.8,85.2
E00109047,19.7,80.3
E00109048,15.4,84.6
E00109049,16.8,83.2
E00109050,25,75
E00109051,16.8,83.2
E00109052,27.3,72.7
E00109053,9.7,90.3
E00109054,11.7,88.3
E00109055,13,87
E00109056,12.4,87.6
E00109057,13,87
E00109058,14.7,85.3
E00109059,18.4,81.6
E00109060,8.4,91.6
E00109061,15.8,84.2
E00109062,12.7,87.3
E00109063,14.8,85.2
E00109064,14.3,85.7
E00109065,8.5,91.5
E00109066,11.2,88.8
E00109067,12.1,87.9
E00109068,11.5,88.5
E00109069,7.5,92.5
E00109070,16.7,83.3
E00109071,10,90
E00109072,14.7,85.3
E00109078,12.2,87.8
E00109079,15,85
E00109080,13.6,86.4
E00109081,11.3,88.7
E00109082,16,84
E00109083,14.2,85.8
E00109084,12.5,87.5
E00109085,10.1,89.9
E00109086,17.8,82.2
E00109087,20.1,79.9
E00109088,10.6,89.4
E00110429,10.4,89.6
E00110430,16.5,83.5
E00110431,10.9,89.1
E00110432,19.6,80.4
E00110433,12.6,87.4
E00110434,15.9,84.1
E00110435,7.5,92.5
E00110436,15.3,84.7
E00110437,7.3,92.7
E00110438,10.1,89.9
E00110439,22.6,77.4
E00110440,13.1,86.9
E00110441,9.9,90.1
E00110442,11.6,88.4
E00110443,11.8,88.2
E00110444,29.2,70.8
E00110445,7.9,92.1
E00110446,15,85
E00110447,26.2,73.8
E00110448,10.7,89.3
E00110449,11.2,88.8
E00110450,8.7,91.3
E00110451,7.5,92.5
