geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00011366,98.1,1.9,0,0
E00011531,93.5,4.8,0,1.6
E00011550,96.5,0,0.9,2.6
E00018828,92.3,4.2,1.4,2.1
E00018829,93.8,4.5,0.9,0.9
E00018830,83.3,9.5,2.4,4.8
E00018831,85.7,7.1,1.8,5.4
E00018832,85.9,8.6,3.1,2.3
E00018833,92.9,3.1,0,3.9
E00018834,84.9,8.7,2.4,4
E00021879,96.4,2.7,0,0.9
E00021880,88.2,4.1,1.8,5.9
E00021881,85.7,4.8,0,9.5
E00021884,86.7,5.8,2.5,5
E00021886,88.8,7.7,0,3.5
E00021888,89.1,6.4,0.9,3.6
E00021889,78.7,4.4,4.9,12
E00021890,91.4,7.9,0,0.7
E00021891,80.8,8.6,3.3,7.3
E00021892,90.3,3.2,1.1,5.4
E00021893,88,7.8,0.6,3.6
E00021894,87.6,4.8,2.9,4.8
E00021895,90.1,4,0,5.9
E00021896,96.7,3.3,0,0
E00021897,92.8,5,0,2.2
E00021899,91.9,2.7,1.8,3.6
E00021916,88.5,7.1,0.9,3.5
E00021919,73.6,15.1,1.9,9.4
E00021927,95.4,2.3,0,2.3
E00022049,81.8,6.6,2.9,8.8
E00022050,83.6,10.4,1.5,4.5
E00022051,82.8,10.2,1.6,5.5
E00022052,80,8.6,2.9,8.6
E00022053,72.6,12.5,3,11.9
E00022060,83.3,9.2,0.8,6.7
E00022061,90.9,1.7,1.1,6.3
E00022062,83.9,10.7,2,3.4
E00022063,85.5,8,2.2,4.3
E00022064,83.3,5.3,5.3,6.1
E00022065,88.3,6.7,1.7,3.3
E00022066,85.6,9,1.8,3.6
E00022067,84.3,8.7,0.9,6.1
E00022068,89.2,6.2,0,4.6
E00022069,83.2,6.1,6.1,4.6
E00108875,96.7,3.3,0,0
E00108876,94.3,2.9,1.4,1.4
E00108877,89.2,6.3,0.9,3.6
E00108879,95.5,3,0.8,0.8
E00108880,95.9,1.6,1.6,0.8
E00108881,91.8,4.5,1.5,2.2
E00108882,92,3.8,1.3,3
E00108883,92.9,1.6,0,5.5
E00108884,95,1.7,1.7,1.7
E00108885,93.7,2.4,0,3.9
E00108886,91.2,2.2,0.7,5.9
E00108887,95.4,1.1,2.9,0.6
E00108888,99.1,0,0.9,0
E00108889,95,3.4,0.8,0.8
E00108890,94.2,1.6,0,4.1
E00108891,91.9,3,0.7,4.4
E00108892,90.3,4.5,1.5,3.7
E00108893,89.3,3.3,0,7.4
E00108894,94.5,3.7,0.6,1.2
E00108901,91.6,3.4,0,5
E00108902,90.4,2.8,0.8,6
E00108925,89.5,2.9,1.9,5.7
E00108928,92.9,3.9,0.6,2.6
E00108932,98.4,1.1,0,0.5
E00108933,98.5,0.8,0.8,0
E00108934,99,0,0,1
E00108935,97.9,0,0.7,1.4
E00108936,97.7,2.3,0,0
E00108937,98.4,1.6,0,0
E00108938,100,0,0,0
E00108939,100,0,0,0
E00108940,100,0,0,0
E00108941,98.3,0,0.8,0.8
E00108942,100,0,0,0
E00108943,96.6,3.4,0,0
E00108944,98.4,0.8,0,0.8
E00108945,98.2,1.8,0,0
E00108946,99.2,0.8,0,0
E00108947,99.2,0.8,0,0
E00108948,99.3,0,0,0.7
E00108963,95.7,2.9,0,1.4
E00108964,94.7,2.3,0.8,2.3
E00108965,91.4,2.2,1.4,5
E00108966,97.2,1.4,0,1.4
E00108967,97.7,1.6,0,0.8
E00108968,92.5,4.1,0.7,2.7
E00108969,90.6,6.4,0,2.9
E00108970,92.7,3.6,1.5,2.2
E00108971,96.3,2.2,0,1.5
E00108972,98.4,0.8,0,0.8
E00108974,90.9,3,0.8,5.3
E00108987,91.7,6.1,0.8,1.5
E00108988,94.9,2.5,0.8,1.7
E00108989,95.8,2.5,0.8,0.8
E00108991,97.6,0.8,0,1.6
E00108992,94.6,2.3,1.6,1.6
E00108993,97.2,1.4,0,1.4
E00108994,94.9,2.6,1.7,0.9
E00108995,96,2.4,0,1.6
E00108997,91,4.9,0,4.1
E00108998,96.2,1.5,1.5,0.8
E00108999,91,0.8,3.8,4.5
E00109000,91.4,6,1.7,0.9
E00109001,95.2,4,0,0.8
E00109002,94.8,1.5,0,3.7
E00109003,91.9,1.6,0.8,5.6
E00109004,97.2,1.4,0.7,0.7
E00109009,94.2,4.3,0,1.4
E00109010,91.4,6.3,1.6,0.8
E00109011,97.6,1.6,0,0.8
E00109012,93.6,4.3,0.7,1.4
E00109032,94.9,2.3,0.9,1.8
E00109034,93,2.6,2.6,1.8
E00109035,98.5,0,0.8,0.8
E00109036,100,0,0,0
E00109037,98.2,0.9,0,0.9
E00109038,95.1,3.3,0.8,0.8
E00109039,95.7,0,2.2,2.2
E00109040,98.6,0,1.4,0
E00109041,93.4,3.7,1.5,1.5
