geography_code,disability_3a-001,disability_3a-002
E00036438,31.9,68.1
E00036439,35.3,64.7
E00036440,14,86
E00036441,15.6,84.4
E00036442,31.5,68.5
E00036443,10.3,89.7
E00036444,14.7,85.3
E00036446,15.8,84.2
E00036447,21,79
E00036448,20.4,79.6
E00036449,25.6,74.4
E00036451,28.6,71.4
E00036452,19.3,80.7
E00036453,15.4,84.6
E00036454,21.6,78.4
E00036455,20.7,79.3
E00036456,18.1,81.9
E00036457,14.5,85.5
E00036458,29.2,70.8
E00036459,31.5,68.5
E00036460,17.6,82.4
E00036461,12.5,87.5
E00036462,25.9,74.1
E00036463,15.7,84.3
E00036464,13.5,86.5
E00036465,22.3,77.7
E00036466,18.4,81.6
E00036467,24,76
E00036474,26.4,73.6
E00036475,15.1,84.9
E00036477,15.5,84.5
E00036479,18.2,81.8
E00036481,14.9,85.1
E00036482,15,85
E00036484,15.6,84.4
E00036486,16.4,83.6
E00036487,24.8,75.2
E00036488,30.7,69.3
E00036489,32.7,67.3
E00036490,22.9,77.1
E00036785,31.8,68.2
E00036786,28.5,71.5
E00036791,22.1,77.9
E00036796,10.4,89.6
E00036806,14.5,85.5
E00036826,23.2,76.8
E00036828,25.6,74.4
E00036886,13.1,86.9
E00036894,14.6,85.4
E00036899,17.6,82.4
E00036931,13.8,86.2
E00036932,24,76
E00036933,21.4,78.6
E00036934,20.8,79.2
E00036935,19.3,80.7
E00036936,16.8,83.2
E00036937,17.5,82.5
W00001134,28.5,71.5
W00001135,32.7,67.3
W00001136,25.2,74.8
W00001138,26,74
W00001141,33.6,66.4
W00001142,22.7,77.3
W00001143,24.9,75.1
W00001145,31,69
W00001146,39.9,60.1
W00001147,23.5,76.5
W00001148,27.1,72.9
W00001149,26.2,73.8
W00001150,21.3,78.7
W00001151,20.6,79.4
W00001152,24.8,75.2
W00001153,30.7,69.3
W00001154,19.8,80.2
W00001162,31.4,68.6
W00001164,20.3,79.7
W00001166,22.3,77.7
W00001167,32.7,67.3
W00001169,27.1,72.9
W00001170,24.4,75.6
W00001171,37.6,62.4
W00001173,23.2,76.8
W00001174,30.7,69.3
W00001175,24.8,75.2
W00001176,25.8,74.2
W00001177,19.1,80.9
W00001178,29.2,70.8
W00001179,33.6,66.4
W00001180,25.7,74.3
W00001181,23.1,76.9
W00001536,27.3,72.7
W00001537,23.7,76.3
W00001541,37.3,62.7
W00001592,35.5,64.5
W00001593,26.6,73.4
W00001594,32.8,67.2
W00001595,22.1,77.9
W00001596,23.6,76.4
W00001597,23.5,76.5
W00010012,25.7,74.3
W00010013,21.7,78.3
W00010015,21,79
W00010016,15.8,84.2
