geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00139395,27.2,3.4,69.4
E00139396,59.2,4.5,36.3
E00139397,49.6,2.9,47.4
E00139398,66,4.3,29.7
E00139399,43.4,5,51.7
E00139400,54.2,4,41.8
E00139401,55.9,0.4,43.7
E00139402,45.3,6.7,48
E00139403,55.4,7.2,37.4
E00139404,48.9,5,46.2
E00139405,46.4,9.1,44.5
E00139406,50.7,6.2,43.1
E00139407,54.3,2.4,43.3
E00139408,49.2,8.8,42.1
E00139409,51.7,6.4,41.9
E00139410,44.6,9.6,45.8
E00139411,69.9,2.7,27.3
E00139412,44.9,4.7,50.5
E00139413,51.5,5.3,43.2
E00139414,61,4.7,34.3
E00139415,59,5.7,35.2
E00139416,61.7,3.8,34.4
E00139417,48.9,5.9,45.2
E00139419,51.4,4.8,43.8
E00139420,43.3,4.4,52.2
E00139421,47.2,1.7,51.1
E00139422,55.7,7.9,36.4
E00139424,42,17.7,40.3
E00139425,56.5,5,38.5
E00139427,63.8,6.7,29.5
E00139429,64.1,2.8,33.1
E00139430,70.3,3.3,26.4
E00139431,58.8,7,34.2
E00139432,63,5.2,31.8
E00139433,61.6,5.9,32.5
E00139434,52.3,8,39.7
E00139435,60.1,7.5,32.4
E00139436,47.1,6.3,46.6
E00139437,51.7,6.5,41.8
E00139438,61.7,0,38.3
E00139439,62.4,1.2,36.4
E00139440,66.5,1.4,32.1
E00139443,68.3,2,29.7
E00139445,70.9,0.4,28.7
E00139448,67.4,3,29.6
E00139450,64.7,3,32.3
E00139451,78.6,1.1,20.3
E00139453,44.4,0.4,55.2
E00139454,77.6,2.5,19.8
E00139457,59.7,2.4,37.9
E00139458,52.2,2.2,45.7
E00139460,58.3,2.3,39.4
E00139462,42.1,1.3,56.6
E00139464,50.2,0.4,49.4
E00139465,44,0.9,55.1
E00139468,54.8,2.4,42.8
E00139483,42.7,7.5,49.8
E00139488,45.2,5,49.8
E00139496,43.9,3.3,52.9
E00139509,52.7,3,44.3
E00139510,40.6,9.1,50.3
E00139511,43.3,2.8,54
E00139512,41.3,7.5,51.2
E00139513,37.3,7.4,55.4
E00139514,52.2,7.4,40.4
E00139515,44.8,0.6,54.6
E00139516,54,1.8,44.2
E00139517,50.5,5.9,43.6
E00139518,51.6,4.7,43.7
E00139519,48.2,6.8,45
E00139520,39.5,8.6,51.9
E00139521,41.6,8.2,50.2
E00139522,37.1,7.7,55.2
E00139523,45,8,47
E00139524,26.8,12.3,60.9
E00139525,35,8.9,56.1
E00139526,61.3,4.3,34.4
E00139527,48.9,2.2,48.9
E00139528,59.6,1.2,39.2
E00139529,52.4,1.7,45.9
E00139530,57.6,3.3,39
E00139534,58.4,2.2,39.4
E00139535,47.6,2.4,50
E00139536,49.8,1.2,49
E00139537,52,2.2,45.8
E00139538,47.8,7.2,45
E00139539,20.6,0.4,79
E00139540,51.5,3,45.6
E00139541,49.1,1.1,49.7
E00139542,72.3,2.5,25.2
E00139554,50.7,3.8,45.5
E00139555,53.1,3.8,43.1
E00139556,48.8,3.2,47.9
E00139557,54,2.5,43.6
E00139558,47.3,5.9,46.8
E00139559,41.1,4.8,54.2
E00139560,46.7,3.8,49.5
E00139561,48.3,5.4,46.3
E00139562,40.4,4,55.6
