geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00139395,99.1,0,0,0.9
E00139396,98.3,1.7,0,0
E00139397,95.8,1.4,1.4,1.4
E00139398,98.2,0.9,0,0.9
E00139399,99.3,0.7,0,0
E00139400,98.2,1.8,0,0
E00139401,99.2,0.8,0,0
E00139402,98.2,0,0,1.8
E00139403,98.8,0.6,0,0.6
E00139404,98.5,0,0,1.5
E00139405,100,0,0,0
E00139406,99.2,0.8,0,0
E00139407,100,0,0,0
E00139408,97.6,0,0.8,1.6
E00139409,100,0,0,0
E00139410,99.3,0,0,0.7
E00139411,99,0,0,1
E00139412,100,0,0,0
E00139413,97.4,0.9,0,1.7
E00139414,96.9,1,0,2
E00139415,97.7,0.8,1.6,0
E00139416,99.1,0,0,0.9
E00139417,94.4,2.4,0,3.2
E00139419,99.2,0,0.8,0
E00139420,97.4,1.7,0.9,0
E00139421,100,0,0,0
E00139422,97.9,0.5,0,1.6
E00139424,100,0,0,0
E00139425,98.1,1.9,0,0
E00139427,100,0,0,0
E00139429,98.3,0.9,0,0.9
E00139430,99.2,0.8,0,0
E00139431,96.8,1.9,0.6,0.6
E00139432,100,0,0,0
E00139433,98,1.4,0.7,0
E00139434,98.2,0.9,0.9,0
E00139435,98.1,0.9,0.9,0
E00139436,96.7,0.8,0,2.5
E00139437,95.3,1.6,1.6,1.6
E00139438,99.2,0,0,0.8
E00139439,99.1,0.9,0,0
E00139440,98.2,0.9,0,0.9
E00139443,99.3,0.7,0,0
E00139445,100,0,0,0
E00139448,100,0,0,0
E00139450,99.2,0,0,0.8
E00139451,100,0,0,0
E00139453,99.2,0.8,0,0
E00139454,99.2,0.8,0,0
E00139457,96.7,2.5,0.8,0
E00139458,100,0,0,0
E00139460,99.3,0.7,0,0
E00139462,99.2,0.8,0,0
E00139464,100,0,0,0
E00139465,99.2,0,0,0.8
E00139468,100,0,0,0
E00139483,97.7,0.8,0.8,0.8
E00139488,97.1,0.7,0.7,1.5
E00139496,99.1,0,0,0.9
E00139509,93.7,3.1,0,3.1
E00139510,95.2,0,0,4.8
E00139511,97.6,0,1.6,0.8
E00139512,97.5,0.8,0,1.7
E00139513,91,0.7,1.5,6.7
E00139514,98.2,0,0.9,0.9
E00139515,97.8,0.7,0,1.5
E00139516,100,0,0,0
E00139517,94.8,0.7,0,4.5
E00139518,97.6,2.4,0,0
E00139519,95.9,0.8,0,3.3
E00139520,96.3,1.5,0.7,1.5
E00139521,92.8,1.6,1.6,4
E00139522,97.7,0.8,0,1.5
E00139523,94.2,1.7,0.8,3.3
E00139524,98.1,0,0,1.9
E00139525,96.9,0.8,0.8,1.6
E00139526,99.2,0.8,0,0
E00139527,100,0,0,0
E00139528,98.8,1.2,0,0
E00139529,100,0,0,0
E00139530,98.4,0,0,1.6
E00139534,98.2,0.6,0,1.2
E00139535,99.1,0.9,0,0
E00139536,99.3,0.7,0,0
E00139537,100,0,0,0
E00139538,99.1,0.9,0,0
E00139539,100,0,0,0
E00139540,99.2,0.8,0,0
E00139541,99.2,0.8,0,0
E00139542,99,1,0,0
E00139554,99.2,0.8,0,0
E00139555,98.3,0,0,1.7
E00139556,96.6,1.7,0.9,0.9
E00139557,99.1,0.9,0,0
E00139558,97.4,1.7,0.9,0
E00139559,96.5,0,0,3.5
E00139560,98.3,0,0,1.7
E00139561,99.3,0.7,0,0
E00139562,100,0,0,0
E00139563,100,0,0,0
E00139564,99.2,0,0,0.8
E00139565,99.1,0.9,0,0
E00139566,97.8,0.7,0,1.5
E00139567,100,0,0,0
E00139568,98.3,0.6,0.6,0.6
E00139569,99.3,0.7,0,0
E00139572,97.2,1.4,0.7,0.7
E00139573,98.7,0.7,0.7,0
E00139574,99.2,0,0,0.8
E00139575,96.4,2.2,0.7,0.7
E00139576,98.4,1.1,0,0.5
E00139577,99.3,0.7,0,0
E00139578,99.1,0,0,0.9
E00139579,99.2,0,0,0.8
E00139580,99.2,0,0,0.8
E00139581,99.4,0,0.6,0
E00139582,99.2,0.8,0,0
E00139583,97.9,1.1,0.5,0.5
E00139585,96.7,0,0,3.3
E00139586,97.5,2.5,0,0
E00139587,99.2,0,0.8,0
E00139588,97,0.8,0.8,1.5
E00139589,97.7,1.5,0,0.8
E00139590,97.5,0,1.5,1
E00139591,97.5,1.7,0,0.8
E00139592,100,0,0,0
E00139593,98.9,0,0,1.1
E00139594,98.5,0,0.7,0.7
E00139595,99.2,0.8,0,0
E00139596,96.8,0,0,3.2
E00139597,96.7,0.8,0,2.5
E00139598,100,0,0,0
E00139599,98.3,0,0,1.7
E00139600,96.8,0.8,1.6,0.8
E00139601,97.6,1.6,0,0.8
E00139602,99.2,0,0.8,0
E00139603,98.4,0,0,1.6
E00139604,97.5,0,1.6,0.8
E00139605,100,0,0,0
E00139606,96.2,0,2.3,1.5
E00139607,100,0,0,0
E00139608,99.2,0.8,0,0
E00139609,98.1,0,0,1.9
E00139610,100,0,0,0
E00139611,98.3,0.9,0,0.9
E00139612,98.1,1,0,1
E00139639,100,0,0,0
E00139640,99.3,0.7,0,0
E00139641,98.5,1.5,0,0
E00139642,98.4,0.8,0,0.8
E00139643,100,0,0,0
E00139644,99.1,0.9,0,0
E00139645,100,0,0,0
E00139646,100,0,0,0
E00139647,100,0,0,0
E00139648,100,0,0,0
E00139649,99.2,0.8,0,0
E00139650,99.2,0.8,0,0
E00139651,99.2,0,0.8,0
E00139652,99.2,0,0.8,0
E00139653,99.3,0.7,0,0
E00139655,100,0,0,0
E00139656,97.2,2.1,0,0.7
E00139657,100,0,0,0
E00139658,100,0,0,0
E00139659,97.9,0.7,0,1.4
E00139660,97,0.8,0,2.3
E00139661,97.6,1.6,0,0.8
E00139662,98.2,0.6,0.6,0.6
E00139663,100,0,0,0
E00139664,99.2,0,0,0.8
E00139665,98.4,0.8,0,0.8
E00139666,99.1,0,0,0.9
E00139667,97.7,0.8,0,1.5
E00139668,99.3,0,0,0.7
E00139670,93.4,3.9,0.7,2
E00140051,100,0,0,0
E00140052,99.2,0,0,0.8
E00140054,100,0,0,0
E00140055,100,0,0,0
E00140056,97.7,0.8,0,1.5
E00140057,100,0,0,0
E00140058,99.2,0.8,0,0
E00140059,99.3,0,0,0.7
E00140060,99.2,0.8,0,0
E00140061,99.2,0,0,0.8
E00140063,100,0,0,0
E00140064,100,0,0,0
E00140092,99.3,0.7,0,0
E00140101,97.5,0.8,0,1.7
E00140105,98.4,1.6,0,0
E00140108,98.4,0,0.8,0.8
E00140110,100,0,0,0
E00140111,98.3,0.9,0.9,0
E00140124,98.5,1.5,0,0
E00140125,100,0,0,0
E00140126,98.8,0,1.2,0
E00140127,97.4,0,0,2.6
E00140128,98.2,0.9,0,0.9
E00140129,100,0,0,0
E00140130,99.3,0,0,0.7
E00140131,98.4,0,0.8,0.8
E00140132,97.2,1.9,0,0.9
E00140133,100,0,0,0
E00140134,95.5,0,4.5,0
E00140135,97.6,0,0.8,1.6
E00140136,97.7,0,0,2.3
E00140137,100,0,0,0
E00140150,100,0,0,0
E00140151,99.1,0.9,0,0
E00140152,97.5,0,0.8,1.6
E00140153,100,0,0,0
E00140154,100,0,0,0
E00140155,99.2,0.8,0,0
E00140156,99.2,0,0,0.8
E00140157,96.8,0,0,3.2
E00140158,98.2,0.9,0,0.9
E00140159,98.5,0.7,0,0.7
E00140161,100,0,0,0
E00140162,97.4,2.6,0,0
E00140163,96.8,1.6,0,1.6
E00140164,99.1,0,0,0.9
E00140194,100,0,0,0
E00140203,98.3,0.8,0,0.8
E00140205,99.2,0,0,0.8
E00140206,98.1,0,0,1.9
E00140207,95.4,0.9,0,3.7
E00140208,96.3,1.9,0.9,0.9
E00140209,97.1,2.1,0.7,0
E00140211,100,0,0,0
E00140212,98.6,0.7,0,0.7
E00140213,100,0,0,0
E00140214,97.8,0.7,0.7,0.7
E00140215,100,0,0,0
E00140216,100,0,0,0
E00140217,99.2,0,0,0.8
E00140218,98.5,1.5,0,0
E00140221,100,0,0,0
E00140222,98.4,1.6,0,0
E00140223,96.8,0.6,0,2.6
E00140224,99.1,0,0,0.9
E00140225,99.2,0.8,0,0
E00140226,99,0,1,0
E00140227,93.3,0,0,6.7
E00140228,100,0,0,0
E00140229,99.1,0.9,0,0
E00140230,99.3,0,0,0.7
E00140231,98.6,0.7,0,0.7
E00140232,100,0,0,0
E00140233,100,0,0,0
E00140234,100,0,0,0
E00140235,98.4,0.8,0,0.8
E00140236,96.8,0.8,0,2.4
E00140237,98.5,0.7,0,0.7
E00140238,99.2,0,0,0.8
E00140239,99.2,0,0,0.8
E00140240,97.7,0.8,0,1.5
E00140242,100,0,0,0
E00140243,99.4,0.6,0,0
E00140244,99.2,0.8,0,0
E00140245,98.8,0,1.2,0
E00176337,99.1,0,0.9,0
E00176339,98.9,1.1,0,0
E00176341,99.1,0.9,0,0
E00176346,98.3,0.8,0.8,0
E00176350,100,0,0,0
E00176351,98.3,1.7,0,0
E00176352,98.4,1.6,0,0
E00190016,99.1,0.9,0,0
E00190018,97.2,1.9,0,0.9
E00190026,99.2,0.8,0,0
E00190032,98.4,0.8,0,0.8
E00190051,98.4,0.8,0.8,0
E00190064,99.1,0.9,0,0
E00190067,97.7,1.6,0,0.8
E00190070,99.1,0.9,0,0
E00190074,100,0,0,0
E00190080,100,0,0,0
E00190082,99.2,0,0,0.8
E00190093,98.2,1.8,0,0
E00190097,100,0,0,0
E00190101,95.3,3.1,1.6,0
E00190102,100,0,0,0
E00190103,98.5,1.5,0,0
E00190104,97.3,2,0,0.7
E00190121,98.4,0,0,1.6
E00190126,99.2,0,0.8,0
E00190134,99.1,0.9,0,0
E00190138,94.1,5,0,1
E00190139,99.2,0.8,0,0
