areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00074458,97.4,2.6
E00074459,93.9,6.1
E00074460,96.3,3.7
E00074461,93,7
E00074462,96.3,3.7
E00074463,98.9,1.1
E00074464,92.7,7.3
E00074465,97,3
E00074466,96.7,3.3
E00074467,91.5,8.5
E00074468,91.7,8.3
E00074469,91.4,8.6
E00074470,96.6,3.4
E00074471,93.9,6.1
E00074472,94.2,5.8
E00074473,85.4,14.6
E00074474,95.9,4.1
E00074475,88,12
E00074476,94.3,5.7
E00074477,95.3,4.7
E00074478,98.6,1.4
E00074479,97.4,2.6
E00074480,96.2,3.8
E00074481,95.3,4.7
E00074482,96.7,3.3
E00074483,94.1,5.9
E00074484,98.5,1.5
E00074485,92.5,7.5
E00074587,97,3
E00074607,95.1,4.9
E00074608,97.1,2.9
E00074609,97.5,2.5
E00074610,93.9,6.1
E00074611,96.8,3.2
E00074612,96.9,3.1
E00074613,96.7,3.3
E00074614,95.3,4.7
E00074615,91.1,8.9
E00074616,89.3,10.7
E00074617,95,5
E00074618,95.2,4.8
E00074619,97.5,2.5
E00074620,96.9,3.1
E00074623,94.4,5.6
E00074625,94.1,5.9
E00074626,97.4,2.6
E00074627,94.2,5.8
E00074629,93.8,6.2
E00074630,94.9,5.1
E00074631,95.7,4.3
E00074633,96.6,3.4
E00074634,97.4,2.6
E00074635,93.9,6.1
E00074636,97.3,2.7
E00074637,93.9,6.1
E00074764,82.8,17.2
E00074765,75,25
E00074766,68,32
E00074767,78.2,21.8
E00074768,75.7,24.3
E00074769,83.9,16.1
E00074770,57.1,42.9
E00074771,65.7,34.3
E00074772,63.3,36.7
E00074773,87.6,12.4
E00074774,74.9,25.1
E00074775,83.5,16.5
E00074776,91.3,8.7
E00074777,80.8,19.2
E00074778,81.8,18.2
E00074779,82.3,17.7
E00074780,83.8,16.3
E00074781,72,28
E00074782,58.9,41.1
E00074783,69.8,30.2
E00074784,76.9,23.1
E00074785,86.6,13.4
E00074786,79.3,20.7
E00074787,78.2,21.8
E00074788,94,6
E00074789,92.4,7.6
E00074790,92.4,7.6
E00074791,93.2,6.8
E00074792,89.2,10.8
E00074793,95.8,4.2
E00074794,94.9,5.1
E00074795,95.8,4.2
E00074796,82.2,17.8
E00074797,83.9,16.1
E00074798,90,10
E00074799,84.5,15.5
E00074800,85.1,14.9
E00074801,85,15
E00074802,87.7,12.3
E00074803,89.1,10.9
E00074804,81.7,18.3
E00074805,79.3,20.7
E00074806,84.8,15.2
E00074807,90.7,9.3
E00074808,95.7,4.3
E00074809,93.7,6.3
E00074810,91,9
E00074811,89.4,10.6
E00074812,88.2,11.8
E00074813,87.2,12.8
E00074814,89.9,10.1
E00074815,94.3,5.7
E00074816,94.7,5.3
E00074817,95.2,4.8
E00074818,97.6,2.4
E00074819,86.3,13.7
E00074820,73.8,26.2
E00074821,78.9,21.1
E00074823,90.3,9.7
E00074824,83.6,16.4
E00074825,86,14
E00074826,81,19
E00074828,87.1,12.9
E00074829,94.5,5.5
E00074830,91.4,8.6
E00074831,98.6,1.4
E00074832,92.4,7.6
E00074833,94.8,5.2
E00074834,96,4
E00074835,88.1,11.9
E00074836,95.4,4.6
E00074837,87.8,12.2
E00074838,90,10
E00074839,92.7,7.3
E00074840,87.1,12.9
E00074841,87.9,12.1
E00074842,96,4
E00074843,93.7,6.3
E00074844,86.8,13.2
E00074845,91,9
E00074846,85.9,14.1
E00074847,82.5,17.5
E00074848,87.4,12.6
E00074849,80.8,19.2
E00074850,86.6,13.4
E00074851,91.2,8.8
E00074852,90.5,9.5
E00074853,80.7,19.3
E00074854,93.6,6.4
E00074855,93.8,6.2
E00074856,97,3
E00074857,94.3,5.7
E00074858,94.4,5.6
E00074859,97.1,2.9
E00074860,95.3,4.7
E00074861,88.2,11.8
E00074862,95.3,4.7
E00074863,93.5,6.5
E00074864,94.7,5.3
E00074865,93.4,6.6
E00074866,94.2,5.8
E00074867,95.5,4.5
E00074868,92.9,7.1
E00074869,96.1,3.9
E00074870,93,7
E00074871,92.7,7.3
E00074872,94.5,5.5
E00074873,97.1,2.9
E00074874,95.7,4.3
E00074875,94.2,5.8
E00074876,93.3,6.7
E00074877,95.2,4.8
E00074878,89.7,10.3
E00074879,90.2,9.8
E00074880,86.2,13.8
E00074881,96.8,3.2
E00074882,91.6,8.4
E00074883,94.5,5.5
E00074884,98.3,1.7
E00074885,93.8,6.3
E00074886,94.1,5.9
E00074887,93.5,6.5
E00074888,96.9,3.1
E00074889,94.4,5.6
