areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00074458,97.8,2.2,0
E00074459,33.9,4.6,61.5
E00074460,100,0,0
E00074461,91.9,8.1,0
E00074462,94.5,5.5,0
E00074463,94.1,5.9,0
E00074464,99.1,0.9,0
E00074465,73.9,0,26.1
E00074466,84.4,3.6,12
E00074467,90.2,9.8,0
E00074468,93,7,0
E00074469,35.4,64.6,0
E00074470,96.9,3.1,0
E00074471,95.1,4.9,0
E00074472,61.5,38.5,0
E00074473,97.4,2.6,0
E00074474,98.6,0.7,0.7
E00074475,98,2,0
E00074476,99.1,0.9,0
E00074477,64.7,35.3,0
E00074478,98.1,1.9,0
E00074479,97.4,2.6,0
E00074480,98.3,1.7,0
E00074481,91,9,0
E00074482,92.9,7.1,0
E00074483,92.4,7.6,0
E00074484,98.4,1.6,0
E00074485,72.9,27.1,0
E00074587,75.2,3.2,21.6
E00074607,59.3,4.9,35.8
E00074608,99.3,0.7,0
E00074609,100,0,0
E00074610,98.3,1.7,0
E00074611,97.6,2.4,0
E00074612,100,0,0
E00074613,99.2,0.8,0
E00074614,99.2,0.8,0
E00074615,99.2,0.8,0
E00074616,82.9,17.1,0
E00074617,98.7,1.3,0
E00074618,90.5,9.5,0
E00074619,100,0,0
E00074620,100,0,0
E00074623,95,5,0
E00074625,100,0,0
E00074626,21.8,4,74.3
E00074627,48.8,15.7,35.5
E00074629,98.1,1.9,0
E00074630,79.5,6.8,13.6
E00074631,89,6.8,4.2
E00074633,87.3,9.3,3.3
E00074634,99.3,0.7,0
E00074635,95.2,3.6,1.2
E00074636,97.5,1.7,0.8
E00074637,92.1,7.9,0
E00074764,32.5,67.5,0
E00074765,31.7,68.3,0
E00074766,37.3,62.7,0
E00074767,56.2,43.8,0
E00074768,23.3,75.5,1.3
E00074769,57.6,42.4,0
E00074770,6.5,93.5,0
E00074771,25.1,74.9,0
E00074772,22,78,0
E00074773,5.1,94.3,0.6
E00074774,16,84,0
E00074775,39.2,60.8,0
E00074776,4.1,95.1,0.8
E00074777,15.5,84.5,0
E00074778,5.7,94.3,0
E00074779,29.4,70.6,0
E00074780,30.8,69.2,0
E00074781,19.1,80.9,0
E00074782,21.8,77.6,0.6
E00074783,35.6,64.4,0
E00074784,33.3,66.7,0
E00074785,57.7,42.3,0
E00074786,34.3,65.2,0.6
E00074787,27.4,72.6,0
E00074788,100,0,0
E00074789,29.9,70.1,0
E00074790,99.3,0.7,0
E00074791,99,1,0
E00074792,100,0,0
E00074793,100,0,0
E00074794,100,0,0
E00074795,63.2,8.8,28.1
E00074796,34.6,65.4,0
E00074797,24.6,74.9,0.6
E00074798,9.9,90.1,0
E00074799,18.9,81.1,0
E00074800,46.4,53.6,0
E00074801,37.8,62.2,0
E00074802,28.9,71.1,0
E00074803,55.4,44.6,0
E00074804,35.7,64.3,0
E00074805,39.8,59.3,0.9
E00074806,30,70,0
E00074807,61.2,38.8,0
E00074808,99.2,0.8,0
E00074809,90,10,0
E00074810,41.5,58.5,0
E00074811,69.7,30.3,0
E00074812,69.4,30.6,0
E00074813,77.7,22.3,0
E00074814,100,0,0
E00074815,85.7,13.4,0.8
E00074816,86,14,0
E00074817,97.5,2.5,0
E00074818,90.5,9.5,0
E00074819,75.8,4.9,19.2
E00074820,38.4,61.6,0
E00074821,49.5,50.5,0
E00074823,99.3,0.7,0
E00074824,82.1,17.9,0
E00074825,84.5,15.5,0
E00074826,79.6,20.4,0
E00074828,81.8,18.2,0
E00074829,84.6,14.6,0.8
E00074830,68.2,31.8,0
E00074831,98.3,1.7,0
E00074832,96.6,3.4,0
E00074833,93.2,6.8,0
E00074834,92.7,6.5,0.8
E00074835,80,20,0
E00074836,100,0,0
E00074837,67.5,32.5,0
E00074838,85.7,14.3,0
E00074839,51.8,48.2,0
E00074840,49,51,0
E00074841,53.9,30.4,15.7
E00074842,88.7,11.3,0
E00074843,97.9,2.1,0
E00074844,89.7,10.3,0
E00074845,85.6,14.4,0
E00074846,43.7,56.3,0
E00074847,98.2,1.8,0
E00074848,64.7,35.3,0
E00074849,81.8,18.2,0
E00074850,87,13,0
E00074851,61.6,38.4,0
E00074852,98.6,0.7,0.7
E00074853,54.5,45.5,0
E00074854,100,0,0
E00074855,94.4,5.6,0
E00074856,99.2,0.8,0
E00074857,95.9,4.1,0
E00074858,100,0,0
E00074859,92,8,0
E00074860,98.4,1.6,0
E00074861,95.5,4.5,0
E00074862,93.4,6.6,0
E00074863,96.1,3.9,0
E00074864,100,0,0
E00074865,75.4,24.6,0
E00074866,94.1,5.9,0
E00074867,92.2,7.8,0
E00074868,12.7,87.3,0
E00074869,100,0,0
E00074870,63.2,36.8,0
E00074871,63.2,36.8,0
E00074872,100,0,0
E00074873,98.3,1.7,0
E00074874,99.2,0.8,0
E00074875,86.6,13.4,0
E00074876,98.3,1.7,0
E00074877,96.7,3.3,0
E00074878,93.8,6.2,0
E00074879,64.3,35.7,0
E00074880,63.6,36.4,0
E00074881,97.6,2.4,0
E00074882,78.4,21.6,0
E00074883,99.2,0.8,0
E00074884,97.6,2.4,0
E00074885,86.8,13.2,0
E00074886,92,8,0
E00074887,74.1,25.9,0
E00074888,89.5,10.5,0
E00074889,100,0,0
E00074890,99.2,0.8,0
E00074891,100,0,0
E00074892,79.6,19.4,0.9
E00074893,97.1,2.9,0
E00074894,98.7,1.3,0
E00074895,99.3,0.7,0
E00074896,96.7,3.3,0
E00074897,100,0,0
E00074898,100,0,0
E00074899,100,0,0
E00074900,100,0,0
E00074901,97.5,2.5,0
E00074902,95.9,4.1,0
E00074903,98.5,1.5,0
E00074904,92,8,0
E00074905,96.5,2.7,0.9
E00074906,84,16,0
E00074907,46.3,53.7,0
E00074908,58.9,41.1,0
E00074909,100,0,0
E00074910,100,0,0
E00074911,99.2,0,0.8
E00074912,95.9,4.1,0
E00074913,99.3,0,0.7
E00074914,89.3,10.7,0
E00074915,97.1,2.9,0
E00074916,91.5,8.5,0
E00074917,100,0,0
E00074918,100,0,0
E00074919,83.2,11.7,5.1
E00074920,35.1,64.9,0
E00074921,93.9,6.1,0
E00074922,88,12,0
E00074923,77.7,22.3,0
E00074924,88.4,11.6,0
E00074925,45,55,0
E00074926,65.2,34.8,0
E00074927,80,19.3,0.7
E00074928,46,54,0
E00074929,95.2,4.8,0
E00074930,65.6,34.4,0
E00074932,69.8,30.2,0
E00074933,91.3,7.8,0.9
E00074934,88.7,11.3,0
E00074935,39,61,0
E00074936,12.1,87.9,0
E00074937,32.2,67.8,0
E00074938,79.5,20.5,0
E00074939,88.6,11.4,0
E00074940,65,35,0
E00074941,72.6,27.4,0
E00074942,47.4,52.6,0
E00074943,69.4,30.6,0
E00074944,84.4,15.6,0
E00074945,64.7,35.3,0
E00074946,55.8,44.2,0
E00074947,62.6,37.4,0
E00074948,72.7,27.3,0
E00074949,60.6,39.4,0
E00074950,99.1,0.9,0
E00074951,100,0,0
E00074952,100,0,0
E00074953,72.4,27.6,0
E00074954,75.7,24.3,0
E00074956,96.2,3.8,0
E00074957,100,0,0
E00074958,100,0,0
E00074959,66.7,33.3,0
E00074960,100,0,0
E00074961,99.2,0.8,0
E00074962,58.1,41.9,0
E00074963,61.4,38.6,0
E00074964,98.3,1.7,0
E00074965,100,0,0
E00074966,99.2,0.8,0
E00074967,89.2,10.8,0
E00074969,99,1,0
E00074970,100,0,0
E00074971,98.2,0.9,0.9
E00074972,99.2,0.8,0
E00074973,99.2,0.8,0
E00074974,99.2,0.8,0
E00074975,97.7,2.3,0
E00074976,97.1,2,1
E00074977,97.5,2.5,0
E00074978,99.1,0.9,0
E00074979,98.4,0.8,0.8
E00074980,92.1,7.9,0
E00074981,72.5,27.5,0
E00074982,72.8,27.2,0
E00074983,97.2,2.8,0
E00074984,62.1,37.9,0
E00074985,8.8,91.2,0
E00074986,80.7,19.3,0
E00074988,6.5,93.5,0
E00074989,34.9,65.1,0
E00074990,25.4,74.6,0
E00074991,24.8,75.2,0
E00074992,96,4,0
E00074993,8.4,91.6,0
E00074994,35.3,64,0.7
E00074995,75.5,24.5,0
E00074996,8.2,91.8,0
E00074997,32.2,67.8,0
E00074998,10.6,89.4,0
E00074999,20.1,79.9,0
E00075000,69,31,0
E00075001,87,13,0
E00075002,29.1,70.9,0
E00075003,9.1,90.2,0.7
E00075004,4.5,95.5,0
E00075005,37,63,0
E00075006,9.7,90.3,0
E00075007,29.3,70.7,0
E00075008,14,86,0
E00075009,79.7,20.3,0
E00075010,8.8,91.2,0
E00075011,38.6,61.4,0
E00075012,10.1,89.9,0
E00075013,15.6,84.4,0
E00075014,94.2,5.8,0
E00075015,5,95,0
E00075016,18.5,80.6,0.9
E00075017,51.7,47.4,0.9
E00075065,93.4,2.6,3.9
E00075066,98.8,1.2,0
E00075068,99.2,0.8,0
E00075069,92.4,7.6,0
E00075070,98.4,1.6,0
E00075071,91.4,8.6,0
E00075073,79.9,20.1,0
E00075074,86.7,13.3,0
E00075075,91.5,8.5,0
E00075076,100,0,0
E00075077,90.7,7,2.3
E00075078,100,0,0
E00075079,82.6,17.4,0
E00075081,99.1,0.9,0
E00075082,87.8,12.2,0
E00075084,98.4,1.6,0
E00075085,93.5,5.2,1.3
E00075087,62.2,37.8,0
E00075088,90.8,9.2,0
E00075089,99.1,0.9,0
E00148132,100,0,0
E00148133,48.1,51.9,0
E00148134,77.9,22.1,0
E00148135,86.7,13.3,0
E00148137,75.2,24.8,0
E00148138,79.1,20.2,0.8
E00148139,95.4,3.2,1.4
E00148140,95.5,4.5,0
E00148141,97.6,0.8,1.6
E00148142,98.5,1.5,0
E00148143,99.3,0.7,0
E00148144,97.8,0,2.2
E00148145,79.9,3.1,17
E00148146,79.9,18.8,1.3
E00148147,97.2,2.8,0
E00148148,95.3,4.7,0
E00148149,74.5,12.3,13.2
E00148150,67.8,2.3,29.9
E00148151,52.9,36.8,10.3
E00148152,88,3.5,8.5
E00148153,99.2,0.8,0
E00148154,95.6,2.5,1.9
E00148155,98.6,1.4,0
E00148156,98.3,1.7,0
E00148157,97.5,0.8,1.7
E00148158,98.2,0.9,0.9
E00148278,58.9,41.1,0
E00148279,100,0,0
E00148280,20,80,0
E00148281,95.2,4.8,0
E00148282,29.8,70.2,0
E00148283,96.7,3.3,0
E00148284,95.2,4.8,0
E00148285,92.4,7.6,0
E00148286,97.7,2.3,0
E00148287,87.4,10.3,2.3
E00148288,86.4,10.7,2.9
E00148289,99.2,0.8,0
E00148290,90.6,9.4,0
E00148291,98.4,1.6,0
E00148292,45.4,54.6,0
E00148293,94.2,5.8,0
E00148294,100,0,0
E00148295,97.6,2.4,0
E00148296,100,0,0
E00148297,47.8,51.5,0.7
E00148298,99.2,0.8,0
E00148299,10,90,0
E00148300,69.7,30.3,0
E00148301,99.2,0.8,0
E00148302,71.1,28.1,0.8
E00148303,100,0,0
E00148304,100,0,0
E00148305,98.6,1.4,0
E00148306,95.1,4.9,0
E00148307,99.2,0,0.8
E00148308,100,0,0
E00148309,100,0,0
E00148310,100,0,0
E00148311,81.1,18.9,0
E00148312,47.4,52.6,0
E00148313,54.1,45.9,0
E00148314,100,0,0
E00148315,39.7,58.8,1.5
E00148316,75.2,24.8,0
E00148317,91.1,8.9,0
E00148318,93.3,6.7,0
E00148319,99.3,0.7,0
E00148320,99.2,0.8,0
E00148321,67.1,32.9,0
E00148341,93.5,4.8,1.6
E00148347,100,0,0
E00148375,52.5,47.5,0
E00148376,100,0,0
E00148377,99.1,0,0.9
E00148378,82.7,17.3,0
E00148379,27.6,72.4,0
E00148380,80.8,19.2,0
E00148381,72.9,26.6,0.5
E00148382,92.1,7.9,0
E00148383,100,0,0
E00148384,87.8,12.2,0
E00148385,97,2.3,0.8
E00148386,100,0,0
E00148387,89.8,10.2,0
E00148388,83.7,11.9,4.4
E00148389,67.7,32.3,0
E00148390,82.6,15.9,1.5
E00148391,86.3,13.7,0
E00148392,86.5,13,0.5
E00148394,97.5,2.5,0
E00148395,10.7,88.5,0.8
E00148396,97.5,2.5,0
E00148397,99,0,1
E00148398,82.1,1.7,16.2
E00148399,91.3,7.7,1
E00148400,98.1,1.9,0
E00148401,94.2,1.7,4.2
E00148402,88.9,7.9,3.2
E00148403,96.8,0.8,2.4
E00148404,93,7,0
E00148405,83.5,4.3,12.2
E00148406,98.3,0.8,0.8
E00148407,95.2,4.8,0
E00148408,97.7,2.3,0
E00148409,94,1.5,4.5
E00148424,99.1,0,0.9
