geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00067924,54.1,3.8,42.1
E00067925,57.3,3.2,39.5
E00067936,52.1,4.7,43.3
E00067937,40,2.7,57.4
E00067938,53.6,4.5,41.8
E00067939,51.3,4.2,44.5
E00067940,50.4,3.8,45.8
E00068006,51,6.2,42.7
E00068007,52.3,2.9,44.8
E00068008,55.1,3.7,41.2
E00068009,54,6.8,39.2
E00068010,66,2.8,31.2
E00068011,66.7,3.3,30
E00068012,55.8,4.3,39.9
E00068014,52.5,2.7,44.8
E00068015,57.5,3.3,39.2
E00068016,63.6,5.4,31
E00068017,65.1,4.1,30.7
E00068018,60.6,2.7,36.7
E00068019,68.3,2.6,29.1
E00068020,66.1,4,29.9
E00068021,48.4,6.5,45.1
E00068022,55.6,3.4,41
E00068023,45.8,2.9,51.3
E00068024,54.3,3,42.7
E00068025,40.4,4,55.6
E00068026,53.6,8.6,37.8
E00068027,56.1,6.8,37.1
E00068028,44.6,3,52.4
E00068029,49,10.9,40.2
E00068030,51.3,8.5,40.3
E00068031,55.3,6.4,38.3
E00068032,57.4,8.8,33.7
E00068033,42.1,4.4,53.5
E00068034,50.2,9.8,40
E00068035,51.1,2.7,46.2
E00068036,68.4,2.8,28.8
E00068037,67.3,2.1,30.6
E00068038,38.7,4.7,56.6
E00068040,53.1,4.1,42.8
E00068041,41.9,4.5,53.6
E00068042,54.1,5.5,40.4
E00068043,69.4,3.4,27.2
E00068044,58.6,6.2,35.2
E00068045,59.7,5,35.3
E00068046,74.8,0.5,24.8
E00068047,50.1,3,46.9
E00068048,61.5,3.5,34.9
E00068049,48.2,3.6,48.2
E00068050,53.5,3.7,42.8
E00068051,68.6,6.7,24.7
E00068052,61,3.8,35.2
E00068053,56.2,3.7,40.1
E00068054,62.4,4.5,33.1
E00068061,40.9,8,51
E00068064,52.2,5.4,42.4
E00068090,45.2,6,48.8
E00068091,39.8,4.4,55.8
E00068092,45,6.5,48.5
E00068093,42.5,4.6,52.9
E00068094,33.8,3.4,62.7
E00068097,52.9,4.1,43
E00068098,46.2,10.2,43.6
E00068099,44.7,4.6,50.7
E00068100,42.7,2.1,55.2
E00068101,53.5,3.3,43.2
E00068102,43.1,1.9,55
E00068103,56,5.1,38.9
E00068104,62.3,3.3,34.4
E00068105,48.2,3.9,47.9
E00068106,50.4,1.8,47.9
E00068107,62.4,2.7,34.9
E00068108,58,4.1,38
E00068109,62.9,2.7,34.5
E00068110,72.1,8.1,19.8
E00068111,53.3,1.8,44.9
E00068112,45.5,3.9,50.6
E00068113,58,2.6,39.4
E00068114,61.5,2.9,35.7
E00068115,55.4,2.8,41.8
E00068116,58.2,1.7,40.2
E00068117,58.8,2.7,38.4
E00068118,58.3,4.4,37.3
E00068119,58.6,1.3,40.2
E00068120,65.4,2.1,32.5
E00068121,54.2,2.3,43.5
E00068122,43.3,3.4,53.4
E00068123,48.3,4.1,47.6
E00068124,52.7,2,45.3
E00068125,42.1,2.6,55.3
E00068126,53.3,2.2,44.5
E00068127,46.5,1.7,51.7
E00068128,54.7,2.7,42.6
E00068129,58.8,3.5,37.7
E00068130,50.7,1.9,47.4
E00068131,40.9,2.8,56.3
E00068132,64.8,1.6,33.5
E00068133,39.3,2.2,58.4
E00068134,52.3,3.6,44.1
E00068135,43.4,6.8,49.8
E00068136,59.8,3.5,36.7
E00068137,54.8,3.3,41.9
E00068138,62.1,2.3,35.6
E00068139,46,4.8,49.2
E00068140,64.3,2.1,33.7
E00068141,57.4,2.8,39.8
E00068142,48.8,6.1,45.1
E00068143,53.4,2.2,44.4
E00068144,43.4,2.7,53.8
E00068145,59.9,4.8,35.3
E00068146,53.5,4.1,42.4
E00068147,45,5,50
E00068148,49.2,7.5,43.2
E00068149,53.8,0,46.2
E00068150,69.4,1.2,29.4
E00068151,56.4,4.1,39.5
E00068152,62.3,4.2,33.6
E00068153,58.6,7.2,34.2
E00068154,44.2,4.8,51.1
E00068155,49.6,2.3,48.1
E00068156,69.1,2.2,28.7
E00068157,51,7.2,41.8
E00068158,56.1,6.6,37.3
E00068159,70.5,1.8,27.7
E00068160,60.7,3.5,35.8
E00068161,49.8,1.3,48.9
E00068162,59.7,2.1,38.1
E00068163,55.2,3.7,41.1
E00068164,62.1,2.8,35.2
E00068165,31,2.7,66.4
E00068166,55.8,2.8,41.4
E00068167,59.7,2.6,37.8
E00068168,51.1,3.5,45.4
E00068169,58.4,1.1,40.5
E00068170,47.9,5.5,46.6
E00068171,61.5,2.6,35.9
E00068172,51.2,2.7,46.1
E00068173,52.1,2.6,45.3
E00068174,55.5,3.3,41.2
E00068175,42.5,3.1,54.4
E00068176,57.1,2.9,40
E00068177,60,3.5,36.5
E00068178,37,1.9,61.1
E00068179,58.2,6.3,35.5
E00068180,56.2,0.5,43.3
E00068181,61.5,3.8,34.7
E00068182,60.9,3.8,35.2
E00068183,61.5,3.5,35
E00068184,42,3.7,54.3
E00068185,69.1,3.8,27.1
E00068186,57.4,4.2,38.4
E00068187,36.1,4.5,59.4
E00068231,52.8,2.7,44.5
E00068232,40.1,3.1,56.8
E00068233,64.7,1.5,33.8
E00068234,62.2,2.1,35.7
E00068235,55.5,0.6,43.9
E00068236,73,6.2,20.7
E00068237,73.9,2.3,23.7
E00068238,59.1,0,40.9
E00068239,62.7,3.2,34
E00068241,58.2,1.9,39.9
E00068242,74.2,1.5,24.2
E00068243,58.6,1.4,40
E00068244,69,2,29
E00068245,56.5,3.3,40.2
E00068246,54.2,7.2,38.6
E00068247,61.7,3,35.2
E00068248,41.9,5.1,52.9
E00068249,62.8,4.1,33.1
E00068250,54,2.9,43.1
E00068252,32.7,3,64.3
E00068253,32.7,2.8,64.5
E00068254,60.6,2.2,37.2
E00068255,53.3,1.9,44.8
E00068256,31.9,2.9,65.2
E00068257,39.4,4.2,56.4
E00068258,59.2,4.9,35.9
E00068259,52.6,4,43.4
E00068260,52.9,1,46.1
E00068261,55.7,2.8,41.5
E00068262,49.2,2.3,48.6
E00068263,69.6,4.9,25.5
E00068265,64.7,2.1,33.2
E00068266,57.4,2.6,40
E00068267,60.3,1.3,38.4
E00068268,49.1,0.9,50
E00068269,44.6,3.4,52
E00068270,57.5,3.7,38.8
E00068271,56.8,2.6,40.6
E00068360,59.8,3.1,37.2
E00068361,43.9,3.7,52.4
E00068362,46.7,1.8,51.5
E00068364,62.1,1.6,36.3
E00068365,63.4,0.5,36.1
E00068366,69.7,1.9,28.5
E00068367,64.7,2.5,32.8
E00068368,72,2.2,25.9
E00068369,59.9,2.4,37.7
E00068370,52.2,2,45.9
E00068371,69.3,3.8,26.8
E00068372,57.9,2.1,39.9
E00068373,52.6,3.2,44.3
E00068374,59.8,0,40.2
E00068375,70,3.9,26.1
E00068376,60.1,6,33.9
E00068377,51.1,4.8,44.1
E00068381,48.6,2.2,49.3
E00068386,55.4,3.3,41.3
E00068387,52.2,2.7,45.1
E00068388,60.6,5.5,33.9
E00068389,61.4,2.8,35.9
E00068390,56.5,3,40.5
E00068391,65.3,1.2,33.4
E00068392,56.3,1.7,42
E00068393,59.6,1.4,39
E00068394,55.4,3.7,41
E00068395,53.8,4.8,41.3
E00068396,55.6,0.4,44
E00068397,48.5,3.9,47.6
E00068443,45.5,2.7,51.8
E00068444,55.6,4.1,40.2
E00068445,51.3,1.1,47.5
E00068446,60,0.4,39.6
E00068447,55,1.4,43.7
E00068449,52.8,0.5,46.8
E00068450,33.7,1.5,64.8
E00068451,54.9,3.1,42
E00068452,53.8,2.1,44.1
E00068453,55.4,1.8,42.8
E00068481,49.4,3,47.6
E00068482,56.7,0.8,42.5
E00068483,42.7,0.4,56.9
E00068484,50.2,2.9,46.9
E00068485,60.4,0.4,39.2
E00068486,33.1,1.2,65.7
E00068487,57.9,7.3,34.8
E00068488,48.5,5.4,46
E00068489,53.9,6.3,39.8
E00068490,50.1,3,46.9
E00068491,54.1,10.5,35.4
E00068492,47.3,4.1,48.5
E00068493,45.2,6.1,48.8
E00068494,46.3,2.5,51.2
E00068495,49.1,6.9,44.1
E00068496,46.4,2.9,50.7
E00068497,47.3,9.6,43.1
E00068498,49.7,3.3,47
E00068500,52.4,3.6,44
E00068501,48.1,6.3,45.6
E00068502,50.8,5.5,43.7
E00068503,47,7.5,45.6
E00068504,51.7,5.5,42.8
E00068505,56.3,4,39.8
E00068506,51.5,9,39.5
E00068507,51.6,3.8,44.6
E00068508,9.5,0.9,89.7
E00068509,55.2,1.6,43.2
E00068510,54.6,6.8,38.6
E00068511,48.7,8.7,42.6
E00068512,43.6,5.7,50.8
E00068513,61,3.4,35.6
E00068514,53.2,7.1,39.6
E00068516,47,6.8,46.2
E00068517,34.9,7.5,57.6
E00068518,34.6,8.7,56.7
E00068519,31.8,5.7,62.5
E00068520,48.3,4.8,46.9
E00068521,42.3,6.7,51
E00068522,50,4.9,45.1
E00068523,51.6,3.2,45.2
E00068524,37.7,4.6,57.6
E00068525,42.1,8.5,49.4
E00068526,56.2,5.5,38.3
E00068527,46.3,5.9,47.7
E00068528,47.3,4.7,48
E00068573,57.6,5.3,37.2
E00068574,62.2,2.9,34.9
E00068575,53.4,2.9,43.7
E00068576,55.1,2.7,42.2
E00068577,50.6,3.1,46.3
E00068578,40.7,3.7,55.7
E00068579,51.3,1.3,47.5
E00068580,55.7,2,42.2
E00068581,57.1,3.1,39.8
E00068583,58.4,5.4,36.2
E00068584,55.1,6,38.9
