geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00067924,14.2,31.5,29.9,24.4
E00067925,27.3,35.4,29.3,8.1
E00067936,14.1,39.1,31.3,15.6
E00067937,19.7,28.7,33.1,18.5
E00067938,19,32.5,31.7,16.7
E00067939,16.4,48.6,22.9,12.1
E00067940,11.4,51.4,25.7,11.4
E00068006,33.6,45.3,16.4,4.7
E00068007,38.6,40,18.6,2.9
E00068008,19.3,46.9,23.4,10.3
E00068009,35.5,40,17.4,7.1
E00068010,14.8,48.5,28.4,8.3
E00068011,39.1,50,10.9,0
E00068012,36.4,46.8,14.9,1.9
E00068014,21.1,48.8,22,8.1
E00068015,26.8,50,17.9,5.4
E00068016,23,46.7,26.7,3.7
E00068017,30.4,48.6,19.6,1.4
E00068018,10.8,45,31.5,12.6
E00068019,23.9,36.8,30.8,8.5
E00068020,18.1,44,28.4,9.5
E00068021,31,42.2,21.6,5.2
E00068022,9.3,49.5,26.2,15
E00068023,21.1,44.5,30.5,3.9
E00068024,24.8,38.9,23.9,12.4
E00068025,41.9,42.7,12.1,3.2
E00068026,30.7,32.5,29.8,7
E00068027,26.1,42.3,27.9,3.6
E00068028,28.9,40.4,21.1,9.6
E00068029,66.5,27.1,5.2,1.3
E00068030,28.8,43.2,22.5,5.4
E00068031,32.2,50,16.9,0.8
E00068032,27.2,49.6,18.4,4.8
E00068033,38.1,45.4,11.3,5.2
E00068034,51.4,35.8,10.1,2.8
E00068035,35.7,46.9,14,3.5
E00068036,19.5,53.4,22,5.1
E00068037,14.1,47.9,30.1,8
E00068038,45.8,42.1,11.2,0.9
E00068040,37.5,47.3,12.5,2.7
E00068041,33.8,58.8,7.4,0
E00068042,47.8,41.1,8.9,2.2
E00068043,36.3,40.8,19.1,3.8
E00068044,42.6,41.1,11.9,4.5
E00068045,24.6,43.1,19.2,13.1
E00068046,41.3,41.3,14.7,2.8
E00068047,31.8,48.4,14.3,5.5
E00068048,19.1,53.8,23.1,4
E00068049,43.2,38.5,17.8,0.6
E00068050,25.2,41.2,26,7.6
E00068051,35.5,37.6,21.5,5.4
E00068052,23.9,44.2,26.1,5.8
E00068053,24.2,46.6,23.6,5.6
E00068054,34.2,40.3,20.1,5.4
E00068061,39,40.9,16.4,3.8
E00068064,22,38.6,25,14.4
E00068090,31.9,45.1,15.9,7.1
E00068091,64.5,21.8,7.3,6.4
E00068092,34.5,43.4,12.4,9.7
E00068093,36.9,40.4,12.8,9.9
E00068094,60.2,22.1,16.8,0.9
E00068097,37.3,34.5,19.1,9.1
E00068098,49,35.9,13.1,2
E00068099,60.5,29.3,8.2,2
E00068100,54.2,35.4,9.7,0.7
E00068101,15.4,52.9,22.8,8.8
E00068102,38.9,39.7,15.1,6.3
E00068103,18.3,50.8,23.8,7.1
E00068104,11.8,55.3,21.7,11.2
E00068105,15.4,44.9,30.1,9.6
E00068106,10.2,33.9,39,16.9
E00068107,14.6,37.2,31.4,16.8
E00068108,24.8,45.3,22.4,7.5
E00068109,10.8,44.2,28.3,16.7
E00068110,11.8,50,27.5,10.8
E00068111,17.5,42.1,31.7,8.7
E00068112,16.1,45.5,31.3,7.1
E00068113,16.9,42.4,31.4,9.3
E00068114,19.2,41.7,30,9.2
E00068115,15.2,41.6,32,11.2
E00068116,6.4,50,27.7,16
E00068117,11.8,43.3,33.1,11.8
E00068118,9.6,47,30.4,13
E00068119,7.1,49.1,34.8,8.9
E00068120,14.6,41.6,28.5,15.3
