geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00067924,39.3,18,22.3,20.4
E00067925,38.6,21.4,17.2,22.8
E00067936,44.2,18.4,20.5,16.8
E00067937,43.4,18.7,29.7,8.2
E00067938,40.8,16.8,27.4,15.1
E00067939,44.6,16.3,19.6,19.6
E00067940,39.8,18,19.5,22.7
E00068006,54,24.2,9.7,12.1
E00068007,50,16.7,18.3,15.1
E00068008,40.3,15.7,26.9,17.2
E00068009,47.8,25,20.6,6.6
E00068010,47.8,17.2,20.4,14.5
E00068011,54.3,12.9,22.1,10.7
E00068012,50.7,17.6,16.2,15.5
E00068014,58.1,14.5,17.9,9.4
E00068015,58.5,15.1,15.1,11.3
E00068016,54.9,14.4,18.3,12.4
E00068017,57.8,16.1,16.1,9.9
E00068018,44.5,13.9,27,14.6
E00068019,54.5,15.6,16.2,13.6
E00068020,56.8,16.4,13,13.7
E00068021,51.5,15.5,21.4,11.7
E00068022,59,12.8,17.1,11.1
E00068023,56.5,17.4,18.3,7.8
E00068024,50.4,17.3,15,17.3
E00068025,60.7,17.9,7.1,14.3
E00068026,55.6,17.9,17.1,9.4
E00068027,59,12.7,13.4,14.9
E00068028,51.4,14,15.9,18.7
E00068029,46.6,24.6,14.4,14.4
E00068030,56.3,19.3,6.7,17.6
E00068031,63.1,16.2,6.9,13.8
E00068032,59.6,18.5,8.2,13.7
E00068033,63.6,13.6,10.6,12.1
E00068034,59.5,16.3,11.1,13.1
E00068035,40.7,20.4,24.1,14.8
E00068036,48.3,19.2,18.3,14.2
E00068037,45.3,16.7,22.4,15.6
E00068038,42.7,20.7,20.7,15.9
E00068040,42.4,13.1,30.3,14.1
E00068041,64.1,12.8,7.7,15.4
E00068042,58.7,21.3,13.3,6.7
E00068043,59.6,14.8,16.4,9.3
E00068044,54.5,15.2,17.7,12.6
E00068045,46.9,16.8,16.8,19.6
E00068046,57.5,13.8,18,10.8
E00068047,55.6,15.7,20.2,8.6
E00068048,56.1,16,17.6,10.2
E00068049,52.3,15.2,18.2,14.4
E00068050,50.8,11.7,21.9,15.6
E00068051,51.9,13.6,21.3,13.2
E00068052,48.4,10.2,24.8,16.6
E00068053,48.3,18.3,19.4,13.9
E00068054,57.7,20.4,8.7,13.3
E00068061,51.1,17.8,13.3,17.8
E00068064,45.8,18.2,14.2,21.8
E00068090,39.1,24.8,19.5,16.5
E00068091,57,26.7,5.8,10.5
E00068092,40.9,23.4,21.4,14.3
E00068093,44.2,12.9,15,27.9
E00068094,52.2,14.5,13,20.3
E00068097,52.7,12.7,13.9,20.6
E00068098,47.5,28.8,7.2,16.5
E00068099,51.9,15.5,12.4,20.2
E00068100,41.3,27.3,14,17.4
E00068101,51.9,16,18.3,13.7
E00068102,42.2,21.1,25.6,11.1
E00068103,49.6,21.3,11.3,17.7
E00068104,46.7,17.6,22.4,13.3
E00068105,41.2,22.3,27.7,8.8
E00068106,38.4,14.4,33.6,13.7
E00068107,53.1,21.8,12.3,12.8
E00068108,57.8,15.6,13.9,12.7
E00068109,43.8,18.9,26.6,10.7
E00068110,53.8,18.9,11.2,16.1
E00068111,44.7,20.7,20.7,14
E00068112,34.6,16.8,29.9,18.7
E00068113,52.3,16.3,17,14.4
E00068114,42.7,24,25.3,8
E00068115,39.2,23.1,30.1,7.7
E00068116,50.4,16.8,22.6,10.2
E00068117,48.8,17.6,19.4,14.1
E00068118,44.2,14.7,27.6,13.5
E00068119,43.4,15.4,30.9,10.3
E00068120,45.4,11.9,29.2,13.5
E00068121,41,16.2,27.4,15.4
E00068122,41.3,23.9,29.3,5.4
E00068123,36.7,18,38.3,7
E00068124,40.7,15.4,27.2,16.7
E00068125,31.3,10.7,41.1,17
E00068126,51.6,17.2,20.5,10.7
E00068127,28.6,17.9,42.9,10.7
E00068128,41.4,17.7,26,14.9
E00068129,35.9,18.3,35.9,9.8
E00068130,42.9,16.2,32.4,8.6
E00068131,56.7,12.2,27.8,3.3
E00068132,43.3,14.9,25.4,16.4
E00068133,50.7,17.9,16.4,14.9
