geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00067924,63.7,24.8,1.8,6,3.6
E00067925,58.4,27.1,8,4.6,2
E00067936,64.5,26,3.1,4.5,1.9
E00067937,76,18.3,2.7,1.5,1.5
E00067938,67.9,25.9,3,1.8,1.4
E00067939,64.4,26.9,3.2,4.7,0.9
E00067940,64.2,25.8,3.6,5,1.4
E00068006,84.6,10.1,3.3,1.6,0.3
E00068007,89.2,9.3,1.2,0,0.3
E00068008,91.3,6.9,1.8,0,0
E00068009,90.5,5.1,2,2,0.3
E00068010,90.7,5.6,0.3,2.6,0.7
E00068011,79.6,6,4.9,7,2.5
E00068012,81.9,9.1,4.2,2.7,2.1
E00068014,88.2,8.8,2.3,0.4,0.4
E00068015,89,7.2,0.8,0.8,2.1
E00068016,83.9,10.5,3.2,0.7,1.8
E00068017,85.5,6.5,3.9,2.6,1.6
E00068018,89.3,8,0.8,1.9,0
E00068019,80.1,9.6,3.7,3.7,3
E00068020,94,3.5,2.5,0,0
E00068021,83.3,10.7,3.6,1.8,0.7
E00068022,92.4,5.9,1.3,0.4,0
E00068023,90.4,7.6,2,0,0
E00068024,96.3,3.4,0.3,0,0
E00068025,86.7,8.9,3.5,0.6,0.3
E00068026,76,17.8,2.8,3.1,0.3
E00068027,78.8,15.2,3,1.2,1.8
E00068028,91.4,6.6,1,1,0
E00068029,86.1,6.1,5.4,2.4,0
E00068030,78.3,13,5.5,2.6,0.6
E00068031,76.7,16.6,4.9,1.7,0
E00068032,81.4,10.1,6.4,0.8,1.3
E00068033,90,8.1,1.4,0.5,0
E00068034,71.5,17.6,8.2,1.7,1
E00068035,89.2,7.5,1.3,1.3,0.8
E00068036,90.6,7.8,0,0,1.6
E00068037,91.2,6.3,2.2,0,0.3
E00068038,81.8,6.1,3.2,4,4.9
E00068040,80,6,6.8,6.4,0.8
E00068041,95,5,0,0,0
E00068042,87.3,4.2,3.7,2.6,2.1
E00068043,87.3,6.6,3.9,1.5,0.6
E00068044,74,12.4,3.8,3.8,6
E00068045,85.8,8.1,3.5,1,1.6
E00068046,87.6,8.2,2.5,1.4,0.4
E00068047,85.1,9.3,2.8,1.7,1.1
E00068048,78.3,12.2,2.6,5.8,1.2
