geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00155903,3.4,22.1,41.6,32.9
E00155911,20.5,49.7,24.5,5.3
E00155912,12.6,47.9,30.3,9.2
E00155914,43.3,39.9,12.3,4.4
E00155915,22.4,48.8,20.8,8
E00155916,14.2,48,26.8,11
E00155917,14.3,47.4,30.8,7.5
E00155918,8.5,53,30.8,7.7
E00155919,27.7,49.2,17.7,5.4
E00155920,15.1,35.3,34.5,15.1
E00155921,7.4,41,41.8,9.8
E00155922,10.8,37.5,31.7,20
E00155923,4.9,29.5,40.2,25.4
E00155924,34.6,41.4,19.5,4.5
E00155925,18.9,55.7,19.7,5.7
E00155926,8.6,47.7,35.9,7.8
E00155927,3.4,50.9,34.5,11.2
E00155928,15.2,45.6,31.2,8
E00155929,21.9,44.4,25.8,7.9
E00155930,24.8,57.4,15.5,2.3
E00155931,18.3,40.5,31.7,9.5
E00155932,15.7,44,24.6,15.7
E00155933,17,39.5,33.3,10.2
E00155934,8,39.9,31.9,20.3
E00155935,15.1,49.3,27,8.6
E00155936,11.9,28.4,32.1,27.5
E00155937,9.5,47.4,23.3,19.8
E00155940,16.4,50.7,25,7.9
E00155952,4.2,32.3,39.6,24
E00155953,13.9,47,29.8,9.3
E00155954,11.7,38.6,33.1,16.6
E00155968,10.8,37.5,42.5,9.2
E00155976,3.5,46.1,40,10.4
E00155985,3.1,43.8,44.5,8.6
E00155986,10.2,31.4,38.1,20.3
E00155993,8.3,46.3,36.4,9.1
E00155994,7.6,43.2,33.9,15.3
E00155997,7,32.8,43.8,16.4
E00155999,14.2,35.4,37,13.4
E00156000,23.1,46.2,19.7,11.1
E00156029,15.8,55.4,25.9,2.9
E00156036,21.9,48.2,21.1,8.8
E00156051,12.4,55.8,26.4,5.4
E00156052,15.3,45,33.3,6.3
E00156053,9.7,42.5,40.3,7.5
E00156054,6.5,44.6,39.6,9.4
E00156055,5.5,44.1,36.6,13.8
E00156056,16.8,38.3,37.7,7.2
E00156057,27.7,43.4,21.4,7.5
E00156058,7.2,27,53.2,12.6
E00156059,14.8,37.4,31.3,16.5
E00156060,45.2,44.4,10.5,0
E00156061,30.5,35.6,23.7,10.2
E00156062,15.7,43.8,30.6,9.9
E00156063,17.4,53.7,25.5,3.4
E00156064,9.5,43.8,34.3,12.4
