geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00155903,2,10.1,36.5,51.4
E00155911,27.2,39.7,21.2,11.9
E00155912,2.5,24.4,57.1,16
E00155914,33.7,29.2,22.3,14.9
E00155915,25.4,9.5,54,11.1
E00155916,10.1,38,34.1,17.8
E00155917,27.1,12.8,25.6,34.6
E00155918,6,17.9,46.2,29.9
E00155919,14.5,47.3,32.8,5.3
E00155920,8.6,23,49.6,18.7
E00155921,0.8,27,50.8,21.3
E00155922,1.7,12.6,74.8,10.9
E00155923,3.3,9.8,63.9,23
E00155924,36.9,30.8,24.6,7.7
E00155925,5.7,45.1,40.2,9
E00155926,4.8,24.6,44.4,26.2
E00155927,3.4,35,37.6,23.9
E00155928,2.4,20,45.6,32
E00155929,26.1,37.3,30.1,6.5
E00155930,3.1,76,8.5,12.4
E00155931,7.3,19.5,47.2,26
E00155932,0.7,31.9,40,27.4
E00155933,9.5,25.9,57.1,7.5
E00155934,1.5,4.4,69.1,25
E00155935,15.1,38.2,33.6,13.2
E00155936,1.8,5.4,67.6,25.2
E00155937,3.5,26.1,47.8,22.6
E00155940,26,50,13.6,10.4
E00155952,1.1,9.5,61.1,28.4
E00155953,7.8,45.8,37.9,8.5
E00155954,1.4,32.6,22.2,43.8
E00155968,1.7,24.2,60,14.2
E00155976,0.9,7.3,37.3,54.5
E00155985,1.5,20.5,68.2,9.8
E00155986,0,14.5,52.1,33.3
E00155993,0.8,36.4,44.6,18.2
E00155994,0,10.9,68.1,21
E00155997,0.8,2.3,43,53.9
E00155999,1.6,19.2,29.6,49.6
E00156000,13.7,39.3,39.3,7.7
E00156029,16.7,60.9,15.2,7.2
E00156036,33.9,22.6,20.9,22.6
E00156051,16.9,28.5,41.5,13.1
E00156052,1.8,51.4,41.4,5.4
E00156053,3,21.6,58.2,17.2
E00156054,2.2,17.4,47.8,32.6
E00156055,1.4,16.6,54.5,27.6
E00156056,1.2,35,50.9,12.9
E00156057,20.9,32.3,39.2,7.6
E00156058,0,18.2,26.4,55.5
E00156059,9.6,16.7,60.5,13.2
E00156060,72.2,16.7,10.3,0.8
E00156061,33.3,11.7,45.8,9.2
E00156062,2.5,45.5,43.8,8.3
E00156063,16.9,33.8,31.8,17.6
E00156064,2.2,11.8,57.4,28.7
E00156065,8.6,10.1,16.5,64.7
E00156066,13.3,16.8,46,23.9
E00156067,8.2,24.7,24.7,42.5
E00156068,7.8,37.2,39.5,15.5
E00156069,32.5,37,22.1,8.4
E00156070,32.8,14.9,43.3,9
E00156071,0,39,53.7,7.3
E00156072,0,18.3,70.6,11.1
E00156073,9,44,39.8,7.2
E00156074,5.6,18.5,64.5,11.3
E00156075,11.3,15.5,27.5,45.8
E00156108,58,31.9,2.9,7.2
E00156110,16.7,43.9,21.1,18.4
E00156111,0,12.7,27.1,60.2
E00156112,4,15.9,45.7,34.4
E00156113,27.5,41.5,19.3,11.6
E00156114,31.8,49,8.9,10.2
E00156115,34.4,21.9,25,18.8
E00156116,44.5,30.5,12.8,12.2
E00156118,2.8,9.2,38.5,49.5
E00156119,15,45.7,22.1,17.1
E00156120,34.3,14.9,25.4,25.4
E00156121,50,32.6,13.6,3.8
E00156123,0,9.4,56.6,34
E00156124,2.8,27.5,48.6,21.1
E00156126,0,3.9,69.8,26.4
E00156127,4.2,14.3,51.3,30.3
E00156128,24.5,35.5,28.4,11.6
E00156129,2.8,15,51.4,30.8
E00156130,2.4,37.3,49.2,11.1
E00156131,4.5,17,65.2,13.4
E00156132,37.7,13.1,8.5,40.8
E00156133,39.6,40.5,17.1,2.7
E00156134,27.3,27.3,19.8,25.6
E00156135,13.4,44.5,31.1,11
E00156138,0,1.5,25,73.5
E00156140,20.8,42.1,23.5,13.7
E00156143,26.8,58,4.5,10.8
E00156144,0,21.4,61.8,16.8
E00156145,27.2,53.7,16.2,2.9
E00156146,23,40.5,27,9.5
E00156148,35.3,41.8,16.3,6.5
E00156149,9.8,25.4,52.5,12.3
E00156150,2.3,20.3,52.6,24.8
E00156152,44.1,26.3,20.7,8.9
E00156154,39.7,25.2,6.9,28.2
E00156155,8.8,18.1,58.5,14.6
E00156157,27.2,54.4,16.8,1.6
E00156176,19.2,36.8,28,16
E00156201,0.6,4.5,35.7,59.2
E00156203,25.2,38.3,21.7,14.8
E00156204,5.8,16.1,36.8,41.3
E00156206,5.8,20.8,36.7,36.7
E00156207,17.7,22,41.5,18.9
E00156208,9.9,19.1,49.4,21.6
E00157105,30.5,38.1,22.9,8.5
E00157106,8.4,32.8,35.3,23.5
E00157107,8.2,29.5,48.6,13.7
E00157108,1.8,19.1,46.4,32.7
E00157109,3.5,23.7,58.8,14
E00157110,15,37,33.1,15
E00157111,12.4,25.9,24.9,36.8
E00157112,5.5,23.3,30.1,41.1
E00157113,4.2,14.3,32.8,48.7
E00157114,5.4,18.9,60.4,15.3
E00157115,20.4,23,30.1,26.5
E00157116,17,26.5,24,32.5
E00157117,3.2,26.4,43.2,27.2
E00157118,11.3,29,24.2,35.5
E00157119,1.9,25.8,37.7,34.6
E00157120,12.4,31.4,37.3,18.9
E00157121,5,19.8,44.6,30.7
E00157122,2.3,3.1,16,78.6
E00157123,1.7,26.5,47.9,23.9
E00157140,4.3,14.2,34,47.5
E00157142,1.2,14.3,33.3,51.2
E00157143,2.3,20.5,43.2,34.1
E00157144,2.3,16,32.8,48.9
E00157145,0.8,2.3,16.2,80.8
E00157146,2.2,6.5,25.4,65.9
E00157147,0.8,8.7,36.2,54.3
E00157148,4.1,10.9,31.3,53.7
E00157167,3.3,22.3,36.4,38
E00157168,10.1,32.6,50.4,7
E00157169,8.1,25.2,61,5.7
E00157170,2.7,28.9,34.2,34.2
E00157171,5.3,12.3,33.3,49.1
E00157172,21.3,28.7,32,18
E00157173,22.5,21.6,36.9,18.9
E00157174,8.9,23.4,33.9,33.9
E00157175,0,15.5,40,44.5
E00157176,0,18.3,61.5,20.2
E00157177,17.7,15.3,54,12.9
E00157178,2.5,30.3,51.3,16
E00157179,3,12.1,25.3,59.6
E00157180,5.8,10.9,38.4,44.9
E00157181,22.3,18.2,36.4,23.1
E00157182,15.7,50.3,20.8,13.2
E00157183,13,14.8,35.2,37
E00157184,6.8,33.9,42.4,16.9
E00157185,19.7,33.3,40.8,6.1
E00157186,19,46.6,26.7,7.8
E00157187,1.5,32.3,53.1,13.1
E00157188,6.8,51.5,28,13.6
E00157189,0,8.2,57.5,34.3
E00157190,3.6,8.8,23.4,64.2
E00157191,22.1,32.8,12.3,32.8
E00157192,0.8,5.9,16,77.3
E00157193,15.2,59.2,13.6,12
