geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00155903,90.3,4.7,5
E00155911,65.7,20.8,13.6
E00155912,79.6,9.6,10.8
E00155914,60.8,32,7.1
E00155915,70.8,11.8,17.4
E00155916,78.5,10,11.5
E00155917,79.3,14.9,5.8
E00155918,83,9.9,7.1
E00155919,73.2,12.3,14.4
E00155920,83,7,9.9
E00155921,89,5,6
E00155922,81.3,8.3,10.5
E00155923,89.3,4.5,6.3
E00155924,70.1,15.9,14
E00155925,81.3,10,8.7
E00155926,83.2,10,6.8
E00155927,87.5,8.1,4.4
E00155928,78.2,7.4,14.4
E00155929,67,27.6,5.4
E00155930,83.1,5.3,11.6
E00155931,85.8,9.8,4.4
E00155932,82.3,5.8,11.9
E00155933,76,10.9,13.1
E00155934,89.2,3.5,7.3
E00155935,70.6,21.5,7.9
E00155936,77.3,8.5,14.2
E00155937,84.7,7.1,8.2
E00155940,70.7,19.2,10.2
E00155952,87.1,2.7,10.2
E00155953,76.2,14.4,9.4
E00155954,80.7,12.9,6.3
E00155968,87,7.8,5.2
E00155976,89.8,8,2.2
E00155985,86.4,4.5,9.1
E00155986,90.8,1.5,7.7
E00155993,82.3,6,11.7
E00155994,85.2,5.3,9.5
E00155997,89.7,6.1,4.2
E00155999,81.6,6.7,11.7
E00156000,81.4,4.9,13.7
E00156029,73.5,23.2,3.2
E00156036,84.4,9,6.6
E00156051,80.8,8.9,10.3
E00156052,82.8,6.7,10.5
E00156053,84.4,5.9,9.7
E00156054,80.6,7.1,12.4
E00156055,88.4,3.6,8
E00156056,86.3,5.8,8
E00156057,73,8.4,18.6
E00156058,91.2,3.8,5
E00156059,81.5,8.8,9.7
E00156060,63.8,18.8,17.4
E00156061,80.3,5.7,14
E00156062,74.4,7.3,18.2
E00156063,81.6,10.1,8.3
E00156064,89.9,6,4.2
E00156065,91.1,6.2,2.7
E00156066,76.7,7.3,16
E00156067,88.6,6.6,4.9
E00156068,78.8,10.4,10.7
E00156069,83.4,9.9,6.7
E00156070,75.5,10,14.5
E00156071,76.1,10.2,13.7
E00156072,80.9,8.5,10.7
E00156073,69.8,9.5,20.7
E00156074,78.5,5,16.5
E00156075,81.7,10.4,7.8
E00156108,54.1,36,9.9
E00156110,76.5,18.1,5.5
E00156111,92.2,5.8,2
E00156112,77.1,12.7,10.2
E00156113,78.6,8.7,12.8
E00156114,64.3,26.1,9.6
E00156115,87.2,7.4,5.4
E00156116,58.9,36.7,4.4
E00156118,86.5,6.9,6.6
E00156119,63.4,30.6,6
E00156120,81.5,16.7,1.8
E00156121,59.4,33.5,7.1
E00156123,91.5,6.4,2.1
E00156124,80.9,10.8,8.3
E00156126,79.3,9.8,10.9
E00156127,81.2,11.8,7
E00156128,75.6,14.9,9.5
E00156129,86.3,8.4,5.3
E00156130,82.4,8.2,9.4
E00156131,74.1,21.5,4.4
E00156132,74.8,17.9,7.2
E00156133,73.4,24.3,2.3
E00156134,62,26.4,11.6
E00156135,77.6,9.7,12.7
E00156138,90.3,6.5,3.2
E00156140,72.7,22,5.2
E00156143,60.3,28.1,11.7
E00156144,77.7,15.4,6.8
E00156145,56.2,20.6,23.2
E00156146,63.3,26.9,9.8
E00156148,47.3,44.9,7.8
E00156149,83.4,5.5,11
E00156150,83.1,7.3,9.6
E00156152,76.8,10.4,12.8
E00156154,82.4,8.6,9
E00156155,76,10.8,13.2
E00156157,70.9,14.5,14.5
E00156176,77.5,15.1,7.4
E00156201,91.5,4.4,4.1
E00156203,82.7,4.1,13.2
E00156204,84.5,4.9,10.6
E00156206,90.1,4,6
E00156207,82.6,9.1,8.4
E00156208,87.1,5.7,7.2
E00157105,82.5,2.2,15.3
E00157106,87.3,7,5.7
E00157107,82.5,1.4,16.1
E00157108,89.9,5,5
E00157109,78.6,3.5,17.9
E00157110,80.4,2.8,16.8
E00157111,92.3,3.6,4.1
E00157112,84,6.5,9.6
E00157113,90.9,5.5,3.6
E00157114,80.1,2.9,16.9
E00157115,86.4,3.4,10.2
E00157116,88.3,3.5,8.2
E00157117,84.5,4.6,10.9
E00157118,75,4.1,20.9
E00157119,84.3,6.3,9.5
E00157120,86.7,8.2,5.1
E00157121,90.9,2.4,6.7
E00157122,94.2,3.3,2.5
E00157123,90.7,3.1,6.2
E00157140,88.6,3.4,8
E00157142,93.5,0.2,6.2
E00157143,96.6,2.5,0.8
E00157144,87.9,5.7,6.5
E00157145,92.7,3.9,3.4
E00157146,95.3,3.6,1.1
E00157147,93.5,0.9,5.7
E00157148,89.2,6.6,4.2
E00157167,76.8,7.9,15.2
E00157168,77.5,2.3,20.2
E00157169,73.8,5.2,21
E00157170,92.2,4.3,3.5
E00157171,87.1,3.6,9.2
E00157172,88.5,5.8,5.8
E00157173,86.3,3.4,10.3
E00157174,92.3,3.1,4.5
E00157175,89.7,4.4,5.9
E00157176,84.8,3.9,11.3
E00157177,84.3,4.9,10.8
E00157178,84.5,4.5,11
E00157179,88.3,7.9,3.8
E00157180,91.8,4,4.2
E00157181,85.4,2.9,11.7
E00157182,83.3,2,14.6
