areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00015204,43.4,47.6,7.7,1.4
E00015205,63.8,31.3,5,0
E00015206,52,39.4,7.1,1.6
E00015229,66,33,0,1.1
E00015230,52.3,43.1,3.7,0.9
E00015231,54.1,42.1,2.3,1.5
E00015232,63.8,33.7,1.2,1.2
E00015234,41.9,50.4,5.4,2.3
E00015235,52.4,40,6.9,0.7
E00015236,65.9,29.4,4.8,0
E00015237,58.5,32.5,8.1,0.8
E00015238,71.4,24.6,4,0
E00015239,58.8,34.5,6.1,0.7
E00015240,65.5,31.7,2.9,0
E00015241,69.8,29,0.8,0.4
E00015242,61.3,35.3,3.3,0
E00015243,62.2,33.6,3.4,0.8
E00015244,60.8,34.1,3.2,1.8
E00015245,59.4,40.6,0,0
E00015246,41.2,48.9,6.9,3.1
E00015247,56.1,38.6,4.4,0.9
E00015249,52.7,37.7,9,0.6
E00015435,40.9,49.1,10,0
E00015436,50.4,40.3,9.2,0
E00015437,53.7,35.8,8.5,2
E00015438,34.3,60.6,3.6,1.5
E00015439,35.8,51.2,11.4,1.6
E00015440,54.9,36.1,7.5,1.5
E00015443,35.7,54,7.9,2.4
E00015444,39.3,48.3,11.2,1.1
E00015445,34.1,52.4,11.1,2.4
E00015446,46.7,44.4,7.4,1.5
E00015447,51.8,36.9,9.9,1.4
E00015448,47.3,40.9,11.8,0
E00015450,64.8,31,4.2,0
E00015451,53.3,42.5,2.5,1.7
E00015452,52.2,38.9,6.2,2.7
E00015475,40.7,49.6,6.5,3.3
E00015476,28.8,56,14.4,0.8
E00015477,39.5,55.3,4.4,0.9
E00015478,37.8,49.6,11.9,0.7
E00015479,51.6,35.8,10.1,2.5
E00015480,32.2,52.5,11.9,3.4
E00015481,45.6,41.6,11.2,1.6
E00015482,55.1,37.5,3.4,4
E00015483,60.8,39.2,0,0
E00015490,65.5,30,3.9,0.5
E00015526,25.4,47.6,16.7,10.3
E00015527,43.1,46.8,7.3,2.8
E00015528,41.7,44.2,11.7,2.5
E00015529,38.4,56.3,2.7,2.7
E00015530,20.6,59.6,15.6,4.3
E00015532,60.2,30.6,8.3,0.9
E00015533,51,42.2,6.9,0
E00015534,59,30,10,1
E00015536,23.9,54.9,20.4,0.9
E00015540,45.7,43.5,5.4,5.4
E00015551,52.5,37.3,9.5,0.6
E00015552,61.4,30.4,8.2,0
E00015553,34.6,46.9,14.6,3.8
E00015554,48.7,42.7,6,2.7
E00015555,49.6,43.4,5.4,1.6
E00015556,39,51.2,8.9,0.8
E00015557,19.8,56,24.1,0
E00015558,43.5,52.7,2.7,1.1
E00015559,50.4,42.9,6,0.8
E00015560,23.7,58.8,14.9,2.6
E00015561,36.1,55.6,6.5,1.9
E00015562,53.4,33.9,10.2,2.5
E00015563,77.7,18.4,3.4,0.6
E00015564,40.6,48.1,9,2.3
E00015565,53.9,37.3,4.9,3.9
E00015566,50.4,37.4,11.3,0.9
E00015567,61.5,33.8,4.1,0.5
E00015568,30.6,51.6,15.3,2.4
E00015569,47.4,39.8,10.5,2.3
E00015570,44.1,44.1,11,0.7
E00015571,63.3,29.6,7.1,0
E00015572,36.3,50,11.8,2
E00015573,39.5,47.1,10.9,2.5
E00015713,43.7,42.9,11.1,2.4
E00015716,60.3,34,5,0.7
E00015735,56.5,35.7,7.7,0
E00015737,61.4,29.9,4.3,4.3
E00015739,55.2,37.9,6.9,0
E00015740,47.2,40,10.4,2.4
E00015741,32,47.4,17.5,3.1
E00015744,55.2,30.2,11.2,3.4
E00015745,59.5,28.6,8.6,3.3
E00015747,69,24.4,6.1,0.5
E00015750,68.1,28.4,3.5,0
E00015752,63,31.8,4,1.2
E00015753,61.8,31.8,4.5,1.9
E00015800,54.3,36.4,7.5,1.7
E00015802,52.9,41.9,4.4,0.7
E00015803,46.7,43,8.1,2.2
E00015804,39.4,51.5,6.7,2.4
E00015806,23.6,50.9,20,5.5
E00015807,59.1,36.4,3.2,1.3
E00015808,51.8,31.9,12.8,3.5
E00015810,49.6,37.2,10.7,2.5
E00015811,63.2,28.3,6.6,2
E00015812,33.1,57.3,9.7,0
E00015814,47.8,35.7,11.3,5.2
E00015815,37.9,47.6,12.1,2.4
E00015816,44.7,41.3,11.3,2.7
E00015817,54.4,41.9,2.9,0.7
E00015818,40.2,38.6,12.1,9.1
E00015819,39.5,48.1,8.5,3.9
E00015820,55.5,37.5,7,0
E00015821,50,42.3,6.4,1.3
E00015822,43.8,45.5,8.9,1.8
E00015824,55.4,38.8,4.3,1.4
E00015825,60.9,32.2,3.5,3.5
E00015826,65.6,31.2,2.5,0.6
E00015827,68.4,29.1,1.7,0.9
E00015828,67.6,27.2,5.1,0
E00015829,59.8,29.9,10.3,0
E00015830,63,28.4,6.2,2.5
E00015831,38,43.8,14.9,3.3
E00015832,61.4,34.7,3,1
E00015833,83.8,16.2,0,0
E00015834,62.4,33.1,4.5,0
E00015835,59.7,32.8,6.7,0.8
E00015836,68,30.3,0.8,0.8
E00015838,63.6,32.6,3.8,0
E00015839,33.7,54.8,8.7,2.9
E00015840,39.2,48.1,7.6,5.1
E00015841,44.1,49.2,5.9,0.8
E00015842,65,28.2,6,0.9
E00015843,36.8,42.6,16.2,4.4
E00015844,59.1,30.9,8.2,1.8
E00015845,63.9,31.9,3.4,0.8
E00015847,35.9,46.9,13.3,3.9
E00015890,51.7,37.1,7.8,3.4
E00015891,57.1,34.9,4.8,3.2
E00015892,35.9,43.6,17.9,2.6
E00015893,42.6,46.7,8.2,2.5
E00015894,41.3,45,12.5,1.3
E00015896,52.8,38.4,8.8,0
E00015897,44.7,45.7,8.5,1.1
E00015899,41.2,47.1,9.6,2.2
E00015909,63.4,31.4,4.6,0.7
E00015910,52.9,38.6,5.7,2.9
E00015911,40.4,46.6,11,2.1
E00015912,48.9,38.7,12.4,0
E00015913,69.5,28.1,2.4,0
E00015914,46.6,45.8,5.1,2.5
E00015915,52.3,41.1,4.6,2
E00015916,65.6,30.4,3.2,0.8
E00015917,41.8,40,11.8,6.4
E00015918,45.8,37.3,10.6,6.3
E00015919,73.2,25.4,1.4,0
E00015920,60.3,36.2,2.6,0.9
E00015921,32.2,50,16.1,1.7
E00015922,29.8,49.2,17.7,3.2
E00015923,27.6,56.2,12.4,3.8
E00015924,59.6,35.6,4.1,0.7
E00015925,48.6,45.8,3.7,1.9
E00015926,44.9,47.9,6,1.2
E00015927,48.3,39,8.5,4.2
E00015928,39,58.5,2.5,0
E00015929,62.8,28.5,7.3,1.5
E00015930,50,39.8,9.3,0.8
E00015931,52.1,38.2,6.3,3.5
E00015932,64.5,29,6.5,0
E00015933,31.1,61.2,6.8,1
E00015934,40.5,49.1,10.3,0
E00015936,53.2,37.9,7.3,1.6
E00015939,53.4,37.9,7.5,1.1
E00015941,62.9,32.7,3.6,0.8
E00015943,71.5,24.7,2.5,1.3
E00015948,62,31,5.4,1.6
E00015952,63.2,30.8,6,0
E00015956,56.8,36,5.8,1.4
E00015957,68,26.2,5.7,0
E00015963,65.9,31.1,3,0
E00015964,63.5,32.5,2.4,1.6
E00015981,44,45.9,9.2,0.9
E00015982,35.8,55,6.6,2.6
E00015983,38.7,43.7,14.8,2.8
E00015984,54,39,6.6,0.5
E00015985,55.4,34.3,9,1.2
E00015986,19.1,58.1,19.1,3.7
E00015987,39.6,39,12.6,8.8
E00015988,21.5,66.9,8.3,3.3
E00015989,54.8,37.4,7.1,0.6
E00015990,65.8,29.2,4.1,0.8
E00015991,35.1,51,11.9,2
E00015992,51.5,41.8,6.7,0
E00015993,57.4,34.1,5.4,3.1
E00015994,31.2,40.8,21.6,6.4
E00015995,34.3,47.9,12.1,5.7
E00015996,41.9,50.3,5.8,1.9
E00015997,70,25.5,4.1,0.4
E00015998,47.3,45,7.1,0.6
E00015999,53.2,42.2,4.6,0
E00016000,61.4,33.1,4.7,0.8
E00016001,50,43.8,6.3,0
E00016002,48.5,48,3.5,0
E00016003,29,63.6,5.6,1.9
E00016004,37.7,45.4,15.4,1.5
E00016005,37,53.8,9.2,0
E00016006,46.1,47.1,4.7,2.1
E00016007,18.8,60.1,18.8,2.2
E00016008,61.2,33.2,4.1,1.5
E00016009,54.5,33.9,9.1,2.5
E00016010,46.2,40.2,12,1.7
E00016011,53.9,37.4,6.8,1.9
E00016012,52.1,44.5,2.7,0.7
E00016013,54.2,40.5,4.8,0.6
E00016014,32,56.6,10.7,0.8
E00016015,69.7,25.4,3.8,1.1
E00016016,60.4,34,5.1,0.5
E00016017,57.2,36.1,5.4,1.2
E00016018,67.1,27.5,5.4,0
E00016019,27.4,47,20.5,5.1
E00016020,46.3,42.9,6.8,4
E00016022,60.6,34.6,3.9,0.8
E00016023,51.1,40.4,7.1,1.4
E00016025,86.8,11.4,1.8,0
E00016026,61.3,32.1,3.6,2.9
E00016027,60,34.8,3,2.2
E00016028,67.7,25.8,5.6,0.8
E00016029,37.5,55.8,4.2,2.5
E00016030,55.9,39.4,3.9,0.8
E00016031,54,39.6,6.5,0
E00016032,47.9,42.4,7.6,2.1
E00016033,64.2,29.1,5.2,1.5
E00016034,40.4,49.3,7.4,2.9
E00016035,50.6,40.3,8.4,0.6
E00016036,57.9,33.3,7.9,0.9
E00016037,61,31.2,7.1,0.7
E00016038,54.2,34.8,11,0
E00016039,59.6,32.1,7.7,0.6
E00016040,66.3,27.3,3.7,2.7
E00016041,58.8,34.7,6.5,0
E00016042,66.2,29.2,4.6,0
E00016052,68.5,24.2,7.3,0
E00016053,51.9,42.2,3.7,2.2
E00016054,52.2,40.6,6.5,0.7
E00016055,43.8,52.9,3.3,0
E00016056,56.2,33.9,6.6,3.3
E00016057,70.7,21.8,4.5,3
E00016058,64.2,30.1,3.3,2.4
E00016059,49.3,40.8,9.9,0
E00016060,59.3,35.7,2.9,2.1
E00016061,59.2,35.4,5.4,0
E00016062,57.3,38.8,2.9,1
E00016063,47.3,46,6,0.7
E00016064,62,29.8,6.6,1.7
E00016065,63.8,28.3,6.3,1.6
E00019871,26.7,49.2,20,4.2
E00019874,49.5,44.7,3.9,1.9
E00019875,25,53.8,19.2,1.9
E00019877,12.5,35.8,35,16.7
E00020498,8.4,62.6,22.4,6.5
E00020499,15.2,54.5,25,5.4
E00020501,25.5,60.3,11.3,2.8
E00020520,39.4,47.1,10,3.5
E00020523,48.3,38.8,10.2,2.7
E00020524,23.9,47.8,23.3,5
E00020529,14.8,57.7,21.8,5.6
E00171530,65.4,29.1,5.5,0
E00171541,53.6,37.1,9.3,0
E00177515,62.8,33.7,3.6,0
E00177516,57.6,38.2,4.2,0
E00177556,49.5,44.1,6.5,0
E00177562,69.4,29.2,1.4,0
E00177573,64.3,31.2,4.5,0
E00177601,46.7,46.7,6.7,0
E00177608,45.2,52.4,2.4,0
E00177620,53.3,38.7,6.7,1.3
E00177626,64.1,32.6,3.3,0
E00177646,37.1,44.8,17.2,0.9
E00177648,71.4,28.6,0,0
E00177660,86.7,13.3,0,0
E00177671,57.7,36,4.5,1.8
E00177675,79.4,19,1.6,0
E00177684,69.1,30,0.9,0
