areacd,disability_3a-001,disability_3a-002
E00015204,15.9,84.1
E00015205,12.4,87.6
E00015206,10.7,89.3
E00015229,17.2,82.8
E00015230,18.4,81.6
E00015231,11.3,88.7
E00015232,13.4,86.6
E00015234,8.1,91.9
E00015235,8.5,91.5
E00015236,13.5,86.5
E00015237,9.2,90.8
E00015238,13.3,86.7
E00015239,13.5,86.5
E00015240,15.2,84.8
E00015241,10.2,89.8
E00015242,12.1,87.9
E00015243,17.5,82.5
E00015244,12.4,87.6
E00015245,12.1,87.9
E00015246,9.9,90.1
E00015247,14,86
E00015249,12.9,87.1
E00015435,11.4,88.6
E00015436,14.4,85.6
E00015437,19.5,80.5
E00015438,9.6,90.4
E00015439,12.2,87.8
E00015440,17.7,82.3
E00015443,12.3,87.7
E00015444,15,85
E00015445,16.9,83.1
E00015446,16.2,83.8
E00015447,17.5,82.5
E00015448,15.7,84.3
E00015450,14.9,85.1
E00015451,24.7,75.3
E00015452,12.3,87.7
E00015475,10.1,89.9
E00015476,6.5,93.5
E00015477,11.4,88.6
E00015478,9.8,90.2
E00015479,32.9,67.1
E00015480,11,89
E00015481,12.8,87.2
E00015482,14.8,85.2
E00015483,21.9,78.1
E00015490,9.3,90.7
E00015526,10.1,89.9
E00015527,13.9,86.1
E00015528,11,89
E00015529,11,89
E00015530,12.8,87.2
E00015532,18.9,81.1
E00015533,10.8,89.2
E00015534,10.6,89.4
E00015536,12.2,87.8
E00015540,7.2,92.8
E00015551,7.5,92.5
E00015552,16.3,83.7
E00015553,12.5,87.5
E00015554,13.7,86.3
E00015555,5.7,94.3
E00015556,10.5,89.5
E00015557,10.5,89.5
E00015558,13.6,86.4
E00015559,8.8,91.2
E00015560,9.8,90.2
E00015561,11.5,88.5
E00015562,18,82
E00015563,13.5,86.5
E00015564,13.7,86.3
E00015565,17.1,82.9
E00015566,15.1,84.9
E00015567,8.8,91.2
E00015568,12.4,87.6
E00015569,12.1,87.9
E00015570,12,88
E00015571,27.5,72.5
E00015572,29.3,70.7
E00015573,13.5,86.5
E00015713,12.3,87.7
E00015716,10.5,89.5
E00015735,9.7,90.3
E00015737,8.6,91.4
E00015739,14.6,85.4
E00015740,11.6,88.4
E00015741,6.5,93.5
E00015744,12.5,87.5
E00015745,10,90
E00015747,12.9,87.1
E00015750,14.7,85.3
E00015752,14.2,85.8
E00015753,22.1,77.9
E00015800,22,78
E00015802,16.6,83.4
E00015803,13.4,86.6
E00015804,11,89
E00015806,11.1,88.9
E00015807,7.2,92.8
E00015808,9.7,90.3
E00015810,9.8,90.2
E00015811,12,88
E00015812,12.9,87.1
E00015814,11.2,88.8
E00015815,15,85
E00015816,13.7,86.3
E00015817,14.1,85.9
E00015818,9.9,90.1
E00015819,13.6,86.4
E00015820,20.1,79.9
E00015821,17.2,82.8
E00015822,13.4,86.6
E00015824,21.3,78.7
E00015825,13.9,86.1
E00015826,12.2,87.8
E00015827,13.8,86.2
E00015828,11.2,88.8
E00015829,13.4,86.6
E00015830,16.6,83.4
E00015831,15.2,84.8
E00015832,13.2,86.8
E00015833,7.7,92.3
E00015834,15.8,84.2
E00015835,10,90
E00015836,9.9,90.1
E00015838,10.5,89.5
E00015839,15.3,84.7
E00015840,7,93
E00015841,17.2,82.8
E00015842,11.4,88.6
E00015843,10.2,89.8
E00015844,15.3,84.7
E00015845,12,88
E00015847,12.2,87.8
E00015890,9.4,90.6
E00015891,22.8,77.2
E00015892,18,82
E00015893,8.9,91.1
E00015894,26.1,73.9
E00015896,15.4,84.6
E00015897,19.3,80.7
E00015899,9.9,90.1
E00015909,16.6,83.4
E00015910,7.3,92.7
E00015911,10.5,89.5
E00015912,11.1,88.9
E00015913,12.9,87.1
E00015914,9.1,90.9
E00015915,13.7,86.3
E00015916,7.5,92.5
E00015917,10.2,89.8
E00015918,14.3,85.7
E00015919,22.7,77.3
E00015920,15.7,84.3
E00015921,10.6,89.4
E00015922,13.5,86.5
E00015923,10.4,89.6
E00015924,10.3,89.7
E00015925,6.6,93.4
E00015926,12.5,87.5
E00015927,15.1,84.9
E00015928,8,92
E00015929,11.4,88.6
E00015930,6.6,93.4
E00015931,18.5,81.5
E00015932,18.7,81.3
E00015933,7.3,92.7
E00015934,11.9,88.1
E00015936,12.6,87.4
E00015939,11.4,88.6
E00015941,12.3,87.7
E00015943,17.3,82.7
E00015948,13.6,86.4
