geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00076314,38.6,48.8,0.8,11.8
E00076315,37.9,31.5,1.6,29
E00076316,9.9,29.7,45,15.3
E00076317,13.6,24.8,8.8,52.8
E00076318,40.5,47.3,1.5,10.7
E00076319,30.8,50,3.4,15.8
E00076320,57.6,28.8,1.4,12.2
E00076321,41.2,46.5,0,12.3
E00076322,10,61.3,15.4,13.3
E00076323,31.2,47.2,4,17.6
E00076324,26.7,50.9,8.5,13.9
E00076325,25,20.8,4.9,49.3
E00076326,24.6,42.1,7.1,26.3
E00076327,62.3,31.1,0.9,5.7
E00076328,42.1,37.6,2.3,18
E00076329,23.3,41.4,0.9,34.5
E00076330,26.6,38.5,12.8,22
E00076331,53.1,35.9,3.1,7.8
E00076332,16.1,15.3,8,60.6
E00076333,22.7,40,0.9,36.4
E00076334,29.9,35.5,0.9,33.6
E00076335,44.4,45.9,0.8,9
E00076336,45.1,42.1,0.8,12
E00076337,24.4,30.9,4.9,39.8
E00076338,60.5,37.7,0,1.8
E00076339,47.5,32.5,1.7,18.3
E00076340,59.2,31.8,0,8.9
E00076341,28.4,25.5,36.3,9.8
E00076358,59.2,34.6,1.5,4.6
E00076360,20.9,22.3,44.6,12.2
E00076361,24.5,41.8,25.5,8.2
E00076362,54.5,37.7,0,7.8
E00076363,8.5,13.6,72.9,5.1
E00076365,46.7,38,1.1,14.1
E00076366,67.2,29.9,3,0
E00076367,45.4,43.7,2.5,8.4
E00076368,48.6,48.6,2.9,0
E00076377,39.4,46,0.7,13.9
E00076378,56.9,37.4,1.6,4.1
E00076380,43.7,46.4,2,7.9
E00076398,30.7,53.3,5.8,10.2
E00076399,29.9,48.3,4.6,17.2
E00102028,48.6,22.3,12.2,16.9
E00102029,55,18.1,18.1,8.8
E00102030,64.6,19.8,3.1,12.5
E00102035,26.9,39.6,11.4,22
E00102037,52.1,25,6.9,16
E00102038,35.1,36.8,0.9,27.2
E00102085,52.6,24.1,1.5,21.9
E00102086,50,33.1,0.8,16.1
E00102087,30.8,27.8,18,23.3
E00102088,35.1,28.4,10.1,26.4
E00102089,45.7,24.1,1.7,28.4
E00102090,36.3,31,20.2,12.5
E00102091,42.2,21.1,27.1,9.6
E00102092,48.4,28.1,2.3,21.1
E00102093,44.4,27.5,3.8,24.4
E00102095,27.3,33.3,32.3,7.1
E00102096,71.4,21,0,7.6
E00102101,43.4,17.8,5.3,33.6
E00102102,55.2,35.2,0.8,8.8
E00102103,63.7,26.7,0.7,8.9
E00102104,53.2,29.4,1.6,15.9
E00102105,20.7,17.9,52.1,9.3
E00102106,33.6,30.4,17.8,18.2
E00102107,15.9,29.9,38.9,15.3
E00102108,34.8,26.1,31.2,8
E00102109,42.3,33.1,10.8,13.8
E00102110,63.1,30,2.3,4.6
E00102111,45.7,34.6,0.8,18.9
E00102112,21.9,31.1,35.8,11.3
E00102113,26.5,20.4,7.1,46
E00102114,33.1,54,0,12.9
E00102115,38.2,38.2,0.8,22.9
E00102116,22.7,49.2,3.8,24.2
E00102117,40.5,50.4,0.8,8.4
E00102118,43.1,33.7,17.7,5.5
E00102119,52.5,40.8,1.7,5
E00102120,35.9,40.5,3.1,20.6
E00102121,44.9,37.3,0,17.8
E00102122,29.8,44.3,13,13
E00102123,38.3,34.6,3,24.1
E00102124,40.9,47.8,0.9,10.4
E00102125,44.8,37.6,1.6,16
E00102126,53.6,40.8,2.4,3.2
E00102127,36.1,50.4,2.5,10.9
E00102128,50.4,25.6,1.6,22.4
E00102129,20.5,34.8,8.9,35.7
E00102130,59.3,33.6,1.8,5.3
E00102131,32.7,41.7,9.5,16.1
E00102132,38,39.5,3.9,18.6
E00102133,38.3,51.8,5.4,4.5
E00102134,50.4,37,0,12.6
E00102135,35.1,54.3,1.3,9.3
E00102136,48.3,40.5,1.7,9.5
E00102158,63.2,25.6,2.3,9
E00102159,65.5,26.7,0.6,7.3
E00102160,45.7,22.9,2.9,28.6
E00102161,53,20.1,10.7,16.1
E00102162,42,28.6,17.6,11.8
E00102163,52.8,23,16.8,7.5
E00102243,51.1,29.2,5.8,13.9
E00102245,27.5,30.4,31.6,10.5
E00102246,35.2,34.2,26.4,4.1
E00102271,64.1,29.9,0,6
E00102272,36.9,33,18.2,11.8
E00102273,45.6,31.6,7,15.8
E00102274,64.9,21.6,2.2,11.2
E00102275,14.3,18.3,57.1,10.3
E00102276,61,26.3,1.7,11
E00102277,36.2,27.6,12.9,23.3
E00172073,27.7,41.5,12.3,18.5
E00172075,22.2,25.9,31.9,20
E00172076,48.7,41.6,0.9,8.8
E00181104,50.4,31.6,1.7,16.2
E00181125,61.3,24.5,0,14.2
E00181135,32.6,47.8,4.3,15.2
E00181167,16.3,67.4,10.7,5.6
E00181170,39.7,29,16.8,14.5
E00181184,21.9,52.3,16.4,9.4
