areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00069560,4.1,33.6,45.1,17.2
E00069654,4.5,26,53.7,15.8
E00069655,4.2,33.3,38.9,23.6
E00069656,5.1,26.3,43.1,25.5
E00069657,12.7,37.3,36,14
E00130332,15.4,42.9,30.8,10.9
E00130333,5.5,38.3,35,21.3
E00130336,25.5,57.4,17,0
E00130545,7.2,33.8,43.2,15.8
E00130547,14.1,40.4,30.1,15.4
E00130548,9.3,22.9,39.8,28
E00130549,12,33.3,39.8,14.8
E00130551,12.3,40.2,33.6,13.9
E00130736,4.5,32.4,36.9,26.3
E00130737,7.3,30.1,43.9,18.7
E00130738,5.1,33.5,43.7,17.7
E00130741,4.3,37.1,42.2,16.4
E00130742,5.9,32.8,42,19.3
E00131338,11,34.6,40.4,14
E00131339,17.4,45.7,26.1,10.9
E00131340,31.2,35.5,25.5,7.8
E00131341,13.6,43.2,32,11.2
E00131342,8.6,46.4,30.7,14.3
E00131343,7.9,50.3,31.4,10.5
E00131344,9,40.6,34.8,15.5
E00131345,15.2,44.6,33.9,6.3
E00131346,8.9,45.2,38.2,7.6
E00131347,21.4,54.5,19.6,4.5
E00131348,14,34,41,11
E00131361,3.6,37.5,33,25.9
E00131362,6.2,34.6,39.2,20
E00131363,8.8,35.3,44.1,11.8
E00131364,2.8,28.2,39.4,29.6
E00131365,6.6,27.9,44.1,21.3
E00131366,2,29.1,39.9,29.1
E00131367,6.2,30,40,23.8
E00131368,4.1,33.1,47.9,14.8
E00131369,8.1,28.9,42.3,20.8
E00131370,7.8,25.2,33.9,33
E00131371,4.6,24.8,47.7,22.9
E00131372,0,32,39.2,28.8
E00131373,10.4,34,37.7,17.9
E00131374,5.8,36.5,34.3,23.4
E00131375,4.1,32.7,39.2,24
E00131376,5.2,35.6,35.1,24.1
E00131377,4,22.7,51.3,22
E00131378,9.4,45.6,29.4,15.6
E00131379,9.2,34.4,40.5,16
E00131380,6.2,28.1,41.8,24
E00131381,8,21.7,50.7,19.6
E00131382,8.3,28.9,36.4,26.4
E00131383,8.9,35.6,35.6,20
E00131384,12.7,33.3,36.5,17.5
E00131385,5.1,34.8,41.8,18.4
