areacd,disability_3a-001,disability_3a-002
E00069560,18.7,81.3
E00069654,14.9,85.1
E00069655,15.3,84.7
E00069656,9.2,90.8
E00069657,20.1,79.9
E00130332,26.1,73.9
E00130333,13.7,86.3
E00130336,48,52
E00130545,15.6,84.4
E00130547,20.1,79.9
E00130548,16.6,83.4
E00130549,17.4,82.6
E00130551,19,81
E00130736,10.2,89.8
E00130737,16.9,83.1
E00130738,9.1,90.9
E00130741,15.6,84.4
E00130742,6.9,93.1
E00131338,13,87
E00131339,20.8,79.2
E00131340,20.5,79.5
E00131341,15.6,84.4
E00131342,17.3,82.7
E00131343,18.6,81.4
E00131344,14.4,85.6
E00131345,15.4,84.6
E00131346,14.6,85.4
E00131347,28.4,71.6
E00131348,20.5,79.5
E00131361,20.1,79.9
E00131362,21.2,78.8
E00131363,22.6,77.4
E00131364,13.2,86.8
E00131365,16.8,83.2
E00131366,10.3,89.7
E00131367,16.9,83.1
E00131368,14.4,85.6
E00131369,14,86
E00131370,14.1,85.9
E00131371,9.4,90.6
E00131372,12.6,87.4
E00131373,18.3,81.7
E00131374,13.5,86.5
E00131375,20.4,79.6
E00131376,11.2,88.8
E00131377,11.3,88.7
E00131378,21.9,78.1
E00131379,15.7,84.3
E00131380,13,87
E00131381,15.3,84.7
E00131382,14.4,85.6
E00131383,10.6,89.4
E00131384,14.3,85.7
E00131385,15.7,84.3
E00131386,11.1,88.9
E00131387,16,84
E00131389,10.2,89.8
E00131390,17.5,82.5
E00131391,13.3,86.7
E00131392,23.3,76.7
E00131393,16.6,83.4
E00131394,15,85
E00131395,14.5,85.5
E00131396,36.6,63.4
E00131397,18.1,81.9
E00131398,44.6,55.4
E00131399,20.7,79.3
E00131400,15.6,84.4
E00131401,21.1,78.9
E00131402,16.2,83.8
E00131403,16.4,83.6
E00131404,13.4,86.6
E00131405,15.8,84.2
E00131406,16.8,83.2
E00131407,17.2,82.8
E00131408,16.8,83.2
E00131409,16.4,83.6
E00131410,12.3,87.7
E00131412,19.3,80.7
E00131413,17.5,82.5
E00131414,16.3,83.7
E00131415,21.2,78.8
E00131416,15.3,84.7
E00131417,15.1,84.9
E00131418,13.5,86.5
E00131419,19.7,80.3
E00131420,18.3,81.7
E00131421,24.6,75.4
E00131422,16.2,83.8
E00131423,17,83
E00131424,23.1,76.9
E00131425,18.3,81.7
E00131426,9,91
E00131427,16.7,83.3
E00131428,16.3,83.7
E00131429,16.5,83.5
E00131430,20,80
E00131431,19.3,80.7
E00131433,27,73
E00131434,20.7,79.3
E00131435,19,81
E00131436,16.1,83.9
E00131437,14.8,85.2
E00131438,22.3,77.7
E00131439,18.4,81.6
E00131440,13.1,86.9
E00131441,28.5,71.5
E00131442,16.4,83.6
E00131443,24.7,75.3
E00131444,16.4,83.6
E00131445,11.1,88.9
E00131446,15.9,84.1
E00131447,15.1,84.9
E00131448,20.8,79.2
E00131449,14,86
E00131450,18.2,81.8
E00131451,12.6,87.4
E00131452,15.1,84.9
E00131453,19.7,80.3
E00131454,14,86
E00131455,15.2,84.8
E00131456,31.4,68.6
E00131457,14.7,85.3
E00131458,11.6,88.4
E00131459,13.9,86.1
E00131460,17.8,82.2
E00131461,16.5,83.5
E00131462,13.3,86.7
E00131463,21.5,78.5
E00131464,20.4,79.6
E00131465,18.1,81.9
E00131466,15.9,84.1
E00131467,14.7,85.3
E00131468,17.9,82.1
E00131470,15.3,84.7
E00131471,21,79
E00131472,10.3,89.7
E00131473,11,89
E00131474,10.7,89.3
E00131475,20.1,79.9
E00131476,15.3,84.7
E00131477,15.8,84.2
E00131478,15.1,84.9
E00131479,12,88
E00131480,19.5,80.5
E00131485,15.2,84.8
E00131487,26.4,73.6
E00131488,15.7,84.3
E00131489,19.2,80.8
E00131490,18.3,81.7
E00131491,13.1,86.9
E00131492,16.9,83.1
E00131494,16.9,83.1
E00131495,18.4,81.6
E00131496,15.6,84.4
E00131497,12.7,87.3
E00133651,17,83
E00133657,22,78
E00144535,16.3,83.7
E00144536,23.5,76.5
E00144537,17.5,82.5
E00144538,14.6,85.4
E00144543,21.6,78.4
E00144547,15.7,84.3
E00144548,15.4,84.6
E00144549,22.2,77.8
E00144550,10.7,89.3
E00144551,15.5,84.5
E00144552,23,77
E00144553,18.7,81.3
E00144554,19.5,80.5
E00144715,13.3,86.7
E00144716,18.8,81.2
E00144717,16.9,83.1
E00144718,14.6,85.4
E00144719,11.5,88.5
E00144720,16.3,83.7
E00144721,18.1,81.9
E00144813,9.8,90.2
E00144825,14.4,85.6
E00144830,15.5,84.5
E00170685,24.4,75.6
E00170686,18.8,81.2
E00170687,20.8,79.2
E00170688,22.4,77.6
E00170689,28.1,71.9
E00170690,15.4,84.6
E00170691,21,79
E00170692,33.1,66.9
E00173325,14.1,85.9
E00173346,18.4,81.6
E00178468,7.8,92.2
E00178500,11.7,88.3
E00178585,10.6,89.4
E00178619,14.4,85.6
E00187350,26.7,73.3
E00187386,8.9,91.1
E00187495,13.5,86.5
