areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00069560,0.8,20.3,39.8,39
E00069654,4,10.2,32.2,53.7
E00069655,0,17.1,37.1,45.7
E00069656,0.7,13.1,36.5,49.6
E00069657,5.3,16,44,34.7
E00130332,7.7,25.2,60.6,6.5
E00130333,1.6,6.6,69.4,22.4
E00130336,31.1,33.3,35.6,0
E00130545,1.4,22,42.6,34
E00130547,4.5,35.5,21.9,38.1
E00130548,0,13.3,45.8,40.8
E00130549,0.9,9.3,64.5,25.2
E00130551,4.1,32.2,54.5,9.1
E00130736,1.7,12.2,23.9,62.2
E00130737,0,11.5,35.2,53.3
E00130738,4.4,11.4,38,46.2
E00130741,1.7,11.3,25.2,61.7
E00130742,4.3,23.9,39.3,32.5
E00131338,0.7,0.7,86,12.5
E00131339,3.8,45.1,31.5,19.6
E00131340,26.2,13.5,46.1,14.2
E00131341,5.3,23.4,62.2,9.1
E00131342,1.4,15,59.3,24.3
E00131343,2.1,30.4,52.4,15.2
E00131344,3.2,42.9,35.1,18.8
E00131345,1.8,44.1,48.6,5.4
E00131346,0.6,39.5,47.1,12.7
E00131347,22.3,29.5,42,6.3
E00131348,2,30.4,54.9,12.7
E00131361,0.9,23.4,45,30.6
E00131362,2.3,26.7,42.7,28.2
E00131363,3.9,13.7,56.9,25.5
E00131364,0.7,6.3,36.6,56.3
E00131365,7.3,17.5,43.1,32.1
E00131366,1.4,14.2,42.6,41.9
E00131367,4.7,25.8,28.9,40.6
E00131368,1.2,18.3,32.5,47.9
E00131369,10.7,15.3,33.3,40.7
E00131370,0.9,13.8,38.8,46.6
E00131371,0.9,3.7,29.6,65.7
E00131372,1.6,16.8,38.4,43.2
E00131373,5.7,20.8,35.8,37.7
E00131374,5.8,17.5,34.3,42.3
E00131375,2.3,9.9,33.7,54.1
E00131376,4.7,16.9,27.9,50.6
E00131377,0.7,6.7,44,48.7
E00131378,6.9,33.1,42.5,17.5
E00131379,3.8,23.8,42.3,30
E00131380,0.7,15.1,38.4,45.9
E00131381,2.2,21.6,41.7,34.5
E00131382,2.5,18.2,47.9,31.4
E00131383,2.2,20.4,31.4,46
E00131384,4.8,25.4,32.5,37.3
E00131385,5.1,13.3,31.6,50
E00131386,2.2,14.2,36.6,47
E00131387,0,16.2,33.1,50.7
E00131389,2.1,14.8,41.5,41.5
E00131390,4.9,15.9,35.4,43.9
E00131391,2.1,15,67.9,15
E00131392,0.9,15.4,76.9,6.8
E00131393,0,17.7,75.2,7.1
E00131394,0,4.9,80.4,14.7
E00131395,8.8,3.5,50.9,36.8
E00131396,55.8,36.4,6.2,1.6
E00131397,4.4,59.1,32.1,4.4
E00131398,63.9,32.8,1.7,1.7
E00131399,29.4,28.4,33.8,8.3
E00131400,0,7.6,72.9,19.5
E00131401,0,21.9,66.7,11.4
E00131402,3.8,15.9,60.6,19.7
E00131403,2.7,21.8,64.5,10.9
E00131404,0.8,27.4,59.7,12.1
E00131405,0,14.8,57.8,27.3
E00131406,1.8,10.9,80.9,6.4
E00131407,21,26.8,46.4,5.8
E00131408,0,21.4,30.8,47.9
E00131409,1.7,12.5,85.8,0
E00131410,0,4,48.7,47.3
E00131412,3.6,62,28.5,5.8
E00131413,23.9,30.3,30.3,15.6
E00131414,0.7,27.9,58.8,12.5
E00131415,0,15,65,20
E00131416,1.6,31.5,52.4,14.5
E00131417,14.3,6.3,68.3,11.1
E00131418,5.3,14.2,70.8,9.7
E00131419,12.5,48.1,33.7,5.8
E00131420,0.8,15.1,71.4,12.6
E00131421,8.5,35.6,48.3,7.6
E00131422,0.8,11.3,82.3,5.6
E00131423,17.5,20.9,31.6,30.1
E00131424,3.8,35.6,53.8,6.7
E00131425,17.6,35.2,26.1,21.1
E00131426,0,5.1,54.4,40.4
E00131427,7.3,62,27.7,2.9
E00131428,7.7,18.8,62.4,11.1
E00131429,0.7,12.6,75.6,11.1
E00131430,1.8,17,70.5,10.7
E00131431,5.2,37.6,37.1,20
E00131433,16.5,28.2,44.7,10.6
E00131434,2.4,24.6,40.1,32.9
E00131435,0.6,22.2,39.2,38
E00131436,5.6,26.6,58.2,9.6
E00131437,0.6,28.2,61.6,9.6
E00131438,0.8,34.7,59.5,5
E00131439,0.9,23,63.7,12.4
E00131440,3.9,47.4,39.5,9.2
E00131441,42.6,34.1,18.6,4.7
E00131442,5.6,36.8,52,5.6
E00131443,5,44,39,12
E00131444,13.7,39.6,30.2,16.5
E00131445,0,3.1,35.1,61.8
E00131446,0,12.8,21.4,65.8
E00131447,0.9,25.5,57.3,16.4
E00131448,7.3,26.6,42.7,23.4
E00131449,0,14.4,50,35.6
E00131450,0,5.8,76.8,17.4
E00131451,0,11.5,63.2,25.3
E00131452,0,5.5,51.2,43.3
E00131453,24.8,10.6,59.3,5.3
E00131454,2.1,16.9,69,12
E00131455,7.6,22.1,52.4,17.9
E00131456,35.1,38.9,24.4,1.5
E00131457,2.5,14.1,47.2,36.2
E00131458,0.8,6.5,50.4,42.3
E00131459,0.9,13.6,53.4,32.1
E00131460,0,5.8,31.4,62.8
E00131461,0,12.6,43,44.4
E00131462,0,3.9,48.1,48.1
E00131463,3.2,28,65.6,3.2
E00131464,1,15.3,65.3,18.4
E00131465,0,13.7,55.8,30.5
E00131466,1.1,10.8,35.5,52.7
E00131467,0,7,35,58
E00131468,3.6,13.3,68.7,14.5
E00131470,0.9,27,60.9,11.3
E00131471,0,12.3,76.9,10.8
E00131472,1.3,1.3,51.3,46.3
E00131473,26.6,32.8,19.5,21.1
E00131474,2.8,13.2,43.4,40.6
E00131475,7.1,30.5,38.3,24.1
E00131476,6.7,22.1,24,47.1
E00131477,4.9,26.6,41.3,27.3
E00131478,0,13.8,34.6,51.5
E00131479,1.4,10,46.2,42.4
E00131480,2.8,18.9,70.8,7.5
E00131485,4.1,20.3,40.7,35
E00131487,3.1,22.8,32.3,41.7
E00131488,5.6,23.8,38.1,32.5
E00131489,7.7,17.5,37.7,37.2
E00131490,5.4,35.1,34.2,25.2
E00131491,2.4,27,25.4,45.2
E00131492,0,7.4,37,55.6
E00131494,0.9,17.1,47.9,34.2
E00131495,1.7,14,47.1,37.2
E00131496,3.5,33.6,40.6,22.4
E00131497,6,26.5,29.5,38
E00133651,1.5,30.6,43.3,24.6
E00133657,7.4,30.5,48.3,13.8
E00144535,0,14.2,65,20.8
E00144536,0.8,3,81.8,14.4
E00144537,0,14.3,20.2,65.5
E00144538,0,16.7,64,19.3
E00144543,6.7,6.7,68.7,17.9
E00144547,0,6,78.2,15.8
E00144548,1.6,19.8,50.8,27.8
E00144549,8.5,46.9,37.7,6.9
E00144550,7.7,30.8,30,31.5
E00144551,0,9.1,62.1,28.8
E00144552,2.3,14.3,51.9,31.6
E00144553,1.7,48.3,33.3,16.7
E00144554,17.9,15.4,45.3,21.4
E00144715,2.7,8.7,34.9,53.7
E00144716,0,10.8,30.8,58.5
E00144717,0,11.8,43.5,44.7
E00144718,2.2,18.2,34.3,45.3
E00144719,0.9,13.4,42.9,42.9
E00144720,0,4.5,10,85.5
