areacd,sex-001,sex-002
E00069560,52.4,47.6
E00069654,49.9,50.1
E00069655,48.3,51.7
E00069656,50.5,49.5
E00069657,55,45
E00130332,52.3,47.7
E00130333,51.9,48.1
E00130336,52.8,47.2
E00130545,51.5,48.5
E00130547,50.7,49.3
E00130548,53,47
E00130549,48.6,51.4
E00130551,49.6,50.4
E00130736,48.1,51.9
E00130737,49.8,50.2
E00130738,48.9,51.1
E00130741,51.9,48.1
E00130742,48.4,51.6
E00131338,50.8,49.2
E00131339,52.6,47.4
E00131340,49.4,50.6
E00131341,48.6,51.4
E00131342,54.1,45.9
E00131343,54.2,45.8
E00131344,52.4,47.6
E00131345,51.2,48.8
E00131346,51,49
E00131347,50.2,49.8
E00131348,50,50
E00131361,53.4,46.6
E00131362,50.7,49.3
E00131363,51,49
E00131364,52.3,47.7
E00131365,50.3,49.7
E00131366,50.9,49.1
E00131367,51.6,48.4
E00131368,52.6,47.4
E00131369,53.2,46.8
E00131370,52.7,47.3
E00131371,53.2,46.8
E00131372,44.8,55.2
E00131373,50.2,49.8
E00131374,48.9,51.1
E00131375,50.5,49.5
E00131376,52,48
E00131377,51.9,48.1
E00131378,54.8,45.2
E00131379,53.1,46.9
E00131380,51.1,48.9
E00131381,51.2,48.8
E00131382,49.8,50.2
E00131383,53.3,46.7
E00131384,51.8,48.2
E00131385,50.1,49.9
E00131386,50.2,49.8
E00131387,55.6,44.4
E00131389,51.5,48.5
E00131390,52.7,47.3
E00131391,49.8,50.2
E00131392,52.7,47.3
E00131393,50,50
E00131394,48.6,51.4
E00131395,48.6,51.4
E00131396,44.4,55.6
E00131397,53.3,46.7
E00131398,50,50
E00131399,48.6,51.4
E00131400,48.8,51.2
E00131401,51.5,48.5
E00131402,50,50
E00131403,48.9,51.1
E00131404,51.3,48.7
E00131405,50.6,49.4
E00131406,52.8,47.2
E00131407,47.3,52.7
E00131408,51.7,48.3
E00131409,52.5,47.5
E00131410,51.3,48.7
E00131412,50,50
E00131413,56.2,43.8
E00131414,46.7,53.3
E00131415,50,50
E00131416,53.6,46.4
E00131417,52.1,47.9
E00131418,48.9,51.1
E00131419,54.4,45.6
E00131420,49.6,50.4
E00131421,51.6,48.4
E00131422,49.1,50.9
E00131423,51.9,48.1
E00131424,53.4,46.6
E00131425,51.6,48.4
E00131426,51.4,48.6
E00131427,53.8,46.2
E00131428,50.5,49.5
E00131429,50.7,49.3
E00131430,51.4,48.6
E00131431,52.1,47.9
E00131433,48.5,51.5
E00131434,49,51
E00131435,50.3,49.7
E00131436,50,50
E00131437,51.7,48.3
E00131438,53.4,46.6
E00131439,50.6,49.4
E00131440,49.5,50.5
E00131441,43.2,56.8
E00131442,57.3,42.7
E00131443,55.8,44.2
E00131444,50.5,49.5
E00131445,51,49
E00131446,51.9,48.1
E00131447,50.2,49.8
E00131448,49.6,50.4
E00131449,52.1,47.9
E00131450,53.1,46.9
E00131451,51.2,48.8
E00131452,53.5,46.5
E00131453,47.8,52.2
E00131454,54.2,45.8
E00131455,52.4,47.6
E00131456,51.4,48.6
E00131457,47.5,52.5
E00131458,51.1,48.9
E00131459,52.9,47.1
E00131460,52.6,47.4
E00131461,51.6,48.4
E00131462,47.2,52.8
E00131463,53.7,46.3
E00131464,49.1,50.9
E00131465,51.9,48.1
E00131466,50.6,49.4
E00131467,51,49
E00131468,49.8,50.2
E00131470,55.4,44.6
E00131471,48.8,51.2
E00131472,50.3,49.7
E00131473,47.4,52.6
E00131474,48.8,51.2
E00131475,54.7,45.3
E00131476,50.6,49.4
E00131477,50.3,49.7
E00131478,49.4,50.6
E00131479,48.9,51.1
E00131480,55.7,44.3
E00131485,51.2,48.8
E00131487,56,44
E00131488,51.7,48.3
E00131489,50.4,49.6
E00131490,49.2,50.8
E00131491,50.7,49.3
E00131492,49.2,50.8
E00131494,50,50
E00131495,50.9,49.1
E00131496,55,45
E00131497,52.4,47.6
E00133651,50.9,49.1
E00133657,51.3,48.7
E00144535,44.8,55.2
E00144536,50.6,49.4
E00144537,53.3,46.7
E00144538,54.7,45.3
E00144543,50.1,49.9
E00144547,51,49
E00144548,53.3,46.7
E00144549,56.3,43.7
E00144550,47.3,52.7
E00144551,52.6,47.4
E00144552,53.2,46.8
E00144553,52.4,47.6
E00144554,52.3,47.7
E00144715,49.5,50.5
E00144716,45.5,54.5
E00144717,51.6,48.4
E00144718,50.2,49.8
E00144719,49.1,50.9
E00144720,50.7,49.3
E00144721,47.7,52.3
E00144813,47.2,52.8
E00144825,48.4,51.6
E00144830,51.3,48.7
E00170685,53.5,46.5
E00170686,49.2,50.8
E00170687,53.7,46.3
E00170688,50,50
E00170689,49.5,50.5
E00170690,52.4,47.6
E00170691,52.9,47.1
E00170692,55.7,44.3
E00173325,52.5,47.5
E00173346,50.9,49.1
E00178468,52.9,47.1
E00178500,50.2,49.8
E00178585,54.3,45.7
E00178619,51.5,48.5
E00187350,50,50
E00187386,51,49
E00187495,51.9,48.1
