geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00068616,7.4,36.4,43,13.2
E00068617,16.7,44.2,31.2,8
E00068618,27.7,46.2,19.2,6.9
E00068619,12.1,42.7,34.7,10.5
E00068621,14.3,42.9,35.7,7.1
E00068622,20.4,40.7,26.5,12.4
E00068623,9.4,46.9,32,11.7
E00068624,18.8,45.3,29.9,6
E00068626,8.9,46,35.5,9.7
E00068627,17.1,53,20.5,9.4
E00068628,18,45,30.6,6.3
E00068629,18.5,37.7,29.2,14.6
E00068630,15.8,45.1,30.8,8.3
E00068631,13.5,39.8,32.3,14.3
E00068632,38,41.9,18.6,1.6
E00068633,16.2,46.2,30,7.7
E00068635,14.3,44.5,30.3,10.9
E00068637,22,52.8,16.5,8.7
E00068638,17.4,47.1,26.4,9.1
E00068640,21.7,43.4,24,10.9
E00068641,13,36.5,38.3,12.2
E00068642,24.8,47.4,20.3,7.5
E00068644,16,36,37.6,10.4
E00068645,21.4,46.4,25.9,6.3
E00068647,39.6,42.3,16.2,1.8
E00068649,24.6,40.7,23.7,11
E00068651,31.6,44.4,18.8,5.1
E00068652,24.4,48.8,18.7,8.1
E00068653,19.3,41.5,21.5,17.8
E00068654,43.3,41.7,10.8,4.2
E00068655,27.5,39.1,29.7,3.6
E00068656,9.1,46.3,33.9,10.7
E00069909,37.7,41.5,15.4,5.4
E00069911,29,37.4,27.1,6.5
E00069913,38.2,37.5,19.9,4.4
E00069915,26.6,36.3,27.4,9.7
E00069916,35.2,37.1,21,6.7
E00069918,24.4,37.8,25.9,11.9
E00069919,27,51.4,17.1,4.5
E00069921,19.5,40.6,35.3,4.5
E00069922,24.4,40.2,22,13.4
E00069923,25.7,41.3,23.9,9.2
E00069924,30.7,43,18.4,7.9
E00069925,18.8,48.9,24.8,7.5
E00069926,14.4,45.9,27.9,11.7
E00069927,19.2,45.9,28.1,6.8
E00069928,57.7,31.3,9.2,1.8
E00069929,24.4,45.5,25.2,4.9
E00069930,23.9,50.4,23,2.7
E00069933,45.3,36,16.3,2.3
E00069935,21,57.1,17.1,4.8
E00069955,33,39.1,21.7,6.1
E00069961,20.8,53.8,20.8,4.7
E00069962,20.2,53.2,22,4.6
E00070539,16.4,51.6,26.2,5.7
E00070545,22,54.3,18.1,5.5
E00070546,45.3,47.9,6.8,0
E00070547,19.8,50.9,23.3,6
E00070548,15.2,40.2,34.8,9.8
E00070563,16.9,52.3,23.1,7.7
E00070571,15,50.8,28.3,5.8
E00070572,50.5,37.6,9.2,2.8
E00070573,39.8,51.1,8.3,0.8
E00070575,16.8,40,38.4,4.8
E00070577,16.4,37.7,36.3,9.6
E00070581,13.1,43.8,39.2,3.8
E00070583,12.6,46.8,34.2,6.3
E00098293,4.8,41.4,40.9,12.9
E00098294,15.8,52.6,23.3,8.3
E00098295,16.6,52.2,26.8,4.5
E00098296,17.7,39.8,32.3,10.2
E00098297,13.1,43.4,39.3,4.1
E00098298,20.8,41.7,29.2,8.3
E00098299,21.3,34,34.7,10
E00098300,12.6,40.4,35.9,11.1
E00098301,20.2,41.1,27.6,11
E00098302,19.7,52.4,21.8,6.1
E00098303,13,45.8,28.2,13
E00098304,31.6,35,22.2,11.1
E00098305,22.8,37.7,23.7,15.8
E00098306,28.8,32.8,28,10.4
E00098307,16.2,43.1,28.5,12.3
E00098308,21.8,37.9,28.2,12.1
E00098309,16.1,49.7,25.5,8.7
E00098312,29.6,46.7,20.7,3
E00098313,9.8,34.1,31.8,24.2
E00098314,29.5,40.9,22.7,6.8
E00098315,22.5,52.2,21.7,3.6
E00098320,42.5,44.1,11.3,2.2
E00098322,15.6,42.2,30.1,12.1
E00098323,20.3,43.8,29.7,6.3
E00098324,11,44.5,37.4,7.1
E00098325,42,38.7,14.6,4.7
E00098326,40.8,34.7,21.1,3.4
E00098442,8.5,42.4,34.7,14.4
E00098443,9.7,29.2,40.3,20.8
E00098444,38.9,46.8,11.9,2.4
E00098447,7.9,29.3,44.5,18.3
E00098448,14.1,34.2,40.9,10.7
E00098449,9.8,32.8,41.8,15.6
E00098450,6.4,35.5,38.3,19.9
E00098453,22.4,45.7,17.2,14.7
E00099352,8,40.1,38.7,13.1
E00099353,5.3,40.4,41.2,13.2
E00099354,6.9,19.8,51.1,22.1
E00099356,11,39.4,33.1,16.5
E00099357,5.4,33.9,48.2,12.5
E00099358,11,49,29,11
E00099359,13.5,45.1,34.6,6.8
E00099360,11.4,37.9,37.9,12.9
E00099361,3.6,45.9,34.2,16.2
E00099363,11.6,40.6,38.4,9.4
E00099364,5.8,35.5,38.8,19.8
E00099365,4.5,41.7,39.4,14.4
E00099366,10.8,29.2,38.3,21.7
E00099367,3.9,32.8,46.1,17.2
E00099384,29.3,44,20.9,5.8
E00099385,27.2,47.7,22.5,2.6
E00099386,23.9,47.9,22.5,5.6
E00099387,37.4,44.3,13,5.2
E00099388,17.5,52.6,25.5,4.4
E00099389,17.2,37.9,35.2,9.7
E00099390,19,43.8,27,10.2
E00099391,36.9,41.5,17.7,3.8
E00099392,31.3,42.2,21.8,4.8
E00099393,29.5,42.6,22.1,5.7
E00099394,30.7,41.6,21.9,5.8
E00099395,34.2,41.7,20,4.2
E00099396,40.5,35.9,19.1,4.6
E00099397,48.1,42.7,6.9,2.3
E00099398,19.5,50.3,24.5,5.7
E00099399,15.7,42.5,32.8,9
