geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00068616,63.4,26.8,9.8,0,0
E00068617,55.8,38.4,5.8,0,0
E00068618,39.7,31.3,29,0,0
E00068619,39.3,41,18.9,0.8,0
E00068621,44.2,45.5,10.4,0,0
E00068622,60.2,32.7,5.3,1.8,0
E00068623,60.9,32.8,6.3,0,0
E00068624,50,39.8,8.5,1.7,0
E00068626,65.3,29,4.8,0.8,0
E00068627,52.1,38.8,9.1,0,0
E00068628,43.2,45.9,9.9,0.9,0
E00068629,40.3,48.8,10.9,0,0
E00068630,32.6,47,19.7,0.8,0
E00068631,58.8,30.9,8.1,2.2,0
E00068632,31.5,43.8,23.8,0.8,0
E00068633,51.9,40.3,7.8,0,0
E00068635,60,25.8,13.3,0.8,0
E00068637,22.7,53.9,20.3,3.1,0
E00068638,52.9,24,21.5,1.7,0
E00068640,34.6,47.7,16.9,0.8,0
E00068641,61.7,31.3,7,0,0
E00068642,54.5,28.8,13.6,2.3,0.8
E00068644,56.3,33.3,9.5,0.8,0
E00068645,25.7,46,24.8,3.5,0
E00068647,18,36,45.9,0,0
E00068649,39,37.3,18.6,5.1,0
E00068651,13.8,32.8,49.1,3.4,0.9
E00068652,34.4,38.4,21.6,5.6,0
E00068653,45.5,35.8,15.7,3,0
E00068654,14.9,25.6,58.7,0.8,0
E00068655,35.8,36.5,24.8,2.2,0.7
E00068656,32.5,45.2,17.5,2.4,2.4
E00069909,29.2,24.6,40,5.4,0.8
E00069911,38.3,37.4,17.8,3.7,2.8
E00069913,29.6,26.7,38.5,4.4,0.7
E00069915,40.3,30.6,21,5.6,2.4
E00069916,33.6,34.6,27.1,2.8,1.9
E00069918,31.9,35.6,30.4,2.2,0
E00069919,42.3,22.5,29.7,5.4,0
E00069921,40.9,28,25.8,5.3,0
E00069922,28,39,24.4,7.3,1.2
E00069923,37.4,22.4,23.4,15.9,0.9
E00069924,38.3,27.8,27,5.2,1.7
E00069925,55.2,32.8,11.9,0,0
E00069926,52.2,36.3,8.8,2.7,0
E00069927,47.9,34.7,12.5,3.5,1.4
E00069928,12.3,19.6,65,1.8,1.2
E00069929,50.8,27,19.7,2.5,0
E00069930,29.2,32.7,33.6,4.4,0
E00069933,8.1,29.1,52.3,9.3,1.2
E00069935,39.4,36.5,24,0,0
E00069955,38.5,29.1,26.5,3.4,2.6
E00069961,44.3,36.8,14.2,4.7,0
E00069962,41.3,28.4,22.9,5.5,1.8
E00070539,53.7,30.6,14.9,0,0.8
E00070545,35.4,38.6,24.4,1.6,0
E00070546,5.9,35.6,51.7,6.8,0
E00070547,54.3,39.7,6,0,0
E00070548,51.4,37.8,9.9,0,0.9
E00070563,34.9,48.8,14.7,1.6,0
E00070571,30,46.7,20.8,2.5,0
E00070572,7.3,45.9,42.2,4.6,0
E00070573,11.4,34.8,45.5,8.3,0
E00070575,65.6,27.2,6.4,0,0.8
E00070577,49.7,38.6,11.7,0,0
E00070581,58.6,31.3,9.4,0.8,0
E00070583,55.9,31.5,9.9,2.7,0
E00098293,39.8,45.7,14,0.5,0
E00098294,46.3,37.3,15.7,0.7,0
E00098295,12.2,57.1,29.5,1.3,0
E00098296,34.9,37.6,26.9,0,0.5
E00098297,45.1,35.2,18,1.6,0
E00098298,39.7,30.1,26,4.1,0
E00098299,55.3,24.7,18.7,1.3,0
E00098300,34.5,40.1,22.8,2,0.5
E00098301,34.2,41,22.4,2.5,0
E00098302,30.3,49,19.3,1.4,0
E00098303,46.6,32.8,17.6,2.3,0.8
E00098304,29.7,34.7,34.7,0.8,0
E00098305,43,29.8,27.2,0,0
E00098306,29.6,32,34.4,2.4,1.6
E00098307,33.3,49.2,13.5,3.2,0.8
E00098308,52,30.9,15.4,1.6,0
E00098309,31.8,51,15.9,1.3,0
E00098312,19.2,51.5,29.3,0,0
E00098313,57.9,28.6,12.8,0.8,0
E00098314,36.4,30.3,31.1,0.8,1.5
E00098315,30.4,36.2,31.2,1.4,0.7
E00098320,13.4,37.4,43.9,4.8,0.5
E00098322,43.6,45.3,9.9,1.2,0
E00098323,43.3,27.6,26.8,2.4,0
E00098324,43,35.5,18.3,2.7,0.5
E00098325,21.2,42.9,34.4,1.4,0
E00098326,27.5,41.6,26.8,4,0
E00098442,44.6,34.7,19,1.7,0
E00098443,57.3,36.4,5.6,0.7,0
E00098444,10.3,42.1,46,1.6,0
E00098447,57.8,33.3,7.8,1,0
E00098448,43,31.1,23.8,2,0
E00098449,49.6,43.9,6.5,0,0
E00098450,60,30.7,7.9,1.4,0
E00098453,34.5,31.9,30.1,3.5,0
E00099352,50.4,36.5,13.1,0,0
E00099353,31,39.7,29.3,0,0
E00099354,70.3,22.7,6.3,0.8,0
E00099356,50.4,39.2,9.6,0.8,0
E00099357,46,43.4,8.8,1.8,0
E00099358,34.7,46.5,17.8,1,0
E00099359,56.4,36.8,6.8,0,0
E00099360,53.3,28.5,14.6,2.9,0.7
E00099361,52.7,37.3,10,0,0
E00099363,46.8,36.7,14.4,2.2,0
E00099364,43.8,38,18.2,0,0
E00099365,46.6,39.7,13,0.8,0
E00099366,47,30.8,21.4,0.9,0
E00099367,48.8,38.8,10.1,2.3,0
E00099384,20.7,41.8,36.2,1.3,0
E00099385,23.3,45.3,26,4.7,0.7
E00099386,28.2,41.5,30.3,0,0
E00099387,40.9,33.9,20.9,3.5,0.9
E00099388,31.9,42.8,23.2,2.2,0
E00099389,51.4,32.6,14.6,1.4,0
E00099390,31.9,50,15.9,2.2,0
E00099391,18.9,33.3,46.2,1.5,0
E00099392,27.4,54.1,17.1,0.7,0.7
E00099393,27.9,45.1,24.6,1.6,0.8
E00099394,30.7,40.1,24.8,3.6,0.7
E00099395,43,38,16.5,2.5,0
E00099396,29,26.7,39.7,3.1,1.5
E00099397,7,40.3,51.9,0.8,0
E00099398,21.7,49.3,27,2,0
E00099399,39.3,37.8,20.7,2.2,0
E00099410,41.1,38.8,19.4,0.8,0
E00099411,41.3,34.3,23.1,1.4,0
E00099412,55.2,32.4,12.4,0,0
E00099413,36.2,49.3,14.5,0,0
E00099422,50.5,37.6,9.2,2.8,0
E00099423,47.5,35.2,15.6,1.6,0
E00099424,51.6,32.5,12.7,3.2,0
E00099447,46.8,37.5,13.4,2.3,0
E00099448,56.5,33.7,7.6,1.1,1.1
E00099449,47.3,33,19.8,0,0
E00099450,56.6,34,6.6,2.8,0
E00099451,29,53.2,15.3,2.4,0
E00099452,32.5,45.6,18.9,3,0
E00099453,36.2,43.6,19.5,0.7,0
E00099454,58.8,33.1,7.4,0.7,0
E00099456,48.6,38.9,12.5,0,0
E00099457,30.8,42.8,23.9,1.3,1.3
E00099458,41.8,40.3,14.9,3,0
E00099459,43.2,44.3,11.4,1.1,0
E00099461,12.7,48,36.3,2,1
E00099462,27.6,33.3,36.5,2.6,0
E00099463,21.6,35.8,37.5,4.5,0.6
E00099464,14.3,47.9,34.5,3.4,0
E00099465,49.6,36.8,12,1.6,0
E00099466,20.6,38.2,36.8,4.4,0
E00099467,43.6,39.3,15.7,1.4,0
E00099468,28.1,54.1,16.3,1.5,0
E00099469,20.6,54.2,22.9,2.3,0
E00099470,28.3,51.2,20.5,0,0
E00099471,32.8,50.4,15.3,1.5,0
E00099472,50.7,41.8,7.5,0,0
E00099473,50.5,35.8,13.8,0,0
E00099474,16.4,41.8,38.8,3,0
E00099475,15.4,41.3,41.3,1.4,0.7
E00099476,28.7,39.9,28,3.5,0
E00099477,14.5,59.7,21.8,4,0
E00099478,19.7,37.4,40.8,2,0
E00099479,43,38,17.6,1.4,0
E00099481,24.5,36.7,35.7,3.1,0
E00099482,0.8,29.3,62.6,5.7,1.6
E00099483,42.9,32.5,21.4,2.4,0.8
E00099484,37.9,42.7,17.7,1.6,0
E00099485,37.4,51.1,11.5,0,0
E00099486,37.6,38.4,22.4,1.6,0
E00099487,16.7,48.5,32.6,2.3,0
E00099488,48.6,39.6,10.8,0.9,0
E00099489,9.4,41.9,47,1.7,0
E00099490,13.1,33.8,47.6,5.5,0
E00099491,30,36.2,27.7,6.2,0
E00099492,4.8,33.9,55.4,6,0
E00099493,13,29.5,51.4,6.2,0
E00099494,24.6,30.2,37.3,7.1,0.8
E00099495,25,37.9,33.1,2.4,1.6
E00099496,43.2,40,15.2,1.6,0
E00099497,47.6,35.7,16.7,0,0
E00099498,39.4,32.1,26.6,1.8,0
E00099499,44.4,21.4,32.5,1.6,0
E00099500,22.2,27.4,48.9,1.5,0
E00099501,24.2,30.8,40.8,4.2,0
E00099502,35.6,34.7,22.9,5.9,0.8
E00099503,35.5,42.7,20,1.8,0
E00099504,27,31.9,36.2,5,0
E00099505,21.1,47.4,24.6,6.1,0.9
E00099506,35.8,40,21.7,2.5,0
E00099507,39,43.8,14.3,2.9,0
E00099508,36.2,40.5,21.6,0.9,0.9
