geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00068616,98.2,1.8,0,0,0
E00068617,96.4,2.5,0,0.7,0.4
E00068618,97,3,0,0,0
E00068619,98.3,0.3,1,0,0.3
E00068621,95.8,2.5,0.3,1.4,0
E00068622,99.6,0.4,0,0,0
E00068623,99.3,0.7,0,0,0
E00068624,97.2,2.4,0,0.4,0
E00068626,98.6,1.4,0,0,0
E00068627,93.1,4,0,0.4,2.4
E00068628,97.4,1.7,0.9,0,0
E00068629,97.6,2.4,0,0,0
E00068630,94.8,4.6,0.3,0,0.3
E00068631,97.7,2.3,0,0,0
E00068632,92.4,5.8,1.3,0.4,0
E00068633,97.2,2.5,0,0.4,0
E00068635,97.8,2.2,0,0,0
E00068637,96.5,3.5,0,0,0
E00068638,96.2,2.3,1.5,0,0
E00068640,96,3,0.3,0.6,0
E00068641,96,1.8,1.5,0.4,0.4
E00068642,97,2,0.3,0.7,0
E00068644,98.2,1.8,0,0,0
E00068645,96.8,2.4,0.4,0.4,0
E00068647,96.1,1.3,2.6,0,0
E00068649,92.3,5.7,0.3,1.3,0.3
E00068651,89.9,8.7,0.3,0.3,0.7
E00068652,94.2,5.5,0.3,0,0
E00068653,94.4,3.7,0.9,0.3,0.6
E00068654,94,5,1,0,0
E00068655,91.7,6.2,1.2,0.6,0.3
E00068656,93.5,5.1,0.5,0.8,0
E00069909,75.2,11.3,7.1,5.3,1.1
E00069911,76.4,12.5,8.4,2.7,0
E00069913,82.6,7,6.1,4,0.3
E00069915,82.1,10.6,3.1,2.2,2
E00069916,81.5,10.5,5.2,1.7,1
E00069918,81.8,11.3,4.8,2.1,0
E00069919,78.5,7.4,7.8,4.8,1.5
E00069921,59.3,9.5,3.3,25.1,2.9
E00069922,84.3,11.2,1.7,1.7,1.2
E00069923,74.1,13.8,7.7,3.7,0.8
E00069924,80.8,11.9,4.6,1.5,1.2
E00069925,82.8,6.5,4.6,2.7,3.4
E00069926,79.7,16.4,3.1,0,0.8
E00069927,79.4,16.5,0.8,3.3,0
E00069928,83.5,10,2.3,2.9,1.3
E00069929,85,7,3.8,2.8,1.4
E00069930,78.6,15.2,4.5,1.3,0.3
E00069933,80.9,8.7,5.8,2.1,2.5
E00069935,81.4,9.3,3.6,1.4,4.3
E00069955,79.8,11,4.3,4,0.9
E00069961,76.6,12.8,3.8,3,3.8
E00069962,80.4,13,3.6,2.4,0.6
E00070539,66.6,21.6,2,5.1,4.7
E00070545,67.9,14.3,10.7,3,4.2
E00070546,83,7.4,1.6,5.9,2.1
E00070547,83.2,13.6,1.8,0,1.4
E00070548,83.1,13.2,1.1,0.7,1.8
E00070563,81.4,15.2,1,0.7,1.7
E00070571,72.6,15,2.9,3.2,6.2
E00070572,77.2,15.9,3.7,0.5,2.6
E00070573,78.7,10.1,2.9,6.5,1.8
E00070575,84.4,12.9,1.3,0.3,1
E00070577,84.4,11.9,1.6,0,2.2
E00070581,83.5,13.5,1.3,0,1.7
E00070583,80,15.4,2.3,0.8,1.5
E00098293,97.6,1.5,0.4,0.4,0
E00098294,93.4,5.4,1.2,0,0
E00098295,97.2,1.8,0.3,0,0.6
E00098296,95.6,2.4,1,1,0
E00098297,96,2.9,1.1,0,0
E00098298,94.4,4.8,0.6,0.3,0
E00098299,97,3,0,0,0
E00098300,92.2,4.2,0.2,2,1.3
E00098301,97.2,2,0.9,0,0
E00098302,95.9,2.2,0.6,1.3,0
E00098303,95.7,4,0,0.3,0
E00098304,98.5,0.7,0.7,0,0
E00098305,97.7,1.6,0.8,0,0
E00098306,95.6,1.7,1.3,0,1.3
E00098307,96.4,3.3,0,0.3,0
E00098308,94.2,3.3,0.7,1.8,0
E00098309,94.3,3.9,1.2,0,0.6
