areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00029265,94.6,5.4
E00029267,90,10
E00029273,90.4,9.6
E00029275,91.9,8.1
E00029277,92.1,7.9
E00029281,92.5,7.5
E00029309,95,5
E00029311,93.7,6.3
E00029312,90.5,9.5
E00029313,93.6,6.4
E00029314,88,12
E00029315,91.5,8.5
E00029317,91.5,8.5
E00029318,92.3,7.7
E00029319,93.6,6.4
E00029321,92.7,7.3
E00029322,92.5,7.5
E00029323,93.8,6.2
E00029324,89.2,10.8
E00029325,85.3,14.7
E00029326,90.7,9.3
E00029327,92.4,7.6
E00029328,96.3,3.8
E00029329,93.3,6.7
E00029330,90.2,9.8
E00029331,93.3,6.7
E00029332,94.2,5.8
E00029333,88.9,11.1
E00029334,94.2,5.8
E00029336,97.3,2.7
E00029337,89.8,10.2
E00029339,93,7
E00029340,85.3,14.7
E00029342,94.4,5.6
E00029345,94.4,5.6
E00029346,92,8
E00029348,92.6,7.4
E00029349,93.2,6.8
E00029351,95.5,4.5
E00029352,94.1,5.9
E00029354,91,9
E00029355,94.9,5.1
E00029356,89.3,10.7
E00029357,89.4,10.6
E00029379,99.1,0.9
E00029381,95.3,4.7
E00029398,95.6,4.4
E00029399,96.7,3.3
E00029400,87.7,12.3
E00029401,94,6
E00029402,85.5,14.5
E00029403,80,20
E00029404,92.2,7.8
E00029405,92.8,7.2
E00029406,91.9,8.1
E00029407,96.3,3.7
E00029408,96.2,3.8
E00029409,88,12
E00029410,89.7,10.3
E00029411,89,11
E00029412,95.2,4.8
E00029413,97.3,2.7
E00029414,89.3,10.7
E00029415,95.3,4.7
E00029416,91.9,8.1
E00029417,93.4,6.6
E00029418,94.4,5.6
E00029419,95.3,4.7
E00029420,95.6,4.4
E00029421,97.2,2.8
E00029422,98.2,1.8
E00029423,90.2,9.8
E00029424,98.1,1.9
E00029425,96.6,3.4
E00029426,93.4,6.6
E00029427,95.6,4.4
E00029428,92.4,7.6
E00029429,93.7,6.3
E00029430,96.5,3.5
E00029431,96.9,3.1
E00029432,74.7,25.3
E00029433,83.1,16.9
E00029434,96.2,3.8
E00029435,88.7,11.3
E00029436,93.3,6.7
E00029437,89.9,10.1
E00029438,85,15
E00029439,93,7
E00029440,93,7
E00029441,89.6,10.4
E00029442,90.9,9.1
E00029443,93,7
E00029444,87.1,12.9
E00029445,97.6,2.4
E00029446,95.2,4.8
E00029447,95.7,4.3
E00029550,83.7,16.3
E00029551,93.3,6.7
E00029554,86.9,13.1
E00029556,75,25
E00029557,78.7,21.3
E00029559,85.8,14.2
E00029560,95.2,4.8
E00029562,92.3,7.7
E00029563,89.2,10.8
E00029564,89.2,10.8
E00029566,88.2,11.8
E00029567,86,14
E00029568,90.7,9.3
E00029569,94.7,5.3
E00029570,93.5,6.5
E00029572,93.7,6.3
E00029574,86.8,13.2
E00029579,91.8,8.2
E00029581,96,4
E00029582,97.1,2.9
E00030000,94,6
E00030001,96,4
E00030002,87.4,12.6
E00030003,79.1,20.9
E00030004,81.6,18.4
E00030005,94.2,5.8
E00030006,92,8
E00030007,93.9,6.1
E00030008,92.3,7.7
E00030009,94.8,5.2
E00030011,93.9,6.1
E00030013,91.1,8.9
E00030014,92.7,7.3
E00030015,83.4,16.6
E00030016,94.3,5.7
E00030017,90.3,9.7
E00030018,91.4,8.6
E00030019,91.8,8.2
E00030020,85.3,14.7
E00030021,83.7,16.3
E00030022,88.4,11.6
E00030023,86.9,13.1
E00030024,92.1,7.9
E00030025,95.5,4.5
E00030026,88.2,11.8
E00030027,94.8,5.2
E00030028,97.6,2.4
E00030029,94.9,5.1
E00030030,91.7,8.3
E00030031,93.3,6.7
E00030032,91.3,8.7
E00030033,98,2
E00030034,95.1,4.9
E00030035,94.4,5.6
E00030036,86.9,13.1
E00030037,95.7,4.3
E00030038,96.1,3.9
E00030039,92,8
E00030040,94,6
E00030041,95.8,4.2
E00030042,89.5,10.5
E00030043,90.8,9.2
E00030044,91.5,8.5
E00030045,94.6,5.4
E00093772,98.1,1.9
E00094158,95.4,4.6
E00094159,96,4
E00094160,92.9,7.1
E00094161,94.9,5.1
E00094162,95.7,4.3
E00094163,96.8,3.2
E00094165,93.2,6.8
E00094166,96.4,3.6
E00094167,92.7,7.3
E00094170,97.1,2.9
E00094171,97.7,2.3
E00094172,96.5,3.5
E00094173,95.8,4.2
E00094174,94.3,5.7
E00094175,94.6,5.4
E00094176,96,4
E00094177,98.5,1.5
E00094178,98.5,1.5
E00094179,93.7,6.3
E00094187,96.6,3.4
E00094188,96.7,3.3
E00094189,96.6,3.4
E00094190,95.3,4.7
E00094191,92.4,7.6
E00094192,94.7,5.3
E00094193,94.5,5.5
E00094194,95.8,4.2
E00094195,93.1,6.9
E00094196,92.1,7.9
E00094197,92.1,7.9
E00094198,94.8,5.2
E00094199,94.4,5.6
E00094200,95.8,4.2
E00094201,93.9,6.1
E00094202,92.7,7.3
E00094203,95,5
E00094204,96.3,3.7
E00094205,94.9,5.1
E00177711,84.9,15.1
E00177714,89.3,10.7
E00177716,86.1,13.9
E00177733,95.2,4.8
E00177736,89.2,10.8
E00177738,87,13
E00177739,93.8,6.2
E00177747,76.7,23.3
