areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00029265,6.6,39.7,43.8,9.9
E00029267,16.7,49.3,26.1,8
E00029273,17.9,24.8,47,10.3
E00029275,6.2,35.4,47.7,10.8
E00029277,12.3,36.9,33.1,17.7
E00029281,7.4,35.2,42.6,14.8
E00029309,17,41.5,30.4,11.1
E00029311,8.7,37.3,43.7,10.3
E00029312,8.8,39.8,38.9,12.4
E00029313,14.9,50,27.6,7.5
E00029314,12.7,41,35.1,11.2
E00029315,6.8,36.4,42.4,14.4
E00029317,10.5,34.3,42,13.3
E00029318,8.9,35.8,45.5,9.8
E00029319,12.1,36.4,43.9,7.6
E00029321,9.8,31.7,45.5,13
E00029322,6.8,41.2,36.5,15.5
E00029323,10.4,39.1,42.6,7.8
E00029324,11.4,43,40.4,5.3
E00029325,3.4,38.1,43.2,15.3
E00029326,20.7,41.5,29.6,8.1
E00029327,8.6,43,35.2,13.3
E00029328,11,44.1,31.5,13.4
E00029329,4.6,35.9,41.2,18.3
E00029330,6.8,35.6,41.5,16.1
E00029331,12,42.9,39.8,5.3
E00029332,3.9,40.2,47.2,8.7
E00029333,28.4,43.8,20.4,7.5
E00029334,14.8,41.8,36.9,6.6
E00029336,6.3,42.3,45,6.3
E00029337,11,42.5,33.9,12.6
E00029339,9.6,42.6,39.1,8.7
E00029340,11.3,37.6,42.1,9
E00029342,15.3,48.6,29.2,6.9
E00029345,3.4,27.4,53,16.2
E00029346,20.4,36.3,31.9,11.5
E00029348,8.1,37.4,43.1,11.4
E00029349,11.5,45.9,32.8,9.8
E00029351,9.7,26.5,45.1,18.6
E00029352,5.1,38.5,46.2,10.3
E00029354,8.6,46,33.8,11.5
E00029355,3.4,22.2,56.4,17.9
E00029356,10.6,43.2,39.4,6.8
E00029357,5.2,38.1,43.3,13.4
E00029379,7.1,33.9,44.9,14.2
E00029381,4,40,36,20
E00029398,13,47.2,31.7,8.1
E00029399,7.6,46.6,38.1,7.6
E00029400,6.3,34.2,50.5,9
E00029401,11.2,36,40.8,12
E00029402,0,31.9,54.8,13.3
E00029403,12.4,53.7,25.6,8.3
E00029404,8.3,33.3,45.8,12.5
E00029405,5.8,34.8,45.7,13.8
E00029406,9.8,52.8,28.5,8.9
E00029407,7.5,50.5,32.7,9.3
E00029408,8.6,41.4,37.9,12.1
E00029409,13,50,33.3,3.7
E00029410,3.4,28.3,49.7,18.6
E00029411,9.8,46.7,36.1,7.4
E00029412,11.8,49.1,29.1,10
E00029413,5.2,27,56.5,11.3
E00029414,1.6,41.9,40.3,16.1
E00029415,2.4,38.4,40.8,18.4
E00029416,2.9,29.2,51.1,16.8
E00029417,5.2,35.8,45.5,13.4
E00029418,3.9,44.5,35.9,15.6
E00029419,10.5,43,40.4,6.1
E00029420,7.7,45.4,34.6,12.3
E00029421,8,27,51,14
E00029422,3.3,36.9,45.9,13.9
E00029423,19.8,39.6,25.2,15.3
E00029424,12.1,39.3,35.5,13.1
E00029425,9.1,32.6,42.4,15.9
E00029426,0,25.4,56.3,18.3
E00029427,11.4,40.7,39,8.9
E00029428,9.9,43.3,35.5,11.3
E00029429,9.1,38,41.3,11.6
E00029430,11.5,32.8,49.2,6.6
E00029431,8.5,34.5,43.7,13.4
E00029432,12.9,50.7,27.1,9.3
E00029433,5.6,40.3,44.4,9.7
E00029434,5,41,38.1,15.8
E00029435,13,48,29.3,9.8
E00029436,5.7,49.2,35.2,9.8
E00029437,8.1,43.1,37.4,11.4
E00029438,3.3,44.7,35.8,16.3
E00029439,6.7,50.4,30.4,12.6
E00029440,15.3,57.3,26.7,0.8
E00029441,4.5,29.7,45,20.7
E00029442,5.9,23.5,48.7,21.8
E00029443,11.1,37.3,39.2,12.4
E00029444,7,34,39,20
E00029445,13.6,47.2,30.4,8.8
E00029446,12.3,34.8,41.3,11.6
E00029447,10.3,37.9,45.7,6
E00029550,18,51.1,27.1,3.8
E00029551,8.9,51.5,31.7,7.9
E00029554,41.8,46.2,9.8,2.2
E00029556,33.1,51.4,13.5,2
E00029557,46.9,48.5,3.8,0.8
E00029559,25,52.4,19.4,3.2
E00029560,20,40.7,29.6,9.6
E00029562,17.2,35.2,35.2,12.5
E00029563,14.9,47.4,29.8,7.9
E00029564,22.6,54.1,18.8,4.5
E00029566,31.2,47.4,18.5,2.9
E00029567,7.5,47.5,35,10
E00029568,12.8,50.4,29.6,7.2
E00029569,26.9,49.6,19.3,4.2
E00029570,15,57.5,24.4,3.1
E00029572,25,46.3,24.1,4.6
E00029574,28.6,50,15.2,6.3
E00029579,10.5,44.4,29,16.1
E00029581,14,43,31.8,11.2
E00029582,10.2,31.5,45.4,13
E00030000,6.1,40.2,39.4,14.4
E00030001,4.1,28.5,52,15.4
E00030002,17.8,43.9,26.8,11.5
E00030003,7.4,38,43.8,10.7
E00030004,4.1,27.6,48.8,19.5
E00030005,7.4,46.3,31.4,14.9
E00030006,4.5,25,44.7,25.8
E00030007,7.1,38.9,39.7,14.3
E00030008,4.9,22.3,49.5,23.3
E00030009,3.1,26.7,49.6,20.6
E00030011,2.9,21.8,48.9,26.4
E00030013,10.2,36.4,46.6,6.8
E00030014,9,41.4,38.3,11.3
E00030015,29.4,46.3,19.9,4.4
E00030016,26.2,50.5,20.6,2.8
E00030017,3.5,45.2,35.7,15.7
E00030018,4.4,31.9,51.3,12.4
E00030019,3,36.3,51.9,8.9
E00030020,5.6,19.8,57.9,16.7
E00030021,15.8,53.5,23.7,7
E00030022,3,36.8,48.9,11.3
E00030023,2.9,29.3,48.6,19.3
E00030024,6.9,33.8,46.2,13.1
E00030025,4.5,39.6,47.7,8.1
E00030026,0.9,20.4,49.1,29.6
E00030027,4.5,32.7,47.3,15.5
E00030028,22.5,35.8,26.7,15
E00030029,8,43.5,37,11.6
E00030030,22.7,46.2,28,3
E00030031,32.8,46,16.8,4.4
E00030032,5.5,41.8,41.8,10.9
E00030033,9.4,35.3,41.7,13.7
E00030034,8.8,41.6,40.8,8.8
E00030035,4.8,32.8,46.4,16
E00030036,31.4,39.8,24.6,4.2
E00030037,3.3,33.9,48.8,14
E00030038,8.8,41.6,37.6,12
E00030039,8.5,38.1,43.2,10.2
E00030040,5.9,33.9,44.9,15.3
E00030041,5.2,40.2,38.1,16.5
E00030042,9.4,41.3,39.4,10
E00030043,8.8,32,40.8,18.4
E00030044,5,39,40.4,15.6
E00030045,14.3,47.9,32.8,5
E00093772,0,43.4,35.8,20.8
E00094158,8.8,35,45.3,10.9
E00094159,5.4,33,43.8,17.9
E00094160,2.1,24,44.5,29.5
E00094161,1.6,32.3,43.3,22.8
E00094162,10.7,47.7,36.2,5.4
E00094163,13.8,57.9,24.1,4.1
E00094165,8.3,25.8,46.7,19.2
E00094166,4.8,42.9,41.3,11.1
E00094167,23.9,44.8,23.9,7.4
E00094170,12.2,42.4,34.5,10.8
E00094171,23.1,38.7,30.6,7.5
E00094172,10.1,37.8,43.7,8.4
E00094173,12,51.1,31.6,5.3
E00094174,18.8,41,30.8,9.4
E00094175,7.1,52.2,36.3,4.4
E00094176,3.8,34.8,50.8,10.6
E00094177,27.7,53.6,16.1,2.7
E00094178,5.4,38.8,39.5,16.3
E00094179,6.1,27.5,59.5,6.9
E00094187,3.4,33.9,45.8,16.9
E00094188,11.9,41.5,39.8,6.8
E00094189,12.1,34.5,43.1,10.3
E00094190,5,44,45.4,5.7
E00094191,10.3,40,35.8,13.9
E00094192,2.5,36.3,47.5,13.8
E00094193,9.1,43,35.5,12.4
E00094194,11.2,43.2,36.8,8.8
E00094195,12.6,47.8,31.4,8.2
E00094196,4.3,30,55.7,10
E00094197,7.5,39.6,41.5,11.3
E00094198,8.5,30.5,43.9,17.1
E00094199,5.2,36.6,43.3,14.9
E00094200,3.9,27.3,53.1,15.6
E00094201,7.4,39.7,39.7,13.2
E00094202,11.8,39.1,40,9.1
E00094203,25.2,38.5,30.1,6.3
E00094204,4.1,41,39.3,15.6
E00094205,7.8,33.5,38.3,20.4
E00177711,5.4,40.1,49.5,5
E00177714,1.7,33.3,51.7,13.3
E00177716,0.7,24.5,62.6,12.2
E00177733,12.8,46.8,40.4,0
E00177736,8.1,48,35.8,8.1
E00177738,3.9,49.4,41.6,5.2
E00177739,6.1,46.9,34.7,12.2
E00177747,36.5,59.3,4.2,0
