geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00121780,94.5,5.5
E00121781,91.3,8.8
E00121782,94.8,5.2
E00121783,94.7,5.3
E00121784,95.8,4.2
E00121785,94.6,5.4
E00121786,96.1,3.9
E00121787,96.2,3.8
E00121788,88.2,11.8
E00121789,96.1,3.9
E00121790,92,8
E00121791,84.8,15.2
E00121792,91.2,8.8
E00121793,90.6,9.4
E00121794,94.5,5.5
E00121795,95,5
E00121796,95.6,4.4
E00121797,95.2,4.8
E00121798,94.8,5.2
E00121802,89.2,10.8
E00121804,93.8,6.3
E00122013,94.5,5.5
E00122014,96.1,3.9
E00122021,94.2,5.8
E00122031,94,6
E00122032,97,3
E00122033,95.9,4.1
E00122034,95.4,4.6
E00122056,90.6,9.4
E00122057,89.6,10.4
E00122058,90.9,9.1
E00122059,89,11
E00122060,86.6,13.4
E00122061,90,10
E00122062,87.6,12.4
E00122105,90.7,9.3
E00122106,87.7,12.3
E00122107,86.4,13.6
E00122110,90.3,9.7
E00122111,95.2,4.8
E00122112,86.2,13.8
E00122114,93.4,6.6
E00122115,88.3,11.7
E00122116,92.9,7.1
E00122117,94.4,5.6
E00122118,91,9
E00122119,83.8,16.3
E00122120,91.6,8.4
E00122121,91.8,8.2
E00122122,92.4,7.6
E00122125,84.1,15.9
E00122126,93.7,6.3
E00122128,93,7
E00122129,95.8,4.2
E00122130,97.1,2.9
E00122131,95.8,4.2
E00122132,96.5,3.5
E00122133,95.8,4.2
E00122134,92.7,7.3
E00122135,96,4
E00122136,96.2,3.8
E00122146,93.9,6.1
E00122157,92.4,7.6
E00122158,90.6,9.4
E00122159,93.9,6.1
E00122160,93.4,6.6
E00122161,92.6,7.4
E00122162,90.7,9.3
E00122163,92.8,7.2
E00122164,94.7,5.3
E00122165,96.3,3.7
E00122166,94.6,5.4
E00122167,91.3,8.7
E00122169,93.6,6.4
E00122170,94.6,5.4
E00122171,97.5,2.5
E00122172,93.7,6.3
E00122173,97.4,2.6
E00122174,95.9,4.1
E00122175,91.6,8.4
E00122192,92.2,7.8
E00122193,92.1,7.9
E00122194,88.3,11.7
E00122195,87.2,12.8
E00122196,76.3,23.7
E00122197,87.4,12.6
E00122198,83.8,16.2
E00122199,85,15
E00122201,85.3,14.7
E00122202,88.3,11.7
E00122203,89.1,10.9
E00122204,89.8,10.2
E00122205,89.6,10.4
E00122206,89.2,10.8
E00122207,95,5
E00122208,92.4,7.6
E00122209,88,12
E00122210,92.1,7.9
E00122211,93.5,6.5
E00122212,93,7
E00122213,90.1,9.9
E00122214,85.2,14.8
E00122215,89.3,10.7
E00122216,91.9,8.1
E00122217,93.5,6.5
E00122218,90.4,9.6
E00122219,87.1,12.9
E00122220,92.9,7.1
E00122221,93.8,6.2
E00122379,93,7
E00122380,94.8,5.2
E00122381,98.4,1.6
E00122382,92,8
E00122383,93.8,6.2
E00122384,96.6,3.4
E00122385,92.9,7.1
E00122386,96.1,3.9
E00122387,93.7,6.3
E00122388,92.8,7.2
E00122389,95.7,4.3
E00122390,96.7,3.3
E00122391,95.3,4.7
E00122392,97.4,2.6
E00122394,94.1,5.9
E00122395,96.9,3.1
E00122396,97,3
E00122397,97.6,2.4
E00122398,94.4,5.6
E00122399,96.2,3.8
E00122400,93.2,6.8
E00122401,92,8
E00122402,92.2,7.8
E00122423,92.7,7.3
E00122424,95.9,4.1
E00122426,94,6
E00122427,95.2,4.8
E00122428,93.1,6.9
E00122429,93,7
E00122430,88.1,11.9
E00122431,88.4,11.6
E00122432,91.9,8.1
E00122435,91.9,8.1
E00122436,94.1,5.9
E00122437,92.1,7.9
E00122507,85.5,14.5
E00122508,88.9,11.1
E00122511,85.2,14.8
E00123669,92.6,7.4
E00123670,96.5,3.5
E00123671,92.6,7.4
E00123672,95.7,4.3
E00123673,97.2,2.8
E00123674,96.5,3.5
E00123675,91.2,8.8
E00123676,96.6,3.4
E00123677,94.5,5.5
E00123680,93.8,6.2
E00123800,91.6,8.4
E00123805,95.4,4.6
E00123808,92.2,7.8
E00124617,90.3,9.7
E00124618,87.4,12.6
E00124619,90.4,9.6
E00124620,97.1,2.9
E00124621,97.1,2.9
E00124622,92.7,7.3
E00124623,90.4,9.6
E00124624,88.1,11.9
E00124625,91.1,8.9
E00124627,85.2,14.8
E00124629,95.5,4.5
E00124630,92.3,7.7
E00124631,94.6,5.4
E00124632,89.2,10.8
E00124633,88.6,11.4
E00124634,95.7,4.3
E00124635,95.7,4.3
E00124638,96.4,3.6
E00124639,95.6,4.4
E00124642,94.7,5.3
E00124643,94.8,5.2
E00124644,94.8,5.2
E00124645,92.4,7.6
E00124646,93.5,6.5
E00124647,93.9,6.1
E00124648,94.6,5.4
E00124649,93,7
E00124650,91.7,8.3
E00124651,91.9,8.1
E00124652,91.6,8.4
