areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00114795,51.3,48.7
E00114796,50,50
E00114801,70.2,29.8
E00116106,56.9,43.1
E00116107,53.9,46.1
E00116108,52.7,47.3
E00116109,66.3,33.7
E00116110,52.4,47.6
E00116111,57.7,42.3
E00116112,59.5,40.5
E00116113,64.7,35.3
E00116114,47.3,52.7
E00116115,41.9,58.1
E00116116,52.6,47.4
E00116117,52.8,47.2
E00116118,59.1,40.9
E00116119,51.6,48.4
E00116120,54.5,45.5
E00116121,56.9,43.1
E00116122,60.4,39.6
E00116123,55.6,44.4
E00116124,56.9,43.1
E00116125,68.2,31.8
E00116126,58.3,41.7
E00116127,54.3,45.7
E00116128,60.8,39.2
E00116129,59.7,40.3
E00116130,60.7,39.3
E00116131,56.8,43.2
E00116132,62.1,37.9
E00116133,51.4,48.6
E00116134,45,55
E00116135,34.3,65.7
E00116136,34,66
E00116137,64.7,35.3
E00116138,60.8,39.2
E00116139,53,47
E00116140,53.2,46.8
E00116141,63.2,36.8
E00116142,59.8,40.2
E00116143,60,40
E00116144,64,36
E00116145,64.6,35.4
E00116148,54.7,45.3
E00116149,61.7,38.3
E00116159,43.1,56.9
E00116160,44.5,55.5
E00116161,35.1,64.9
E00116162,56.3,43.7
E00116163,52.4,47.6
E00116164,53.6,46.4
E00116165,66.9,33.1
E00116166,66.2,33.8
E00116167,35.4,64.6
E00116168,39.9,60.1
E00116169,43.2,56.8
E00116171,47.3,52.7
E00116172,34.7,65.3
E00116173,71,29
E00116174,66.3,33.7
E00116175,65,35
E00116176,73.1,26.9
E00116177,61.9,38.1
E00116178,67.7,32.3
E00116179,39.8,60.2
E00116180,55.9,44.1
E00116181,74.9,25.1
E00116182,72.9,27.1
E00116183,67.3,32.7
E00116184,63.3,36.7
E00116185,72.1,27.9
E00116186,60.2,39.8
E00116187,40.7,59.3
E00116188,68.9,31.1
E00116189,67.9,32.1
E00116190,62.6,37.4
E00116201,55.9,44.1
E00116202,61.3,38.7
E00116203,62.6,37.4
E00116204,63.8,36.2
E00116205,68.1,31.9
E00116206,64.4,35.6
E00116207,59.4,40.6
E00116208,62.9,37.1
E00116209,66.1,33.9
E00116210,66.7,33.3
E00116211,44.9,55.1
E00116212,62.7,37.3
E00116213,55.7,44.3
E00116214,53.6,46.4
E00116215,46.4,53.6
E00116216,38.7,61.3
E00116217,61,39
E00116218,54.7,45.3
E00116219,58,42
E00116220,66.7,33.3
E00116221,41.1,58.9
E00116222,78.4,21.6
E00116223,52.8,47.2
E00116224,74.3,25.7
E00116226,47.3,52.7
E00116227,56.2,43.8
E00116228,61.6,38.4
E00116229,46.7,53.3
E00117332,71.6,28.4
E00117333,62.6,37.4
E00117334,49.8,50.2
E00117335,55.6,44.4
E00117348,51.2,48.8
E00117349,37.6,62.4
E00117350,50.4,49.6
E00117351,52.9,47.1
E00117370,50.9,49.1
E00117409,36.6,63.4
E00117410,34.8,65.2
E00117411,35.4,64.6
E00117412,34.1,65.9
E00117413,36.6,63.4
E00117414,32.2,67.8
E00117415,49.2,50.8
E00117416,39.9,60.1
E00117417,50.3,49.7
E00117418,40.8,59.2
E00117419,55.7,44.3
E00117420,32.8,67.2
E00117421,53.2,46.8
E00117422,44.2,55.8
E00117423,47.2,52.8
E00117424,40.2,59.8
E00117425,51.1,48.9
E00117426,46.2,53.8
E00117427,52.6,47.4
E00117428,40.3,59.7
E00117429,51.1,48.9
E00117430,30.8,69.2
E00117431,61.1,38.9
E00117432,37.3,62.7
E00117433,51.4,48.6
E00117434,57.3,42.7
E00117435,56.5,43.5
E00117436,43.4,56.6
E00117438,52.6,47.4
E00117442,55.1,44.9
E00117443,60.1,39.9
E00117444,63.2,36.8
E00117445,60.8,39.2
E00117446,49.8,50.2
E00117448,62.3,37.7
E00117449,55.4,44.6
E00117450,56.4,43.6
E00117451,54.9,45.1
E00117452,55.6,44.4
E00117453,58.9,41.1
E00117454,53.1,46.9
E00117455,53.4,46.6
E00117456,61.7,38.3
E00117457,60.3,39.7
E00117458,54.1,45.9
E00117459,45.1,54.9
E00117460,54.2,45.8
E00117461,44.3,55.7
E00117462,51.5,48.5
E00117463,41.9,58.1
E00117464,41.9,58.1
E00117465,41.3,58.7
E00117466,42.6,57.4
E00117486,53.7,46.3
E00117487,38.7,61.3
E00117488,55,45
E00117489,55.7,44.3
E00117490,48,52
E00117491,39.4,60.6
E00117492,54.1,45.9
E00117493,50.4,49.6
E00117494,47.6,52.4
E00117496,51.4,48.6
E00117497,49.4,50.6
E00117498,26.1,73.9
E00117499,25,75
E00117500,28,72
E00117501,36.2,63.8
E00117503,44.7,55.3
E00117504,47.4,52.6
E00117505,36.7,63.3
E00117506,48.2,51.8
E00117507,39.3,60.7
E00117508,54.9,45.1
E00117509,35.9,64.1
E00117510,55.4,44.6
E00117511,39.3,60.7
E00117512,61.2,38.8
E00117513,38.8,61.2
E00117514,42.9,57.1
E00117515,41.8,58.2
E00117516,39.9,60.1
E00117517,44.9,55.1
E00117518,58.8,41.2
E00117519,46.4,53.6
E00117520,40.7,59.3
E00117521,51.2,48.8
E00117522,38.6,61.4
E00117523,58,42
E00117524,50.4,49.6
E00117525,56.3,43.7
E00117526,55.3,44.7
E00117527,54.6,45.4
E00117549,43.7,56.3
E00117551,56.4,43.6
E00117552,25.7,74.3
E00117553,46.1,53.9
E00117554,43.6,56.4
E00117555,42.4,57.6
E00117558,37.8,62.2
E00117559,27.2,72.8
E00117560,45.6,54.4
E00117562,33.3,66.7
E00117563,41.6,58.4
E00117564,44,56
E00117565,52.7,47.3
E00117566,50.2,49.8
E00117567,35,65
E00117568,35,65
E00117569,45.1,54.9
E00117570,29.8,70.2
E00117571,48.9,51.1
E00117572,48.7,51.3
E00117573,44.3,55.7
E00117574,65.7,34.3
E00117575,46.5,53.5
E00117577,40.4,59.6
E00117579,33.6,66.4
E00117580,51.4,48.6
E00117581,48.5,51.5
E00117582,46.6,53.4
E00117583,35.9,64.1
E00117587,50.6,49.4
E00117589,67,33
E00117590,73.7,26.3
E00117591,50.6,49.4
E00117592,32.2,67.8
E00155162,66.7,33.3
E00155163,58.9,41.1
E00155164,56.3,43.8
E00155165,54.2,45.8
E00155166,50.5,49.5
E00155167,57.1,42.9
E00155168,63,37
E00155169,28.2,71.8
E00155170,66.4,33.6
E00155171,58.2,41.8
E00155172,27.6,72.4
E00155173,45.6,54.4
E00155174,53.2,46.8
E00155175,55.1,44.9
E00155176,53.1,46.9
E00155177,38.7,61.3
E00155178,58.1,41.9
E00155179,46.3,53.7
E00155180,47,53
E00155181,61.1,38.9
E00155182,46.2,53.8
E00155183,46.2,53.8
E00155184,60.5,39.5
E00155185,44.4,55.6
E00155186,42.8,57.2
E00155187,53.3,46.7
E00155188,40.2,59.8
E00155189,48.4,51.6
E00155190,47.6,52.4
E00155191,59.1,40.9
E00155192,27.7,72.3
E00155193,51.7,48.3
E00155194,61.3,38.7
E00155195,46,54
E00155196,58.7,41.3
E00155197,45.7,54.3
E00155198,41,59
E00155199,62,38
E00155200,43.9,56.1
E00155201,52.3,47.7
E00155202,38.9,61.1
E00155203,59.3,40.7
E00155204,34,66
E00155205,35.3,64.7
E00155206,36.5,63.5
E00155207,58.4,41.6
E00155208,43.2,56.8
E00155209,56.3,43.7
E00155210,53.6,46.4
E00155211,37,63
E00155212,66.7,33.3
E00155213,49.2,50.8
E00155214,41,59
E00155215,38.5,61.5
E00155216,35.7,64.3
E00155217,44.9,55.1
E00155218,50,50
E00155219,37.4,62.6
E00155220,55.6,44.4
E00155221,49,51
E00155222,40.8,59.2
E00155223,39.5,60.5
E00155224,67.5,32.5
E00155225,45.8,54.2
E00155226,47.4,52.6
E00155227,45,55
E00155228,48.8,51.2
E00155229,56.5,43.5
E00155230,58.4,41.6
E00155423,61.6,38.4
E00155424,70.7,29.3
E00155425,67.3,32.7
E00156971,58.6,41.4
E00156981,58.2,41.8
E00156982,46.1,53.9
E00156983,59,41
E00156984,43.9,56.1
E00156985,60.6,39.4
E00157439,58.4,41.6
E00157440,53.2,46.8
E00157442,51.2,48.8
E00157458,59.2,40.8
E00157459,74.4,25.6
E00157460,69.6,30.4
E00157461,68.2,31.8
E00157462,72.5,27.5
E00157463,48.8,51.2
E00157464,66.8,33.2
E00157465,68.4,31.6
E00157466,69.1,30.9
E00157467,62.1,37.9
E00157468,70.9,29.1
E00157469,60,40
E00157470,54.4,45.6
E00157471,28.3,71.7
E00157472,63.4,36.6
E00157473,38.4,61.6
E00157474,18.9,81.1
E00157475,38.7,61.3
E00157476,27.7,72.3
E00157477,21.6,78.4
E00157478,18.3,81.7
E00157479,59.6,40.4
E00157480,26.8,73.2
E00157481,45.4,54.6
E00157482,36.8,63.2
E00157483,51.8,48.2
E00157484,49.8,50.2
E00157485,57.1,42.9
E00157486,59.2,40.8
E00157487,61.1,38.9
E00157488,35.6,64.4
E00157489,35.4,64.6
E00157490,58,42
E00157491,48,52
E00157492,49.8,50.2
E00157493,38.9,61.1
E00157494,60.9,39.1
E00157495,64.5,35.5
E00157496,73.1,26.9
E00157497,59.4,40.6
E00157498,59.6,40.4
E00157499,31.2,68.8
E00157500,59.3,40.7
E00157501,56.4,43.6
E00157502,62.5,37.5
E00157503,50.4,49.6
E00157504,61.9,38.1
E00157505,46.8,53.2
E00157506,55.9,44.1
E00157507,59.8,40.2
E00157508,51.4,48.6
E00157509,56.7,43.3
E00157510,45.6,54.4
E00157511,48.5,51.5
E00157512,69.4,30.6
E00157513,65.3,34.7
E00157514,60.1,39.9
E00157515,72.3,27.7
E00157516,72.3,27.7
E00157517,58.4,41.6
E00157518,36.2,63.8
E00157519,41.7,58.3
E00157520,40.9,59.1
E00157521,23.5,76.5
E00157522,46.6,53.4
E00157523,22.6,77.4
E00157524,51,49
E00157525,25.5,74.5
E00157526,22.8,77.2
E00157527,37.6,62.4
E00157528,42,58
E00157529,50.9,49.1
E00157530,42.8,57.2
E00157531,49.6,50.4
E00157532,62.7,37.3
E00157533,54,46
E00157534,69.8,30.2
E00157535,59.5,40.5
E00157536,62.8,37.2
E00157537,68.1,31.9
E00157538,53.8,46.2
E00157539,67.8,32.2
E00157540,61.7,38.3
E00157541,50.4,49.6
E00157542,68.6,31.4
E00157543,50,50
E00157544,62.9,37.1
E00157545,52.9,47.1
E00157546,70.7,29.3
E00157547,35.2,64.8
E00157548,34,66
E00157549,32.2,67.8
E00157550,31.4,68.6
E00157551,54.6,45.4
E00157552,62.3,37.7
E00157553,53.6,46.4
E00157554,63.2,36.8
E00157555,48.9,51.1
E00157556,59.4,40.6
E00157557,46.2,53.8
E00157558,50.2,49.8
E00157559,34.5,65.5
E00157560,63.8,36.2
E00157561,40.7,59.3
E00157562,60,40
E00157563,42.3,57.7
E00157564,45.2,54.8
E00157565,47.4,52.6
E00157566,62.2,37.8
E00157567,55.5,44.5
E00157568,38.6,61.4
E00157569,40.8,59.2
E00157570,48.8,51.2
E00157571,51.8,48.2
E00157572,53.9,46.1
E00157573,61.4,38.6
E00157574,67.4,32.6
E00157575,54.9,45.1
E00157576,52.7,47.3
E00157577,69.6,30.4
E00157578,69.8,30.2
E00157579,37.9,62.1
E00157587,63.8,36.2
E00157588,64.2,35.8
E00167930,55.5,44.5
E00167931,32,68
E00167932,46.1,53.9
E00167933,45.6,54.4
E00167934,37.6,62.4
E00167935,63.8,36.2
E00167936,15.3,84.7
E00167937,57.6,42.4
E00167938,84.5,15.5
E00167942,50.6,49.4
E00167943,46.8,53.2
E00167944,33.7,66.3
E00167945,42.4,57.6
E00167954,73.7,26.3
E00167955,39.1,60.9
E00167956,51.7,48.3
E00167957,38.4,61.6
E00184831,50,50
E00184834,50.3,49.7
E00184835,55.4,44.6
E00184836,44.4,55.6
E00184837,32.1,67.9
E00184839,54,46
E00184840,43.3,56.7
E00184851,78.5,21.5
E00184856,40.7,59.3
E00184863,45,55
E00184877,33.8,66.2
E00184880,57.8,42.2
E00184884,40,60
E00184898,51.4,48.6
E00184899,27.2,72.8
E00184902,53.5,46.5
E00184912,32,68
E00184919,26,74
E00184934,62.6,37.4
E00184936,29.9,70.1
E00184937,50.8,49.2
E00184944,27.8,72.2
E00184951,32.5,67.5
E00184956,33.3,66.7
E00184957,71.2,28.8
E00184959,72.7,27.3
E00184961,57.2,42.8
E00184963,56.9,43.1
E00184965,51.4,48.6
E00184967,37.8,62.2
E00184968,39.9,60.1
E00184969,50.3,49.7
E00184971,69.3,30.7
E00184980,43,57
E00184988,44.2,55.8
E00184989,64.7,35.3
E00185001,18.7,81.3
E00185008,38.1,61.9
E00185013,76.7,23.3
E00185016,52.1,47.9
E00185025,48.7,51.3
E00185026,50.2,49.8
E00185027,45.6,54.4
E00185028,12.3,87.7
