areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00114795,96.3,0.6,0.6,2.4
E00114796,95.7,1.4,0,2.9
E00114801,98.6,0.7,0,0.7
E00116106,98.2,1.8,0,0
E00116107,98.4,1.6,0,0
E00116108,94.1,3.7,2.2,0
E00116109,98.3,1.7,0,0
E00116110,94.4,2.4,0,3.2
E00116111,97.6,0,0,2.4
E00116112,98.1,0.6,0.6,0.6
E00116113,98.3,1.7,0,0
E00116114,94.4,3.2,0.8,1.6
E00116115,96.2,0,1,2.9
E00116116,92.9,3.9,1.6,1.6
E00116117,94.5,4.7,0,0.8
E00116118,96.1,3.1,0,0.8
E00116119,93,3.9,2.3,0.8
E00116120,98.3,0.8,0,0.8
E00116121,95.3,3.1,0.8,0.8
E00116122,99.2,0,0,0.8
E00116123,96.8,2.4,0,0.8
E00116124,97.1,1.8,0.6,0.6
E00116125,99.2,0.8,0,0
E00116126,97.9,0.7,0.7,0.7
E00116127,98.7,0,0,1.3
E00116128,98.7,1.3,0,0
E00116129,98.3,0.8,0,0.8
E00116130,94.3,3.3,1.6,0.8
E00116131,95.2,3.2,0.8,0.8
E00116132,95,3.3,0.8,0.8
E00116133,97.4,1.7,0,0.9
E00116134,92.5,2,1.4,4.1
E00116135,94.4,1.6,0,4
E00116136,94.5,3.1,0,2.4
E00116137,97.7,2.3,0,0
E00116138,99.2,0.8,0,0
E00116139,86,9.9,1.7,2.5
E00116140,97.7,0,0,2.3
E00116141,98.4,0.8,0.8,0
E00116142,98.3,0.9,0,0.9
E00116143,98.3,0.9,0.4,0.4
E00116144,99.2,0.8,0,0
E00116145,96.9,2.3,0,0.8
E00116148,96.1,2.6,0.7,0.7
E00116149,97.3,1.4,0,1.4
E00116159,91.7,1.9,0.6,5.7
E00116160,90.7,4.3,2.5,2.5
E00116161,75.4,2.9,5.3,16.4
E00116162,93.4,5.9,0,0.7
E00116163,93.6,4.5,0.6,1.3
E00116164,96.1,1.6,0,2.4
E00116165,96.7,3.3,0,0
E00116166,98.4,1.6,0,0
E00116167,90.1,2.3,3.8,3.8
E00116168,95.3,1.3,0,3.4
E00116169,96.3,0.9,0,2.8
E00116171,88.2,5.9,1.5,4.4
E00116172,89.9,4.8,0,5.3
E00116173,97.6,1.6,0,0.8
E00116174,99.2,0,0,0.8
E00116175,100,0,0,0
E00116176,97.8,1.5,0,0.7
E00116177,99.2,0.8,0,0
E00116178,98.3,1.7,0,0
E00116179,93.5,1.6,0,4.9
E00116180,92.4,4.5,0.8,2.3
E00116181,97.7,1.5,0.8,0
E00116182,96.8,3.2,0,0
E00116183,93.3,4.7,1.3,0.7
E00116184,97.6,2.4,0,0
E00116185,98.3,0.8,0,0.8
E00116186,97.5,2.5,0,0
E00116187,93.5,1.4,0.7,4.3
E00116188,98.3,1.7,0,0
E00116189,99.2,0.8,0,0
E00116190,97.6,2.4,0,0
E00116201,95.9,2.4,0,1.8
E00116202,96.4,2.9,0,0.7
E00116203,95.3,1.3,0,3.4
E00116204,94.4,4,0.8,0.8
E00116205,97.1,2.2,0.7,0
E00116206,95.2,3.2,0,1.6
E00116207,96.2,0,3.1,0.8
E00116208,96.1,3.9,0,0
E00116209,97.8,2.2,0,0
E00116210,96.1,3.9,0,0
E00116211,91,5.4,0.9,2.7
E00116212,96.2,3.8,0,0
E00116213,93.2,5.3,0,1.5
E00116214,96.8,2.4,0.8,0
E00116215,93.3,2.5,0,4.2
E00116216,93.2,2.5,0,4.2
E00116217,97,3,0,0
E00116218,97,2.2,0.7,0
E00116219,96.4,2.9,0,0.7
E00116220,97.3,0.7,0.7,1.3
E00116221,96,1.3,0,2.6
E00116222,98.4,0.8,0.8,0
E00116223,89.9,5,0.6,4.4
E00116224,96.8,2.4,0,0.8
E00116226,84.3,7.2,1.2,7.2
E00116227,97.5,0,1.7,0.8
E00116228,94.2,1.4,2.2,2.2
E00116229,98.4,1.6,0,0
E00117332,95.1,1.9,1,1.9
E00117333,95.2,2.9,1,1
E00117334,91.3,1.7,0.9,6.1
E00117335,94.4,2.4,0.8,2.4
E00117348,97.4,2.6,0,0
E00117349,81.5,10.6,4.6,3.3
E00117350,87.8,3.5,4.3,4.3
E00117351,89.2,3.6,3.6,3.6
E00117370,86.4,3.4,1.7,8.5
E00117409,88.8,4.3,2.6,4.3
E00117410,92.2,1.6,0,6.2
E00117411,92.6,4.1,1.7,1.7
E00117412,93.4,2.8,0,3.8
E00117413,86.7,6.3,3.9,3.1
E00117414,92.8,2.4,1.6,3.2
E00117415,83.1,3.7,2.9,10.3
E00117416,86.8,5.3,1.6,6.3
E00117417,85.4,5.8,2.2,6.6
E00117418,86,5.6,2.8,5.6
E00117419,95.9,1,2.1,1
E00117420,91,1.8,0,7.2
E00117421,89,4.2,1.7,5.1
E00117422,89.4,2.4,0.8,7.3
E00117423,80.3,6.7,4.5,8.4
E00117424,93.1,3.4,1.7,1.7
E00117425,89.9,3.4,0,6.7
E00117426,93.9,3.8,0.8,1.5
E00117427,96,2,0,2
E00117428,89.9,2.8,1.7,5.6
E00117429,92.2,4.9,0.5,2.4
E00117430,93.3,1.1,1.1,4.5
E00117431,92.8,3.2,1.6,2.4
E00117432,97.5,1.7,0,0.8
E00117433,93.7,2.7,1.8,1.8
E00117434,94.6,5.4,0,0
E00117435,95.7,1.7,0,2.6
E00117436,91,3.3,1.6,4.1
E00117438,96.7,2.4,0,0.8
E00117442,96.6,1.7,0.9,0.9
E00117443,94,2.6,2.6,0.9
E00117444,95.5,2.7,0.9,0.9
E00117445,92.4,3.3,3.3,1.1
E00117446,96,2,1,1
E00117448,87.9,5,0.7,6.4
E00117449,89.7,5.1,0,5.1
E00117450,72.7,10.4,0.6,16.2
E00117451,93.5,4.8,1.6,0
E00117452,93,3.5,1.8,1.8
E00117453,92.4,3.4,1.4,2.8
E00117454,94.9,3.4,0,1.7
E00117455,90.3,3.9,3.9,1.9
E00117456,81.8,5.8,2.2,10.2
E00117457,96.4,2.7,0,0.9
E00117458,93.4,1.9,1.9,2.8
E00117459,75.4,7.5,5.2,11.9
E00117460,69,7,5.4,18.6
E00117461,71.2,5.9,2.7,20.1
E00117462,72.2,8.7,4.8,14.3
E00117463,75.8,9.7,1.6,12.9
E00117464,76.4,7.6,0,15.9
E00117465,85.8,6.3,1.1,6.8
E00117466,83.5,5.3,1.5,9.8
E00117486,87.9,6.4,1.4,4.3
E00117487,76.9,10.2,3.7,9.3
E00117488,86.4,4.2,3.4,5.9
E00117489,84.2,6.7,3.3,5.8
E00117490,91.2,5.3,0.9,2.7
E00117491,84.1,5.3,1.8,8.8
E00117492,78.9,4.7,2.3,14.1
E00117493,83.9,6.8,5.1,4.2
E00117494,84.4,5.5,4.6,5.5
E00117496,95.9,0.8,1.7,1.7
E00117497,90.4,4.8,2.4,2.4
E00117498,91.5,1.1,2.8,4.5
E00117499,90,1.7,1.1,7.2
E00117500,84.4,6.7,0,8.9
E00117501,82.8,6.3,0,10.9
E00117503,91.4,2.6,3.4,2.6
E00117504,87.3,3.6,3.6,5.5
E00117505,88.2,4.7,2.4,4.7
E00117506,84.5,8.5,1.6,5.4
E00117507,92.9,4,2,1
E00117508,94,1.7,2.6,1.7
E00117509,80.4,6.3,4.5,8.9
E00117510,94.8,4.3,0,0.9
E00117511,90.4,2.4,0,7.2
E00117512,99.1,0.9,0,0
E00117513,88.7,1.3,4,6
E00117514,82.2,4.2,2.5,11
E00117515,82.6,4.1,0,13.2
E00117516,62.5,5.5,4.7,27.3
E00117517,80.2,5.8,1.7,12.4
E00117518,85,5.6,0.9,8.4
E00117519,85.1,4,2,8.9
E00117520,83.9,9.8,0.9,5.4
E00117521,87.9,6.5,2.8,2.8
E00117522,83.3,10.5,0,6.1
E00117523,93.7,3.6,0.9,1.8
E00117524,94.8,5.2,0,0
E00117525,98.9,1.1,0,0
E00117526,89,2.4,3.1,5.5
E00117527,93.9,0.9,0.9,4.3
E00117549,90.5,3.4,1.7,4.3
E00117551,88.7,7.8,2.8,0.7
E00117552,92.1,2.6,0.9,4.4
E00117553,90,4,4,2
E00117554,93.2,2.7,0.7,3.4
E00117555,88.4,6.6,0.8,4.1
E00117558,88.6,4.8,1.8,4.8
E00117559,81.2,3,2.5,13.4
E00117560,93.3,1.5,0,5.2
E00117562,79.7,5.1,2.8,12.4
E00117563,94.3,1.6,0,4.1
E00117564,90.3,2.1,0.7,6.9
E00117565,93.9,2.3,1.5,2.3
E00117566,86.6,7.1,0.8,5.5
E00117567,90.9,4.3,3.7,1.2
E00117568,90.4,2.9,0.7,5.9
E00117569,92.3,2.8,0,4.9
E00117570,80.3,1.4,0.7,17.7
E00117571,67.2,5.3,3.7,23.8
E00117572,54,11,5.5,29.4
E00117573,65.6,4.6,3.1,26.7
E00117574,85.3,4.7,3.3,6.7
E00117575,58.2,5.9,1.3,34.6
E00117577,85.2,4.4,3,7.4
E00117579,82.5,3.6,2.2,11.7
E00117580,50.6,10.4,5.2,33.8
E00117581,75.6,10.6,2.4,11.4
E00117582,58.8,8.8,4.4,27.9
E00117583,86.5,2.3,2.3,9
E00117587,82.4,6.7,1.8,9.1
E00117589,73.8,7.6,3.4,15.2
E00117590,82.6,6.4,5.5,5.5
E00117591,66.2,8.8,3.7,21.3
E00117592,78.2,2.9,2.1,16.9
E00155162,97,1,0,2
E00155163,97.7,1.5,0,0.8
E00155164,97.5,1.7,0,0.8
E00155165,95.9,2.7,0,1.4
E00155166,87.3,3.9,1,7.8
E00155167,94.6,4.5,0.9,0
E00155168,93.2,3.4,0.8,2.5
E00155169,93.5,4.3,0,2.2
E00155170,97.7,2.3,0,0
E00155171,95.8,2.8,0,1.4
E00155172,95.8,0.8,1.7,1.7
E00155173,95.5,2.7,0,1.8
E00155174,93.5,2.8,0.9,2.8
E00155175,99.1,0,0,0.9
E00155176,91.4,4.3,0,4.3
E00155177,94.7,1.8,0,3.5
E00155178,92.9,2.4,1.2,3.5
E00155179,91.7,3,0.9,4.3
E00155180,93.9,3.1,0,3.1
E00155181,94.7,4.4,0,0.9
E00155182,92.3,3.4,1.7,2.6
E00155183,93.5,1.4,0.7,4.3
E00155184,98.5,1.5,0,0
E00155185,95.8,2.8,0.7,0.7
E00155186,96,2.4,0.8,0.8
E00155187,98,1.4,0.7,0
E00155188,94.9,2.9,1.5,0.7
E00155189,96.8,1.6,0,1.6
E00155190,96.8,0.8,0.8,1.6
E00155191,96.6,3.4,0,0
E00155192,89.4,4.9,0.8,4.9
E00155193,93.5,2.2,0,4.3
E00155194,97.6,1.6,0,0.8
E00155195,91.3,7.8,0,0.9
E00155196,96.9,2.3,0,0.8
E00155197,93,3.1,0.8,3.1
E00155198,92.7,1.6,4,1.6
E00155199,94.7,2.1,1.1,2.1
E00155200,94.4,3.8,0.6,1.3
E00155201,96.5,1.4,0,2.1
E00155202,94.5,2.4,0,3.1
E00155203,94.4,4,0,1.6
E00155204,88.9,4.6,0.9,5.6
E00155205,96.9,0.8,1.6,0.8
E00155206,88.1,3,2,6.9
E00155207,93.6,4.8,0,1.6
E00155208,94.3,2.4,0.8,2.4
E00155209,95.8,3.3,0,0.8
E00155210,90.4,6.1,0.9,2.6
E00155211,93.5,1.8,1.2,3.6
E00155212,98.4,1.6,0,0
E00155213,92,2.4,2.4,3.2
E00155214,90.6,7.1,0.8,1.6
E00155215,93.2,5.3,0,1.5
E00155216,96.9,1.6,0.8,0.8
E00155217,94.6,3.1,0,2.3
E00155218,96.1,1.6,0,2.4
E00155219,93.1,1.7,0.9,4.3
E00155220,98.3,1.7,0,0
E00155221,92.4,3.1,0.8,3.8
E00155222,93.3,3,1.5,2.2
E00155223,91.9,3.7,2.2,2.2
E00155224,99.2,0.8,0,0
E00155225,94.4,1.9,0.9,2.8
E00155226,96.6,0,0,3.4
E00155227,98,0.7,0,1.3
E00155228,96.9,2.1,0,1
E00155229,96.1,1.6,0.8,1.6
E00155230,96.9,0.8,0,2.4
E00155423,100,0,0,0
E00155424,98.2,0,0,1.8
E00155425,97.4,1.9,0,0.6
E00156971,95.7,2.9,0,1.4
E00156981,96.7,1.6,1.6,0
E00156982,97.7,2.3,0,0
E00156983,97.1,2.2,0,0.7
E00156984,97.7,0,0,2.3
E00156985,96.8,2.4,0,0.8
E00157439,98.4,0,0,1.6
E00157440,98.4,0,0,1.6
E00157442,94.2,1.3,0,4.5
E00157458,92.4,2.8,2.8,2.1
E00157459,96.2,3,0,0.8
E00157460,98.6,0.7,0.7,0
E00157461,94.4,1.6,2.4,1.6
E00157462,95.5,4.5,0,0
E00157463,94.3,4.1,0.8,0.8
E00157464,98.6,0,1.4,0
E00157465,96.2,3,0,0.8
E00157466,97.7,1.5,0.8,0
E00157467,97.7,0.8,0,1.5
E00157468,94.4,3.5,0,2.1
E00157469,98.1,1.9,0,0
E00157470,97,2.4,0,0.6
E00157471,90.9,5.8,0.6,2.6
E00157472,96,3,0,1
E00157473,90.7,4.3,1.2,3.7
E00157474,92.9,2.9,1.4,2.9
E00157475,96.7,2.7,0,0.7
E00157476,91.5,5.4,1.3,1.8
E00157477,96.9,2.5,0,0.6
E00157478,91,7.2,0,1.8
E00157479,97.3,1.3,0,1.3
E00157480,92.4,3.8,0.4,3.4
E00157481,93.8,5.6,0.6,0
E00157482,93.2,1.4,2,3.4
E00157483,93.8,3.9,0.8,1.6
E00157484,95.4,2.3,1.5,0.8
E00157485,94.1,5.2,0,0.7
E00157486,95.6,3.6,0.7,0
E00157487,95.3,2.7,0,2
E00157488,84.4,4.9,4.1,6.6
E00157489,89.3,7.4,1.7,1.7
E00157490,94.9,3.4,0,1.7
E00157491,97.5,0,0,2.5
E00157492,96.5,2.1,0,1.4
E00157493,89.3,4.6,2.3,3.8
E00157494,97.3,2.7,0,0
E00157495,94.7,3.8,0,1.5
E00157496,97.8,2.2,0,0
E00157497,90.9,6.6,0.8,1.7
E00157498,99.2,0.8,0,0
E00157499,94.5,0.8,2.4,2.4
E00157500,97,2.3,0.8,0
E00157501,93.5,4.3,0,2.2
E00157502,96.3,1.5,0,2.2
E00157503,96,4,0,0
E00157504,97.1,2.2,0,0.7
