areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00075894,44,37.6,16.3,2.1,0
E00075895,41.6,34.4,16.2,7.8,0
E00075896,29.3,30.2,32.8,6,1.7
E00075897,69.6,25.5,3.8,1.1,0
E00075898,20.4,23,38.9,17.7,0
E00075899,26.7,32.3,32.3,8.8,0
E00075900,60.4,29.1,9,0.7,0.7
E00075901,46.2,33.1,17.7,2.3,0.8
E00075902,32.6,31.8,26.4,9.3,0
E00075903,27.4,29.8,29.8,12.1,0.8
E00075904,31.3,41.7,19.1,7.8,0
E00075905,39,30.5,19.5,11,0
E00075906,32.7,33.6,21.8,11.8,0
E00075907,39.3,36.4,20.7,3.6,0
E00075908,36.8,28.8,21.6,12,0.8
E00075910,53.9,34.4,9.7,1.9,0
E00075911,38.4,33.3,23.2,5.1,0
E00075912,42,42,12.5,3.6,0
E00075913,50,36.4,11.8,1.8,0
E00075914,53.8,31.5,12.3,2.3,0
E00075915,48.3,37.2,11,3.4,0
E00075916,59.8,33.9,6.3,0,0
E00075917,66.9,28.6,4.5,0,0
E00075918,52.7,33.3,13.2,0.8,0
E00075919,46.2,37.6,16.2,0,0
E00075920,36.1,34.5,23.5,5.9,0
E00075921,68.7,21.1,9.5,0.7,0
E00075922,33.6,43.7,16.8,5.9,0
E00075923,29.4,32.5,23,14.3,0.8
E00075924,58.2,35,5.6,1.1,0
E00075925,56.7,36.2,6.3,0.8,0
E00075926,62,23.3,13.2,1.6,0
E00075927,33.1,25.4,24.6,14.8,2.1
E00075928,34.9,34.1,23.8,6.3,0.8
E00075929,37.5,37.5,18.8,5.4,0.9
E00075930,33.9,27.1,28.8,10.2,0
E00075931,33.6,39.8,21.9,4.7,0
E00075932,27.3,27.3,34.1,9.1,2.3
E00075933,34.6,34.6,24.4,6.3,0
E00075934,53.7,32.1,12.7,1.5,0
E00075935,30.8,36.6,20.3,12.2,0
E00075936,45.7,34.9,17.8,1.6,0
E00076101,31.6,27.1,25.2,14.2,1.9
E00076103,56.2,34.7,9.1,0,0
E00076105,56.6,33.6,9,0.8,0
