areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00075894,86.5,7.4,2.6,3.5
E00075895,82.6,8.1,3.4,5.9
E00075896,91.3,0.8,2.1,5.8
E00075897,96.4,1.6,0.5,1.6
E00075898,92.1,2.6,1.6,3.7
E00075899,87.6,3,3.2,6.2
E00075900,89.2,6.3,2,2.6
E00075901,87.3,5.4,3.4,3.9
E00075902,86.6,5,5.9,2.5
E00075903,84.9,6.4,1.4,7.3
E00075904,88.3,2.8,4.9,3.9
E00075905,92,2.8,2.8,2.4
E00075906,85.3,4.8,3.2,6.7
E00075907,89.3,4.5,2.1,4.1
E00075908,87.6,5.3,2.5,4.6
E00075910,90.7,6.5,0.6,2.3
E00075911,89.8,3.5,4,2.7
E00075912,87.7,7,2.6,2.6
E00075913,85.2,10.7,1.2,2.9
E00075914,88.9,4.1,2.2,4.8
E00075915,87.7,9,1.4,1.8
E00075916,90.1,6.6,1.2,2.1
E00075917,93.5,3.7,2.2,0.6
E00075918,89.7,4.8,1,4.5
E00075919,87.8,8,2.1,2.1
E00075920,88.5,2.7,3.5,5.3
E00075921,89.4,6.3,1.4,2.9
E00075922,91.8,3.3,2,2.9
E00075923,87.1,3.7,3.3,5.9
E00075924,87.9,6.4,1.7,4
E00075925,90.2,5.2,0.3,4.2
E00075926,92.3,1.8,1.8,4.2
E00075927,90.2,1.9,3.2,4.7
E00075928,90,4.1,1.2,4.6
E00075929,88.8,3.2,4.4,3.6
E00075930,90,6.4,0.9,2.7
E00075931,91.2,2.3,2.7,3.8
E00075932,86.2,4.1,3.4,6.3
E00075933,88.6,5.5,2.1,3.8
E00075934,91.4,4.4,1.2,3
E00075935,90.7,3.8,1.4,4.1
E00075936,92.2,4.1,1.4,2.3
E00076101,88.4,4.7,1.9,5
E00076103,90.1,7.7,0.7,1.5
E00076105,86.9,9.4,1.1,2.6
E00076118,87.4,6.1,4.6,1.9
E00076119,88.2,5.2,2.8,3.8
E00076120,90.7,4.5,0.7,4.1
E00076122,87.9,4.8,2,5.2
E00076123,88.7,5.8,1.5,4
E00076124,91.3,3.9,1.4,3.4
E00076125,89.6,5.6,2.6,2.2
E00076126,87.2,8.7,1.2,2.9
E00076127,87.9,8.2,0.4,3.5
E00076128,89.6,3.6,3.6,3.2
E00076129,89.1,6.6,1.6,2.7
E00076130,87.6,9.3,1.3,1.8
E00076131,90.9,4.1,1.2,3.7
E00076132,90.4,3.3,2,4.2
E00076133,88.5,6.2,0.5,4.8
E00076134,86.9,6.1,2.5,4.5
E00076135,91.2,3.2,2.6,2.9
E00076136,88.5,6.5,1.8,3.2
E00076137,88,3,3.6,5.4
E00076138,95.5,1.8,1.2,1.5
E00076139,89,4.1,1.7,5.1
E00076150,91.1,4.1,1.4,3.4
E00076152,86,4.9,2.8,6.3
E00076184,87.9,6.3,2.7,3.1
E00076185,89.4,6.5,3.2,0.9
E00076186,90.2,2.2,2.5,5
E00076187,85.7,3.1,4,7.1
E00076188,89.5,2.9,2.9,4.7
E00076189,90,4.4,2,3.6
E00076190,86.9,4.5,2.4,6.2
E00076191,89.2,3.1,3.1,4.5
E00076192,87.2,6,1.6,5.2
E00076193,84.1,3.8,3.8,8.3
E00076194,93.8,2.8,1.7,1.7
E00076195,87.6,3.4,2.6,6.4
E00076196,90.2,3,3,3.8
E00076197,91.6,1,3.9,3.6
E00076198,86,1.8,1.8,10.3
E00076199,90.3,3.7,2,4
E00076200,90.4,5.2,2.2,2.2
E00076201,87.5,5.8,3.1,3.7
E00076202,87.6,6.6,1.8,4
E00076203,87.3,4.1,2.4,6.2
E00076204,87.7,4.3,2.5,5.4
E00076205,90.2,2.4,3.3,4.2
E00076206,91.4,1.5,2.2,4.9
E00076207,83.8,6.4,2.3,7.5
E00076208,89.4,3.7,2,4.9
E00076209,85.2,4.8,5.2,4.8
E00076210,86.7,5.5,3.9,3.9
E00076211,88.9,2.9,3.4,4.7
E00076212,89.4,2.3,3.2,5.1
E00076213,90.1,4.3,1.9,3.7
E00076214,86.8,5,2.8,5.3
E00076215,88.3,3.5,1.8,6.4
E00076216,83.2,5.7,4.3,6.8
E00076217,91.7,1.8,4,2.5
E00076218,89.9,3.9,2.3,3.9
E00076219,87.3,2.5,5.4,4.7
E00076220,89.1,3.1,5.7,2.2
E00076221,89.2,4,2.5,4.3
E00076222,88.9,5,3.1,3.1
E00076223,85.3,8,3.1,3.6
E00076224,85.1,2.9,2.3,9.7
E00076225,91.1,3.8,1.3,3.8
E00076226,84.9,5,4.6,5.4
E00076227,92.4,1.7,2.8,3.1
E00076228,92.9,3.5,1.6,2
E00076229,89,3.1,4.1,3.8
E00076230,86.5,3.7,3.3,6.5
E00076231,86.4,6.7,1.2,5.8
E00076233,86.3,6.5,1.9,5.3
E00076234,87.8,2.4,2.9,6.8
E00076235,87.6,4,2.9,5.5
E00076236,87.1,5.8,2.5,4.6
E00076237,86.9,5.3,2.5,5.3
E00076238,87.7,3.3,5.4,3.6
E00076239,88,4.6,2.8,4.6
E00076240,87.3,6.5,0.3,5.8
E00076243,88.5,7.1,2.4,2
E00076246,88.7,5.7,1.9,3.8
E00076248,89.7,7.6,0.3,2.4
E00076249,88.1,6.9,1.9,3.1
E00076250,87,5.6,0.4,6.9
E00076251,89.9,2.8,2.8,4.5
E00076252,90.6,4.5,1.5,3.3
E00076253,87.3,4.6,2.3,5.8
E00076254,88.7,4.2,2.8,4.2
E00076255,90.5,2.9,1,5.7
E00076256,89.9,3.6,1.9,4.7
E00076257,91.2,3.7,1.4,3.7
E00076258,88,3.7,2.5,5.8
E00076260,91.4,4.3,1.2,3.1
E00076261,89.8,3.1,3.1,3.9
E00076262,89.5,4.4,2.9,3.3
E00076263,87.3,4.5,3.4,4.9
E00076264,91.3,1.4,3.5,3.8
E00076265,82.9,7.9,3.1,6.1
E00076266,89.6,5.2,2,3.2
E00076268,88,4.6,3.7,3.7
E00076269,92.9,3.2,1.1,2.9
E00076489,87.8,5,3.8,3.4
E00076490,87.9,4.4,2.5,5.1
E00076491,90.6,3.9,3.9,1.6
E00076492,89.1,3.1,3.1,4.7
E00076493,90.9,1.3,1.7,6
E00076494,88.1,5.1,2.7,4.1
E00076495,90.5,3.3,3.3,2.9
E00076496,86.5,4.9,3.8,4.9
E00076497,84.7,5.1,3.5,6.7
E00076498,90.8,2.7,1.4,5.1
E00076499,89.1,4.5,1.8,4.5
