areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00000576,69.2,30.8
E00000578,52.6,47.4
E00000579,65.9,34.1
E00000580,71.8,28.2
E00000581,64.1,35.9
E00000583,61.8,38.2
E00000584,69.9,30.1
E00000585,65.7,34.3
E00000586,72.9,27.1
E00000587,73.5,26.5
E00000588,57.6,42.4
E00000589,67.2,32.8
E00000590,56.9,43.1
E00000591,59.4,40.6
E00000592,72.9,27.1
E00000593,66.8,33.2
E00000594,74.6,25.4
E00000595,73.2,26.8
E00000596,57.2,42.8
E00000597,58.9,41.1
E00000598,63.3,36.7
E00000599,71.3,28.7
E00000600,64,36
E00000601,67,33
E00000602,68.2,31.8
E00000603,69.5,30.5
E00000604,50.9,49.1
E00000605,55.2,44.8
E00000606,55,45
E00000607,57.1,42.9
E00000608,63,37
E00000610,66.5,33.5
E00000611,65.6,34.4
E00000612,73.3,26.7
E00000613,65.6,34.4
E00000614,71.5,28.5
E00000615,79.6,20.4
E00000616,58.8,41.2
E00000617,76.3,23.7
E00000618,82.9,17.1
E00000619,61.3,38.7
E00000620,77,23
E00000807,61.2,38.8
E00000808,45.9,54.1
E00000809,65.4,34.6
E00000811,71.7,28.3
E00000812,73.9,26.1
E00000819,75.8,24.2
E00000820,75.1,24.9
E00000821,61,39
E00000822,76.5,23.5
E00000823,65.4,34.6
E00000824,61.6,38.4
E00000825,50,50
E00000826,75,25
E00000827,70,30
E00000828,68.5,31.5
E00000829,80.8,19.2
E00000830,55.6,44.4
E00000831,75.9,24.1
E00000832,70.6,29.4
E00000833,70.4,29.6
E00000834,71.6,28.4
E00000835,63.4,36.6
E00000836,71.6,28.4
E00000837,71.1,28.9
E00000838,59.9,40.1
E00000839,69,31
E00000840,56.2,43.8
E00000841,73.2,26.8
E00000842,68,32
E00000843,55.4,44.6
E00000844,73.8,26.2
E00000845,63,37
E00000846,77.4,22.6
E00000847,68.5,31.5
E00000848,70,30
E00000849,65.8,34.2
E00000850,74.3,25.7
E00000851,64,36
E00000852,78.6,21.4
E00000853,47.3,52.7
E00000854,74.6,25.4
E00000855,68.1,31.9
E00000856,78,22
E00000857,77.5,22.5
E00000858,81.4,18.6
E00000859,56.2,43.8
E00000860,75.4,24.6
E00000861,70.7,29.3
E00000863,75.6,24.4
E00000864,76.4,23.6
E00000865,74.8,25.2
E00000866,71.3,28.8
E00000867,70.7,29.3
E00000868,75,25
E00000869,79.5,20.5
E00001248,63.1,36.9
E00001302,74.3,25.7
E00001305,69.8,30.2
E00001306,57.6,42.4
E00001307,69.8,30.2
E00001309,57.7,42.3
E00001310,44.7,55.3
E00001311,70,30
E00001312,72.8,27.2
E00001313,63.9,36.1
E00001314,54.5,45.5
E00001315,46.6,53.4
E00001316,66.9,33.1
E00001317,66.4,33.6
E00001318,61.8,38.2
E00001319,62.5,37.5
E00001320,75.2,24.8
E00001321,75.2,24.8
E00001322,56.6,43.4
E00001323,70.9,29.1
E00001324,64.5,35.5
E00001325,59.1,40.9
E00001326,77.4,22.6
E00001327,54.5,45.5
E00001328,59.9,40.1
E00001329,51,49
E00001330,72.7,27.3
E00001331,64.6,35.4
E00001338,67.7,32.3
E00001339,75.5,24.5
E00001343,66.8,33.2
E00001344,67.2,32.8
E00001345,77.9,22.1
E00001347,75.4,24.6
E00001348,78.3,21.7
E00001377,63.3,36.7
E00001378,61,39
E00001379,65,35
E00001387,60.8,39.2
E00001388,40.4,59.6
E00001571,57.2,42.8
E00001574,61.1,38.9
E00001575,52.9,47.1
E00001576,68.6,31.4
E00001578,65.3,34.7
E00006964,61.3,38.7
E00006968,57.4,42.6
E00007003,66.7,33.3
E00007006,66,34
E00007008,67.2,32.8
E00007013,75.1,24.9
E00007014,73.9,26.1
E00007017,64.6,35.4
E00007034,57.5,42.5
E00007035,75.7,24.3
E00007036,47.9,52.1
E00007037,57.8,42.2
E00007038,57.5,42.5
E00007039,67,33
E00007040,66.7,33.3
E00007041,62.1,37.9
E00007042,65.4,34.6
E00007043,73.3,26.7
E00007044,55,45
E00007045,60.6,39.4
E00007047,54.3,45.7
E00007049,57.8,42.2
E00007050,73.9,26.1
E00007052,76.1,23.9
E00007054,74.5,25.5
E00007055,74.5,25.5
E00007056,75.2,24.8
E00007058,60.9,39.1
E00007059,66.1,33.9
E00007060,74.9,25.1
E00007061,69.3,30.7
E00007062,41,59
E00007063,60.8,39.2
E00007064,55.8,44.2
E00007066,62.2,37.8
E00007067,58.9,41.1
E00007068,58.7,41.3
E00007069,70.4,29.6
E00007070,53.6,46.4
E00007071,53.6,46.4
E00007072,74.9,25.1
E00007073,56.3,43.8
E00007208,74.1,25.9
E00007210,68.8,31.2
E00007211,74.3,25.7
E00007212,76.2,23.8
E00007213,70.7,29.3
E00007215,72.3,27.7
E00007216,74.8,25.2
E00007217,76.2,23.8
E00007219,81.2,18.8
E00007224,83,17
E00007225,80,20
E00007228,73.9,26.1
E00007229,89,11
E00007230,70.9,29.1
E00007231,73.5,26.5
E00007234,79.1,20.9
E00007236,73.4,26.6
E00007237,77.9,22.1
E00007238,60.6,39.4
E00007240,62.3,37.7
E00007241,82.2,17.8
E00007242,74.7,25.3
E00007243,80.4,19.6
E00007244,74.3,25.7
E00007293,74.4,25.6
E00007294,71.3,28.7
E00007295,77,23
E00007296,68.3,31.7
E00007297,65.3,34.7
E00007298,74,26
E00007299,74.7,25.3
E00007300,78,22
E00007301,76.7,23.3
E00007302,67.5,32.5
E00007303,77.7,22.3
E00007304,86.6,13.4
E00007305,76.9,23.1
E00007306,77.1,22.9
E00007307,82.8,17.2
E00007308,56.2,43.8
E00007309,80.3,19.7
E00007310,72.4,27.6
E00007311,76.8,23.2
E00007312,78.3,21.7
E00007313,72.8,27.2
E00007314,75.9,24.1
E00007315,81.5,18.5
E00007316,75.1,24.9
E00007317,67.7,32.3
E00007318,73.4,26.6
E00007319,74.1,25.9
E00007320,73.2,26.8
E00007321,75.5,24.5
E00007322,72.7,27.3
E00007323,76.4,23.6
E00007324,66.3,33.7
E00007325,66.2,33.8
E00007326,84.6,15.4
E00007327,74.1,25.9
E00007328,76,24
E00007329,75.5,24.5
E00007330,66.8,33.2
E00007331,69.3,30.7
E00007332,67.2,32.8
E00007333,69.9,30.1
E00007334,74.2,25.8
E00007417,46.8,53.2
E00007418,47.8,52.2
E00007419,59.7,40.3
E00007420,63,37
E00007421,42,58
E00007422,56,44
E00007423,72.1,27.9
E00007426,57.5,42.5
E00007427,53.6,46.4
E00007428,32.6,67.4
E00007429,59.9,40.1
E00007430,51.4,48.6
E00007431,53.1,46.9
E00007432,33.5,66.5
E00007433,61.8,38.2
E00007435,47.2,52.8
E00007437,59.9,40.1
E00007440,63.2,36.8
E00007443,50.7,49.3
E00007452,63.5,36.5
E00007453,58.4,41.6
E00007454,59.9,40.1
E00007455,61.1,38.9
E00007456,61.1,38.9
E00007457,52.4,47.6
E00007458,60.3,39.7
E00007539,63.5,36.5
E00007540,60.2,39.8
E00007541,62.5,37.5
E00007542,67.1,32.9
E00007543,58.9,41.1
E00007544,64.9,35.1
E00007545,56.4,43.6
E00007546,71.5,28.5
E00007547,66.8,33.2
E00007548,65.8,34.2
E00007549,56.3,43.7
E00007550,80.9,19.1
E00007551,73.2,26.8
E00007552,68.8,31.2
