areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00000576,11.7,32.5,21.7,34.2
E00000578,15.4,30.1,18.4,36
E00000579,23.2,20.3,22.6,33.9
E00000580,16,28.8,18.4,36.8
E00000581,29.5,28.4,20.2,21.9
E00000583,28.8,30.9,18.3,22
E00000584,18.2,28.1,20.7,33.1
E00000585,11.9,25.4,20.3,42.4
E00000586,19.4,29,21.8,29.8
E00000587,15,33.1,22,29.9
E00000588,18.5,24.6,20,36.9
E00000589,29.7,29.7,16.7,23.9
E00000590,14.4,27.1,27.1,31.4
E00000591,20.6,27,23.8,28.6
E00000592,27,19.7,21.9,31.4
E00000593,15.3,25,25.8,33.9
E00000594,26,32.1,13,29
E00000595,18.5,26.7,28.1,26.7
E00000596,29.6,23,21.5,25.9
E00000597,17.1,29.9,17.9,35
E00000598,14.2,17.9,15.7,52.2
E00000599,24.3,28.6,27.1,20
E00000600,28.3,24.8,24.1,22.8
E00000601,13.4,29.1,27.6,29.9
E00000602,33.6,30.5,17.6,18.3
E00000603,26.1,33.6,16.4,23.9
E00000604,29.2,44.4,14.6,11.7
E00000605,23.2,29.1,16.6,31.1
E00000606,36,23.7,10.8,29.5
E00000607,46.2,21.2,14.9,17.8
E00000608,23.8,22.2,21.4,32.5
E00000610,22.3,32.3,23.1,22.3
E00000611,14.7,24.8,20.2,40.4
E00000612,15.5,20.7,25.9,37.9
E00000613,19.1,29.8,16,35.1
E00000614,9.9,24.3,26.1,39.6
E00000615,21.1,32.5,17.1,29.3
E00000616,15.4,16.3,20.3,48
E00000617,27.8,32.5,19.8,19.8
E00000618,45,17.6,13,24.4
E00000619,17.1,21.1,22.8,39
E00000620,20.3,22.6,18,39.1
E00000807,25.9,26.9,16.7,30.6
E00000808,31.8,33.3,20.2,14.7
E00000809,20.7,29.3,21.7,28.3
E00000811,20.2,28.7,17.8,33.3
E00000812,18.4,27.7,22,31.9
E00000819,46.5,20.4,17.2,15.9
E00000820,16.7,32.5,22.5,28.3
E00000821,47.3,34.8,10.7,7.1
E00000822,31,30,24,15
E00000823,20.8,36.9,19.5,22.8
E00000824,19.8,29.7,23.4,27
E00000825,49.2,29.2,12.5,9.2
E00000826,38.3,25.2,17.4,19.1
E00000827,25.2,25.9,18.5,30.4
E00000828,20.5,35.7,19.6,24.1
E00000829,19.5,27.6,22.8,30.1
E00000830,25.7,36.1,19.3,18.9
E00000831,28.2,26.1,22.5,23.2
E00000832,18.8,32.1,12.5,36.6
E00000833,34.5,28.4,21.6,15.5
E00000834,17.5,33,20.4,29.1
E00000835,30,32.5,15.8,21.7
E00000836,16.2,33.3,19.7,30.8
E00000837,44.2,32.7,8.7,14.4
E00000838,30.5,26.3,27.1,16.1
E00000839,21.3,27.8,23.1,27.8
E00000840,31,28.2,22.4,18.4
E00000841,20.7,32.8,17.2,29.3
E00000842,33.8,21.9,17.2,27.2
E00000843,26.7,31.1,20,22.2
E00000844,21.9,25.4,18.4,34.2
E00000845,26.5,23.5,25,25
E00000846,16.8,15.4,18.9,49
E00000847,14.5,35.9,19.7,29.9
E00000848,17.1,26.5,17.1,39.3
E00000849,25,29.4,17.6,27.9
E00000850,27.1,33.6,15.9,23.4
E00000851,42.5,25,13.8,18.8
E00000852,14.8,28.7,21.3,35.2
E00000853,30.1,27.9,21.3,20.6
E00000854,13.7,25.6,26.5,34.2
E00000855,26.2,31.1,29.3,13.4
E00000856,21,22.6,29,27.4
E00000857,23.2,25.2,13.2,38.4
E00000858,26.4,25,23.6,25
E00000859,44,25,15,16
E00000860,19.4,30.6,18.5,31.5
E00000861,17.5,30.7,19.3,32.5
E00000863,15.8,36.7,22.5,25
E00000864,21.6,22.4,19.4,36.6
E00000865,18.7,29,23.9,28.4
E00000866,39.1,32.7,17.3,10.9
E00000867,20,27,21.7,31.3
E00000868,25.6,28.2,21.4,24.8
E00000869,33.6,22.9,20.6,22.9
E00001248,55.9,29.4,8,6.7
E00001302,30.4,29.6,16,24
E00001305,18.4,33.6,21.7,26.3
E00001306,36.9,32,17.7,13.3
E00001307,13.4,46.2,15.1,25.2
E00001309,23.1,30.8,14.6,31.5
E00001310,44.7,33,14.9,7.4
E00001311,13.4,32.8,18.5,35.3
E00001312,25.9,34.5,11.5,28.1
E00001313,28.2,35.5,11.8,24.5
E00001314,27.9,28.7,26.5,16.9
E00001315,43.9,34.2,11.4,10.5
E00001316,34.8,26.1,15.7,23.5
E00001317,15.6,19.5,25,39.8
E00001318,43.2,23.3,18.5,15.1
E00001319,24.6,20,22.3,33.1
E00001320,16.9,29,21.8,32.3
E00001321,17.7,31.5,15.4,35.4
E00001322,29.3,27.8,20.7,22.2
E00001323,14.8,29.7,18.8,36.7
E00001324,25,27.3,14.4,33.3
E00001325,22.3,33.9,25,18.8
E00001326,17.7,29,19.4,33.9
E00001327,24.2,34.1,20.5,21.2
E00001328,23,29.5,18,29.5
E00001329,27.2,24.5,25.2,23.2
E00001330,15,36.1,18,30.8
E00001331,49.2,20.8,16.7,13.3
E00001338,24.6,35.4,16.9,23.1
E00001339,17.8,29.9,17.8,34.6
E00001343,15.9,25.7,25.7,32.7
E00001344,25,24.2,17.5,33.3
E00001345,17.7,31.5,18.5,32.3
E00001347,20,34.2,12.5,33.3
E00001348,6.7,25,26,42.3
E00001377,69,23,3.4,4.6
E00001378,17.5,36.7,18.3,27.5
E00001379,13.7,27.4,31.4,27.4
E00001387,36,35.4,13,15.5
E00001388,36.7,24.5,10.9,27.9
E00001571,36.1,27.7,20.6,15.5
E00001574,27,29.4,24.6,19
E00001575,44.4,28.4,10.7,16.6
E00001576,30.9,35.8,15.4,17.9
E00001578,13.1,25.4,22.1,39.3
E00006964,26,31.3,14.5,28.2
E00006968,35.9,24.2,19.2,20.7
E00007003,29.3,24.9,25.4,20.4
E00007006,37.5,26.1,27.3,9.1
E00007008,27.4,29,19.4,24.2
E00007013,26.7,28.2,13.7,31.3
E00007014,26.5,23.8,23.8,25.9
E00007017,51.7,22.8,11,14.5
E00007034,58.5,16.2,12.3,13.1
E00007035,14.6,22.3,24.6,38.5
E00007036,22.2,28.6,21.4,27.8
E00007037,35.5,24.8,20.7,19
E00007038,37,27.9,20.1,14.9
E00007039,27.6,19,25.9,27.6
E00007040,19,29.8,17.4,33.9
E00007041,24.4,26.8,15.4,33.3
E00007042,13.8,32.8,19,34.5
E00007043,18.3,18.3,24.4,38.9
E00007044,25.9,22.4,21.6,30.2
E00007045,34.5,22.4,19.4,23.6
E00007047,27.9,25.7,22.8,23.5
E00007049,16.5,24.1,18,41.4
E00007050,11.1,25.4,15.1,48.4
E00007052,20,34.2,19.4,26.5
E00007054,6.8,24.8,25.6,42.9
E00007055,22.5,28.8,21.3,27.5
E00007056,26.8,45,14.8,13.4
E00007058,44.8,27.6,17.9,9.7
E00007059,17.4,33,21.1,28.4
E00007060,15.4,31.7,24.4,28.5
E00007061,29.5,21.7,19.3,29.5
E00007062,19.6,26.8,20.6,33
E00007063,16.1,28,19.5,36.4
E00007064,70.1,14.2,8.7,7.1
E00007066,26.1,28.1,19.6,26.1
E00007067,41.6,22.7,16.9,18.8
E00007068,33.9,28.3,18.1,19.7
E00007069,15.9,31.9,17.7,34.5
E00007070,37,34.4,15.6,13
E00007071,20.6,30.5,22,27
E00007072,13.8,28.4,21.6,36.2
E00007073,32.7,21.5,16.8,29
E00007208,21.8,31.6,18,28.6
E00007210,42.4,27.8,17.4,12.5
E00007211,30.6,26.9,16.7,25.8
E00007212,41.2,33.1,11.8,14
E00007213,43.4,34.3,13.3,9.1
E00007215,55.1,19.4,10.2,15.3
E00007216,36.4,34.1,14,15.5
E00007217,40,33.8,16.9,9.2
E00007219,30.5,33.1,13.6,22.9
E00007224,16.4,29.9,20.9,32.8
E00007225,13.9,33.3,14.6,38.2
E00007228,22.3,39.9,13.5,24.3
