geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00139441,94,0.8,5.2
E00139442,90.3,1.9,7.7
E00139444,90.9,0,9.1
E00139446,91.1,0.4,8.5
E00139447,95.9,0,4.1
E00139449,92.8,1.5,5.7
E00139452,96.7,0.6,2.8
E00139455,88.4,1.6,10
E00139456,95.3,0.8,3.9
E00139459,88.5,1.3,10.2
E00139461,90.1,0.7,9.2
E00139466,78.3,1.4,20.3
E00139482,81.3,1.4,17.3
E00139484,86.3,2.1,11.6
E00139485,86.6,2.6,10.8
E00139486,82,0.4,17.6
E00139487,88,0.4,11.7
E00139489,84.1,1.5,14.4
E00139490,84.5,0.5,15
E00139491,82.6,0.4,17
E00139492,76,2.8,21.2
E00139495,82.6,0.3,17.1
E00139497,69.5,1.8,28.7
E00139498,75.9,1.5,22.6
E00139499,88.3,0,11.7
E00139500,70.5,1.7,27.8
E00139501,59.6,0.4,40
E00139502,78.7,0.4,20.9
E00139504,72.7,0.3,27
E00139505,73.4,1.8,24.7
E00139506,75.5,1.5,23
E00139507,89.9,0.4,9.7
E00139508,75.2,1.1,23.7
E00139697,92,0.8,7.2
E00139698,94.8,0.2,4.9
E00139700,88.8,1.5,9.7
E00139718,83.1,4.4,12.4
E00139719,88.1,1.9,10
E00139720,86.7,0.4,12.9
E00139721,69.7,1.3,29.1
E00139722,86.5,2,11.5
E00139723,76.4,2.7,20.9
E00139724,81.5,2.5,16
E00139725,80.1,1.7,18.2
E00139726,89.1,0,10.9
E00139727,86.4,2.6,10.9
E00139728,80.6,0.8,18.7
E00139729,72.7,4.2,23.1
E00139730,92.4,1.3,6.3
E00139731,54.8,4,41.1
E00139732,72.2,3.3,24.5
E00139733,86.2,0.4,13.5
E00139734,88.3,1.5,10.2
E00139735,92.2,0.4,7.4
E00139736,94.3,0.7,5.1
E00139737,85.8,0.3,13.9
E00139738,89.1,0.8,10.1
E00139739,93,0.3,6.6
E00139740,86,2.7,11.3
E00139741,91.9,2.8,5.3
E00139742,84.5,3.4,12.1
E00139743,95.9,0.3,3.8
E00139744,94.6,1,4.4
E00139745,89.8,2,8.1
E00139746,80.1,0.4,19.6
E00139747,76.5,2.2,21.3
E00139748,84.4,1.8,13.8
E00139749,86,1.4,12.6
E00139750,84.8,0.8,14.4
E00139751,88.7,0.8,10.5
E00139752,86.4,1.2,12.5
E00139753,92.5,0.7,6.8
E00139755,76,3,21
E00139756,64.8,4.2,31
E00139757,84.7,0.4,14.9
E00139758,77.3,1.1,21.6
E00139759,87.3,0.8,12
E00139760,88.1,0.8,11.1
E00139761,85.5,1.8,12.7
E00139762,91.1,0.8,8.1
E00139763,90.3,2.7,7.1
E00139764,62,1.1,36.9
E00139765,80.8,2.9,16.3
E00139774,62.9,0.4,36.7
E00139775,81.9,1.6,16.5
E00139776,76.8,2.6,20.5
E00139820,88.8,0.7,10.5
E00139821,83.6,0.4,16
E00140037,71.6,0,28.4
E00140038,73.7,0.7,25.5
E00140039,85.6,0.3,14.1
E00140040,90.6,2.4,7.1
E00140041,77.2,0.4,22.4
E00140042,88.5,0.7,10.8
E00140043,89.8,0,10.2
E00140044,93.4,2,4.6
E00140045,73.9,0.3,25.8
E00140046,66.5,0.4,33.1
E00140047,90.9,1,8
E00140048,63.9,0,36.1
E00140049,87.2,0,12.8
E00140050,76.1,1.2,22.6
E00140062,72.4,1.2,26.5
E00140065,74.4,1.9,23.7
E00140066,67.3,2.1,30.6
E00140067,93.8,0.9,5.3
E00140068,76.5,1.4,22.1
E00140069,86.9,1.4,11.7
E00140070,85.3,0.7,14
E00140071,94.1,0.7,5.2
E00140072,88.2,1.2,10.6
E00140073,90.9,1.7,7.4
E00140074,91.9,0.4,7.7
E00140075,90.3,0.2,9.5
E00140077,76,0.3,23.6
E00140078,68.7,1.8,29.5
E00140079,87.5,0.9,11.6
E00140080,68.1,0.4,31.5
E00140081,60.8,2.3,36.9
E00140082,64.8,0,35.2
E00140083,74.1,3.2,22.7
E00140084,82.3,0.6,17.1
E00140085,86.8,0.9,12.3
E00140090,92.8,0,7.2
E00140093,86.4,1.1,12.5
E00140094,91.2,1.5,7.3
E00140114,74.7,0.8,24.5
E00140115,72.3,1.5,26.1
E00140116,91.9,1.2,7
E00140117,70.4,0,29.6
E00140118,73.4,1.5,25.1
E00140119,69.4,1.4,29.2
E00140120,87.6,0.3,12.1
E00140121,89.9,1.3,8.8
E00140122,53.2,1.2,45.6
E00140123,78.7,2,19.3
E00140138,71.9,1.1,27
E00140139,62.7,0,37.3
E00140140,65.9,0.8,33.3
E00140141,69.6,0.9,29.6
E00140142,70.1,1,28.8
E00140143,82.7,2.4,14.9
E00140144,89.1,1.3,9.5
E00140145,86.6,0,13.4
E00140146,88.1,0,11.9
E00140147,84.6,0.4,15.1
E00140148,83.3,0,16.7
E00140149,68.5,0.3,31.1
E00140241,86.8,0.4,12.9
E00140246,81.5,0.4,18.1
E00140247,80.8,0.4,18.8
E00140248,83.5,0.4,16.1
E00190021,87.9,2.3,9.8
E00190023,91.5,1.6,6.9
E00190027,90.4,1.9,7.8
E00190028,90.8,3,6.3
E00190038,92,2.3,5.8
E00190041,88.5,1,10.5
E00190060,92.4,0,7.6
E00190066,95,1.1,3.9
E00190068,83.7,1,15.3
E00190069,85.4,1.3,13.3
E00190079,65.8,0,34.2
E00190095,90.3,2,7.7
E00190106,93.2,0.3,6.6
E00190107,85.1,4,10.9
E00190109,93.6,1.2,5.2
E00190115,92.7,0.3,6.9
E00190119,89.9,1.5,8.5
E00190125,92.8,0.4,6.8
E00190132,79,2.7,18.2
