geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00139441,86,11.1,2.8
E00139442,88.7,9.6,1.6
E00139444,84.7,11.5,3.8
E00139446,83.6,13.2,3.2
E00139447,91.2,6.5,2.4
E00139449,84.5,10.6,4.9
E00139452,91.7,6.9,1.4
E00139455,84.9,11.9,3.2
E00139456,88,10.9,1.2
E00139459,89.4,8,2.6
E00139461,84.1,11.7,4.2
E00139466,75.3,19.2,5.6
E00139482,70.7,16.3,13
E00139484,76.1,14.8,9.1
E00139485,69.9,23.8,6.2
E00139486,78.8,16.9,4.3
E00139487,71.9,21.5,6.6
E00139489,76.4,18.5,5.2
E00139490,67.1,19.2,13.6
E00139491,67.4,29.1,3.5
E00139492,76.6,15.4,8
E00139495,75.8,16.8,7.4
E00139497,73.7,16.8,9.6
E00139498,77.8,15.9,6.3
E00139499,77.7,17.8,4.5
E00139500,75.4,16.8,7.7
E00139501,71.7,19,9.3
E00139502,77.6,16.1,6.3
E00139504,75.7,17.4,6.9
E00139505,78.6,12.5,8.9
E00139506,75.3,19.1,5.6
E00139507,77.4,16.7,6
E00139508,71.6,17.3,11.2
E00139697,88.5,9.7,1.8
E00139698,82.6,13.9,3.5
E00139700,86.9,8.8,4.3
E00139718,84.3,12,3.6
E00139719,78.2,16.5,5.4
E00139720,80,13.8,6.3
E00139721,65.7,26.7,7.5
E00139722,68.8,22.5,8.7
E00139723,68.5,19.3,12.2
E00139724,75.5,16.6,7.9
E00139725,59.3,29.9,10.7
E00139726,81.2,15.3,3.5
E00139727,85.8,10.6,3.6
E00139728,68.1,21.7,10.2
E00139729,79.7,15.6,4.6
E00139730,86.9,10.2,2.9
E00139731,42.4,36.8,20.8
E00139732,73.9,16.6,9.5
E00139733,82.6,13.5,3.9
E00139734,84.6,12.8,2.6
E00139735,85.4,12.3,2.2
E00139736,84.4,11.9,3.7
E00139737,87.3,8.8,3.9
E00139738,78.2,15.4,6.4
E00139739,88.6,9.2,2.2
E00139740,85.1,9.8,5.1
E00139741,87.4,9.4,3.2
E00139742,84.2,12.5,3.4
E00139743,86.3,11.5,2.2
E00139744,88.3,8.7,3
E00139745,82,15,3.1
E00139746,82.7,11.8,5.5
E00139747,77.6,14.6,7.8
E00139748,85.8,10.2,4
E00139749,78.7,16.7,4.6
E00139750,77.4,13.1,9.5
E00139751,87.1,8,4.8
E00139752,83,14.4,2.6
E00139753,91.5,6.9,1.6
E00139755,61.6,23.7,14.7
E00139756,74.1,19.2,6.6
E00139757,72.9,18.7,8.4
E00139758,80.3,15.2,4.5
E00139759,77.3,16.7,6
E00139760,80.1,15.9,4
E00139761,86.4,11,2.6
E00139762,88.6,8.9,2.4
E00139763,86.4,11.9,1.8
E00139764,73.4,15.2,11.4
E00139765,78.6,15.2,6.2
E00139774,60.6,28.9,10.6
E00139775,75.8,19.7,4.5
E00139776,81.1,9.9,8.9
E00139820,82.6,13,4.3
E00139821,76.1,18.1,5.8
E00140037,58.4,24.1,17.5
E00140038,78.2,14.5,7.3
E00140039,77.6,16.2,6.2
E00140040,76,19.7,4.3
E00140041,57.1,31.8,11.1
E00140042,80,15.4,4.6
E00140043,68.4,24.2,7.4
E00140044,87.6,8.7,3.7
E00140045,81.3,15.2,3.5
E00140046,62.2,27.6,10.2
E00140047,84.2,10.2,5.6
E00140048,48.1,29,22.9
E00140049,81.7,14.2,4.1
E00140050,76.6,17.2,6.1
E00140062,65.4,21.4,13.2
E00140065,74.9,19.3,5.8
E00140066,75.2,16.8,8
E00140067,86.8,9.5,3.8
E00140068,68.7,23.8,7.5
E00140069,84.2,8.9,6.8
E00140070,79.4,16.2,4.4
E00140071,85.2,8.9,5.9
E00140072,74.8,16.3,8.9
E00140073,89.6,9.4,1
E00140074,86.2,9.9,3.9
E00140075,86.5,10.7,2.7
E00140077,79.8,16,4.2
E00140078,72.7,17.6,9.7
E00140079,79.6,14.9,5.4
E00140080,71.9,18.9,9.3
E00140081,74.2,19.8,6
E00140082,63.8,24.5,11.7
E00140083,74.6,19.3,6.1
E00140084,79.2,14.9,5.9
E00140085,80.3,14.5,5.3
E00140090,77,20,3
E00140093,78.1,17.3,4.6
E00140094,79,15.3,5.7
E00140114,67.7,19,13.3
E00140115,72.1,18.7,9.2
E00140116,85.8,9,5.2
E00140117,73.4,19.3,7.4
E00140118,77.2,14.8,8
E00140119,71.1,21.8,7
E00140120,80.9,13.3,5.8
E00140121,85.5,11.3,3.2
E00140122,73.6,15.5,11
E00140123,71.3,20.5,8.1
E00140138,74.5,19.7,5.8
E00140139,67.5,19.3,13.2
E00140140,65,26.9,8.1
E00140141,67.7,25.3,7
E00140142,76.7,17,6.3
E00140143,74.4,20.1,5.5
E00140144,82.9,14.1,3
E00140145,64.9,22.9,12.1
E00140146,71.5,21.9,6.7
E00140147,74.6,18.9,6.4
E00140148,78.1,15.2,6.7
E00140149,60.8,26.2,12.9
E00140241,72.6,18.2,9.1
E00140246,71.8,21.1,7
E00140247,73.5,21.2,5.4
E00140248,73.9,18.9,7.2
E00190021,90.5,9.5,0
E00190023,90.9,7.5,1.6
E00190027,91.9,7.4,0.7
E00190028,85.2,11.1,3.6
E00190038,87.1,10,2.9
E00190041,89.2,9.1,1.7
E00190060,94.8,5.2,0
E00190066,91.9,7,1.1
E00190068,80.8,12.8,6.4
E00190069,93.3,3.8,2.9
E00190079,78.8,14.6,6.6
E00190095,94.3,5.7,0
E00190106,90.9,7.6,1.5
E00190107,90.5,8,1.5
E00190109,93.6,5.5,0.9
E00190115,89.7,8.6,1.7
E00190119,86.6,9.1,4.3
E00190125,89.8,6.8,3.4
